,BuypriceChangeBarrier,maxProftBarrier,delta,Total_Profit,Total_Brokerrage,Total_Transactions
41,-0.001,0.0050000000000000044,0.015999999999999997,-17399.99999999967,8750.0,175.0
42,-0.001,0.004000000000000005,0.015999999999999997,-3269.9999999998954,9100.0,182.0
43,-0.001,0.003000000000000006,0.015999999999999997,29925.000000000084,9400.0,188.0
44,-0.001,0.002000000000000007,0.015999999999999997,7620.000000000033,9550.0,191.0
45,-0.001,0.01,0.014999999999999996,35550.000000000065,8050.0,161.0
46,-0.001,0.009000000000000001,0.014999999999999996,64710.00000000023,8150.0,163.0
47,-0.001,0.008000000000000002,0.014999999999999996,22350.000000000557,8650.0,173.0
48,-0.001,0.007000000000000003,0.014999999999999996,11025.00000000054,8750.0,175.0
49,-0.001,0.006000000000000004,0.014999999999999996,-5429.999999999637,8750.0,175.0
50,-0.001,0.0050000000000000044,0.014999999999999996,-17399.99999999967,8750.0,175.0
51,-0.001,0.004000000000000005,0.014999999999999996,-3269.9999999998954,9100.0,182.0
52,-0.001,0.003000000000000006,0.014999999999999996,29925.000000000084,9400.0,188.0
53,-0.001,0.002000000000000007,0.014999999999999996,7620.000000000033,9550.0,191.0
54,-0.001,0.01,0.013999999999999995,50490.00000000013,8000.0,160.0
55,-0.001,0.009000000000000001,0.013999999999999995,79650.00000000029,8100.0,162.0
56,-0.001,0.008000000000000002,0.013999999999999995,37290.00000000062,8600.0,172.0
57,-0.001,0.007000000000000003,0.013999999999999995,25965.0000000006,8700.0,174.0
58,-0.001,0.006000000000000004,0.013999999999999995,9510.000000000424,8700.0,174.0
59,-0.001,0.0050000000000000044,0.013999999999999995,-2459.999999999609,8700.0,174.0
60,-0.001,0.004000000000000005,0.013999999999999995,11670.000000000162,9050.0,181.0
61,-0.001,0.003000000000000006,0.013999999999999995,29925.000000000084,9400.0,188.0
62,-0.001,0.002000000000000007,0.013999999999999995,7620.000000000033,9550.0,191.0
63,-0.001,0.01,0.012999999999999994,83444.99999999996,7850.0,157.0
64,-0.001,0.009000000000000001,0.012999999999999994,99465.00000000013,7900.0,158.0
65,-0.001,0.008000000000000002,0.012999999999999994,59355.000000000466,8500.0,170.0
66,-0.001,0.007000000000000003,0.012999999999999994,48030.000000000444,8600.0,172.0
67,-0.001,0.006000000000000004,0.012999999999999994,31575.000000000276,8600.0,172.0
68,-0.001,0.0050000000000000044,0.012999999999999994,19605.000000000244,8600.0,172.0
69,-0.001,0.004000000000000005,0.012999999999999994,33735.000000000015,8950.0,179.0
70,-0.001,0.003000000000000006,0.012999999999999994,51989.99999999993,9300.0,186.0
71,-0.001,0.002000000000000007,0.012999999999999994,37484.99999999982,9400.0,188.0
72,-0.001,0.01,0.011999999999999993,71549.99999999994,7750.0,155.0
73,-0.001,0.009000000000000001,0.011999999999999993,101220.0000000001,7750.0,155.0
74,-0.001,0.008000000000000002,0.011999999999999993,58860.00000000044,8250.0,165.0
75,-0.001,0.007000000000000003,0.011999999999999993,47535.000000000415,8350.0,167.0
76,-0.001,0.006000000000000004,0.011999999999999993,31080.000000000244,8350.0,167.0
77,-0.001,0.0050000000000000044,0.011999999999999993,44610.00000000021,8400.0,168.0
78,-0.001,0.004000000000000005,0.011999999999999993,58740.0,8750.0,175.0
79,-0.001,0.003000000000000006,0.011999999999999993,63464.99999999991,9000.0,180.0
80,-0.001,0.002000000000000007,0.011999999999999993,36944.999999999825,9150.0,183.0
81,-0.001,0.01,0.010999999999999992,57404.99999999997,7600.0,152.0
82,-0.001,0.009000000000000001,0.010999999999999992,112290.00000000013,7650.0,153.0
83,-0.001,0.008000000000000002,0.010999999999999992,69930.00000000047,8150.0,163.0
84,-0.001,0.007000000000000003,0.010999999999999992,58605.000000000466,8250.0,165.0
85,-0.001,0.006000000000000004,0.010999999999999992,42150.00000000029,8250.0,165.0
86,-0.001,0.0050000000000000044,0.010999999999999992,55680.00000000026,8300.0,166.0
87,-0.001,0.004000000000000005,0.010999999999999992,69810.00000000003,8650.0,173.0
88,-0.001,0.003000000000000006,0.010999999999999992,74534.99999999996,8900.0,178.0
89,-0.001,0.002000000000000007,0.010999999999999992,52229.99999999991,9050.0,181.0
90,-0.001,0.01,0.009999999999999992,58950.0,7500.0,150.0
91,-0.001,0.009000000000000001,0.009999999999999992,115575.00000000015,7550.0,151.0
92,-0.001,0.008000000000000002,0.009999999999999992,73215.00000000048,8050.0,161.0
93,-0.001,0.007000000000000003,0.009999999999999992,60150.000000000495,8150.0,163.0
94,-0.001,0.006000000000000004,0.009999999999999992,43695.00000000032,8150.0,163.0
95,-0.001,0.0050000000000000044,0.009999999999999992,57225.00000000029,8200.0,164.0
96,-0.001,0.004000000000000005,0.009999999999999992,71355.00000000004,8550.0,171.0
97,-0.001,0.003000000000000006,0.009999999999999992,42795.00000000003,8700.0,174.0
98,-0.001,0.002000000000000007,0.009999999999999992,20489.999999999996,8850.0,177.0
99,-0.001,0.01,0.00899999999999999,52244.99999999997,7500.0,150.0
100,-0.001,0.009000000000000001,0.00899999999999999,108870.0000000001,7550.0,151.0
101,-0.001,0.008000000000000002,0.00899999999999999,66510.00000000044,8050.0,161.0
102,-0.001,0.007000000000000003,0.00899999999999999,53445.00000000044,8150.0,163.0
103,-0.001,0.006000000000000004,0.00899999999999999,36990.00000000026,8150.0,163.0
104,-0.001,0.0050000000000000044,0.00899999999999999,50520.00000000023,8200.0,164.0
105,-0.001,0.004000000000000005,0.00899999999999999,64650.000000000015,8550.0,171.0
106,-0.001,0.003000000000000006,0.00899999999999999,36089.99999999999,8700.0,174.0
107,-0.001,0.002000000000000007,0.00899999999999999,13784.999999999949,8850.0,177.0
108,-0.001,0.01,0.00799999999999999,62325.000000000146,7500.0,150.0
109,-0.001,0.009000000000000001,0.00799999999999999,114210.00000000016,7450.0,149.0
110,-0.001,0.008000000000000002,0.00799999999999999,71850.0000000005,7950.0,159.0
111,-0.001,0.007000000000000003,0.00799999999999999,58785.00000000051,8050.0,161.0
112,-0.001,0.006000000000000004,0.00799999999999999,40005.00000000026,8150.0,163.0
113,-0.001,0.0050000000000000044,0.00799999999999999,53535.00000000022,8200.0,164.0
114,-0.001,0.004000000000000005,0.00799999999999999,77025.00000000001,8500.0,170.0
115,-0.001,0.003000000000000006,0.00799999999999999,49064.999999999985,8550.0,171.0
116,-0.001,0.002000000000000007,0.00799999999999999,8745.000000000153,8650.0,173.0
117,-0.001,0.01,0.006999999999999989,30750.000000000164,7450.0,149.0
118,-0.001,0.009000000000000001,0.006999999999999989,81195.00000000019,7400.0,148.0
119,-0.001,0.008000000000000002,0.006999999999999989,38835.00000000049,7900.0,158.0
120,-0.001,0.007000000000000003,0.006999999999999989,27210.00000000049,8000.0,160.0
121,-0.001,0.006000000000000004,0.006999999999999989,8430.00000000024,8100.0,162.0
122,-0.001,0.0050000000000000044,0.006999999999999989,21960.000000000215,8150.0,163.0
123,-0.001,0.004000000000000005,0.006999999999999989,45449.99999999999,8450.0,169.0
124,-0.001,0.003000000000000006,0.006999999999999989,16889.999999999978,8550.0,171.0
125,-0.001,0.002000000000000007,0.006999999999999989,-1410.000000000009,8600.0,172.0
126,-0.001,0.01,0.005999999999999988,-13394.999999999822,7200.0,144.0
127,-0.001,0.009000000000000001,0.005999999999999988,43095.00000000025,7150.0,143.0
128,-0.001,0.008000000000000002,0.005999999999999988,53445.00000000032,7350.0,147.0
129,-0.001,0.007000000000000003,0.005999999999999988,41820.000000000306,7450.0,149.0
130,-0.001,0.006000000000000004,0.005999999999999988,23040.00000000006,7550.0,151.0
131,-0.001,0.0050000000000000044,0.005999999999999988,39179.99999999998,7700.0,154.0
132,-0.001,0.004000000000000005,0.005999999999999988,22079.999999999967,8000.0,160.0
133,-0.001,0.003000000000000006,0.005999999999999988,18404.99999999997,8000.0,160.0
134,-0.001,0.002000000000000007,0.005999999999999988,-4110.000000000016,8100.0,162.0
135,-0.011,0.01,0.02,13740.000000000193,5950.0,119.0
136,-0.011,0.009000000000000001,0.02,25845.00000000031,6200.0,124.0
137,-0.011,0.008000000000000002,0.02,20130.000000000455,6300.0,126.0
138,-0.011,0.007000000000000003,0.02,14355.000000000455,6400.0,128.0
139,-0.011,0.006000000000000004,0.02,12105.000000000324,6600.0,132.0
140,-0.011,0.0050000000000000044,0.02,1620.000000000231,6850.0,137.0
141,-0.011,0.004000000000000005,0.02,-135.00000000003092,7250.0,145.0
142,-0.011,0.003000000000000006,0.02,-11399.999999999945,7550.0,151.0
143,-0.011,0.002000000000000007,0.02,-8999.999999999804,7650.0,153.0
144,-0.011,0.01,0.019,13740.000000000193,5950.0,119.0
145,-0.011,0.009000000000000001,0.019,25845.00000000031,6200.0,124.0
146,-0.011,0.008000000000000002,0.019,20130.000000000455,6300.0,126.0
147,-0.011,0.007000000000000003,0.019,14355.000000000455,6400.0,128.0
148,-0.011,0.006000000000000004,0.019,12105.000000000324,6600.0,132.0
149,-0.011,0.0050000000000000044,0.019,1620.000000000231,6850.0,137.0
150,-0.011,0.004000000000000005,0.019,-135.00000000003092,7250.0,145.0
151,-0.011,0.003000000000000006,0.019,-11399.999999999945,7550.0,151.0
152,-0.011,0.002000000000000007,0.019,-8999.999999999804,7650.0,153.0
153,-0.011,0.01,0.018,13740.000000000193,5950.0,119.0
154,-0.011,0.009000000000000001,0.018,25845.00000000031,6200.0,124.0
155,-0.011,0.008000000000000002,0.018,20130.000000000455,6300.0,126.0
156,-0.011,0.007000000000000003,0.018,14355.000000000455,6400.0,128.0
157,-0.011,0.006000000000000004,0.018,12105.000000000324,6600.0,132.0
158,-0.011,0.0050000000000000044,0.018,1620.000000000231,6850.0,137.0
159,-0.011,0.004000000000000005,0.018,-135.00000000003092,7250.0,145.0
160,-0.011,0.003000000000000006,0.018,-11399.999999999945,7550.0,151.0
161,-0.011,0.002000000000000007,0.018,-8999.999999999804,7650.0,153.0
162,-0.011,0.01,0.016999999999999998,13740.000000000193,5950.0,119.0
163,-0.011,0.009000000000000001,0.016999999999999998,25845.00000000031,6200.0,124.0
164,-0.011,0.008000000000000002,0.016999999999999998,20130.000000000455,6300.0,126.0
165,-0.011,0.007000000000000003,0.016999999999999998,14355.000000000455,6400.0,128.0
166,-0.011,0.006000000000000004,0.016999999999999998,12105.000000000324,6600.0,132.0
167,-0.011,0.0050000000000000044,0.016999999999999998,1620.000000000231,6850.0,137.0
168,-0.011,0.004000000000000005,0.016999999999999998,-135.00000000003092,7250.0,145.0
169,-0.011,0.003000000000000006,0.016999999999999998,-11399.999999999945,7550.0,151.0
170,-0.011,0.002000000000000007,0.016999999999999998,-8999.999999999804,7650.0,153.0
171,-0.011,0.01,0.015999999999999997,28050.00000000014,5850.0,117.0
172,-0.011,0.009000000000000001,0.015999999999999997,40155.00000000026,6100.0,122.0
173,-0.011,0.008000000000000002,0.015999999999999997,34440.0000000004,6200.0,124.0
174,-0.011,0.007000000000000003,0.015999999999999997,28665.0000000004,6300.0,126.0
175,-0.011,0.006000000000000004,0.015999999999999997,26415.000000000266,6500.0,130.0
176,-0.011,0.0050000000000000044,0.015999999999999997,15930.000000000178,6750.0,135.0
177,-0.011,0.004000000000000005,0.015999999999999997,14174.999999999916,7150.0,143.0
178,-0.011,0.003000000000000006,0.015999999999999997,2909.9999999999945,7450.0,149.0
179,-0.011,0.002000000000000007,0.015999999999999997,1095.0000000001564,7600.0,152.0
180,-0.011,0.01,0.014999999999999996,28050.00000000014,5850.0,117.0
181,-0.011,0.009000000000000001,0.014999999999999996,40155.00000000026,6100.0,122.0
182,-0.011,0.008000000000000002,0.014999999999999996,34440.0000000004,6200.0,124.0
183,-0.011,0.007000000000000003,0.014999999999999996,28665.0000000004,6300.0,126.0
184,-0.011,0.006000000000000004,0.014999999999999996,26415.000000000266,6500.0,130.0
185,-0.011,0.0050000000000000044,0.014999999999999996,15930.000000000178,6750.0,135.0
186,-0.011,0.004000000000000005,0.014999999999999996,14174.999999999916,7150.0,143.0
187,-0.011,0.003000000000000006,0.014999999999999996,2909.9999999999945,7450.0,149.0
188,-0.011,0.002000000000000007,0.014999999999999996,1095.0000000001564,7600.0,152.0
189,-0.011,0.01,0.013999999999999995,42990.000000000204,5800.0,116.0
190,-0.011,0.009000000000000001,0.013999999999999995,55095.00000000032,6050.0,121.0
191,-0.011,0.008000000000000002,0.013999999999999995,49380.000000000466,6150.0,123.0
192,-0.011,0.007000000000000003,0.013999999999999995,43605.000000000466,6250.0,125.0
193,-0.011,0.006000000000000004,0.013999999999999995,41355.000000000335,6450.0,129.0
194,-0.011,0.0050000000000000044,0.013999999999999995,30870.00000000024,6700.0,134.0
195,-0.011,0.004000000000000005,0.013999999999999995,29114.999999999978,7100.0,142.0
196,-0.011,0.003000000000000006,0.013999999999999995,2909.9999999999945,7450.0,149.0
197,-0.011,0.002000000000000007,0.013999999999999995,1095.0000000001564,7600.0,152.0
198,-0.011,0.01,0.012999999999999994,69975.00000000015,5650.0,113.0
199,-0.011,0.009000000000000001,0.012999999999999994,68940.00000000028,5850.0,117.0
200,-0.011,0.008000000000000002,0.012999999999999994,63225.00000000042,5950.0,119.0
201,-0.011,0.007000000000000003,0.012999999999999994,57450.00000000042,6050.0,121.0
202,-0.011,0.006000000000000004,0.012999999999999994,55200.00000000029,6250.0,125.0
203,-0.011,0.0050000000000000044,0.012999999999999994,44715.0000000002,6500.0,130.0
204,-0.011,0.004000000000000005,0.012999999999999994,42959.999999999935,6900.0,138.0
205,-0.011,0.003000000000000006,0.012999999999999994,16754.999999999956,7250.0,145.0
206,-0.011,0.002000000000000007,0.012999999999999994,10725.000000000064,7400.0,148.0
207,-0.011,0.01,0.011999999999999993,53340.00000000007,5550.0,111.0
208,-0.011,0.009000000000000001,0.011999999999999993,59175.000000000146,5650.0,113.0
209,-0.011,0.008000000000000002,0.011999999999999993,53460.00000000029,5750.0,115.0
210,-0.011,0.007000000000000003,0.011999999999999993,47685.000000000284,5850.0,117.0
211,-0.011,0.006000000000000004,0.011999999999999993,45435.00000000015,6050.0,121.0
212,-0.011,0.0050000000000000044,0.011999999999999993,58905.00000000013,6250.0,125.0
213,-0.011,0.004000000000000005,0.011999999999999993,41699.99999999986,6750.0,135.0
214,-0.011,0.003000000000000006,0.011999999999999993,15494.999999999884,7100.0,142.0
215,-0.011,0.002000000000000007,0.011999999999999993,-17970.000000000022,7250.0,145.0
216,-0.011,0.01,0.010999999999999992,27945.000000000116,5500.0,110.0
217,-0.011,0.009000000000000001,0.010999999999999992,58995.000000000175,5650.0,113.0
218,-0.011,0.008000000000000002,0.010999999999999992,53280.00000000032,5750.0,115.0
219,-0.011,0.007000000000000003,0.010999999999999992,47505.00000000032,5850.0,117.0
220,-0.011,0.006000000000000004,0.010999999999999992,45255.000000000175,6050.0,121.0
221,-0.011,0.0050000000000000044,0.010999999999999992,58725.00000000016,6250.0,125.0
222,-0.011,0.004000000000000005,0.010999999999999992,41519.99999999988,6750.0,135.0
223,-0.011,0.003000000000000006,0.010999999999999992,15314.999999999913,7100.0,142.0
224,-0.011,0.002000000000000007,0.010999999999999992,-13934.999999999945,7250.0,145.0
225,-0.011,0.01,0.009999999999999992,27945.000000000116,5500.0,110.0
226,-0.011,0.009000000000000001,0.009999999999999992,58995.000000000175,5650.0,113.0
227,-0.011,0.008000000000000002,0.009999999999999992,53280.00000000032,5750.0,115.0
228,-0.011,0.007000000000000003,0.009999999999999992,47505.00000000032,5850.0,117.0
229,-0.011,0.006000000000000004,0.009999999999999992,41895.00000000016,5950.0,119.0
230,-0.011,0.0050000000000000044,0.009999999999999992,55365.00000000013,6150.0,123.0
231,-0.011,0.004000000000000005,0.009999999999999992,38159.99999999987,6650.0,133.0
232,-0.011,0.003000000000000006,0.009999999999999992,11954.999999999898,7000.0,140.0
233,-0.011,0.002000000000000007,0.009999999999999992,-17294.999999999964,7150.0,143.0
234,-0.011,0.01,0.00899999999999999,21240.00000000006,5500.0,110.0
235,-0.011,0.009000000000000001,0.00899999999999999,52290.00000000013,5650.0,113.0
236,-0.011,0.008000000000000002,0.00899999999999999,46575.00000000028,5750.0,115.0
237,-0.011,0.007000000000000003,0.00899999999999999,40800.00000000026,5850.0,117.0
238,-0.011,0.006000000000000004,0.00899999999999999,35190.00000000014,5950.0,119.0
239,-0.011,0.0050000000000000044,0.00899999999999999,48660.00000000007,6150.0,123.0
240,-0.011,0.004000000000000005,0.00899999999999999,31454.999999999825,6650.0,133.0
241,-0.011,0.003000000000000006,0.00899999999999999,5249.9999999998545,7000.0,140.0
242,-0.011,0.002000000000000007,0.00899999999999999,-24000.0,7150.0,143.0
243,-0.011,0.01,0.00799999999999999,41895.00000000025,5500.0,110.0
244,-0.011,0.009000000000000001,0.00799999999999999,70620.00000000025,5550.0,111.0
245,-0.011,0.008000000000000002,0.00799999999999999,64905.00000000041,5650.0,113.0
246,-0.011,0.007000000000000003,0.00799999999999999,59130.00000000041,5750.0,115.0
247,-0.011,0.006000000000000004,0.00799999999999999,51195.00000000019,5950.0,119.0
248,-0.011,0.0050000000000000044,0.00799999999999999,64665.000000000146,6150.0,123.0
249,-0.011,0.004000000000000005,0.00799999999999999,51524.99999999987,6750.0,135.0
250,-0.011,0.003000000000000006,0.00799999999999999,25919.999999999884,7000.0,140.0
251,-0.011,0.002000000000000007,0.00799999999999999,-20309.999999999876,7050.0,141.0
252,-0.011,0.01,0.006999999999999989,42750.00000000029,5500.0,110.0
253,-0.011,0.009000000000000001,0.006999999999999989,71475.00000000029,5550.0,111.0
254,-0.011,0.008000000000000002,0.006999999999999989,65760.00000000045,5650.0,113.0
255,-0.011,0.007000000000000003,0.006999999999999989,59985.00000000045,5750.0,115.0
256,-0.011,0.006000000000000004,0.006999999999999989,52050.00000000023,5950.0,119.0
257,-0.011,0.0050000000000000044,0.006999999999999989,65520.00000000019,6150.0,123.0
258,-0.011,0.004000000000000005,0.006999999999999989,52379.99999999991,6650.0,133.0
259,-0.011,0.003000000000000006,0.006999999999999989,34424.99999999986,6750.0,135.0
260,-0.011,0.002000000000000007,0.006999999999999989,23579.999999999898,6800.0,136.0
261,-0.011,0.01,0.005999999999999988,22905.00000000032,5700.0,114.0
262,-0.011,0.009000000000000001,0.005999999999999988,51630.000000000335,5750.0,115.0
263,-0.011,0.008000000000000002,0.005999999999999988,51990.00000000042,5850.0,117.0
264,-0.011,0.007000000000000003,0.005999999999999988,35970.000000000444,6050.0,121.0
265,-0.011,0.006000000000000004,0.005999999999999988,28035.00000000021,6250.0,125.0
266,-0.011,0.0050000000000000044,0.005999999999999988,41505.000000000175,6450.0,129.0
267,-0.011,0.004000000000000005,0.005999999999999988,40830.0000000001,6550.0,131.0
268,-0.011,0.003000000000000006,0.005999999999999988,45795.00000000009,6550.0,131.0
269,-0.011,0.002000000000000007,0.005999999999999988,34950.00000000013,6600.0,132.0
270,-0.020999999999999998,0.01,0.02,60795.000000000306,4900.0,98.0
271,-0.020999999999999998,0.009000000000000001,0.02,61275.00000000041,4950.0,99.0
272,-0.020999999999999998,0.008000000000000002,0.02,68775.00000000057,4950.0,99.0
273,-0.020999999999999998,0.007000000000000003,0.02,66900.00000000055,5150.0,103.0
274,-0.020999999999999998,0.006000000000000004,0.02,53535.00000000044,5450.0,109.0
275,-0.020999999999999998,0.0050000000000000044,0.02,55020.00000000038,5700.0,114.0
276,-0.020999999999999998,0.004000000000000005,0.02,40875.000000000284,6300.0,126.0
277,-0.020999999999999998,0.003000000000000006,0.02,41895.00000000024,6600.0,132.0
278,-0.020999999999999998,0.002000000000000007,0.02,20220.000000000295,6800.0,136.0
279,-0.020999999999999998,0.01,0.019,60795.000000000306,4900.0,98.0
280,-0.020999999999999998,0.009000000000000001,0.019,61275.00000000041,4950.0,99.0
281,-0.020999999999999998,0.008000000000000002,0.019,68775.00000000057,4950.0,99.0
282,-0.020999999999999998,0.007000000000000003,0.019,66900.00000000055,5150.0,103.0
283,-0.020999999999999998,0.006000000000000004,0.019,53535.00000000044,5450.0,109.0
284,-0.020999999999999998,0.0050000000000000044,0.019,55020.00000000038,5700.0,114.0
285,-0.020999999999999998,0.004000000000000005,0.019,40875.000000000284,6300.0,126.0
286,-0.020999999999999998,0.003000000000000006,0.019,41895.00000000024,6600.0,132.0
287,-0.020999999999999998,0.002000000000000007,0.019,20220.000000000295,6800.0,136.0
288,-0.020999999999999998,0.01,0.018,60795.000000000306,4900.0,98.0
289,-0.020999999999999998,0.009000000000000001,0.018,61275.00000000041,4950.0,99.0
290,-0.020999999999999998,0.008000000000000002,0.018,68775.00000000057,4950.0,99.0
291,-0.020999999999999998,0.007000000000000003,0.018,66900.00000000055,5150.0,103.0
292,-0.020999999999999998,0.006000000000000004,0.018,53535.00000000044,5450.0,109.0
293,-0.020999999999999998,0.0050000000000000044,0.018,55020.00000000038,5700.0,114.0
294,-0.020999999999999998,0.004000000000000005,0.018,40875.000000000284,6300.0,126.0
295,-0.020999999999999998,0.003000000000000006,0.018,41895.00000000024,6600.0,132.0
296,-0.020999999999999998,0.002000000000000007,0.018,20220.000000000295,6800.0,136.0
297,-0.020999999999999998,0.01,0.016999999999999998,60795.000000000306,4900.0,98.0
298,-0.020999999999999998,0.009000000000000001,0.016999999999999998,61275.00000000041,4950.0,99.0
299,-0.020999999999999998,0.008000000000000002,0.016999999999999998,68775.00000000057,4950.0,99.0
300,-0.020999999999999998,0.007000000000000003,0.016999999999999998,66900.00000000055,5150.0,103.0
301,-0.020999999999999998,0.006000000000000004,0.016999999999999998,53535.00000000044,5450.0,109.0
302,-0.020999999999999998,0.0050000000000000044,0.016999999999999998,55020.00000000038,5700.0,114.0
303,-0.020999999999999998,0.004000000000000005,0.016999999999999998,40875.000000000284,6300.0,126.0
304,-0.020999999999999998,0.003000000000000006,0.016999999999999998,41895.00000000024,6600.0,132.0
305,-0.020999999999999998,0.002000000000000007,0.016999999999999998,20220.000000000295,6800.0,136.0
306,-0.020999999999999998,0.01,0.015999999999999997,65910.00000000029,4900.0,98.0
307,-0.020999999999999998,0.009000000000000001,0.015999999999999997,66390.00000000041,4950.0,99.0
308,-0.020999999999999998,0.008000000000000002,0.015999999999999997,73890.00000000055,4950.0,99.0
309,-0.020999999999999998,0.007000000000000003,0.015999999999999997,72015.00000000055,5150.0,103.0
310,-0.020999999999999998,0.006000000000000004,0.015999999999999997,58650.00000000042,5450.0,109.0
311,-0.020999999999999998,0.0050000000000000044,0.015999999999999997,60135.000000000364,5700.0,114.0
312,-0.020999999999999998,0.004000000000000005,0.015999999999999997,45990.00000000026,6300.0,126.0
313,-0.020999999999999998,0.003000000000000006,0.015999999999999997,47010.00000000022,6600.0,132.0
314,-0.020999999999999998,0.002000000000000007,0.015999999999999997,21120.000000000295,6850.0,137.0
315,-0.020999999999999998,0.01,0.014999999999999996,65910.00000000029,4900.0,98.0
316,-0.020999999999999998,0.009000000000000001,0.014999999999999996,66390.00000000041,4950.0,99.0
317,-0.020999999999999998,0.008000000000000002,0.014999999999999996,73890.00000000055,4950.0,99.0
318,-0.020999999999999998,0.007000000000000003,0.014999999999999996,72015.00000000055,5150.0,103.0
319,-0.020999999999999998,0.006000000000000004,0.014999999999999996,58650.00000000042,5450.0,109.0
320,-0.020999999999999998,0.0050000000000000044,0.014999999999999996,60135.000000000364,5700.0,114.0
321,-0.020999999999999998,0.004000000000000005,0.014999999999999996,45990.00000000026,6300.0,126.0
322,-0.020999999999999998,0.003000000000000006,0.014999999999999996,47010.00000000022,6600.0,132.0
323,-0.020999999999999998,0.002000000000000007,0.014999999999999996,21120.000000000295,6850.0,137.0
324,-0.020999999999999998,0.01,0.013999999999999995,74910.0000000003,4900.0,98.0
325,-0.020999999999999998,0.009000000000000001,0.013999999999999995,75390.00000000041,4950.0,99.0
326,-0.020999999999999998,0.008000000000000002,0.013999999999999995,82890.00000000055,4950.0,99.0
327,-0.020999999999999998,0.007000000000000003,0.013999999999999995,81015.00000000055,5150.0,103.0
328,-0.020999999999999998,0.006000000000000004,0.013999999999999995,67650.00000000044,5450.0,109.0
329,-0.020999999999999998,0.0050000000000000044,0.013999999999999995,69135.00000000038,5700.0,114.0
330,-0.020999999999999998,0.004000000000000005,0.013999999999999995,54990.00000000026,6300.0,126.0
331,-0.020999999999999998,0.003000000000000006,0.013999999999999995,47010.00000000022,6600.0,132.0
332,-0.020999999999999998,0.002000000000000007,0.013999999999999995,21120.000000000295,6850.0,137.0
333,-0.020999999999999998,0.01,0.012999999999999994,57930.00000000026,4800.0,96.0
334,-0.020999999999999998,0.009000000000000001,0.012999999999999994,58410.000000000364,4850.0,97.0
