,BuypriceChangeBarrier,maxProftBarrier,delta,Total_Profit,Total_Brokerrage,Total_Transactions
598,-0.041,0.006,0.014,36435,4000,80
599,-0.041,0.005,0.014,39045,4100,82
600,-0.041,0.004,0.014,36990,4500,90
601,-0.041,0.003,0.014,29010,4800,96
602,-0.041,0.002,0.014,20895,4900,98
603,-0.041,0.01,0.013,50760,3700,74
604,-0.041,0.009,0.013,54270,3700,74
605,-0.041,0.008,0.013,50640,3800,76
606,-0.041,0.007,0.013,48765,4000,80
607,-0.041,0.006,0.013,48195,4100,82
608,-0.041,0.005,0.013,50805,4200,84
609,-0.041,0.004,0.013,48750,4600,92
610,-0.041,0.003,0.013,40770,4900,98
611,-0.041,0.002,0.013,28440,5000,100
612,-0.041,0.01,0.012,59205,4000,80
613,-0.041,0.009,0.012,62715,4000,80
614,-0.041,0.008,0.012,59085,4100,82
615,-0.041,0.007,0.012,57210,4300,86
616,-0.041,0.006,0.012,56640,4400,88
617,-0.041,0.005,0.012,73320,4600,92
618,-0.041,0.004,0.012,71265,5000,100
619,-0.041,0.003,0.012,63285,5300,106
620,-0.041,0.002,0.012,30255,5250,105
621,-0.041,0.01,0.011,33810,3950,79
622,-0.041,0.009,0.011,62535,4000,80
623,-0.041,0.008,0.011,58905,4100,82
624,-0.041,0.007,0.011,57030,4300,86
625,-0.041,0.006,0.011,56460,4400,88
626,-0.041,0.005,0.011,73140,4600,92
627,-0.041,0.004,0.011,71085,5000,100
628,-0.041,0.003,0.011,63105,5300,106
629,-0.041,0.002,0.011,34290,5250,105
630,-0.041,0.01,0.01,33810,3950,79
631,-0.041,0.009,0.01,62535,4000,80
632,-0.041,0.008,0.01,58905,4100,82
633,-0.041,0.007,0.01,57030,4300,86
634,-0.041,0.006,0.01,53100,4300,86
635,-0.041,0.005,0.01,69780,4500,90
636,-0.041,0.004,0.01,67725,4900,98
637,-0.041,0.003,0.01,59745,5200,104
638,-0.041,0.002,0.01,30930,5150,103
639,-0.041,0.01,0.009,37905,4150,83
640,-0.041,0.009,0.009,66630,4200,84
641,-0.041,0.008,0.009,63000,4300,86
642,-0.041,0.007,0.009,61125,4500,90
643,-0.041,0.006,0.009,57195,4500,90
644,-0.041,0.005,0.009,73875,4700,94
645,-0.041,0.004,0.009,71820,5100,102
646,-0.041,0.003,0.009,63840,5400,108
647,-0.041,0.002,0.009,35025,5350,107
648,-0.041,0.01,0.008,44370,4500,90
649,-0.041,0.009,0.008,73095,4550,91
650,-0.041,0.008,0.008,67380,4650,93
651,-0.041,0.007,0.008,61605,4750,95
652,-0.041,0.006,0.008,55350,4850,97
653,-0.041,0.005,0.008,72030,5050,101
654,-0.041,0.004,0.008,74040,5550,111
655,-0.041,0.003,0.008,66060,5850,117
656,-0.041,0.002,0.008,46575,5900,118
657,-0.041,0.01,0.007,46725,4600,92
658,-0.041,0.009,0.007,75450,4650,93
659,-0.041,0.008,0.007,69735,4750,95
660,-0.041,0.007,0.007,63960,4850,97
661,-0.041,0.006,0.007,57705,4950,99
662,-0.041,0.005,0.007,74385,5150,103
663,-0.041,0.004,0.007,76395,5550,111
664,-0.041,0.003,0.007,60690,5650,113
665,-0.041,0.002,0.007,41205,5700,114
666,-0.041,0.01,0.006,24210,4650,93
667,-0.041,0.009,0.006,52935,4700,94
668,-0.041,0.008,0.006,53295,4800,96
669,-0.041,0.007,0.006,47520,4900,98
670,-0.041,0.006,0.006,41265,5000,100
671,-0.041,0.005,0.006,57945,5200,104
672,-0.041,0.004,0.006,47040,5300,106
673,-0.041,0.003,0.006,54255,5300,106
674,-0.041,0.002,0.006,34770,5350,107
675,-0.051,0.01,0.02,22365,3600,72
676,-0.051,0.009,0.02,25875,3600,72
677,-0.051,0.008,0.02,22245,3700,74
678,-0.051,0.007,0.02,20370,3900,78
679,-0.051,0.006,0.02,19800,4000,80
680,-0.051,0.005,0.02,22410,4100,82
681,-0.051,0.004,0.02,20355,4500,90
682,-0.051,0.003,0.02,6435,4750,95
683,-0.051,0.002,0.02,2535,4800,96
684,-0.051,0.01,0.019,22365,3600,72
685,-0.051,0.009,0.019,25875,3600,72
686,-0.051,0.008,0.019,22245,3700,74
687,-0.051,0.007,0.019,20370,3900,78
688,-0.051,0.006,0.019,19800,4000,80
689,-0.051,0.005,0.019,22410,4100,82
690,-0.051,0.004,0.019,20355,4500,90
691,-0.051,0.003,0.019,6435,4750,95
692,-0.051,0.002,0.019,2535,4800,96
693,-0.051,0.01,0.018,22365,3600,72
694,-0.051,0.009,0.018,25875,3600,72
695,-0.051,0.008,0.018,22245,3700,74
696,-0.051,0.007,0.018,20370,3900,78
697,-0.051,0.006,0.018,19800,4000,80
698,-0.051,0.005,0.018,22410,4100,82
699,-0.051,0.004,0.018,20355,4500,90
700,-0.051,0.003,0.018,6435,4750,95
701,-0.051,0.002,0.018,2535,4800,96
702,-0.051,0.01,0.017,22365,3600,72
703,-0.051,0.009,0.017,25875,3600,72
704,-0.051,0.008,0.017,22245,3700,74
705,-0.051,0.007,0.017,20370,3900,78
706,-0.051,0.006,0.017,19800,4000,80
707,-0.051,0.005,0.017,22410,4100,82
708,-0.051,0.004,0.017,20355,4500,90
709,-0.051,0.003,0.017,6435,4750,95
710,-0.051,0.002,0.017,2535,4800,96
711,-0.051,0.01,0.016,27480,3600,72
712,-0.051,0.009,0.016,30990,3600,72
713,-0.051,0.008,0.016,27360,3700,74
714,-0.051,0.007,0.016,25485,3900,78
715,-0.051,0.006,0.016,24915,4000,80
716,-0.051,0.005,0.016,27525,4100,82
717,-0.051,0.004,0.016,25470,4500,90
718,-0.051,0.003,0.016,11550,4750,95
719,-0.051,0.002,0.016,3435,4850,97
720,-0.051,0.01,0.015,27480,3600,72
721,-0.051,0.009,0.015,30990,3600,72
722,-0.051,0.008,0.015,27360,3700,74
723,-0.051,0.007,0.015,25485,3900,78
724,-0.051,0.006,0.015,24915,4000,80
725,-0.051,0.005,0.015,27525,4100,82
726,-0.051,0.004,0.015,25470,4500,90
727,-0.051,0.003,0.015,11550,4750,95
728,-0.051,0.002,0.015,3435,4850,97
729,-0.051,0.01,0.014,36480,3600,72
730,-0.051,0.009,0.014,39990,3600,72
731,-0.051,0.008,0.014,36360,3700,74
732,-0.051,0.007,0.014,34485,3900,78
733,-0.051,0.006,0.014,33915,4000,80
734,-0.051,0.005,0.014,36525,4100,82
735,-0.051,0.004,0.014,34470,4500,90
736,-0.051,0.003,0.014,26490,4800,96
737,-0.051,0.002,0.014,18375,4900,98
738,-0.051,0.01,0.013,48240,3700,74
739,-0.051,0.009,0.013,51750,3700,74
740,-0.051,0.008,0.013,48120,3800,76
741,-0.051,0.007,0.013,46245,4000,80
742,-0.051,0.006,0.013,45675,4100,82
743,-0.051,0.005,0.013,48285,4200,84
744,-0.051,0.004,0.013,46230,4600,92
745,-0.051,0.003,0.013,38250,4900,98
746,-0.051,0.002,0.013,25920,5000,100
747,-0.051,0.01,0.012,56685,4000,80
748,-0.051,0.009,0.012,60195,4000,80
749,-0.051,0.008,0.012,56565,4100,82
750,-0.051,0.007,0.012,54690,4300,86
751,-0.051,0.006,0.012,54120,4400,88
752,-0.051,0.005,0.012,70800,4600,92
753,-0.051,0.004,0.012,68745,5000,100
754,-0.051,0.003,0.012,60765,5300,106
755,-0.051,0.002,0.012,27735,5250,105
756,-0.051,0.01,0.011,31290,3950,79
757,-0.051,0.009,0.011,60015,4000,80
758,-0.051,0.008,0.011,56385,4100,82
759,-0.051,0.007,0.011,54510,4300,86
760,-0.051,0.006,0.011,53940,4400,88
761,-0.051,0.005,0.011,70620,4600,92
762,-0.051,0.004,0.011,68565,5000,100
763,-0.051,0.003,0.011,60585,5300,106
764,-0.051,0.002,0.011,31770,5250,105
765,-0.051,0.01,0.01,31290,3950,79
766,-0.051,0.009,0.01,60015,4000,80
767,-0.051,0.008,0.01,56385,4100,82
768,-0.051,0.007,0.01,54510,4300,86
769,-0.051,0.006,0.01,50580,4300,86
770,-0.051,0.005,0.01,67260,4500,90
771,-0.051,0.004,0.01,65205,4900,98
772,-0.051,0.003,0.01,57225,5200,104
773,-0.051,0.002,0.01,28410,5150,103
774,-0.051,0.01,0.009,35385,4150,83
775,-0.051,0.009,0.009,64110,4200,84
776,-0.051,0.008,0.009,60480,4300,86
777,-0.051,0.007,0.009,58605,4500,90
778,-0.051,0.006,0.009,54675,4500,90
779,-0.051,0.005,0.009,71355,4700,94
780,-0.051,0.004,0.009,69300,5100,102
781,-0.051,0.003,0.009,61320,5400,108
782,-0.051,0.002,0.009,32505,5350,107
783,-0.051,0.01,0.008,41850,4500,90
784,-0.051,0.009,0.008,70575,4550,91
785,-0.051,0.008,0.008,64860,4650,93
786,-0.051,0.007,0.008,59085,4750,95
787,-0.051,0.006,0.008,52830,4850,97
788,-0.051,0.005,0.008,69510,5050,101
789,-0.051,0.004,0.008,71520,5550,111
790,-0.051,0.003,0.008,63540,5850,117
791,-0.051,0.002,0.008,44055,5900,118
792,-0.051,0.01,0.007,44205,4600,92
793,-0.051,0.009,0.007,72930,4650,93
794,-0.051,0.008,0.007,67215,4750,95
795,-0.051,0.007,0.007,61440,4850,97
796,-0.051,0.006,0.007,55185,4950,99
797,-0.051,0.005,0.007,71865,5150,103
798,-0.051,0.004,0.007,73875,5550,111
799,-0.051,0.003,0.007,58170,5650,113
800,-0.051,0.002,0.007,38685,5700,114
801,-0.051,0.01,0.006,25080,4600,92
802,-0.051,0.009,0.006,53805,4650,93
803,-0.051,0.008,0.006,54165,4750,95
804,-0.051,0.007,0.006,48390,4850,97
805,-0.051,0.006,0.006,42135,4950,99
806,-0.051,0.005,0.006,58815,5150,103
807,-0.051,0.004,0.006,47910,5250,105
808,-0.051,0.003,0.006,55125,5250,105
809,-0.051,0.002,0.006,35640,5300,106
810,-0.061,0.01,0.02,13140,3200,64
811,-0.061,0.009,0.02,16650,3200,64
812,-0.061,0.008,0.02,11520,3200,64
813,-0.061,0.007,0.02,9645,3400,68
814,-0.061,0.006,0.02,9075,3500,70
815,-0.061,0.005,0.02,3045,3650,73
816,-0.061,0.004,0.02,990,4050,81
817,-0.061,0.003,0.02,-12930,4300,86
818,-0.061,0.002,0.02,-8190,4300,86
819,-0.061,0.01,0.019,13140,3200,64
820,-0.061,0.009,0.019,16650,3200,64
821,-0.061,0.008,0.019,11520,3200,64
822,-0.061,0.007,0.019,9645,3400,68
823,-0.061,0.006,0.019,9075,3500,70
824,-0.061,0.005,0.019,3045,3650,73
825,-0.061,0.004,0.019,990,4050,81
826,-0.061,0.003,0.019,-12930,4300,86
827,-0.061,0.002,0.019,-8190,4300,86
828,-0.061,0.01,0.018,13140,3200,64
829,-0.061,0.009,0.018,16650,3200,64
830,-0.061,0.008,0.018,11520,3200,64
831,-0.061,0.007,0.018,9645,3400,68
832,-0.061,0.006,0.018,9075,3500,70
833,-0.061,0.005,0.018,3045,3650,73
834,-0.061,0.004,0.018,990,4050,81
835,-0.061,0.003,0.018,-12930,4300,86
836,-0.061,0.002,0.018,-8190,4300,86
837,-0.061,0.01,0.017,13140,3200,64
838,-0.061,0.009,0.017,16650,3200,64
839,-0.061,0.008,0.017,11520,3200,64
840,-0.061,0.007,0.017,9645,3400,68
841,-0.061,0.006,0.017,9075,3500,70
842,-0.061,0.005,0.017,3045,3650,73
843,-0.061,0.004,0.017,990,4050,81
844,-0.061,0.003,0.017,-12930,4300,86
845,-0.061,0.002,0.017,-8190,4300,86
846,-0.061,0.01,0.016,18255,3200,64
847,-0.061,0.009,0.016,21765,3200,64
848,-0.061,0.008,0.016,16635,3200,64
849,-0.061,0.007,0.016,14760,3400,68
850,-0.061,0.006,0.016,14190,3500,70
851,-0.061,0.005,0.016,8160,3650,73
852,-0.061,0.004,0.016,6105,4050,81
853,-0.061,0.003,0.016,-7815,4300,86
854,-0.061,0.002,0.016,-7290,4350,87
855,-0.061,0.01,0.015,18255,3200,64
856,-0.061,0.009,0.015,21765,3200,64
857,-0.061,0.008,0.015,16635,3200,64
858,-0.061,0.007,0.015,14760,3400,68
859,-0.061,0.006,0.015,14190,3500,70
860,-0.061,0.005,0.015,8160,3650,73
861,-0.061,0.004,0.015,6105,4050,81
862,-0.061,0.003,0.015,-7815,4300,86
863,-0.061,0.002,0.015,-7290,4350,87
864,-0.061,0.01,0.014,27255,3200,64
865,-0.061,0.009,0.014,30765,3200,64
866,-0.061,0.008,0.014,25635,3200,64
867,-0.061,0.007,0.014,23760,3400,68
868,-0.061,0.006,0.014,23190,3500,70
869,-0.061,0.005,0.014,17160,3650,73
870,-0.061,0.004,0.014,15105,4050,81
871,-0.061,0.003,0.014,7125,4350,87
872,-0.061,0.002,0.014,7650,4400,88
873,-0.061,0.01,0.013,34905,3450,69
874,-0.061,0.009,0.013,38415,3450,69
875,-0.061,0.008,0.013,33285,3450,69
876,-0.061,0.007,0.013,31410,3650,73
877,-0.061,0.006,0.013,30840,3750,75
878,-0.061,0.005,0.013,24810,3900,78
879,-0.061,0.004,0.013,22755,4300,86
880,-0.061,0.003,0.013,14775,4600,92
881,-0.061,0.002,0.013,11085,4650,93
882,-0.061,0.01,0.012,43350,3750,75
883,-0.061,0.009,0.012,46860,3750,75
884,-0.061,0.008,0.012,41730,3750,75
885,-0.061,0.007,0.012,39855,3950,79
886,-0.061,0.006,0.012,39285,4050,81
887,-0.061,0.005,0.012,47325,4250,85
888,-0.061,0.004,0.012,45270,4650,93
889,-0.061,0.003,0.012,37290,4950,99
890,-0.061,0.002,0.012,12900,4900,98
891,-0.061,0.01,0.011,12930,3850,77
892,-0.061,0.009,0.011,41655,3900,78
893,-0.061,0.008,0.011,36525,3900,78
894,-0.061,0.007,0.011,34650,4100,82
895,-0.061,0.006,0.011,34080,4200,84
896,-0.061,0.005,0.011,42120,4400,88
897,-0.061,0.004,0.011,40065,4800,96
898,-0.061,0.003,0.011,32085,5100,102
899,-0.061,0.002,0.011,11910,5050,101
900,-0.061,0.01,0.01,12930,3850,77
901,-0.061,0.009,0.01,41655,3900,78
902,-0.061,0.008,0.01,36525,3900,78
903,-0.061,0.007,0.01,34650,4100,82
904,-0.061,0.006,0.01,30720,4100,82
905,-0.061,0.005,0.01,38760,4300,86
906,-0.061,0.004,0.01,36705,4700,94
907,-0.061,0.003,0.01,28725,5000,100
908,-0.061,0.002,0.01,8550,4950,99
909,-0.061,0.01,0.009,17025,4050,81
910,-0.061,0.009,0.009,45750,4100,82
911,-0.061,0.008,0.009,40620,4100,82
912,-0.061,0.007,0.009,38745,4300,86
913,-0.061,0.006,0.009,34815,4300,86
914,-0.061,0.005,0.009,42855,4500,90
915,-0.061,0.004,0.009,40800,4900,98
916,-0.061,0.003,0.009,32820,5200,104
917,-0.061,0.002,0.009,12645,5150,103
918,-0.061,0.01,0.008,23490,4400,88
919,-0.061,0.009,0.008,52215,4450,89
920,-0.061,0.008,0.008,46500,4550,91
921,-0.061,0.007,0.008,40725,4650,93
922,-0.061,0.006,0.008,34470,4750,95
923,-0.061,0.005,0.008,42510,4950,99
924,-0.061,0.004,0.008,44520,5450,109
925,-0.061,0.003,0.008,36540,5750,115
926,-0.061,0.002,0.008,25695,5800,116
927,-0.061,0.01,0.007,25845,4500,90
928,-0.061,0.009,0.007,54570,4550,91
929,-0.061,0.008,0.007,48855,4650,93
930,-0.061,0.007,0.007,43080,4750,95
931,-0.061,0.006,0.007,36825,4850,97
932,-0.061,0.005,0.007,44865,5050,101
933,-0.061,0.004,0.007,46875,5450,109
934,-0.061,0.003,0.007,31170,5550,111
935,-0.061,0.002,0.007,20325,5600,112
936,-0.061,0.01,0.006,6720,4500,90
937,-0.061,0.009,0.006,35445,4550,91
938,-0.061,0.008,0.006,35805,4650,93
939,-0.061,0.007,0.006,30030,4750,95
940,-0.061,0.006,0.006,23775,4850,97
941,-0.061,0.005,0.006,31815,5050,101
942,-0.061,0.004,0.006,20910,5150,103
943,-0.061,0.003,0.006,28125,5150,103
944,-0.061,0.002,0.006,17280,5200,104
945,-0.071,0.01,0.02,4860,3050,61
946,-0.071,0.009,0.02,8370,3050,61
947,-0.071,0.008,0.02,4740,3150,63
948,-0.071,0.007,0.02,2865,3350,67
949,-0.071,0.006,0.02,2295,3450,69
950,-0.071,0.005,0.02,-3735,3600,72
951,-0.071,0.004,0.02,-5790,4000,80
952,-0.071,0.003,0.02,-13770,4200,84
953,-0.071,0.002,0.02,-9030,4200,84
954,-0.071,0.01,0.019,4860,3050,61
955,-0.071,0.009,0.019,8370,3050,61
956,-0.071,0.008,0.019,4740,3150,63
957,-0.071,0.007,0.019,2865,3350,67
958,-0.071,0.006,0.019,2295,3450,69
959,-0.071,0.005,0.019,-3735,3600,72
960,-0.071,0.004,0.019,-5790,4000,80
961,-0.071,0.003,0.019,-13770,4200,84
962,-0.071,0.002,0.019,-9030,4200,84
963,-0.071,0.01,0.018,4860,3050,61
964,-0.071,0.009,0.018,8370,3050,61
965,-0.071,0.008,0.018,4740,3150,63
966,-0.071,0.007,0.018,2865,3350,67
967,-0.071,0.006,0.018,2295,3450,69
968,-0.071,0.005,0.018,-3735,3600,72
969,-0.071,0.004,0.018,-5790,4000,80
970,-0.071,0.003,0.018,-13770,4200,84
971,-0.071,0.002,0.018,-9030,4200,84
972,-0.071,0.01,0.017,4860,3050,61
973,-0.071,0.009,0.017,8370,3050,61
974,-0.071,0.008,0.017,4740,3150,63
975,-0.071,0.007,0.017,2865,3350,67
976,-0.071,0.006,0.017,2295,3450,69
977,-0.071,0.005,0.017,-3735,3600,72
978,-0.071,0.004,0.017,-5790,4000,80
979,-0.071,0.003,0.017,-13770,4200,84
980,-0.071,0.002,0.017,-9030,4200,84
981,-0.071,0.01,0.016,9975,3050,61
982,-0.071,0.009,0.016,13485,3050,61
983,-0.071,0.008,0.016,9855,3150,63
984,-0.071,0.007,0.016,7980,3350,67
985,-0.071,0.006,0.016,7410,3450,69
986,-0.071,0.005,0.016,1380,3600,72
987,-0.071,0.004,0.016,-675,4000,80
988,-0.071,0.003,0.016,-8655,4200,84
989,-0.071,0.002,0.016,-8130,4250,85
990,-0.071,0.01,0.015,9975,3050,61
991,-0.071,0.009,0.015,13485,3050,61
992,-0.071,0.008,0.015,9855,3150,63
993,-0.071,0.007,0.015,7980,3350,67
994,-0.071,0.006,0.015,7410,3450,69
995,-0.071,0.005,0.015,1380,3600,72
996,-0.071,0.004,0.015,-675,4000,80
997,-0.071,0.003,0.015,-8655,4200,84
998,-0.071,0.002,0.015,-8130,4250,85
999,-0.071,0.01,0.014,18975,3050,61
1000,-0.071,0.009,0.014,22485,3050,61
1001,-0.071,0.008,0.014,18855,3150,63
1002,-0.071,0.007,0.014,16980,3350,67
1003,-0.071,0.006,0.014,16410,3450,69
1004,-0.071,0.005,0.014,10380,3600,72
1005,-0.071,0.004,0.014,8325,4000,80
1006,-0.071,0.003,0.014,345,4300,86
1007,-0.071,0.002,0.014,870,4350,87
1008,-0.071,0.01,0.013,26625,3300,66
1009,-0.071,0.009,0.013,30135,3300,66
1010,-0.071,0.008,0.013,26505,3400,68
1011,-0.071,0.007,0.013,24630,3600,72
1012,-0.071,0.006,0.013,24060,3700,74
1013,-0.071,0.005,0.013,18030,3850,77
1014,-0.071,0.004,0.013,15975,4250,85
1015,-0.071,0.003,0.013,7995,4550,91
1016,-0.071,0.002,0.013,4305,4600,92
1017,-0.071,0.01,0.012,35070,3600,72
1018,-0.071,0.009,0.012,38580,3600,72
1019,-0.071,0.008,0.012,34950,3700,74
1020,-0.071,0.007,0.012,33075,3900,78
1021,-0.071,0.006,0.012,32505,4000,80
1022,-0.071,0.005,0.012,40545,4200,84
1023,-0.071,0.004,0.012,38490,4600,92
1024,-0.071,0.003,0.012,30510,4900,98
1025,-0.071,0.002,0.012,6120,4850,97
1026,-0.071,0.01,0.011,11430,3750,75
1027,-0.071,0.009,0.011,40155,3800,76
1028,-0.071,0.008,0.011,36525,3900,78
1029,-0.071,0.007,0.011,34650,4100,82
1030,-0.071,0.006,0.011,34080,4200,84
1031,-0.071,0.005,0.011,42120,4400,88
1032,-0.071,0.004,0.011,40065,4800,96
1033,-0.071,0.003,0.011,32085,5100,102
1034,-0.071,0.002,0.011,11910,5050,101
1035,-0.071,0.01,0.01,11430,3750,75
1036,-0.071,0.009,0.01,40155,3800,76
1037,-0.071,0.008,0.01,36525,3900,78
1038,-0.071,0.007,0.01,34650,4100,82
1039,-0.071,0.006,0.01,30720,4100,82
1040,-0.071,0.005,0.01,38760,4300,86
1041,-0.071,0.004,0.01,36705,4700,94
1042,-0.071,0.003,0.01,28725,5000,100
1043,-0.071,0.002,0.01,8550,4950,99
1044,-0.071,0.01,0.009,15525,3950,79
1045,-0.071,0.009,0.009,44250,4000,80
1046,-0.071,0.008,0.009,40620,4100,82
1047,-0.071,0.007,0.009,38745,4300,86
1048,-0.071,0.006,0.009,34815,4300,86
1049,-0.071,0.005,0.009,42855,4500,90
1050,-0.071,0.004,0.009,40800,4900,98
1051,-0.071,0.003,0.009,32820,5200,104
1052,-0.071,0.002,0.009,12645,5150,103
1053,-0.071,0.01,0.008,23490,4400,88
1054,-0.071,0.009,0.008,52215,4450,89
1055,-0.071,0.008,0.008,46500,4550,91
1056,-0.071,0.007,0.008,40725,4650,93
1057,-0.071,0.006,0.008,34470,4750,95
1058,-0.071,0.005,0.008,42510,4950,99
1059,-0.071,0.004,0.008,44520,5450,109
1060,-0.071,0.003,0.008,36540,5750,115
1061,-0.071,0.002,0.008,25695,5800,116
1062,-0.071,0.01,0.007,25845,4500,90
1063,-0.071,0.009,0.007,54570,4550,91
1064,-0.071,0.008,0.007,48855,4650,93
1065,-0.071,0.007,0.007,43080,4750,95
1066,-0.071,0.006,0.007,36825,4850,97
1067,-0.071,0.005,0.007,44865,5050,101
1068,-0.071,0.004,0.007,46875,5450,109
1069,-0.071,0.003,0.007,31170,5550,111
1070,-0.071,0.002,0.007,20325,5600,112
1071,-0.071,0.01,0.006,6720,4500,90
1072,-0.071,0.009,0.006,35445,4550,91
1073,-0.071,0.008,0.006,35805,4650,93
1074,-0.071,0.007,0.006,30030,4750,95
1075,-0.071,0.006,0.006,23775,4850,97
1076,-0.071,0.005,0.006,31815,5050,101
1077,-0.071,0.004,0.006,20910,5150,103
1078,-0.071,0.003,0.006,28125,5150,103
1079,-0.071,0.002,0.006,17280,5200,104
1080,-0.081,0.01,0.02,14550,2950,59
1081,-0.081,0.009,0.02,18060,2950,59
1082,-0.081,0.008,0.02,14430,3050,61
1083,-0.081,0.007,0.02,12555,3250,65
1084,-0.081,0.006,0.02,11985,3350,67
1085,-0.081,0.005,0.02,14595,3450,69
1086,-0.081,0.004,0.02,12540,3850,77
1087,-0.081,0.003,0.02,4560,4050,81
1088,-0.081,0.002,0.02,9300,4050,81
1089,-0.081,0.01,0.019,14550,2950,59
1090,-0.081,0.009,0.019,18060,2950,59
1091,-0.081,0.008,0.019,14430,3050,61
1092,-0.081,0.007,0.019,12555,3250,65
1093,-0.081,0.006,0.019,11985,3350,67
1094,-0.081,0.005,0.019,14595,3450,69
1095,-0.081,0.004,0.019,12540,3850,77
1096,-0.081,0.003,0.019,4560,4050,81
1097,-0.081,0.002,0.019,9300,4050,81
1098,-0.081,0.01,0.018,14550,2950,59
1099,-0.081,0.009,0.018,18060,2950,59
1100,-0.081,0.008,0.018,14430,3050,61
1101,-0.081,0.007,0.018,12555,3250,65
1102,-0.081,0.006,0.018,11985,3350,67
1103,-0.081,0.005,0.018,14595,3450,69
1104,-0.081,0.004,0.018,12540,3850,77
1105,-0.081,0.003,0.018,4560,4050,81
1106,-0.081,0.002,0.018,9300,4050,81
1107,-0.081,0.01,0.017,14550,2950,59
1108,-0.081,0.009,0.017,18060,2950,59
1109,-0.081,0.008,0.017,14430,3050,61
1110,-0.081,0.007,0.017,12555,3250,65
1111,-0.081,0.006,0.017,11985,3350,67
1112,-0.081,0.005,0.017,14595,3450,69
1113,-0.081,0.004,0.017,12540,3850,77
1114,-0.081,0.003,0.017,4560,4050,81
1115,-0.081,0.002,0.017,9300,4050,81
1116,-0.081,0.01,0.016,19665,2950,59
1117,-0.081,0.009,0.016,23175,2950,59
1118,-0.081,0.008,0.016,19545,3050,61
1119,-0.081,0.007,0.016,17670,3250,65
1120,-0.081,0.006,0.016,17100,3350,67
1121,-0.081,0.005,0.016,19710,3450,69
1122,-0.081,0.004,0.016,17655,3850,77
1123,-0.081,0.003,0.016,9675,4050,81
1124,-0.081,0.002,0.016,10200,4100,82
1125,-0.081,0.01,0.015,19665,2950,59
1126,-0.081,0.009,0.015,23175,2950,59
1127,-0.081,0.008,0.015,19545,3050,61
1128,-0.081,0.007,0.015,17670,3250,65
1129,-0.081,0.006,0.015,17100,3350,67
1130,-0.081,0.005,0.015,19710,3450,69
1131,-0.081,0.004,0.015,17655,3850,77
1132,-0.081,0.003,0.015,9675,4050,81
1133,-0.081,0.002,0.015,10200,4100,82
1134,-0.081,0.01,0.014,28665,2950,59
1135,-0.081,0.009,0.014,32175,2950,59
1136,-0.081,0.008,0.014,28545,3050,61
1137,-0.081,0.007,0.014,26670,3250,65
1138,-0.081,0.006,0.014,26100,3350,67
1139,-0.081,0.005,0.014,28710,3450,69
1140,-0.081,0.004,0.014,26655,3850,77
1141,-0.081,0.003,0.014,18675,4150,83
1142,-0.081,0.002,0.014,19200,4200,84
1143,-0.081,0.01,0.013,36315,3200,64
1144,-0.081,0.009,0.013,39825,3200,64
1145,-0.081,0.008,0.013,36195,3300,66
1146,-0.081,0.007,0.013,34320,3500,70
1147,-0.081,0.006,0.013,33750,3600,72
1148,-0.081,0.005,0.013,36360,3700,74
1149,-0.081,0.004,0.013,34305,4100,82
1150,-0.081,0.003,0.013,26325,4400,88
1151,-0.081,0.002,0.013,22635,4450,89
1152,-0.081,0.01,0.012,44760,3500,70
1153,-0.081,0.009,0.012,48270,3500,70
1154,-0.081,0.008,0.012,44640,3600,72
1155,-0.081,0.007,0.012,42765,3800,76
1156,-0.081,0.006,0.012,42195,3900,78
1157,-0.081,0.005,0.012,58875,4100,82
1158,-0.081,0.004,0.012,56820,4500,90
1159,-0.081,0.003,0.012,48840,4800,96
1160,-0.081,0.002,0.012,24450,4750,95
1161,-0.081,0.01,0.011,21120,3650,73
1162,-0.081,0.009,0.011,49845,3700,74
1163,-0.081,0.008,0.011,46215,3800,76
1164,-0.081,0.007,0.011,44340,4000,80
1165,-0.081,0.006,0.011,43770,4100,82
1166,-0.081,0.005,0.011,60450,4300,86
1167,-0.081,0.004,0.011,58395,4700,94
1168,-0.081,0.003,0.011,50415,5000,100
1169,-0.081,0.002,0.011,30240,4950,99
1170,-0.081,0.01,0.01,21120,3650,73
1171,-0.081,0.009,0.01,49845,3700,74
1172,-0.081,0.008,0.01,46215,3800,76
1173,-0.081,0.007,0.01,44340,4000,80
1174,-0.081,0.006,0.01,40410,4000,80
1175,-0.081,0.005,0.01,57090,4200,84
1176,-0.081,0.004,0.01,55035,4600,92
1177,-0.081,0.003,0.01,47055,4900,98
1178,-0.081,0.002,0.01,26880,4850,97
1179,-0.081,0.01,0.009,25215,3850,77
1180,-0.081,0.009,0.009,53940,3900,78
1181,-0.081,0.008,0.009,50310,4000,80
1182,-0.081,0.007,0.009,48435,4200,84
1183,-0.081,0.006,0.009,44505,4200,84
1184,-0.081,0.005,0.009,61185,4400,88
1185,-0.081,0.004,0.009,59130,4800,96
1186,-0.081,0.003,0.009,51150,5100,102
1187,-0.081,0.002,0.009,30975,5050,101
1188,-0.081,0.01,0.008,33180,4300,86
1189,-0.081,0.009,0.008,61905,4350,87
1190,-0.081,0.008,0.008,56190,4450,89
1191,-0.081,0.007,0.008,50415,4550,91
1192,-0.081,0.006,0.008,44160,4650,93
1193,-0.081,0.005,0.008,60840,4850,97
