Date,Close,High,Low,Open,Volume
2010-01-04,218.59307861328125,221.76374994808987,207.68884283111072,221.76374994808987,76646086
2010-01-05,217.6175079345703,233.7147564600725,216.54029771355758,233.7147564600725,21392825
2010-01-06,221.13372802734375,222.45484246552803,217.6073688236331,219.4874126405511,23691760
2010-01-07,224.80230712890625,226.62137802045964,219.1012039575348,221.13369260127268,26197920
2010-01-08,224.21290588378906,226.37750201850946,222.75968421181614,225.19865717290486,15110149
2010-01-11,219.81259155273438,233.67410930703483,213.41028925193103,230.62536937487172,188649642
2010-01-12,220.391845703125,231.15382659982873,218.89797561433124,222.5564418350918,32790509
2010-01-13,221.255615234375,221.94665180531928,217.19065192995444,221.13366999848378,15360176
2010-01-14,227.983154296875,228.6132047468954,220.72719493661396,220.72719493661396,24545629
2010-01-15,225.75759887695312,231.4790269364477,224.59909174474717,228.81647395883226,18766617
2010-01-18,223.47103881835938,226.9160869718196,221.93650687772967,224.9953950876499,14172193
2010-01-19,220.52394104003906,224.8022951490161,220.04629504097605,223.57265349183442,13064666
2010-01-20,218.9995880126953,222.9832549930597,217.88172940830188,222.556433046322,19331024
2010-01-21,214.23341369628906,218.89795497442623,213.4610802468286,218.49145725849675,18611321
2010-01-22,214.19277954101562,217.6784898858188,209.2436990295434,211.58105087607228,39869565
2010-01-25,211.79443359375,214.30454096032943,210.7070613996043,213.33911400644803,13393277
2010-01-27,208.84735107421875,213.41027134993652,207.31283269978488,210.15830316535153,24843485
2010-01-28,210.79855346679688,212.6887592582738,208.3290941254462,211.37780701667066,33223459
2010-01-29,212.637939453125,213.77612229329202,206.9266739081459,209.93473824827493,23333042
2010-02-01,212.475341796875,214.4265200963251,210.47333940826863,210.86967504426238,12132865
2010-02-02,208.79656982421875,214.7009157625331,208.14616795559186,213.81678547405485,17248998
2010-02-03,210.14817810058594,213.08510801786986,209.56891094753982,209.56891094753982,15052266
2010-02-04,207.1400909423828,210.97131312036822,206.0933669779185,210.97131312036822,11974603
2010-02-05,199.52841186523438,204.82301668530204,198.16666295025755,198.16666295025755,29882876
2010-02-08,202.09954833984375,204.1320236100008,198.1667051645234,200.19918043468044,25894932
2010-02-09,201.8759765625,202.84140371131838,199.7317180513106,201.97759761657267,14292031
2010-02-10,200.21946716308594,203.2275310852062,199.5893896359412,203.2275310852062,18261247
2010-02-11,206.32711791992188,207.2722208740192,200.9105528348456,201.06299798611445,23450102
2010-02-15,205.2803497314453,208.73557365402837,204.79255516876518,208.73557365402837,13498617
2010-02-16,206.8555450439453,207.51609542334873,204.26412691519312,205.30068873966874,10068256
2010-02-17,209.8635711669922,210.9306191111125,207.7294752787516,208.32905291994027,15630122
2010-02-18,202.8007354736328,211.04244636976483,202.23164405886888,209.3453206623247,19834114
2010-02-19,199.8333282470703,202.23165283068798,198.60367285691459,202.23165283068798,17754534
2010-02-22,198.76626586914062,203.2478758973911,197.15043704263255,202.29261097428957,12692045
2010-02-23,198.23780822753906,199.7926507467419,197.15042246362952,197.96341786882738,12976934
2010-02-24,198.93902587890625,200.3414369810632,196.46956668550627,197.1504412441155,12487589
2010-02-25,195.748046875,200.19918463378352,194.94522699563592,199.20327118781512,18954063
2010-02-26,198.96949768066406,202.23162791010543,196.38825552773582,196.94718479345337,22579233
2010-03-02,199.8333282470703,203.04464835422175,199.06098114295693,200.19917758941682,18210596
2010-03-03,208.2884521484375,208.93884045309886,200.8089255907948,200.8089255907948,26623966
2010-03-04,206.09336853027344,211.37781248565852,204.87388876925732,211.37781248565852,20781218
2010-03-05,205.2397003173828,208.53231699135682,204.28443540479657,207.71933510255045,11774505
2010-03-08,204.08119201660156,208.73557130151778,203.65437008312156,207.55672654058208,11941298
2010-03-09,201.28652954101562,205.6461941900098,200.81905919750244,204.568984049433,17459521
2010-03-10,205.0262908935547,207.08925222624092,201.07312399203184,202.23163095532317,24807175
2010-03-11,206.59129333496094,207.31282982892813,204.67060147567918,205.28034126198216,14583772
2010-03-12,207.6380157470703,209.95504320048954,206.0933353006447,206.2965909397511,22333253
2010-03-15,208.94898986816406,209.7416611659876,205.9104391724454,207.71934807039182,18131701
2010-03-16,217.05859375,217.84110299264432,209.14209664618005,209.75183653128937,33998717
2010-03-17,217.41427612304688,220.01584285733585,216.62160479290122,218.45083797473674,21599472
2010-03-18,218.8878173828125,219.83292026872806,216.2760885992673,218.28823962926478,15292424
2010-03-19,221.9568328857422,222.86127364154052,217.50569599161545,219.26379412214118,19737747
2010-03-22,218.27806091308594,223.36941072970242,215.8492502016269,215.8492502016269,20468483
2010-03-23,221.82473754882812,222.34301844130812,218.88780796892047,219.09105005712337,20005544
2010-03-25,221.8348846435547,222.96291885944416,218.9792520921446,222.7596632174312,22967888
2010-03-26,223.6641387939453,225.8084107205558,222.58692856207844,222.96294000303212,18075516
2010-03-29,222.21090698242188,225.59498266147548,221.7434366206211,224.32467893096666,20249784
2010-03-30,221.16419982910156,224.73119365377326,220.11747587993494,222.75969101532817,18938795
2010-03-31,218.33905029296875,222.55644591531754,217.73947253903802,222.1296239438995,21647708
2010-04-01,221.9568328857422,223.26777133864644,218.89794483798977,219.10118690276218,12519976
2010-04-05,228.8367919921875,229.59899056711905,222.86131146305416,222.86131146305416,19912935
2010-04-06,228.28805541992188,230.27988241212773,227.67830194133953,229.26364470457636,12481837
2010-04-07,229.609130859375,233.67410837432516,228.2677059172732,228.65386589200872,20218574
2010-04-08,224.90394592285156,230.99122272821242,223.8775462616299,230.279848297773,14723428
2010-04-09,228.59288024902344,229.87335962575452,225.23929094958652,225.23929094958652,16826518
2010-04-12,229.13148498535156,232.71882980697578,228.17622007381053,232.71882980697578,12699784
2010-04-13,227.82052612304688,230.48307869877488,225.86936150925987,229.26359911921278,13971281
2010-04-15,221.68246459960938,230.66600897297695,220.94060385421437,228.65385806117263,24286918
2010-04-16,220.3715057373047,222.55642592238522,217.70896666700688,220.74751715067603,18193722
2010-04-19,215.80859375,219.4670460533009,213.6135115139701,219.4670460533009,16389189
2010-04-20,216.0931396484375,219.45689105345485,214.29439296586693,217.44474018637152,16748550
2010-04-21,214.24359130859375,218.2272583590216,213.03427374453653,217.47523549498064,19187549
2010-04-22,218.64390563964844,222.33284431398573,213.42043501211043,213.51189394685596,25598349
2010-04-23,221.17433166503906,222.7596605293131,219.50769240440403,219.50769240440403,23235165
2010-04-26,217.72930908203125,223.12553596902222,216.15412856923925,219.50771812307167,16652152
2010-04-27,215.69680786132812,217.06873263171855,214.42651770055218,216.05249507607283,13970196
2010-04-28,206.75392150878906,214.21310985390085,205.68685981519405,214.21310985390085,40110291
2010-04-29,210.37168884277344,211.35743995848281,207.14004514998285,208.12579626569223,23447044
2010-04-30,210.07699584960938,212.84115577935702,209.34529727838483,211.37777220446904,15821019
2010-05-03,208.07501220703125,209.8737589179773,206.9266672990324,208.5323204629063,12535244
2010-05-04,207.5465850830078,211.17456509471197,205.99174232123318,208.1664870532127,17348783
2010-05-05,207.44493103027344,208.03434659182219,203.91858619676424,205.2803351800648,14976570
2010-05-06,204.84341430664062,207.9835864053887,204.0609050246223,207.27222543156117,23863448
2010-05-07,209.9143829345703,215.4427297792029,198.36990830113723,198.36990830113723,72063684
2010-05-10,221.00863647460938,221.54098854577592,212.94142985537545,215.19369913179267,38050844
2010-05-11,218.63352966308594,222.97425831057194,217.72238463473963,222.97425831057194,26325489
2010-05-12,221.7355194091797,223.06639280674779,217.8657192093948,220.32273412450212,15294301
2010-05-13,219.45254516601562,223.87517215339668,217.44598406073484,217.44598406073484,11947698
2010-05-14,213.6887969970703,219.28875201025858,211.91769325284824,218.61306433460118,18161695
2010-05-17,208.14002990722656,211.85627114694734,206.5941599328067,211.85627114694734,20611809
2010-05-18,208.96925354003906,211.6003020208283,206.34842866813733,208.84640621827296,15445191
