,Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value,futures_price
679,ICICIBANK,04/10/2021,30/12/2021,CE,510,0,0,0,199.8,0,198.55,0,0,0,0,0,-,709.25
680,ICICIBANK,04/10/2021,30/12/2021,CE,520,0,0,0,190.85,0,189.5,0,0,0,0,0,-,709.25
681,ICICIBANK,04/10/2021,30/12/2021,CE,530,0,0,0,182,0,180.65,0,0,0,0,0,-,709.25
682,ICICIBANK,04/10/2021,30/12/2021,CE,480,0,0,0,227.5,0,226.4,0,0,0,0,0,-,709.25
683,ICICIBANK,04/10/2021,30/12/2021,CE,490,0,0,0,218.15,0,217,0,0,0,0,0,-,709.25
684,ICICIBANK,04/10/2021,30/12/2021,CE,500,0,0,0,208.95,0,207.75,0,0,0,0,0,-,709.25
685,ICICIBANK,04/10/2021,30/12/2021,CE,440,0,0,0,265.8,0,264.85,0,0,0,0,0,-,709.25
686,ICICIBANK,04/10/2021,30/12/2021,CE,450,0,0,0,256.1,0,255.15,0,0,0,0,0,-,709.25
687,ICICIBANK,04/10/2021,30/12/2021,CE,460,0,0,0,246.5,0,245.5,0,0,0,0,0,-,709.25
688,ICICIBANK,04/10/2021,30/12/2021,CE,830,0,0,0,23.25,0,21.7,0,0,0,0,0,-,709.25
689,ICICIBANK,04/10/2021,30/12/2021,PE,850,0,0,0,160.5,0,160.1,0,0,0,0,0,-,709.25
690,ICICIBANK,04/10/2021,30/12/2021,PE,460,0,0,0,1.25,0,1.1,0,0,0,0,0,-,709.25
691,ICICIBANK,04/10/2021,30/12/2021,PE,820,0,0,0,136.65,0,136,0,0,0,0,0,-,709.25
692,ICICIBANK,04/10/2021,30/12/2021,PE,830,0,0,0,144.45,0,143.9,0,0,0,0,0,-,709.25
693,ICICIBANK,04/10/2021,30/12/2021,PE,840,0,0,0,152.4,0,151.9,0,0,0,0,0,-,709.25
694,ICICIBANK,04/10/2021,30/12/2021,PE,790,0,0,0,114.15,0,113.35,0,0,0,0,0,-,709.25
695,ICICIBANK,04/10/2021,30/12/2021,PE,800,0,0,0,121.5,0,120.75,0,0,0,0,0,-,709.25
696,ICICIBANK,04/10/2021,30/12/2021,PE,810,0,0,0,128.95,0,128.3,0,0,0,0,0,-,709.25
697,ICICIBANK,04/10/2021,30/12/2021,PE,760,0,0,0,93.4,0,92.4,0,0,0,0,0,-,709.25
698,ICICIBANK,04/10/2021,30/12/2021,PE,770,0,0,0,100.1,0,99.2,0,0,0,0,0,-,709.25
699,ICICIBANK,04/10/2021,30/12/2021,PE,780,0,0,0,107,0,106.15,0,0,0,0,0,-,709.25
700,ICICIBANK,04/10/2021,30/12/2021,PE,730,0,0,0,74.55,0,73.45,0,0,0,0,0,-,709.25
701,ICICIBANK,04/10/2021,30/12/2021,PE,740,0,0,0,80.6,0,79.55,0,0,0,0,0,-,709.25
702,ICICIBANK,04/10/2021,30/12/2021,PE,750,0,0,0,86.9,0,85.85,0,0,0,0,0,-,709.25
703,ICICIBANK,04/10/2021,30/12/2021,PE,690,0,0,0,52.75,0,51.6,0,0,0,0,0,-,709.25
704,ICICIBANK,04/10/2021,30/12/2021,PE,700,35.05,35.05,35.05,35.05,35.05,56.7,1,10.11,0.48,1375,1375,-,709.25
705,ICICIBANK,04/10/2021,30/12/2021,PE,710,0,0,0,63.15,0,62.05,0,0,0,0,0,-,709.25
706,ICICIBANK,04/10/2021,30/12/2021,PE,720,0,0,0,68.75,0,67.65,0,0,0,0,0,-,709.25
707,ICICIBANK,04/10/2021,30/12/2021,PE,660,0,0,0,39.1,0,38,0,0,0,0,0,-,709.25
708,ICICIBANK,04/10/2021,30/12/2021,PE,670,0,0,0,43.4,0,42.25,0,0,0,0,0,-,709.25
709,ICICIBANK,04/10/2021,30/12/2021,PE,680,0,0,0,47.95,0,46.8,0,0,0,0,0,-,709.25
710,ICICIBANK,04/10/2021,30/12/2021,PE,630,0,0,0,27.85,0,26.8,0,0,0,0,0,-,709.25
711,ICICIBANK,04/10/2021,30/12/2021,PE,640,0,0,0,31.35,0,30.25,0,0,0,0,0,-,709.25
712,ICICIBANK,04/10/2021,30/12/2021,PE,650,0,0,0,35.1,0,34,0,0,0,0,0,-,709.25
713,ICICIBANK,04/10/2021,30/12/2021,PE,600,0,0,0,18.95,0,18.05,0,0,0,0,0,-,709.25
714,ICICIBANK,04/10/2021,30/12/2021,PE,610,0,0,0,21.65,0,20.7,0,0,0,0,0,-,709.25
715,ICICIBANK,04/10/2021,30/12/2021,PE,620,0,0,0,24.65,0,23.65,0,0,0,0,0,-,709.25
716,ICICIBANK,04/10/2021,30/12/2021,PE,560,0,0,0,10.35,0,9.65,0,0,0,0,0,-,709.25
717,ICICIBANK,04/10/2021,30/12/2021,PE,570,0,0,0,12.15,0,11.4,0,0,0,0,0,-,709.25
718,ICICIBANK,04/10/2021,30/12/2021,PE,580,0,0,0,14.2,0,13.4,0,0,0,0,0,-,709.25
719,ICICIBANK,04/10/2021,30/12/2021,PE,590,0,0,0,16.45,0,15.6,0,0,0,0,0,-,709.25
720,ICICIBANK,04/10/2021,30/12/2021,PE,530,0,0,0,6.1,0,5.6,0,0,0,0,0,-,709.25
721,ICICIBANK,04/10/2021,30/12/2021,PE,540,0,0,0,7.35,0,6.75,0,0,0,0,0,-,709.25
722,ICICIBANK,04/10/2021,30/12/2021,PE,550,0,0,0,8.75,0,8.1,0,0,0,0,0,-,709.25
723,ICICIBANK,04/10/2021,30/12/2021,PE,500,0,0,0,3.3,0,2.95,0,0,0,0,0,-,709.25
724,ICICIBANK,04/10/2021,30/12/2021,PE,510,0,0,0,4.1,0,3.7,0,0,0,0,0,-,709.25
725,ICICIBANK,04/10/2021,30/12/2021,PE,520,0,0,0,5,0,4.55,0,0,0,0,0,-,709.25
726,ICICIBANK,04/10/2021,30/12/2021,PE,470,0,0,0,1.65,0,1.4,0,0,0,0,0,-,709.25
727,ICICIBANK,04/10/2021,30/12/2021,PE,480,0,0,0,2.1,0,1.85,0,0,0,0,0,-,709.25
728,ICICIBANK,04/10/2021,30/12/2021,PE,490,0,0,0,2.65,0,2.35,0,0,0,0,0,-,709.25
729,ICICIBANK,04/10/2021,30/12/2021,PE,440,0,0,0,0.7,0,0.6,0,0,0,0,0,-,709.25
730,ICICIBANK,04/10/2021,30/12/2021,PE,450,0,0,0,0.95,0,0.8,0,0,0,0,0,-,709.25
731,ICICIBANK,04/10/2021,30/12/2021,PE,860,0,0,0,168.75,0,168.4,0,0,0,0,0,-,709.25
732,ICICIBANK,05/10/2021,30/12/2021,CE,860,0,0,0,17.85,0,15.45,0,0,0,0,0,-,705.65
733,ICICIBANK,05/10/2021,30/12/2021,CE,470,0,0,0,236.95,0,232.75,0,0,0,0,0,-,705.65
734,ICICIBANK,05/10/2021,30/12/2021,CE,840,0,0,0,21.3,0,18.65,0,0,0,0,0,-,705.65
735,ICICIBANK,05/10/2021,30/12/2021,CE,850,0,0,0,19.5,0,16.95,0,0,0,0,0,-,705.65
736,ICICIBANK,05/10/2021,30/12/2021,CE,800,0,0,0,29.95,0,26.8,0,0,0,0,0,-,705.65
737,ICICIBANK,05/10/2021,30/12/2021,CE,810,0,0,0,27.55,0,24.5,0,0,0,0,0,-,705.65
738,ICICIBANK,05/10/2021,30/12/2021,CE,820,0,0,0,25.3,0,22.4,0,0,0,0,0,-,705.65
739,ICICIBANK,05/10/2021,30/12/2021,CE,760,0,0,0,41.5,0,37.8,0,0,0,0,0,-,705.65
740,ICICIBANK,05/10/2021,30/12/2021,CE,770,0,0,0,38.3,0,34.75,0,0,0,0,0,-,705.65
741,ICICIBANK,05/10/2021,30/12/2021,CE,780,0,0,0,35.3,0,31.9,0,0,0,0,0,-,705.65
742,ICICIBANK,05/10/2021,30/12/2021,CE,790,0,0,0,32.55,0,29.25,0,0,0,0,0,-,705.65
743,ICICIBANK,05/10/2021,30/12/2021,CE,730,0,0,0,52.35,0,48.3,0,0,0,0,0,-,705.65
744,ICICIBANK,05/10/2021,30/12/2021,CE,740,0,0,0,48.5,0,44.6,0,0,0,0,0,-,705.65
745,ICICIBANK,05/10/2021,30/12/2021,CE,750,20.05,20.05,20.05,20.05,20.05,41.1,1,10.59,0.28,4125,1375,-,705.65
746,ICICIBANK,05/10/2021,30/12/2021,CE,700,0,0,0,65.35,0,61.05,0,0,0,0,0,-,705.65
747,ICICIBANK,05/10/2021,30/12/2021,CE,710,0,0,0,60.8,0,56.55,0,0,0,0,0,-,705.65
748,ICICIBANK,05/10/2021,30/12/2021,CE,720,0,0,0,56.45,0,52.3,0,0,0,0,0,-,705.65
749,ICICIBANK,05/10/2021,30/12/2021,CE,670,0,0,0,80.65,0,76.1,0,0,0,0,0,-,705.65
750,ICICIBANK,05/10/2021,30/12/2021,CE,680,0,0,0,75.3,0,70.8,0,0,0,0,0,-,705.65
751,ICICIBANK,05/10/2021,30/12/2021,CE,690,0,0,0,70.2,0,65.8,0,0,0,0,0,-,705.65
752,ICICIBANK,05/10/2021,30/12/2021,CE,640,0,0,0,98.3,0,93.65,0,0,0,0,0,-,705.65
753,ICICIBANK,05/10/2021,30/12/2021,CE,650,0,0,0,92.15,0,87.5,0,0,0,0,0,-,705.65
754,ICICIBANK,05/10/2021,30/12/2021,CE,660,0,0,0,86.3,0,81.65,0,0,0,0,0,-,705.65
755,ICICIBANK,05/10/2021,30/12/2021,CE,600,0,0,0,125.55,0,120.85,0,0,0,0,0,-,705.65
756,ICICIBANK,05/10/2021,30/12/2021,CE,610,0,0,0,118.35,0,113.65,0,0,0,0,0,-,705.65
757,ICICIBANK,05/10/2021,30/12/2021,CE,620,0,0,0,111.4,0,106.7,0,0,0,0,0,-,705.65
758,ICICIBANK,05/10/2021,30/12/2021,CE,630,0,0,0,104.7,0,100,0,0,0,0,0,-,705.65
759,ICICIBANK,05/10/2021,30/12/2021,CE,570,0,0,0,148.45,0,143.8,0,0,0,0,0,-,705.65
760,ICICIBANK,05/10/2021,30/12/2021,CE,580,0,0,0,140.6,0,135.9,0,0,0,0,0,-,705.65
761,ICICIBANK,05/10/2021,30/12/2021,CE,590,0,0,0,132.95,0,128.25,0,0,0,0,0,-,705.65
762,ICICIBANK,05/10/2021,30/12/2021,CE,540,0,0,0,173.35,0,168.8,0,0,0,0,0,-,705.65
763,ICICIBANK,05/10/2021,30/12/2021,CE,550,0,0,0,164.85,0,160.3,0,0,0,0,0,-,705.65
764,ICICIBANK,05/10/2021,30/12/2021,CE,560,0,0,0,156.55,0,151.95,0,0,0,0,0,-,705.65
765,ICICIBANK,05/10/2021,30/12/2021,CE,510,0,0,0,199.8,0,195.45,0,0,0,0,0,-,705.65
766,ICICIBANK,05/10/2021,30/12/2021,CE,520,0,0,0,190.85,0,186.4,0,0,0,0,0,-,705.65
767,ICICIBANK,05/10/2021,30/12/2021,CE,530,0,0,0,182,0,177.5,0,0,0,0,0,-,705.65
768,ICICIBANK,05/10/2021,30/12/2021,CE,480,0,0,0,227.5,0,223.25,0,0,0,0,0,-,705.65
769,ICICIBANK,05/10/2021,30/12/2021,CE,490,0,0,0,218.15,0,213.9,0,0,0,0,0,-,705.65
770,ICICIBANK,05/10/2021,30/12/2021,CE,500,0,0,0,208.95,0,204.6,0,0,0,0,0,-,705.65
771,ICICIBANK,05/10/2021,30/12/2021,CE,440,0,0,0,265.8,0,261.7,0,0,0,0,0,-,705.65
772,ICICIBANK,05/10/2021,30/12/2021,CE,450,0,0,0,256.1,0,252,0,0,0,0,0,-,705.65
773,ICICIBANK,05/10/2021,30/12/2021,CE,460,0,0,0,246.5,0,242.35,0,0,0,0,0,-,705.65
774,ICICIBANK,05/10/2021,30/12/2021,CE,830,0,0,0,23.25,0,20.45,0,0,0,0,0,-,705.65
775,ICICIBANK,05/10/2021,30/12/2021,PE,850,0,0,0,160.5,0,162.2,0,0,0,0,0,-,705.65
776,ICICIBANK,05/10/2021,30/12/2021,PE,460,0,0,0,1.25,0,1.1,0,0,0,0,0,-,705.65
777,ICICIBANK,05/10/2021,30/12/2021,PE,820,0,0,0,136.65,0,137.95,0,0,0,0,0,-,705.65
778,ICICIBANK,05/10/2021,30/12/2021,PE,830,0,0,0,144.45,0,145.85,0,0,0,0,0,-,705.65
779,ICICIBANK,05/10/2021,30/12/2021,PE,840,0,0,0,152.4,0,153.95,0,0,0,0,0,-,705.65
780,ICICIBANK,05/10/2021,30/12/2021,PE,790,0,0,0,114.15,0,115,0,0,0,0,0,-,705.65
781,ICICIBANK,05/10/2021,30/12/2021,PE,800,0,0,0,121.5,0,122.5,0,0,0,0,0,-,705.65
782,ICICIBANK,05/10/2021,30/12/2021,PE,810,0,0,0,128.95,0,130.15,0,0,0,0,0,-,705.65
783,ICICIBANK,05/10/2021,30/12/2021,PE,760,0,0,0,93.4,0,93.85,0,0,0,0,0,-,705.65
784,ICICIBANK,05/10/2021,30/12/2021,PE,770,0,0,0,100.1,0,100.7,0,0,0,0,0,-,705.65
785,ICICIBANK,05/10/2021,30/12/2021,PE,780,0,0,0,107,0,107.75,0,0,0,0,0,-,705.65
786,ICICIBANK,05/10/2021,30/12/2021,PE,720,0,0,0,68.75,0,68.7,0,0,0,0,0,-,705.65
787,ICICIBANK,05/10/2021,30/12/2021,PE,730,0,0,0,74.55,0,74.65,0,0,0,0,0,-,705.65
788,ICICIBANK,05/10/2021,30/12/2021,PE,740,0,0,0,80.6,0,80.8,0,0,0,0,0,-,705.65
789,ICICIBANK,05/10/2021,30/12/2021,PE,750,0,0,0,86.9,0,87.2,0,0,0,0,0,-,705.65
790,ICICIBANK,05/10/2021,30/12/2021,PE,690,0,0,0,52.75,0,52.45,0,0,0,0,0,-,705.65
791,ICICIBANK,05/10/2021,30/12/2021,PE,700,0,0,0,35.05,35.05,57.65,0,0,0,1375,0,-,705.65
792,ICICIBANK,05/10/2021,30/12/2021,PE,710,0,0,0,63.15,0,63.05,0,0,0,0,0,-,705.65
793,ICICIBANK,05/10/2021,30/12/2021,PE,660,0,0,0,39.1,0,38.65,0,0,0,0,0,-,705.65
794,ICICIBANK,05/10/2021,30/12/2021,PE,670,0,0,0,43.4,0,42.95,0,0,0,0,0,-,705.65
795,ICICIBANK,05/10/2021,30/12/2021,PE,680,0,0,0,47.95,0,47.6,0,0,0,0,0,-,705.65
796,ICICIBANK,05/10/2021,30/12/2021,PE,630,0,0,0,27.85,0,27.25,0,0,0,0,0,-,705.65
797,ICICIBANK,05/10/2021,30/12/2021,PE,640,0,0,0,31.35,0,30.75,0,0,0,0,0,-,705.65
798,ICICIBANK,05/10/2021,30/12/2021,PE,650,0,0,0,35.1,0,34.55,0,0,0,0,0,-,705.65
799,ICICIBANK,05/10/2021,30/12/2021,PE,600,0,0,0,18.95,0,18.3,0,0,0,0,0,-,705.65
800,ICICIBANK,05/10/2021,30/12/2021,PE,610,0,0,0,21.65,0,21.05,0,0,0,0,0,-,705.65
801,ICICIBANK,05/10/2021,30/12/2021,PE,620,0,0,0,24.65,0,24,0,0,0,0,0,-,705.65
802,ICICIBANK,05/10/2021,30/12/2021,PE,560,0,0,0,10.35,0,9.8,0,0,0,0,0,-,705.65
803,ICICIBANK,05/10/2021,30/12/2021,PE,570,0,0,0,12.15,0,11.6,0,0,0,0,0,-,705.65
804,ICICIBANK,05/10/2021,30/12/2021,PE,580,0,0,0,14.2,0,13.6,0,0,0,0,0,-,705.65
805,ICICIBANK,05/10/2021,30/12/2021,PE,590,0,0,0,16.45,0,15.85,0,0,0,0,0,-,705.65
806,ICICIBANK,05/10/2021,30/12/2021,PE,530,0,0,0,6.1,0,5.65,0,0,0,0,0,-,705.65
807,ICICIBANK,05/10/2021,30/12/2021,PE,540,0,0,0,7.35,0,6.85,0,0,0,0,0,-,705.65
808,ICICIBANK,05/10/2021,30/12/2021,PE,550,0,0,0,8.75,0,8.25,0,0,0,0,0,-,705.65
809,ICICIBANK,05/10/2021,30/12/2021,PE,500,0,0,0,3.3,0,3,0,0,0,0,0,-,705.65
810,ICICIBANK,05/10/2021,30/12/2021,PE,510,0,0,0,4.1,0,3.75,0,0,0,0,0,-,705.65
811,ICICIBANK,05/10/2021,30/12/2021,PE,520,0,0,0,5,0,4.6,0,0,0,0,0,-,705.65
812,ICICIBANK,05/10/2021,30/12/2021,PE,470,0,0,0,1.65,0,1.45,0,0,0,0,0,-,705.65
813,ICICIBANK,05/10/2021,30/12/2021,PE,480,0,0,0,2.1,0,1.85,0,0,0,0,0,-,705.65
814,ICICIBANK,05/10/2021,30/12/2021,PE,490,0,0,0,2.65,0,2.35,0,0,0,0,0,-,705.65
815,ICICIBANK,05/10/2021,30/12/2021,PE,440,0,0,0,0.7,0,0.6,0,0,0,0,0,-,705.65
816,ICICIBANK,05/10/2021,30/12/2021,PE,450,0,0,0,0.95,0,0.8,0,0,0,0,0,-,705.65
817,ICICIBANK,05/10/2021,30/12/2021,PE,860,0,0,0,168.75,0,170.6,0,0,0,0,0,-,705.65
818,ICICIBANK,06/10/2021,30/12/2021,CE,860,0,0,0,17.85,0,13.65,0,0,0,0,0,-,697.3
819,ICICIBANK,06/10/2021,30/12/2021,CE,470,0,0,0,236.95,0,225.25,0,0,0,0,0,-,697.3
820,ICICIBANK,06/10/2021,30/12/2021,CE,840,0,0,0,21.3,0,16.55,0,0,0,0,0,-,697.3
821,ICICIBANK,06/10/2021,30/12/2021,CE,850,0,0,0,19.5,0,15.05,0,0,0,0,0,-,697.3
822,ICICIBANK,06/10/2021,30/12/2021,CE,800,0,0,0,29.95,0,24.1,0,0,0,0,0,-,697.3
823,ICICIBANK,06/10/2021,30/12/2021,CE,810,0,0,0,27.55,0,22,0,0,0,0,0,-,697.3
824,ICICIBANK,06/10/2021,30/12/2021,CE,820,0,0,0,25.3,0,20,0,0,0,0,0,-,697.3
825,ICICIBANK,06/10/2021,30/12/2021,CE,760,0,0,0,41.5,0,34.35,0,0,0,0,0,-,697.3
826,ICICIBANK,06/10/2021,30/12/2021,CE,770,0,0,0,38.3,0,31.5,0,0,0,0,0,-,697.3
827,ICICIBANK,06/10/2021,30/12/2021,CE,780,0,0,0,35.3,0,28.85,0,0,0,0,0,-,697.3
828,ICICIBANK,06/10/2021,30/12/2021,CE,790,0,0,0,32.55,0,26.4,0,0,0,0,0,-,697.3
829,ICICIBANK,06/10/2021,30/12/2021,CE,730,0,0,0,52.35,0,44.3,0,0,0,0,0,-,697.3
830,ICICIBANK,06/10/2021,30/12/2021,CE,740,0,0,0,48.5,0,40.8,0,0,0,0,0,-,697.3
831,ICICIBANK,06/10/2021,30/12/2021,CE,750,30.55,30.55,30.55,30.55,30.55,37.45,1,10.73,0.42,5500,1375,-,697.3
832,ICICIBANK,06/10/2021,30/12/2021,CE,700,0,0,0,65.35,0,56.45,0,0,0,0,0,-,697.3
833,ICICIBANK,06/10/2021,30/12/2021,CE,710,0,0,0,60.8,0,52.15,0,0,0,0,0,-,697.3
834,ICICIBANK,06/10/2021,30/12/2021,CE,720,0,0,0,56.45,0,48.1,0,0,0,0,0,-,697.3
835,ICICIBANK,06/10/2021,30/12/2021,CE,670,0,0,0,80.65,0,70.9,0,0,0,0,0,-,697.3
836,ICICIBANK,06/10/2021,30/12/2021,CE,680,0,0,0,75.3,0,65.8,0,0,0,0,0,-,697.3
837,ICICIBANK,06/10/2021,30/12/2021,CE,690,0,0,0,70.2,0,61,0,0,0,0,0,-,697.3
838,ICICIBANK,06/10/2021,30/12/2021,CE,640,0,0,0,98.3,0,87.85,0,0,0,0,0,-,697.3
839,ICICIBANK,06/10/2021,30/12/2021,CE,650,0,0,0,92.15,0,81.95,0,0,0,0,0,-,697.3
840,ICICIBANK,06/10/2021,30/12/2021,CE,660,0,0,0,86.3,0,76.3,0,0,0,0,0,-,697.3
841,ICICIBANK,06/10/2021,30/12/2021,CE,600,0,0,0,125.55,0,114.4,0,0,0,0,0,-,697.3
842,ICICIBANK,06/10/2021,30/12/2021,CE,610,0,0,0,118.35,0,107.35,0,0,0,0,0,-,697.3
843,ICICIBANK,06/10/2021,30/12/2021,CE,620,0,0,0,111.4,0,100.6,0,0,0,0,0,-,697.3
844,ICICIBANK,06/10/2021,30/12/2021,CE,630,0,0,0,104.7,0,94.1,0,0,0,0,0,-,697.3
845,ICICIBANK,06/10/2021,30/12/2021,CE,570,0,0,0,148.45,0,137,0,0,0,0,0,-,697.3
846,ICICIBANK,06/10/2021,30/12/2021,CE,580,0,0,0,140.6,0,129.25,0,0,0,0,0,-,697.3
847,ICICIBANK,06/10/2021,30/12/2021,CE,590,0,0,0,132.95,0,121.7,0,0,0,0,0,-,697.3
848,ICICIBANK,06/10/2021,30/12/2021,CE,540,0,0,0,173.35,0,161.7,0,0,0,0,0,-,697.3
849,ICICIBANK,06/10/2021,30/12/2021,CE,550,0,0,0,164.85,0,153.25,0,0,0,0,0,-,697.3
850,ICICIBANK,06/10/2021,30/12/2021,CE,560,0,0,0,156.55,0,145,0,0,0,0,0,-,697.3
851,ICICIBANK,06/10/2021,30/12/2021,CE,510,0,0,0,199.8,0,188.1,0,0,0,0,0,-,697.3
852,ICICIBANK,06/10/2021,30/12/2021,CE,520,0,0,0,190.85,0,179.1,0,0,0,0,0,-,697.3
853,ICICIBANK,06/10/2021,30/12/2021,CE,530,0,0,0,182,0,170.3,0,0,0,0,0,-,697.3
854,ICICIBANK,06/10/2021,30/12/2021,CE,480,0,0,0,227.5,0,215.8,0,0,0,0,0,-,697.3
855,ICICIBANK,06/10/2021,30/12/2021,CE,490,0,0,0,218.15,0,206.45,0,0,0,0,0,-,697.3
856,ICICIBANK,06/10/2021,30/12/2021,CE,500,0,0,0,208.95,0,197.2,0,0,0,0,0,-,697.3
857,ICICIBANK,06/10/2021,30/12/2021,CE,440,0,0,0,265.8,0,254.1,0,0,0,0,0,-,697.3
858,ICICIBANK,06/10/2021,30/12/2021,CE,450,0,0,0,256.1,0,244.4,0,0,0,0,0,-,697.3
859,ICICIBANK,06/10/2021,30/12/2021,CE,460,0,0,0,246.5,0,234.8,0,0,0,0,0,-,697.3
860,ICICIBANK,06/10/2021,30/12/2021,CE,830,0,0,0,23.25,0,18.2,0,0,0,0,0,-,697.3
861,ICICIBANK,06/10/2021,30/12/2021,PE,850,0,0,0,160.5,0,167.95,0,0,0,0,0,-,697.3
862,ICICIBANK,06/10/2021,30/12/2021,PE,460,0,0,0,1.25,0,1.2,0,0,0,0,0,-,697.3
863,ICICIBANK,06/10/2021,30/12/2021,PE,820,0,0,0,136.65,0,143.2,0,0,0,0,0,-,697.3
864,ICICIBANK,06/10/2021,30/12/2021,PE,830,0,0,0,144.45,0,151.3,0,0,0,0,0,-,697.3
865,ICICIBANK,06/10/2021,30/12/2021,PE,840,0,0,0,152.4,0,159.55,0,0,0,0,0,-,697.3
866,ICICIBANK,06/10/2021,30/12/2021,PE,790,0,0,0,114.15,0,119.85,0,0,0,0,0,-,697.3
867,ICICIBANK,06/10/2021,30/12/2021,PE,800,0,0,0,121.5,0,127.45,0,0,0,0,0,-,697.3
868,ICICIBANK,06/10/2021,30/12/2021,PE,810,0,0,0,128.95,0,135.25,0,0,0,0,0,-,697.3
869,ICICIBANK,06/10/2021,30/12/2021,PE,760,0,0,0,93.4,0,98.1,0,0,0,0,0,-,697.3
870,ICICIBANK,06/10/2021,30/12/2021,PE,770,0,0,0,100.1,0,105.15,0,0,0,0,0,-,697.3
871,ICICIBANK,06/10/2021,30/12/2021,PE,780,0,0,0,107,0,112.35,0,0,0,0,0,-,697.3
872,ICICIBANK,06/10/2021,30/12/2021,PE,720,0,0,0,68.75,0,72.2,0,0,0,0,0,-,697.3
873,ICICIBANK,06/10/2021,30/12/2021,PE,730,0,0,0,74.55,0,78.3,0,0,0,0,0,-,697.3
874,ICICIBANK,06/10/2021,30/12/2021,PE,740,0,0,0,80.6,0,84.65,0,0,0,0,0,-,697.3
875,ICICIBANK,06/10/2021,30/12/2021,PE,750,0,0,0,86.9,0,91.25,0,0,0,0,0,-,697.3
876,ICICIBANK,06/10/2021,30/12/2021,PE,690,0,0,0,52.75,0,55.35,0,0,0,0,0,-,697.3
877,ICICIBANK,06/10/2021,30/12/2021,PE,700,0,0,0,35.05,35.05,60.7,0,0,0,1375,0,-,697.3
878,ICICIBANK,06/10/2021,30/12/2021,PE,710,0,0,0,63.15,0,66.3,0,0,0,0,0,-,697.3
879,ICICIBANK,06/10/2021,30/12/2021,PE,660,0,0,0,39.1,0,40.9,0,0,0,0,0,-,697.3
880,ICICIBANK,06/10/2021,30/12/2021,PE,670,0,0,0,43.4,0,45.45,0,0,0,0,0,-,697.3
881,ICICIBANK,06/10/2021,30/12/2021,PE,680,0,0,0,47.95,0,50.25,0,0,0,0,0,-,697.3
882,ICICIBANK,06/10/2021,30/12/2021,PE,630,0,0,0,27.85,0,28.95,0,0,0,0,0,-,697.3
883,ICICIBANK,06/10/2021,30/12/2021,PE,640,0,0,0,31.35,0,32.65,0,0,0,0,0,-,697.3
884,ICICIBANK,06/10/2021,30/12/2021,PE,650,18,18,18,18,18,18,1,9.19,0.25,1375,1375,-,697.3
885,ICICIBANK,06/10/2021,30/12/2021,PE,600,0,0,0,18.95,0,19.55,0,0,0,0,0,-,697.3
886,ICICIBANK,06/10/2021,30/12/2021,PE,610,0,0,0,21.65,0,22.45,0,0,0,0,0,-,697.3
887,ICICIBANK,06/10/2021,30/12/2021,PE,620,0,0,0,24.65,0,25.55,0,0,0,0,0,-,697.3
888,ICICIBANK,06/10/2021,30/12/2021,PE,560,0,0,0,10.35,0,10.5,0,0,0,0,0,-,697.3
889,ICICIBANK,06/10/2021,30/12/2021,PE,570,0,0,0,12.15,0,12.4,0,0,0,0,0,-,697.3
890,ICICIBANK,06/10/2021,30/12/2021,PE,580,0,0,0,14.2,0,14.55,0,0,0,0,0,-,697.3
891,ICICIBANK,06/10/2021,30/12/2021,PE,590,0,0,0,16.45,0,16.9,0,0,0,0,0,-,697.3
892,ICICIBANK,06/10/2021,30/12/2021,PE,530,0,0,0,6.1,0,6.1,0,0,0,0,0,-,697.3
893,ICICIBANK,06/10/2021,30/12/2021,PE,540,0,0,0,7.35,0,7.35,0,0,0,0,0,-,697.3
894,ICICIBANK,06/10/2021,30/12/2021,PE,550,0,0,0,8.75,0,8.85,0,0,0,0,0,-,697.3
895,ICICIBANK,06/10/2021,30/12/2021,PE,500,0,0,0,3.3,0,3.25,0,0,0,0,0,-,697.3
896,ICICIBANK,06/10/2021,30/12/2021,PE,510,0,0,0,4.1,0,4.05,0,0,0,0,0,-,697.3
897,ICICIBANK,06/10/2021,30/12/2021,PE,520,0,0,0,5,0,5,0,0,0,0,0,-,697.3
898,ICICIBANK,06/10/2021,30/12/2021,PE,470,0,0,0,1.65,0,1.55,0,0,0,0,0,-,697.3
899,ICICIBANK,06/10/2021,30/12/2021,PE,480,0,0,0,2.1,0,2,0,0,0,0,0,-,697.3
900,ICICIBANK,06/10/2021,30/12/2021,PE,490,0,0,0,2.65,0,2.55,0,0,0,0,0,-,697.3
901,ICICIBANK,06/10/2021,30/12/2021,PE,440,0,0,0,0.7,0,0.65,0,0,0,0,0,-,697.3
902,ICICIBANK,06/10/2021,30/12/2021,PE,450,0,0,0,0.95,0,0.9,0,0,0,0,0,-,697.3
903,ICICIBANK,06/10/2021,30/12/2021,PE,860,0,0,0,168.75,0,176.45,0,0,0,0,0,-,697.3
904,ICICIBANK,07/10/2021,30/12/2021,CE,860,0,0,0,17.85,0,15.85,0,0,0,0,0,-,708.65
905,ICICIBANK,07/10/2021,30/12/2021,CE,460,0,0,0,246.5,0,247.15,0,0,0,0,0,-,708.65
