,Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value,futures_price
2159,ICICIBANK,16/11/2021,30/12/2021,PE,880,0,0,0,185.65,0,124.75,0,0,0,0,0,-,769.5
2160,ICICIBANK,16/11/2021,30/12/2021,PE,890,0,0,0,194.25,0,133.15,0,0,0,0,0,-,769.5
2161,ICICIBANK,16/11/2021,30/12/2021,PE,900,0,0,0,202.95,0,141.7,0,0,0,0,0,-,769.5
2162,ICICIBANK,16/11/2021,30/12/2021,PE,820,0,0,0,136.65,0,78.9,0,0,0,0,0,-,769.5
2163,ICICIBANK,16/11/2021,30/12/2021,PE,830,0,0,0,144.45,0,85.9,0,0,0,0,0,-,769.5
2164,ICICIBANK,16/11/2021,30/12/2021,PE,840,0,0,0,152.4,0,93.25,0,0,0,0,0,-,769.5
2165,ICICIBANK,16/11/2021,30/12/2021,PE,850,0,0,0,160.5,0,100.8,0,0,0,0,0,-,769.5
2166,ICICIBANK,16/11/2021,30/12/2021,PE,780,29,33.05,26.65,31.7,32.8,31.7,24,267.12,9.72,97625,6875,-,769.5
2167,ICICIBANK,16/11/2021,30/12/2021,PE,790,37.85,37.85,37.85,37.85,37.85,37.85,1,11.38,0.52,31625,0,-,769.5
2168,ICICIBANK,16/11/2021,30/12/2021,PE,800,41,46.45,40.65,44.5,46.45,44.5,49,567.84,28.84,279125,35750,-,769.5
2169,ICICIBANK,16/11/2021,30/12/2021,PE,810,0,0,0,128.95,0,72.1,0,0,0,0,0,-,769.5
2170,ICICIBANK,16/11/2021,30/12/2021,PE,740,12,14.7,11.85,13.25,14.7,13.25,7,72.44,1.22,15125,8250,-,769.5
2171,ICICIBANK,16/11/2021,30/12/2021,PE,750,13.6,16.5,13.6,15.85,15.95,15.85,327,3440.66,68.47,577500,82500,-,769.5
2172,ICICIBANK,16/11/2021,30/12/2021,PE,760,20,20,20,20,20,42.9,1,10.73,0.28,1375,1375,-,769.5
2173,ICICIBANK,16/11/2021,30/12/2021,PE,770,27.4,27.5,22.35,26.05,27.1,26.05,76,830.34,25.69,78375,75625,-,769.5
2174,ICICIBANK,16/11/2021,30/12/2021,PE,700,4,5,4,4.55,4.8,4.55,105,1017.22,6.59,239250,68750,-,769.5
2175,ICICIBANK,16/11/2021,30/12/2021,PE,710,0,0,0,63.15,0,22.05,0,0,0,0,0,-,769.5
2176,ICICIBANK,16/11/2021,30/12/2021,PE,720,5.65,7.75,5.65,7.6,7.75,7.6,18,179.97,1.77,82500,15125,-,769.5
2177,ICICIBANK,16/11/2021,30/12/2021,PE,730,9,10.35,8.25,9.75,10.3,9.75,54,549.13,7.11,57750,56375,-,769.5
2178,ICICIBANK,16/11/2021,30/12/2021,PE,660,0,0,0,39.1,0,9.4,0,0,0,0,0,-,769.5
2179,ICICIBANK,16/11/2021,30/12/2021,PE,670,0,0,0,43.4,0,11.35,0,0,0,0,0,-,769.5
2180,ICICIBANK,16/11/2021,30/12/2021,PE,680,0,0,0,47.95,0,13.6,0,0,0,0,0,-,769.5
2181,ICICIBANK,16/11/2021,30/12/2021,PE,690,0,0,0,52.75,0,16.1,0,0,0,0,0,-,769.5
2182,ICICIBANK,16/11/2021,30/12/2021,PE,610,0,0,0,21.65,0,3.15,0,0,0,0,0,-,769.5
2183,ICICIBANK,16/11/2021,30/12/2021,PE,620,0,0,0,24.65,0,4,0,0,0,0,0,-,769.5
2184,ICICIBANK,16/11/2021,30/12/2021,PE,630,0,0,0,27.85,0,5.05,0,0,0,0,0,-,769.5
2185,ICICIBANK,16/11/2021,30/12/2021,PE,640,0,0,0,31.35,0,6.25,0,0,0,0,0,-,769.5
2186,ICICIBANK,16/11/2021,30/12/2021,PE,650,0,0,0,4,4,7.7,0,0,0,2750,0,-,769.5
2187,ICICIBANK,16/11/2021,30/12/2021,PE,570,0,0,0,12.15,0,1.05,0,0,0,0,0,-,769.5
2188,ICICIBANK,16/11/2021,30/12/2021,PE,580,0,0,0,14.2,0,1.4,0,0,0,0,0,-,769.5
2189,ICICIBANK,16/11/2021,30/12/2021,PE,590,0,0,0,16.45,0,1.85,0,0,0,0,0,-,769.5
2190,ICICIBANK,16/11/2021,30/12/2021,PE,600,0,0,0,18.95,0,2.4,0,0,0,0,0,-,769.5
2191,ICICIBANK,16/11/2021,30/12/2021,PE,520,0,0,0,5,0,0.2,0,0,0,0,0,-,769.5
2192,ICICIBANK,16/11/2021,30/12/2021,PE,530,0,0,0,6.1,0,0.3,0,0,0,0,0,-,769.5
2193,ICICIBANK,16/11/2021,30/12/2021,PE,540,0,0,0,7.35,0,0.4,0,0,0,0,0,-,769.5
2194,ICICIBANK,16/11/2021,30/12/2021,PE,550,0,0,0,8.75,0,0.55,0,0,0,0,0,-,769.5
2195,ICICIBANK,16/11/2021,30/12/2021,PE,560,0,0,0,10.35,0,0.75,0,0,0,0,0,-,769.5
2196,ICICIBANK,16/11/2021,30/12/2021,PE,480,0,0,0,2.1,0,0.05,0,0,0,0,0,-,769.5
2197,ICICIBANK,16/11/2021,30/12/2021,PE,490,0,0,0,2.65,0,0.05,0,0,0,0,0,-,769.5
2198,ICICIBANK,16/11/2021,30/12/2021,PE,500,0,0,0,3.3,0,0.1,0,0,0,0,0,-,769.5
2199,ICICIBANK,16/11/2021,30/12/2021,PE,510,0,0,0,4.1,0,0.15,0,0,0,0,0,-,769.5
2200,ICICIBANK,16/11/2021,30/12/2021,PE,440,0,0,0,0.7,0,0,0,0,0,0,0,-,769.5
2201,ICICIBANK,16/11/2021,30/12/2021,PE,450,0,0,0,0.95,0,0.05,0,0,0,0,0,-,769.5
2202,ICICIBANK,16/11/2021,30/12/2021,PE,460,0,0,0,1.25,0,0.05,0,0,0,0,0,-,769.5
2203,ICICIBANK,16/11/2021,30/12/2021,PE,960,0,0,0,257,0,195.8,0,0,0,0,0,-,769.5
2204,ICICIBANK,17/11/2021,30/12/2021,CE,920,0,0,0,10.25,0,6.85,0,0,0,0,0,-,766.55
2205,ICICIBANK,17/11/2021,30/12/2021,CE,510,0,0,0,199.8,0,253.75,0,0,0,0,0,-,766.55
2206,ICICIBANK,17/11/2021,30/12/2021,CE,940,0,0,0,8.5,0,5.15,0,0,0,0,0,-,766.55
2207,ICICIBANK,17/11/2021,30/12/2021,CE,950,1.75,1.95,1.55,1.85,1.85,4.45,7,91.61,0.17,45375,4125,-,766.55
2208,ICICIBANK,17/11/2021,30/12/2021,CE,960,0,0,0,7,0,3.8,0,0,0,0,0,-,766.55
2209,ICICIBANK,17/11/2021,30/12/2021,CE,970,0,0,0,6.35,0,3.3,0,0,0,0,0,-,766.55
2210,ICICIBANK,17/11/2021,30/12/2021,CE,980,0,0,0,5.75,0,2.8,0,0,0,0,0,-,766.55
2211,ICICIBANK,17/11/2021,30/12/2021,CE,990,0,0,0,5.2,0,2.4,0,0,0,0,0,-,766.55
2212,ICICIBANK,17/11/2021,30/12/2021,CE,840,7.95,7.95,6.5,6.5,6.5,19.8,17,197.99,1.64,15125,0,-,766.55
2213,ICICIBANK,17/11/2021,30/12/2021,CE,850,5.5,6.65,5.4,5.6,5.9,5.6,117,1377.09,9.65,430375,50875,-,766.55
2214,ICICIBANK,17/11/2021,30/12/2021,CE,860,5.85,6,5,5,5,15.4,5,59.52,0.4,17875,2750,-,766.55
2215,ICICIBANK,17/11/2021,30/12/2021,CE,870,0,0,0,12.05,12.05,13.55,0,0,0,8250,0,-,766.55
2216,ICICIBANK,17/11/2021,30/12/2021,CE,880,0,0,0,14.9,0,11.9,0,0,0,0,0,-,766.55
2217,ICICIBANK,17/11/2021,30/12/2021,CE,890,0,0,0,7,7,10.4,0,0,0,1375,0,-,766.55
2218,ICICIBANK,17/11/2021,30/12/2021,CE,900,3,3.6,2.7,2.9,2.9,2.9,52,645.77,2.27,313500,41250,-,766.55
2219,ICICIBANK,17/11/2021,30/12/2021,CE,910,0,0,0,11.3,0,7.9,0,0,0,0,0,-,766.55
2220,ICICIBANK,17/11/2021,30/12/2021,CE,760,31,34.05,26.95,27.9,27,27.9,74,804.25,30.95,53625,53625,-,766.55
2221,ICICIBANK,17/11/2021,30/12/2021,CE,770,25.9,29.25,22.5,22.75,22.5,22.75,491,5371.47,173.01,376750,334125,-,766.55
2222,ICICIBANK,17/11/2021,30/12/2021,CE,780,20.3,24.4,18.7,19,19.15,19,415,4576.56,125.68,515625,100375,-,766.55
2223,ICICIBANK,17/11/2021,30/12/2021,CE,790,17.15,20.05,15.1,15.6,15.8,15.6,68,755.21,16.56,339625,17875,-,766.55
2224,ICICIBANK,17/11/2021,30/12/2021,CE,800,14.2,17.2,12.35,12.85,12.6,12.85,726,8135.41,149.41,1053250,277750,-,766.55
2225,ICICIBANK,17/11/2021,30/12/2021,CE,810,13,13.5,9.8,10,10,10,11,124.26,1.75,103125,9625,-,766.55
2226,ICICIBANK,17/11/2021,30/12/2021,CE,820,10.05,11.25,8.3,8.6,8.75,8.6,233,2658.7,31.63,202125,111375,-,766.55
2227,ICICIBANK,17/11/2021,30/12/2021,CE,830,8,9.3,7.6,8.05,8.05,22.3,13,149.83,1.47,30250,6875,-,766.55
2228,ICICIBANK,17/11/2021,30/12/2021,CE,680,0,0,0,75.3,0,98.05,0,0,0,0,0,-,766.55
2229,ICICIBANK,17/11/2021,30/12/2021,CE,690,0,0,0,70.2,0,90.7,0,0,0,0,0,-,766.55
2230,ICICIBANK,17/11/2021,30/12/2021,CE,700,70,79.95,70,72,72,83.6,8,85.13,8.13,11000,4125,-,766.55
2231,ICICIBANK,17/11/2021,30/12/2021,CE,710,0,0,0,60.8,0,76.85,0,0,0,0,0,-,766.55
2232,ICICIBANK,17/11/2021,30/12/2021,CE,720,0,0,0,56.45,0,70.45,0,0,0,0,0,-,766.55
2233,ICICIBANK,17/11/2021,30/12/2021,CE,730,0,0,0,52.35,0,64.35,0,0,0,0,0,-,766.55
2234,ICICIBANK,17/11/2021,30/12/2021,CE,740,0,0,0,48.5,0,58.65,0,0,0,0,0,-,766.55
2235,ICICIBANK,17/11/2021,30/12/2021,CE,750,33.45,40.4,32,32.9,32.1,32.9,276,2988.9,142.65,244750,129250,-,766.55
2236,ICICIBANK,17/11/2021,30/12/2021,CE,600,0,0,0,125.55,0,166.4,0,0,0,0,0,-,766.55
2237,ICICIBANK,17/11/2021,30/12/2021,CE,610,0,0,0,118.35,0,157.15,0,0,0,0,0,-,766.55
2238,ICICIBANK,17/11/2021,30/12/2021,CE,620,0,0,0,111.4,0,148.1,0,0,0,0,0,-,766.55
2239,ICICIBANK,17/11/2021,30/12/2021,CE,630,0,0,0,104.7,0,139.15,0,0,0,0,0,-,766.55
2240,ICICIBANK,17/11/2021,30/12/2021,CE,640,0,0,0,98.3,0,130.45,0,0,0,0,0,-,766.55
2241,ICICIBANK,17/11/2021,30/12/2021,CE,650,120,120,120,120,120,122,1,10.59,1.65,1375,1375,-,766.55
2242,ICICIBANK,17/11/2021,30/12/2021,CE,660,0,0,0,86.3,0,113.75,0,0,0,0,0,-,766.55
2243,ICICIBANK,17/11/2021,30/12/2021,CE,670,0,0,0,80.65,0,105.75,0,0,0,0,0,-,766.55
2244,ICICIBANK,17/11/2021,30/12/2021,CE,520,0,0,0,190.85,0,243.85,0,0,0,0,0,-,766.55
2245,ICICIBANK,17/11/2021,30/12/2021,CE,530,0,0,0,182,0,233.95,0,0,0,0,0,-,766.55
2246,ICICIBANK,17/11/2021,30/12/2021,CE,540,0,0,0,173.35,0,224.15,0,0,0,0,0,-,766.55
2247,ICICIBANK,17/11/2021,30/12/2021,CE,550,0,0,0,164.85,0,214.35,0,0,0,0,0,-,766.55
2248,ICICIBANK,17/11/2021,30/12/2021,CE,560,0,0,0,156.55,0,204.6,0,0,0,0,0,-,766.55
2249,ICICIBANK,17/11/2021,30/12/2021,CE,570,0,0,0,148.45,0,194.9,0,0,0,0,0,-,766.55
2250,ICICIBANK,17/11/2021,30/12/2021,CE,580,0,0,0,140.6,0,185.3,0,0,0,0,0,-,766.55
2251,ICICIBANK,17/11/2021,30/12/2021,CE,590,0,0,0,132.95,0,175.8,0,0,0,0,0,-,766.55
2252,ICICIBANK,17/11/2021,30/12/2021,CE,440,0,0,0,265.8,0,323.3,0,0,0,0,0,-,766.55
2253,ICICIBANK,17/11/2021,30/12/2021,CE,450,0,0,0,256.1,0,313.35,0,0,0,0,0,-,766.55
2254,ICICIBANK,17/11/2021,30/12/2021,CE,460,0,0,0,246.5,0,303.4,0,0,0,0,0,-,766.55
2255,ICICIBANK,17/11/2021,30/12/2021,CE,470,0,0,0,236.95,0,293.45,0,0,0,0,0,-,766.55
2256,ICICIBANK,17/11/2021,30/12/2021,CE,480,0,0,0,227.5,0,283.5,0,0,0,0,0,-,766.55
2257,ICICIBANK,17/11/2021,30/12/2021,CE,490,0,0,0,218.15,0,273.6,0,0,0,0,0,-,766.55
2258,ICICIBANK,17/11/2021,30/12/2021,CE,500,0,0,0,208.95,0,263.65,0,0,0,0,0,-,766.55
2259,ICICIBANK,17/11/2021,30/12/2021,CE,930,0,0,0,9.35,0,5.95,0,0,0,0,0,-,766.55
2260,ICICIBANK,17/11/2021,30/12/2021,PE,990,0,0,0,284.9,0,226.6,0,0,0,0,0,-,766.55
2261,ICICIBANK,17/11/2021,30/12/2021,PE,950,0,0,0,247.8,0,188.8,0,0,0,0,0,-,766.55
2262,ICICIBANK,17/11/2021,30/12/2021,PE,960,0,0,0,257,0,198.15,0,0,0,0,0,-,766.55
2263,ICICIBANK,17/11/2021,30/12/2021,PE,970,0,0,0,266.25,0,207.6,0,0,0,0,0,-,766.55
2264,ICICIBANK,17/11/2021,30/12/2021,PE,980,0,0,0,275.55,0,217.05,0,0,0,0,0,-,766.55
2265,ICICIBANK,17/11/2021,30/12/2021,PE,910,0,0,0,211.75,0,152.45,0,0,0,0,0,-,766.55
2266,ICICIBANK,17/11/2021,30/12/2021,PE,920,0,0,0,220.65,0,161.4,0,0,0,0,0,-,766.55
2267,ICICIBANK,17/11/2021,30/12/2021,PE,930,0,0,0,229.6,0,170.4,0,0,0,0,0,-,766.55
2268,ICICIBANK,17/11/2021,30/12/2021,PE,940,0,0,0,238.65,0,179.55,0,0,0,0,0,-,766.55
2269,ICICIBANK,17/11/2021,30/12/2021,PE,860,0,0,0,168.75,0,110.2,0,0,0,0,0,-,766.55
2270,ICICIBANK,17/11/2021,30/12/2021,PE,870,0,0,0,177.15,0,118.3,0,0,0,0,0,-,766.55
2271,ICICIBANK,17/11/2021,30/12/2021,PE,880,0,0,0,185.65,0,126.6,0,0,0,0,0,-,766.55
2272,ICICIBANK,17/11/2021,30/12/2021,PE,890,0,0,0,194.25,0,135.05,0,0,0,0,0,-,766.55
2273,ICICIBANK,17/11/2021,30/12/2021,PE,900,0,0,0,202.95,0,143.7,0,0,0,0,0,-,766.55
2274,ICICIBANK,17/11/2021,30/12/2021,PE,820,55,55,55,55,55,80.1,1,12.03,0.76,1375,1375,-,766.55
2275,ICICIBANK,17/11/2021,30/12/2021,PE,830,0,0,0,144.45,0,87.25,0,0,0,0,0,-,766.55
2276,ICICIBANK,17/11/2021,30/12/2021,PE,840,0,0,0,152.4,0,94.7,0,0,0,0,0,-,766.55
2277,ICICIBANK,17/11/2021,30/12/2021,PE,850,0,0,0,160.5,0,102.35,0,0,0,0,0,-,766.55
2278,ICICIBANK,17/11/2021,30/12/2021,PE,780,35,37.05,27.45,33.3,33.55,33.3,45,501.3,18.68,127875,30250,-,766.55
2279,ICICIBANK,17/11/2021,30/12/2021,PE,790,33.95,33.95,33.95,33.95,33.95,60.4,1,11.33,0.47,31625,0,-,766.55
2280,ICICIBANK,17/11/2021,30/12/2021,PE,800,49,49,40,45.55,47,45.55,69,799.75,40.75,313500,34375,-,766.55
2281,ICICIBANK,17/11/2021,30/12/2021,PE,810,0,0,0,128.95,0,73.25,0,0,0,0,0,-,766.55
2282,ICICIBANK,17/11/2021,30/12/2021,PE,740,13.25,14.5,11.2,12.5,12.5,12.5,23,237.96,3.94,30250,15125,-,766.55
2283,ICICIBANK,17/11/2021,30/12/2021,PE,750,18,18.95,13.6,16.1,17,16.1,436,4588.17,91.92,673750,96250,-,766.55
2284,ICICIBANK,17/11/2021,30/12/2021,PE,760,20,31.55,17.2,19.25,19.25,43.55,34,364.52,9.22,17875,16500,-,766.55
2285,ICICIBANK,17/11/2021,30/12/2021,PE,770,26.45,28.85,21,25.65,26.5,25.65,341,3719.75,109.41,327250,248875,-,766.55
2286,ICICIBANK,17/11/2021,30/12/2021,PE,700,5,5.8,3.9,4.5,4.4,4.5,77,745.81,4.69,257125,17875,-,766.55
2287,ICICIBANK,17/11/2021,30/12/2021,PE,710,0,0,0,63.15,0,22.3,0,0,0,0,0,-,766.55
2288,ICICIBANK,17/11/2021,30/12/2021,PE,720,8,8,6.15,7.35,7.9,7.35,49,489.87,4.77,108625,26125,-,766.55
2289,ICICIBANK,17/11/2021,30/12/2021,PE,730,11.8,11.85,8.05,9.75,10.05,9.75,87,884.62,11.36,86625,28875,-,766.55
2290,ICICIBANK,17/11/2021,30/12/2021,PE,650,2,2,2,2,2,7.75,1,8.97,0.03,2750,0,-,766.55
2291,ICICIBANK,17/11/2021,30/12/2021,PE,660,0,0,0,39.1,0,9.45,0,0,0,0,0,-,766.55
2292,ICICIBANK,17/11/2021,30/12/2021,PE,670,0,0,0,43.4,0,11.4,0,0,0,0,0,-,766.55
2293,ICICIBANK,17/11/2021,30/12/2021,PE,680,0,0,0,47.95,0,13.7,0,0,0,0,0,-,766.55
2294,ICICIBANK,17/11/2021,30/12/2021,PE,690,0,0,0,52.75,0,16.25,0,0,0,0,0,-,766.55
2295,ICICIBANK,17/11/2021,30/12/2021,PE,610,0,0,0,21.65,0,3.1,0,0,0,0,0,-,766.55
2296,ICICIBANK,17/11/2021,30/12/2021,PE,620,0,0,0,24.65,0,3.95,0,0,0,0,0,-,766.55
2297,ICICIBANK,17/11/2021,30/12/2021,PE,630,0,0,0,27.85,0,5,0,0,0,0,0,-,766.55
2298,ICICIBANK,17/11/2021,30/12/2021,PE,640,0,0,0,31.35,0,6.25,0,0,0,0,0,-,766.55
2299,ICICIBANK,17/11/2021,30/12/2021,PE,570,0,0,0,12.15,0,1,0,0,0,0,0,-,766.55
2300,ICICIBANK,17/11/2021,30/12/2021,PE,580,0,0,0,14.2,0,1.35,0,0,0,0,0,-,766.55
2301,ICICIBANK,17/11/2021,30/12/2021,PE,590,0,0,0,16.45,0,1.85,0,0,0,0,0,-,766.55
2302,ICICIBANK,17/11/2021,30/12/2021,PE,600,0,0,0,18.95,0,2.4,0,0,0,0,0,-,766.55
2303,ICICIBANK,17/11/2021,30/12/2021,PE,520,0,0,0,5,0,0.2,0,0,0,0,0,-,766.55
2304,ICICIBANK,17/11/2021,30/12/2021,PE,530,0,0,0,6.1,0,0.25,0,0,0,0,0,-,766.55
2305,ICICIBANK,17/11/2021,30/12/2021,PE,540,0,0,0,7.35,0,0.4,0,0,0,0,0,-,766.55
2306,ICICIBANK,17/11/2021,30/12/2021,PE,550,0,0,0,8.75,0,0.55,0,0,0,0,0,-,766.55
2307,ICICIBANK,17/11/2021,30/12/2021,PE,560,0,0,0,10.35,0,0.75,0,0,0,0,0,-,766.55
2308,ICICIBANK,17/11/2021,30/12/2021,PE,480,0,0,0,2.1,0,0.05,0,0,0,0,0,-,766.55
2309,ICICIBANK,17/11/2021,30/12/2021,PE,490,0,0,0,2.65,0,0.05,0,0,0,0,0,-,766.55
2310,ICICIBANK,17/11/2021,30/12/2021,PE,500,0,0,0,3.3,0,0.1,0,0,0,0,0,-,766.55
2311,ICICIBANK,17/11/2021,30/12/2021,PE,510,0,0,0,4.1,0,0.15,0,0,0,0,0,-,766.55
2312,ICICIBANK,17/11/2021,30/12/2021,PE,440,0,0,0,0.7,0,0,0,0,0,0,0,-,766.55
2313,ICICIBANK,17/11/2021,30/12/2021,PE,450,0,0,0,0.95,0,0.05,0,0,0,0,0,-,766.55
2314,ICICIBANK,17/11/2021,30/12/2021,PE,460,0,0,0,1.25,0,0.05,0,0,0,0,0,-,766.55
2315,ICICIBANK,17/11/2021,30/12/2021,PE,470,0,0,0,1.65,0,0.05,0,0,0,0,0,-,766.55
2316,ICICIBANK,18/11/2021,30/12/2021,CE,920,0,0,0,10.25,0,6.7,0,0,0,0,0,-,767.7
2317,ICICIBANK,18/11/2021,30/12/2021,CE,510,0,0,0,199.8,0,255.3,0,0,0,0,0,-,767.7
2318,ICICIBANK,18/11/2021,30/12/2021,CE,940,0,0,0,8.5,0,5,0,0,0,0,0,-,767.7
2319,ICICIBANK,18/11/2021,30/12/2021,CE,950,1.5,1.65,1.4,1.5,1.5,1.5,6,78.5,0.12,50875,5500,-,767.7
2320,ICICIBANK,18/11/2021,30/12/2021,CE,960,0,0,0,7,0,3.7,0,0,0,0,0,-,767.7
2321,ICICIBANK,18/11/2021,30/12/2021,CE,970,0,0,0,6.35,0,3.15,0,0,0,0,0,-,767.7
2322,ICICIBANK,18/11/2021,30/12/2021,CE,980,0,0,0,5.75,0,2.7,0,0,0,0,0,-,767.7
2323,ICICIBANK,18/11/2021,30/12/2021,CE,990,0,0,0,5.2,0,2.3,0,0,0,0,0,-,767.7
2324,ICICIBANK,18/11/2021,30/12/2021,CE,840,6.45,6.8,5.75,6,6,6,7,81.45,0.6,15125,0,-,767.7
2325,ICICIBANK,18/11/2021,30/12/2021,CE,850,5.4,5.95,5,5.55,5.05,5.55,106,1246.75,7.87,485375,55000,-,767.7
2326,ICICIBANK,18/11/2021,30/12/2021,CE,860,5,5.5,4.5,4.5,4.5,4.5,4,47.58,0.28,22000,4125,-,767.7
2327,ICICIBANK,18/11/2021,30/12/2021,CE,870,3.55,3.55,3.55,3.55,3.55,13.4,1,12.01,0.05,8250,0,-,767.7
2328,ICICIBANK,18/11/2021,30/12/2021,CE,880,0,0,0,14.9,0,11.75,0,0,0,0,0,-,767.7
2329,ICICIBANK,18/11/2021,30/12/2021,CE,890,0,0,0,7,7,10.25,0,0,0,1375,0,-,767.7
2330,ICICIBANK,18/11/2021,30/12/2021,CE,900,3,3,2.5,2.75,2.7,2.75,65,806.84,2.46,358875,45375,-,767.7
2331,ICICIBANK,18/11/2021,30/12/2021,CE,910,0,0,0,11.3,0,7.75,0,0,0,0,0,-,767.7
2332,ICICIBANK,18/11/2021,30/12/2021,CE,760,28.05,31.5,26,29.6,29.5,29.6,304,3297.18,120.38,239250,185625,-,767.7
2333,ICICIBANK,18/11/2021,30/12/2021,CE,770,23.2,25.4,21.5,24.3,24.5,24.3,503,5488.76,163.25,540375,163625,-,767.7
2334,ICICIBANK,18/11/2021,30/12/2021,CE,780,20,21.3,18.1,20.3,20.4,20.3,582,6401.16,159.21,709500,193875,-,767.7
2335,ICICIBANK,18/11/2021,30/12/2021,CE,790,16.35,17.8,15,16.8,16.95,16.8,82,909.29,18.57,357500,17875,-,767.7
2336,ICICIBANK,18/11/2021,30/12/2021,CE,800,13.45,14.55,12.1,13.5,14,13.5,1082,12103.84,201.84,1321375,268125,-,767.7
2337,ICICIBANK,18/11/2021,30/12/2021,CE,810,9.95,12,9.9,11.9,11.8,11.9,29,327.34,4.35,116875,13750,-,767.7
2338,ICICIBANK,18/11/2021,30/12/2021,CE,820,8.6,9.45,8,8.75,9.45,8.75,118,1344.66,14.21,270875,68750,-,767.7
2339,ICICIBANK,18/11/2021,30/12/2021,CE,830,9.35,9.35,6,7,7,7,16,184.13,1.53,38500,8250,-,767.7
2340,ICICIBANK,18/11/2021,30/12/2021,CE,680,0,0,0,75.3,0,98.85,0,0,0,0,0,-,767.7
2341,ICICIBANK,18/11/2021,30/12/2021,CE,690,0,0,0,70.2,0,91.4,0,0,0,0,0,-,767.7
2342,ICICIBANK,18/11/2021,30/12/2021,CE,700,70,75,70,71.35,70.65,71.35,9,95.58,8.95,17875,6875,-,767.7
2343,ICICIBANK,18/11/2021,30/12/2021,CE,710,0,0,0,60.8,0,77.4,0,0,0,0,0,-,767.7
2344,ICICIBANK,18/11/2021,30/12/2021,CE,720,0,0,0,56.45,0,70.9,0,0,0,0,0,-,767.7
2345,ICICIBANK,18/11/2021,30/12/2021,CE,730,0,0,0,52.35,0,64.75,0,0,0,0,0,-,767.7
2346,ICICIBANK,18/11/2021,30/12/2021,CE,740,0,0,0,48.5,0,59,0,0,0,0,0,-,767.7
2347,ICICIBANK,18/11/2021,30/12/2021,CE,750,32.9,36.55,31.2,34.6,34.75,34.6,123,1326.43,57.99,295625,50875,-,767.7
2348,ICICIBANK,18/11/2021,30/12/2021,CE,600,0,0,0,125.55,0,167.75,0,0,0,0,0,-,767.7
2349,ICICIBANK,18/11/2021,30/12/2021,CE,610,0,0,0,118.35,0,158.45,0,0,0,0,0,-,767.7
2350,ICICIBANK,18/11/2021,30/12/2021,CE,620,0,0,0,111.4,0,149.3,0,0,0,0,0,-,767.7
2351,ICICIBANK,18/11/2021,30/12/2021,CE,630,0,0,0,104.7,0,140.35,0,0,0,0,0,-,767.7
2352,ICICIBANK,18/11/2021,30/12/2021,CE,640,0,0,0,98.3,0,131.55,0,0,0,0,0,-,767.7
2353,ICICIBANK,18/11/2021,30/12/2021,CE,650,0,0,0,120,120,123,0,0,0,1375,0,-,767.7
2354,ICICIBANK,18/11/2021,30/12/2021,CE,660,0,0,0,86.3,0,114.7,0,0,0,0,0,-,767.7
2355,ICICIBANK,18/11/2021,30/12/2021,CE,670,0,0,0,80.65,0,106.65,0,0,0,0,0,-,767.7
2356,ICICIBANK,18/11/2021,30/12/2021,CE,520,0,0,0,190.85,0,245.4,0,0,0,0,0,-,767.7
2357,ICICIBANK,18/11/2021,30/12/2021,CE,530,0,0,0,182,0,235.5,0,0,0,0,0,-,767.7
2358,ICICIBANK,18/11/2021,30/12/2021,CE,540,0,0,0,173.35,0,225.65,0,0,0,0,0,-,767.7
2359,ICICIBANK,18/11/2021,30/12/2021,CE,550,0,0,0,164.85,0,215.8,0,0,0,0,0,-,767.7
2360,ICICIBANK,18/11/2021,30/12/2021,CE,560,0,0,0,156.55,0,206.05,0,0,0,0,0,-,767.7
2361,ICICIBANK,18/11/2021,30/12/2021,CE,570,0,0,0,148.45,0,196.35,0,0,0,0,0,-,767.7
2362,ICICIBANK,18/11/2021,30/12/2021,CE,580,0,0,0,140.6,0,186.7,0,0,0,0,0,-,767.7
2363,ICICIBANK,18/11/2021,30/12/2021,CE,590,0,0,0,132.95,0,177.15,0,0,0,0,0,-,767.7
2364,ICICIBANK,18/11/2021,30/12/2021,CE,440,0,0,0,265.8,0,324.9,0,0,0,0,0,-,767.7
2365,ICICIBANK,18/11/2021,30/12/2021,CE,450,0,0,0,256.1,0,314.95,0,0,0,0,0,-,767.7
2366,ICICIBANK,18/11/2021,30/12/2021,CE,460,0,0,0,246.5,0,305,0,0,0,0,0,-,767.7
2367,ICICIBANK,18/11/2021,30/12/2021,CE,470,0,0,0,236.95,0,295.05,0,0,0,0,0,-,767.7
2368,ICICIBANK,18/11/2021,30/12/2021,CE,480,0,0,0,227.5,0,285.1,0,0,0,0,0,-,767.7
2369,ICICIBANK,18/11/2021,30/12/2021,CE,490,0,0,0,218.15,0,275.15,0,0,0,0,0,-,767.7
2370,ICICIBANK,18/11/2021,30/12/2021,CE,500,0,0,0,208.95,0,265.2,0,0,0,0,0,-,767.7
2371,ICICIBANK,18/11/2021,30/12/2021,CE,930,0,0,0,9.35,0,5.8,0,0,0,0,0,-,767.7
2372,ICICIBANK,18/11/2021,30/12/2021,PE,990,0,0,0,284.9,0,225,0,0,0,0,0,-,767.7
