,Max,Min,Std,rsquared_lst,lambda
0,0.00022503524565117491,-0.000395937035707946,0.00020855285130191525,0.9755185924769709,0.5
1,0.00019707096268561236,-0.00037663551551793753,0.00020084449503554713,0.9801375280040232,0.5
2,0.00023585457092839893,-0.0004367635598254288,0.00022682715475267517,0.9745887158159828,0.45
3,0.00024604199650173075,-0.00034384638365457174,0.0002016842220089303,0.9836313738042285,0.4
4,0.00021742008154062437,-0.0003877042760888419,0.00021494543242921534,0.9842262139430743,0.35000000000000003
5,0.0002422323668021687,-0.0003869914798241142,0.0002157815711661193,0.9863515688920114,0.35000000000000003
6,0.00022850320666529395,-0.0003539824290994826,0.00019821504811601352,0.9871645764250554,0.4
7,0.0002723151514939792,-0.00043992389484649903,0.00025331994301277486,0.9776506059991118,0.45
8,0.00026252901633067385,-0.00047223967029793625,0.00025161762160014114,0.9797251649669216,0.4
9,0.0002504093079434295,-0.00035374707345256495,0.00020977965305981494,0.9858473373092866,0.4
10,0.0002224713864264847,-0.00033066642112540914,0.0001942713879572085,0.9874584963440346,0.4
11,0.00020611285251661768,-0.0003185809824475874,0.00018077989940279407,0.9895730480979632,0.35000000000000003
12,0.00020466233849409515,-0.0003362081375185601,0.0001852459902858181,0.9889135627183753,0.35000000000000003
13,0.00020267133029458137,-0.0002670550437237386,0.00016337887224240316,0.9915137954000355,0.35000000000000003
14,0.00016655989331504709,-0.00023483370202471987,0.00015944171635162675,0.992475365899754,0.35000000000000003
15,0.00016300649534032804,-0.0002024753687257276,0.0001453621550741299,0.9938115874689588,0.35000000000000003
16,0.00015786160586712603,-0.0002474583307515259,0.0001355912440966275,0.9949246843880015,0.3
17,0.0002151324455254948,-0.00022991926698608806,0.00013483914017965997,0.9949491366816378,0.3
18,0.00018025955922416556,-0.00018582090802289272,0.00010859754732982182,0.9965253551320385,0.3
19,0.00015096110368746293,-0.00020643659999411423,0.00012462595658574527,0.9954148339853968,0.3
20,0.00020380679811889818,-0.00020054410090353594,0.00012834647379643117,0.9953358568819308,0.3
21,0.00018712331399837676,-0.0001645889621060409,0.00010756849576876085,0.996536259914855,0.3
22,0.00013452991588226715,-0.00017116257553774147,9.456220731242365e-05,0.9974929833969064,0.25
23,9.087705492246897e-05,-9.315976504125495e-05,6.601838608553598e-05,0.998770837362416,0.25
24,0.00015728210658055852,-0.00018687912053148154,0.00010026354409680515,0.996931061966896,0.25
25,0.00016450929590941,-0.00016638114966274764,0.00010622911146532666,0.9966314956517426,0.3
26,0.00015416669999056276,-0.00012963569901722552,8.193901085734389e-05,0.9979173937994287,0.3
27,0.00010336121139437396,-0.00012382152137866212,7.01109296754107e-05,0.9986139823058287,0.25
28,0.00010901329228280715,-8.163916229919632e-05,5.711069681275364e-05,0.9991912278172891,0.15000000000000002
29,0.00012453511498632802,-0.00012024818692556866,8.315007609900243e-05,0.998220984357721,0.2
30,9.429017303628703e-05,-5.40952720669563e-05,4.432346722921346e-05,0.9995240470083862,0.1
31,7.777142160835318e-05,-7.043344690384548e-05,5.1046529745780464e-05,0.9994171558536383,0.05
32,7.988104527582515e-05,-7.127700952604121e-05,5.3259265735300375e-05,0.9993569916103534,0.05
33,0.0001236000767511486,-9.876291675458768e-05,6.539597503557281e-05,0.9990365103297578,0.05
34,0.00010422215776423327,-0.00011952818328873557,6.883813307880066e-05,0.9989249444366948,0.1
35,0.00017592619074408358,-0.0001554804641052572,0.00011162758386872678,0.9971688433167347,0.2
36,0.0001628320816337049,-0.0001753602663276399,9.835424697427358e-05,0.9977084291499452,0.15000000000000002
37,0.00016496034104536428,-0.00015297045252813182,9.050933462199776e-05,0.998007856052396,0.15000000000000002
38,0.00015596241029322555,-0.00013792033606128962,8.563947462651525e-05,0.997974361995441,0.2
39,0.00017368935931676155,-0.00011903280447888784,8.97632012634632e-05,0.9976801750195922,0.25
40,0.00015545605790085945,-0.00013611616928949424,8.896812651828422e-05,0.9976800678590266,0.25
41,0.00019549055990474712,-0.0001601929895679484,0.00010811092389504395,0.9962495120201401,0.25
42,0.0002024132591708222,-0.00017370613617160788,0.00011545899781804948,0.9955537210500645,0.25
43,0.000223757992640964,-0.00022352175892560722,0.00015049075464933586,0.9921065367842756,0.25
44,0.00024611374148510515,-0.00020536522781110234,0.00014285400936717862,0.992442710931355,0.25
45,0.0002461736901213339,-0.00021087675343988907,0.00014370068350379566,0.9923127877312037,0.25
46,0.00019683195809143406,-0.0001746921052670214,0.00011944409368095326,0.9949921963658725,0.15000000000000002
47,0.0001942541013371553,-0.00017609119626387296,0.00012479318822669372,0.9960789800011012,0.1
48,0.00021873379595733697,-0.0001934620055525707,0.00013386939052368544,0.9949579722162262,0.2
49,0.00018807760284880043,-0.00020167515932618257,0.00011517899177253775,0.9964244499382723,0.15000000000000002
50,0.0001401321827902008,-0.00012670264574417278,8.964313992648462e-05,0.997892879017897,0.15000000000000002
51,0.00022188871537351038,-0.00015449698523974098,0.00011940392149735781,0.9961649807511713,0.15000000000000002
52,0.0001673530121991361,-0.00018216498122260172,0.00011251999907858469,0.9962182979066956,0.15000000000000002
53,0.00016109428716804333,-0.0001574306409266278,9.323891244002828e-05,0.9972524256062525,0.15000000000000002
54,0.00016620989976288275,-0.00013477228745482558,0.00010052846533010845,0.9967148194566332,0.2
55,0.0001684072412294728,-0.00012631841456189896,9.279634114030192e-05,0.9975292329721223,0.05
56,8.845445868909535e-05,-0.00012360511296556978,6.885869383824432e-05,0.9986462590030497,0.15000000000000002
57,0.00017501185728444404,-0.0001450353473952115,0.00010145098298527632,0.9972355992414209,0.05
58,0.00020096884035186724,-0.00012249916041625133,0.00010011982156140394,0.9973560771688712,0.05
59,0.00017641988395879563,-0.0001481336523806269,0.00010882111350837493,0.9972561623541487,0.05
60,0.00019714581161855288,-0.00017619160649039872,0.00011865940770894099,0.996846816448181,0.05
61,0.0001745636011610853,-0.00017488788513498124,0.00010963142417702327,0.9972191814143143,0.05
62,0.0001263900754622689,-8.09502607870341e-05,6.911522752749113e-05,0.9988593711052725,0.05
63,0.0001764977967656997,-0.00011774503141280881,9.497083355386834e-05,0.9978950339154873,0.05
64,0.00017736898435986165,-0.00011666451941582529,9.534692769309776e-05,0.9978681394557571,0.05
65,0.00015935055296853115,-0.00017979891367584516,0.00011973860296817533,0.9965204629244575,0.05
66,0.00016852909868570257,-0.00018319858810036949,0.00012428434574551984,0.9967870687451412,0.05
67,0.0001849659480118275,-0.00013331838645617294,0.00010857111414061603,0.9978337543790115,0.05
68,0.0004652662037807377,-0.0002635262586040618,0.00022730566727996432,0.9917523287887114,0.05
69,0.0004663728317130869,-0.00026690782263343385,0.0002278444432672933,0.991681560753816,0.05
70,0.00032655093436793556,-0.00024184874825228242,0.00017212853778043064,0.9944231156036409,0.05
71,0.00032449921017902936,-0.00021177215902153101,0.00015495347860310302,0.9949874612164197,0.1
72,0.0002822824066197119,-0.00019567637803189625,0.00013974717568882432,0.995985774674338,0.05
73,0.0002915248669889056,-0.00018890986963889314,0.00014556093656388548,0.9958469732315075,0.1
74,0.0002927595854257427,-0.00016740894663325526,0.00013850618250788122,0.9964837862991386,0.05
75,0.00030442583043268495,-0.0001836543672308899,0.00015004717942155752,0.9956223121127545,0.1
76,0.000258452861490132,-0.00014878064859770446,0.0001337270510052313,0.996089716676603,0.1
77,0.00015875235876676094,-0.00012989108909155014,9.904498668766348e-05,0.9978659717943748,0.1
78,0.000163894433395078,-0.00017294849821939545,0.00011417543839248731,0.9970290490825696,0.15000000000000002
79,0.00018669314021051153,-0.00015831262975865915,0.00011769161601165298,0.9966274099367187,0.15000000000000002
80,0.000160923732865869,-0.0001370201724041828,0.00010322803120997632,0.99747176809119,0.1
81,0.00012273452068902596,-0.00010765280728281673,7.705709938747098e-05,0.9987688808265335,0.15000000000000002
82,0.00012427909463852763,-0.00012120372550733158,8.063388988896003e-05,0.9986347951668315,0.15000000000000002
83,0.00017740476264800804,-0.0001772844211460952,0.00010365790284490222,0.9976725867071089,0.15000000000000002
84,0.00017409616824433892,-0.00016313885018818738,9.562173418250456e-05,0.9979390697432917,0.15000000000000002
