Date,lambda,a_lst,b_lst,c_lst,rsquared_lst,rmse
2020-06-11,0.1,-0.024281758064397613,-0.035490117957356744,0.010493525088869558,0.9974723104229978,3.82713226673585e-08
2020-06-12,0.1,-0.026519997359991655,-0.03863179277646811,0.01149550980970605,0.9969662326868777,5.153304551952154e-08
2020-06-15,0.1,-0.027779366967400087,-0.04045115630453029,0.012137880668353775,0.9977952441620515,3.808970332489774e-08
2020-06-16,0.15000000000000002,-0.013122617486378529,-0.0186161584072667,0.004710522755978767,0.9975861261315291,4.6222967300095716e-08
2020-06-17,0.1,-0.027716372745812397,-0.04007830623417119,0.011887292164934208,0.9971964005676293,5.2795276329444544e-08
2020-06-18,0.1,-0.026643338184800778,-0.03870383815290272,0.011504223086690314,0.997156597990328,4.902843608600329e-08
2020-06-19,0.1,-0.02577874608050454,-0.03742171794171168,0.011078312877974008,0.9975358123330177,4.1131712732081254e-08
2020-06-22,0.1,-0.026882440584492913,-0.03919272734829559,0.011707720015340909,0.9978821742929554,3.584570250768024e-08
2020-06-23,0.1,-0.027023584987785523,-0.039114881791390936,0.011601314947065728,0.996749787068709,5.843160569279362e-08
2020-06-24,0.1,-0.025881301694111958,-0.03757714029793939,0.011172467862879412,0.996637764373878,5.463595382366608e-08
2020-06-25,0.1,-0.026221323910020862,-0.03806892765519526,0.011347173257334899,0.996353870537895,5.951417415329842e-08
2020-06-26,0.1,-0.025243873111963765,-0.036444798522072636,0.010834425560400974,0.9963785450608511,5.546240261284559e-08
2020-06-29,0.15000000000000002,-0.011890378385917033,-0.016552648727233513,0.004172173108151483,0.9967037648707464,5.188440311327546e-08
2020-06-30,0.15000000000000002,-0.012668934310121864,-0.017581075994651606,0.0044580474033002245,0.9961893466649641,6.424786064636938e-08
2020-07-01,0.15000000000000002,-0.012807813262627565,-0.017954436187071498,0.004579623070765253,0.9963593685972116,6.071232833972273e-08
2020-07-02,0.15000000000000002,-0.013078204919262456,-0.01808641364641922,0.00460504352170168,0.9966720857729634,5.724260796580069e-08
2020-07-03,0.15000000000000002,-0.013076084988506948,-0.018090008852155663,0.004606388269976787,0.9966656596232325,5.7347644204085155e-08
2020-07-06,0.15000000000000002,-0.01291426788323696,-0.01798057910162653,0.004566700093669503,0.9968408914870445,5.498867869349544e-08
2020-07-07,0.15000000000000002,-0.012114066427036904,-0.016969000526203527,0.004306576251322247,0.9961247822769643,6.054069676217718e-08
2020-07-08,0.15000000000000002,-0.012697260054715696,-0.017788115683036856,0.004538812606052904,0.9965613014482159,5.6232298793375553e-08
2020-07-09,0.15000000000000002,-0.01164950785324125,-0.01643270129802467,0.004189526622176471,0.9966764865655946,4.6740545304166393e-08
2020-07-10,0.1,-0.02652524481668448,-0.038430557760533474,0.011608116349064017,0.9970759667270283,4.3261670747878676e-08
2020-07-13,0.15000000000000002,-0.011792310531697676,-0.016649136187623103,0.004254222328267682,0.9971498437576268,4.035181040362816e-08
2020-07-14,0.1,-0.025271149862432358,-0.03662950992258791,0.010998986319698725,0.9972215778393151,3.948760505938803e-08
2020-07-15,0.15000000000000002,-0.01205405486416159,-0.016925450265889885,0.004313982291473834,0.9968932316831035,4.655262775908498e-08
2020-07-16,0.15000000000000002,-0.012080046506019395,-0.016884891901965855,0.004310345173771737,0.9975496395263943,3.601746456314766e-08
2020-07-17,0.1,-0.025639327773082622,-0.03681530644288036,0.010992008675670266,0.9976073183656666,3.617236011450826e-08
2020-07-20,0.15000000000000002,-0.011811851286821485,-0.016591380886183414,0.004229019179171978,0.9969643044061224,4.3764425442269724e-08
2020-07-21,0.15000000000000002,-0.01159101047865558,-0.0162547133994752,0.004128084977741368,0.9962636214792183,5.347697230680386e-08
2020-07-22,0.15000000000000002,-0.01134800697753868,-0.016028183423267957,0.00407301214636323,0.9972714230472901,3.77430606514197e-08
2020-07-23,0.15000000000000002,-0.010726829359065704,-0.015308913556051577,0.0038926893033819033,0.9962271213068103,4.740812956982418e-08
2020-07-24,0.15000000000000002,-0.011211167092262903,-0.01591837874781906,0.004073908778374605,0.9967854936001612,4.118319050402468e-08
2020-07-27,0.15000000000000002,-0.011624749691279532,-0.01651389614128984,0.004229765472201033,0.9971117013964087,3.955686167396138e-08
2020-07-28,0.15000000000000002,-0.01106849822007791,-0.01567811609188826,0.004009378423669571,0.9963756753087166,4.543968698868996e-08
2020-07-29,0.15000000000000002,-0.011397186787390795,-0.015895443336920896,0.004052765284250514,0.9962845828061815,4.922482008222261e-08
2020-07-30,0.15000000000000002,-0.011176179227719261,-0.015428946137158363,0.00393319125418559,0.9957612266766017,5.3033347884641485e-08
2020-07-31,0.2,-0.006131669194685935,-0.008397809360090172,0.001858032782744874,0.9950079205810373,6.399501225102049e-08
2020-08-03,0.2,-0.006296205057208033,-0.008630633759695295,0.0019092870490664885,0.9957156803970567,5.812172068614151e-08
2020-08-04,0.2,-0.005817668532627425,-0.007980373828641757,0.0017556973115871522,0.9954122523827322,5.624071669376057e-08
2020-08-05,0.2,-0.006055717122968296,-0.008442918730960433,0.0018663052264984504,0.9957163505765206,5.6094012197491644e-08
2020-08-06,0.2,-0.005873598548461448,-0.008232947828944147,0.001817959476811985,0.9963608380437451,4.578355091223396e-08
2020-08-07,0.2,-0.005876570309225442,-0.008381119981880986,0.0018486566841013268,0.9960239193180307,5.244069039633638e-08
2020-08-10,0.2,-0.006133452851972183,-0.008671169839975335,0.0019151454088846677,0.9954886507338536,6.298176676392144e-08
2020-08-11,0.2,-0.0065317059844793475,-0.00938495831935103,0.002081336620905313,0.9958705234666716,6.482010365475542e-08
2020-08-12,0.15000000000000002,-0.012673419019232794,-0.01783814830675229,0.004559609570894643,0.9967124653072669,5.38502819141235e-08
2020-08-13,0.15000000000000002,-0.013318175974853335,-0.018724957649586302,0.0047913492491422245,0.9972828299458341,4.856469310435028e-08
2020-08-14,0.2,-0.007266137341671626,-0.01019430908988185,0.0022574184051842167,0.9974792389251863,4.7384046754957876e-08
2020-08-17,0.2,-0.00677824557651275,-0.009709966463697286,0.002140227722288601,0.997609836232912,4.2714970340969744e-08
2020-08-18,0.2,-0.006726106662043721,-0.009553966410170258,0.002107086604866799,0.9967228111841988,5.6446980828087655e-08
2020-08-19,0.2,-0.00688825551836688,-0.009761118540331622,0.0021526406087477392,0.9974997143446431,4.496310362592908e-08
2020-08-20,0.2,-0.006457503663981336,-0.009231763132101143,0.0020297423891961638,0.9976229394629769,3.938661011239113e-08
2020-08-21,0.2,-0.006178909163844497,-0.008931505079430729,0.001962901460343969,0.9976593761450628,3.6460423198207095e-08
2020-08-24,0.2,-0.006325926003459097,-0.00918589918288024,0.00202383793589014,0.9983112627763991,2.71793379422638e-08
2020-08-25,0.2,-0.006646040169466598,-0.009619566958286495,0.0021216127934212984,0.9977354052170174,3.960231682320527e-08
2020-08-26,0.2,-0.006665465469777705,-0.009588104414249829,0.002106246295212182,0.9976724329480144,4.204392145865523e-08
2020-08-27,0.2,-0.007477178648581963,-0.010569048663164425,0.0023274034606384046,0.9978510011644337,4.60846307433518e-08
2020-08-28,0.2,-0.007690627194010454,-0.01041457842526593,0.0022773083388037928,0.9970226199934976,6.635971967414708e-08
2020-08-31,0.2,-0.007616651923886623,-0.010270421689628396,0.0022468824441935226,0.9973927836004138,5.6291809100273045e-08
2020-09-01,0.2,-0.007364615509909747,-0.009896321742591179,0.002165117401288953,0.9974303194963161,5.151164224733751e-08
2020-09-02,0.2,-0.006934726279974871,-0.009459423623897465,0.0020717609391980403,0.9976806478407624,4.205719994941359e-08
2020-09-03,0.2,-0.006941905916515122,-0.009396325254556432,0.0020561074181596603,0.9984432171213755,2.8075738944435425e-08
2020-09-04,0.2,-0.007575119010422234,-0.01042688311861305,0.002296510372515475,0.9989154949785345,2.2641139050097418e-08
2020-09-07,0.2,-0.0075696293726409255,-0.010436570070364918,0.0022994045439278504,0.9989105193839491,2.274092049626026e-08
2020-09-08,0.2,-0.0070825902713391314,-0.009743396746747682,0.0021313018715839226,0.998662111627023,2.606741298041059e-08
2020-09-09,0.2,-0.007282756820802993,-0.010002901375444875,0.002190971043013399,0.9984673078004694,3.110479230135851e-08
2020-09-10,0.2,-0.007180792180033938,-0.009846757679829878,0.002158991690508367,0.9979603305944033,3.976041005476642e-08
2020-09-11,0.2,-0.0073414634588620815,-0.009851312911202325,0.0021588434196727546,0.9983876697718205,3.1613570519912525e-08
2020-09-14,0.2,-0.0071663359439151295,-0.009808225499803399,0.0021523140024724483,0.9986837765670857,2.5278573194940028e-08
2020-09-15,0.2,-0.007218628296785866,-0.009876752533577575,0.002168738268599656,0.9986803434154736,2.5554825621471137e-08
2020-09-16,0.2,-0.007524364231233085,-0.01024517823564701,0.0022583570797345466,0.9989434735988605,2.1222058631709292e-08
2020-09-17,0.2,-0.007504968574208301,-0.010200416548862553,0.002250978953604603,0.9984376715576956,3.080690687301786e-08
2020-09-18,0.2,-0.007600576451746996,-0.010310264401449347,0.0022720040920314317,0.9987643322161964,2.5234407396464716e-08
2020-09-21,0.2,-0.00725811765063375,-0.009871815138153422,0.00216798734246608,0.9987346226119314,2.449441346594119e-08
2020-09-22,0.2,-0.007399213375785872,-0.009983273861109792,0.0021952490894197635,0.9988886926941538,2.174361326899327e-08
2020-09-23,0.2,-0.007411780223452819,-0.010058534791057023,0.0022159931549005493,0.9986013403042525,2.73034314213599e-08
2020-09-24,0.2,-0.007360039800269981,-0.00997112718709523,0.002199175461215271,0.9987325564635291,2.4063633265628363e-08
2020-09-25,0.2,-0.007345698422483498,-0.009899895728583807,0.0021846413586684363,0.9984517943582202,2.8845735295486098e-08
2020-09-28,0.2,-0.007399401177356588,-0.009913016053408765,0.0021819392405153957,0.9985519173526993,2.77470405500626e-08
2020-09-29,0.2,-0.007320537554572355,-0.009774625921102625,0.0021456867610076327,0.9986784964267628,2.525614305397433e-08
2020-09-30,0.2,-0.007679841502681339,-0.010283892855678099,0.0022665883025243063,0.9985158264629068,3.0245925290004226e-08
2020-10-01,0.2,-0.007654774097113836,-0.010205079359074646,0.002246068593444641,0.9987246248170536,2.5939439063592232e-08
2020-10-02,0.2,-0.007878027588421023,-0.010519245485510755,0.002317610682026894,0.9989626305395173,2.220249622206547e-08
2020-10-05,0.15000000000000002,-0.015791897450939042,-0.021311894487387902,0.00543089668191366,0.9983522267857587,4.022487507669035e-08
2020-10-06,0.2,-0.007865226289371882,-0.010715071676004065,0.002361963487863698,0.9989516004011773,2.3203289105776755e-08
2020-10-07,0.2,-0.00847500140284478,-0.011527981331258912,0.0025547424252499074,0.9986742428106883,3.2293065569147465e-08
2020-10-08,0.2,-0.008495647933852931,-0.011486121309129491,0.002543635855149132,0.9986698003576645,3.2403760029736124e-08
2020-10-09,0.2,-0.008452766900216948,-0.011466783780291874,0.002543017128973102,0.9984934377182231,3.60900384691442e-08
2020-10-12,0.2,-0.008447291179290464,-0.01147765641515536,0.0025462809385145982,0.9984825864167568,3.63444277849619e-08
2020-10-13,0.2,-0.00807958981535934,-0.010847454743627142,0.002396161889883856,0.9985300444070182,3.2783568910415634e-08
2020-10-14,0.2,-0.008009581123171048,-0.010776343444831433,0.0023793168862103024,0.9979283515362481,4.5850985001317325e-08
2020-10-15,0.2,-0.008300953855454051,-0.011116699607824299,0.002464681560182131,0.9978577772115214,4.8509534658590516e-08
2020-10-16,0.2,-0.008267228602529124,-0.011145243293817548,0.0024692755358048098,0.9980242410357295,4.528575766259632e-08
2020-10-19,0.2,-0.0086287042573694,-0.011593897453751074,0.0025765634457758334,0.9984989894444267,3.616638160926933e-08
2020-10-20,0.2,-0.008805660016148926,-0.011806737035463036,0.0026231697781801443,0.9979673102145906,5.097034587624189e-08
2020-10-21,0.2,-0.00925072286962953,-0.012359757251157101,0.0027530488538282014,0.9975206894559734,6.650871673347322e-08
2020-10-22,0.2,-0.00974705487959742,-0.013014205306939754,0.0029065349875652315,0.9977087501845411,6.639343375324976e-08
2020-10-23,0.2,-0.009562026466170968,-0.012777484431653458,0.0028605401142753903,0.9977801522358348,6.055423316037718e-08
2020-10-26,0.2,-0.009078736067346022,-0.01215972660553541,0.002713960908521258,0.9978794759581611,5.406748813539345e-08
2020-10-27,0.2,-0.008674905156614357,-0.01163272216372798,0.002588055525045696,0.9978780295071701,5.111549465837756e-08
2020-10-28,0.2,-0.00878861463758059,-0.011748642737947176,0.002616672262481821,0.9974701197589013,6.155966994951318e-08
2020-10-29,0.2,-0.009514703099585093,-0.01271240335322692,0.0028500316860241874,0.9973224909256316,7.149069386160553e-08
2020-10-30,0.2,-0.010209055119734432,-0.01352565854475133,0.0030447586789181334,0.9968770697121634,9.063888237498246e-08
2020-11-02,0.2,-0.009906987644322263,-0.013207115566515984,0.002973313929803194,0.9973437294832348,7.350976064536975e-08
