Date,Open,High,Low,Close,Adj Close,Volume,mvAverageStrategy_T1,mvAverageStrategy_T2,trading_signal,liquidatePosition,deltacal,Stock_BUY_Sell,Position,Realised_PNL,MTM,AvgPrc
2003-03-04,83.949997,84.010002,82.650002,82.75,57.495052,31440500,84.5220001,85.48766623333334,-1.0,1.0,85.77179592,-1.0,-11.0,0.0,18.469986000000063,84.42908963636364
2003-03-05,82.610001,83.540001,82.360001,83.449997,57.981434,43974700,84.51599949999999,85.22333286666667,-1.0,1.0,84.405,-1.0,-12.0,0.0,9.93002300000012,84.27749891666667
2003-03-06,82.870003,83.519997,82.470001,82.75,57.495052,41217700,84.22799979999999,84.95966606666667,-1.0,1.0,85.11899694,-1.0,-13.0,0.0,18.44999000000007,84.16923
2003-03-07,81.610001,83.989998,81.43,83.32,57.891068,63538000,84.0549995,84.76633263333333,-1.0,1.0,84.405,-1.0,-14.0,0.0,9.329991000000064,83.98642792857143
2003-03-10,82.599998,82.860001,81.099998,81.32,56.501495,41014100,83.89699929999999,84.58566603333334,-1.0,1.0,84.98639999999999,-1.0,-15.0,0.0,38.60998900000004,83.89399926666667
2003-03-11,81.480003,82.0,80.480003,80.519997,55.945648,48102700,83.7109993,84.40599939999998,-1.0,1.0,82.9464,-1.0,-16.0,0.0,51.570039999999835,83.7431245
2003-03-12,80.379997,81.099998,79.379997,81.059998,56.320824,62459800,83.462999,84.23733283333333,-1.0,1.0,82.13039694000001,-1.0,-17.0,0.0,42.250023000000056,83.54529347058823
2003-03-13,82.18,83.910004,81.529999,83.860001,58.266289,72117800,83.0679986,84.08133283333333,-1.0,1.0,82.68119795999999,-1.0,-18.0,0.0,-7.030029000000013,83.46944383333333
2003-03-14,84.199997,84.769997,83.349998,84.129997,58.453876,63951800,82.84999859999999,83.9223327,-1.0,1.0,85.53720102,-1.0,-19.0,0.0,-11.819957000000159,83.507894
2003-03-17,83.459999,86.949997,83.220001,86.779999,60.295109,88217500,82.80199909999999,83.83499929999999,-1.0,1.0,85.81259694,-1.0,-20.0,0.0,-65.48999500000014,83.50549924999999
2003-03-18,87.150002,87.349998,86.279999,87.290001,60.649445,50792300,82.7249986,83.82499920000001,-1.0,1.0,88.51559898000001,-0.0,-20.0,0.0,-75.69003500000031,83.50549924999999
2003-03-19,87.279999,88.160004,86.68,87.959999,61.115009,49630800,82.9939989,83.84899923333333,-1.0,1.0,89.03580102000001,-0.0,-20.0,0.0,-89.08999500000004,83.50549924999999
2003-03-20,87.330002,88.589996,86.349998,88.150002,61.247005,67321600,83.44799900000001,83.8843325,-1.0,1.0,89.71919898,-0.0,-20.0,0.0,-92.89005500000007,83.50549924999999
2003-03-21,88.800003,89.879997,87.93,89.669998,62.554302,71165300,83.8989992,83.97033256666667,-1.0,1.0,89.91300204000001,-0.0,-20.0,0.0,-123.28997500000037,83.50549924999999
2003-03-24,88.019997,88.139999,86.349998,86.690002,60.475437,65398900,84.4389994,84.0803327,1.0,1.0,87.87659804,-0.0,-20.0,0.0,-63.69005500000026,83.50549924999999
2003-03-25,86.739998,88.260002,86.440002,87.519997,61.05444,61040100,85.07399919999999,84.25433273333333,1.0,1.0,84.95620196,-0.0,-20.0,0.0,-80.28995500000019,83.50549924999999
2003-03-26,87.559998,87.849998,86.800003,87.080002,60.747505,45740800,85.6109994,84.36333286666668,1.0,1.0,85.76959706,-0.0,-20.0,0.0,-71.49005499999998,83.50549924999999
2003-03-27,86.400002,87.660004,85.989998,87.150002,60.796349,53120200,86.3109994,84.4803327,1.0,1.0,85.33840196,-0.0,-20.0,0.0,-72.89005500000007,83.50549924999999
