Date,FB,GOOG,NVDA,MA,ADBE,NFLX,QCOM,CRM,GILD,CL
2014-01-02,,,,,,,,,,
2014-01-03,-0.002741687327576736,-0.0072948501578712355,-0.011979794193621274,-0.003992151898806862,-0.002192630563464637,0.0007717502037565271,-0.005864754436710307,0.004739305844705832,-0.011833574965774862,-0.001866093005791214
2014-01-06,0.048387084369480915,0.01114937011253847,0.01340126245576534,-0.004959054668200014,-0.01757946109211883,-0.009721878211920498,-0.002606587399246574,-0.016146578499543707,-0.014531745358958958,-0.0006233335285248387
2014-01-07,0.012587367069972988,0.019278189730215445,0.016372637475181806,0.013929558414285115,0.014624953620775871,-0.055816649076148805,0.00742782182320223,0.013276806689669352,-0.006280894755244737,0.0009354088785762382
2014-01-08,0.005352233824089225,0.0020810780162721088,0.013631105851332093,-0.00029887774263159805,-0.0011870390601188552,0.0043887895407135336,0.006007713855170405,0.03621470129462967,0.009343470335968496,-0.010280370180123621
2014-01-09,-0.01734498247420746,-0.009629972799143682,-0.037286130813649176,0.008078014797538335,0.00322578305240806,-0.011554542469515927,0.0031212688139683475,-0.011415485192455499,0.011434677879941013,0.023292262736672953
2014-01-10,0.012582967330404982,-5.312026829851213e-05,-0.001269922359135145,-0.010478698334949965,0.007446245144233865,-0.01456762725203764,-0.0005411347114204768,0.011724992657266897,0.00767162552750511,0.0009228178440934265
2014-01-13,-0.0350362241527753,-0.0063706510755092705,-0.023521866150095105,-0.02966146386394608,-0.015622380719739204,0.014060376779635897,-0.008799134901952166,-0.012993883556685737,-0.023106767737366973,-0.0059924071764343445
2014-01-14,0.03273120794221196,0.023526750774868654,0.031249961024280015,0.014457056237624055,0.03020478675516247,0.0034143471077945353,0.00232172250931284,0.02312754417780538,0.02529363325576539,0.002473261897855572
2014-01-15,-0.0024247177048128954,-0.0006786256583181105,0.010732595369798759,0.0020200835067401,0.021699542760785562,-0.022428650621128976,0.015261268356195457,0.03842815099409336,0.0032010101735595597,-0.001079477460520173
2014-01-16,-0.007118053095024335,0.006616559768679586,0.003122648551110885,0.0025866641351615094,-0.0008106231649346318,0.003934872064121908,0.0028183025462131805,-0.008539888241892335,0.03549116226233129,0.0030874554782351904
2014-01-17,-0.01556215091833879,-0.004921164717332394,-0.0043586516425604405,-0.008576610614368874,-0.004218759236156666,-0.004944557388167237,0.00013384896202683905,0.010977901299265014,0.006418261501302647,-0.0043092712821798385
2014-01-21,0.0392539807179586,0.011446924188914354,0.0037523332668711884,7.350331908861918e-05,-0.008473202978882766,-0.004029785476445058,0.009768519444950385,0.018209157057699654,0.040561145610370275,0.0006184624150635809
2014-01-22,-0.01709109602951353,0.001134306620989678,-0.0012458087997913037,0.017740060745297992,0.015119178417627221,0.01527176320082968,0.004240343211121322,0.003117286699436894,0.007354929044905978,-0.006056119989887088
2014-01-23,-0.015301639351439245,-0.004223089426448001,-0.003743094720191409,-0.011284470722214723,-0.014408278825527865,0.1647739756640756,0.0011878534894806947,-0.01733721899207641,-0.0003654322269350807,-0.008904797605895909
2014-01-24,-0.038495501749216676,-0.0312646182408608,-0.025673229839597522,-0.04674605660746445,-0.029402117019094787,-0.006791538857905177,-0.023593045821439174,-0.0279627206054347,-0.018624111067426008,-0.016550950070132298
2014-01-27,-0.016528953411723002,-0.02010982076389578,-0.006426563058187784,-0.031333562017809014,-0.012354028437151054,-0.012562139633353953,-0.01187912007375136,-0.022602733909848904,-0.021830964622518656,-0.0044879460592293086
2014-01-28,0.029691880023174466,0.01977794264712629,0.009702261582729133,0.036554990216576266,0.012851267857371562,0.06699366949184515,-0.016530080589266527,0.040119078965835,0.022951864440525993,0.012236341074242096
2014-01-29,-0.02919841545471258,-0.014327558245495031,-0.009609032238395376,-0.014334485961310595,-0.010996473002320983,-0.015610783507693848,-0.012084870354379329,-0.023749366225015556,-0.010164786454831765,-0.02035940451257845
2014-01-30,0.14104246635398443,0.02571998069078152,0.016817427326627055,0.026512328027955556,0.01590831884605337,0.010613864824820185,0.030090237229729366,0.0519324048270533,0.020914436300009775,-0.0016235488008774501
2014-01-31,0.02439420136055026,0.04014479437605756,-0.0012722177092575615,-0.05115357650974306,-0.0033675831788999577,0.011515555234419717,0.013103756054259508,-0.007216703831339988,-0.010672231409701083,-0.004228337776288504
2014-02-03,-0.017420491575902197,-0.04025500553568184,-0.013375848128417633,-0.0233880214746226,-0.018584194959327505,-0.012092980534094133,-0.01212614947944235,-0.03403267140488253,-0.022566797036949415,-0.01731184721439205
