,Datetime,Open,High,Low,Close,Adj Close,Volume
0,2022-01-10 09:16:00+05:30,1824.050048828125,1825.699951171875,1822.949951171875,1824.449951171875,1824.449951171875,76732
1,2022-01-10 09:17:00+05:30,1824.199951171875,1824.199951171875,1820.6500244140625,1823.300048828125,1823.300048828125,85890
2,2022-01-10 09:18:00+05:30,1822.8499755859375,1825.800048828125,1822.300048828125,1824.199951171875,1824.199951171875,22831
3,2022-01-10 09:19:00+05:30,1822.550048828125,1825.5,1822.300048828125,1823.0999755859375,1823.0999755859375,21171
4,2022-01-10 09:20:00+05:30,1823.3499755859375,1824.050048828125,1813.4000244140625,1814.050048828125,1814.050048828125,56725
5,2022-01-10 09:21:00+05:30,1813.3499755859375,1818.0,1813.3499755859375,1816.6500244140625,1816.6500244140625,33866
6,2022-01-10 09:22:00+05:30,1816.3499755859375,1817.699951171875,1814.800048828125,1815.3499755859375,1815.3499755859375,24537
7,2022-01-10 09:23:00+05:30,1815.3499755859375,1820.199951171875,1815.300048828125,1820.0,1820.0,16587
8,2022-01-10 09:24:00+05:30,1820.0999755859375,1821.949951171875,1818.6500244140625,1820.800048828125,1820.800048828125,15001
9,2022-01-10 09:25:00+05:30,1820.9000244140625,1825.0,1819.0,1823.0,1823.0,20533
10,2022-01-10 09:26:00+05:30,1823.449951171875,1826.0,1823.449951171875,1825.5999755859375,1825.5999755859375,15019
11,2022-01-10 09:27:00+05:30,1826.0,1826.0,1823.4000244140625,1825.0,1825.0,12150
12,2022-01-10 09:28:00+05:30,1825.0,1825.800048828125,1821.550048828125,1823.0,1823.0,14842
13,2022-01-10 09:29:00+05:30,1823.5,1824.0,1821.0,1821.949951171875,1821.949951171875,40882
14,2022-01-10 09:30:00+05:30,1822.0,1823.0,1818.699951171875,1823.0,1823.0,23153
15,2022-01-10 09:31:00+05:30,1823.5,1824.300048828125,1820.449951171875,1821.800048828125,1821.800048828125,23090
16,2022-01-10 09:32:00+05:30,1822.0999755859375,1823.949951171875,1821.199951171875,1822.199951171875,1822.199951171875,13712
17,2022-01-10 09:33:00+05:30,1822.449951171875,1823.0,1821.8499755859375,1822.699951171875,1822.699951171875,7843
18,2022-01-10 09:34:00+05:30,1822.9000244140625,1823.0999755859375,1821.8499755859375,1823.0,1823.0,8594
