,date,Open,High,Low,Close
100,2022-06-06,1516.0,1536.6,1493.0,1530.05
101,2022-06-07,1519.85,1519.85,1502.6,1506.7
102,2022-06-08,1520.2,1520.2,1492.0,1500.0
103,2022-06-09,1485.0,1516.95,1481.5,1515.0
104,2022-06-10,1486.1,1493.95,1473.6,1476.8
105,2022-06-13,1443.6,1443.6,1411.7,1424.5
106,2022-06-14,1410.0,1448.9,1403.15,1440.55
107,2022-06-15,1440.2,1446.4,1418.85,1422.2
108,2022-06-16,1438.0,1443.75,1392.0,1397.2
109,2022-06-17,1391.05,1396.95,1367.15,1387.3
110,2022-06-20,1390.05,1422.35,1382.0,1414.15
111,2022-06-21,1424.0,1456.0,1422.75,1449.9
112,2022-06-22,1436.05,1459.6,1435.0,1437.25
113,2022-06-23,1439.8,1458.0,1433.0,1452.45
114,2022-06-24,1458.0,1467.5,1428.9,1441.1
115,2022-06-27,1468.05,1484.0,1465.15,1474.6
116,2022-06-28,1469.0,1488.25,1453.0,1480.15
117,2022-06-29,1464.7,1477.0,1457.0,1463.25
118,2022-06-30,1465.05,1482.0,1455.0,1461.9
119,2022-07-01,1454.0,1485.0,1442.35,1479.4
120,2022-07-04,1480.25,1492.25,1462.0,1488.0
121,2022-07-05,1498.8,1509.95,1472.0,1475.95
122,2022-07-06,1482.2,1500.0,1470.0,1491.65
123,2022-07-07,1503.05,1513.95,1495.7,1498.7
124,2022-07-08,1515.0,1516.95,1499.95,1514.45
125,2022-07-11,1495.0,1499.9,1466.4,1473.15
126,2022-07-12,1461.8,1468.6,1436.0,1438.6
127,2022-07-13,1450.0,1460.0,1438.6,1444.45
128,2022-07-14,1451.0,1452.95,1414.0,1428.85
129,2022-07-15,1446.0,1446.0,1410.65,1430.35
130,2022-07-18,1450.0,1493.6,1448.05,1489.9
131,2022-07-19,1471.55,1486.85,1470.1,1484.15
132,2022-07-20,1501.25,1525.8,1500.0,1515.3
133,2022-07-21,1517.0,1535.45,1503.1,1532.9
134,2022-07-22,1534.0,1540.0,1492.15,1506.3
135,2022-07-25,1480.1,1517.15,1480.1,1503.6
136,2022-07-26,1496.65,1496.65,1445.0,1451.15
137,2022-07-27,1451.0,1473.0,1445.0,1471.05
138,2022-07-28,1496.4,1524.45,1489.85,1517.4
139,2022-07-29,1532.8,1555.7,1528.0,1549.7
140,2022-08-01,1564.0,1564.0,1537.9,1551.05
141,2022-08-02,1546.55,1547.0,1528.35,1543.6
142,2022-08-03,1549.0,1570.0,1539.9,1566.1
143,2022-08-04,1587.5,1603.85,1574.95,1599.9
144,2022-08-05,1608.4,1625.7,1602.3,1616.65
145,2022-08-08,1617.0,1622.0,1596.0,1619.4
146,2022-08-10,1621.2,1621.2,1588.1,1602.45
147,2022-08-11,1630.0,1631.35,1616.0,1619.95
148,2022-08-12,1613.3,1614.0,1590.15,1594.1
149,2022-08-16,1609.0,1609.0,1591.1,1596.45
150,2022-08-17,1596.45,1612.0,1585.0,1606.25
151,2022-08-18,1594.1,1598.2,1574.0,1582.95
152,2022-08-19,1585.3,1604.9,1585.1,1597.1
153,2022-08-22,1586.0,1599.0,1574.0,1575.65
154,2022-08-23,1548.0,1554.5,1533.0,1542.4
155,2022-08-24,1535.0,1546.0,1531.0,1537.5
156,2022-08-25,1548.0,1548.7,1513.75,1518.15
157,2022-08-26,1535.15,1544.95,1517.45,1521.55
158,2022-08-29,1468.55,1468.55,1450.0,1461.75
159,2022-08-30,1473.1,1496.1,1466.0,1492.95
160,2022-09-01,1460.05,1468.1,1451.05,1464.2
161,2022-09-02,1478.0,1478.0,1448.0,1453.0
162,2022-09-05,1451.0,1467.0,1446.35,1461.3
163,2022-09-06,1461.3,1470.0,1445.45,1455.1
164,2022-09-07,1440.0,1465.75,1438.05,1457.65
165,2022-09-08,1475.0,1481.1,1463.6,1475.9
166,2022-09-09,1488.0,1520.0,1480.0,1511.65
167,2022-09-12,1525.8,1545.9,1521.15,1536.2
168,2022-09-13,1551.9,1553.0,1541.3,1544.95
169,2022-09-14,1497.0,1498.95,1472.0,1475.4
170,2022-09-15,1475.0,1475.2,1429.05,1432.8
171,2022-09-16,1425.0,1425.0,1368.35,1377.05
172,2022-09-19,1392.0,1406.0,1380.6,1390.3
173,2022-09-20,1407.95,1413.55,1385.1,1388.55
174,2022-09-21,1379.9,1388.8,1368.4,1377.25
175,2022-09-22,1366.35,1383.95,1360.0,1367.95
176,2022-09-23,1367.5,1394.8,1362.0,1365.45
177,2022-09-26,1360.0,1399.45,1355.0,1380.25
178,2022-09-27,1393.45,1406.5,1378.0,1393.55
179,2022-09-28,1379.0,1405.85,1377.0,1394.7
180,2022-09-29,1404.9,1409.85,1393.0,1398.65
181,2022-09-30,1388.95,1419.3,1376.0,1413.45
182,2022-10-03,1412.0,1412.0,1386.0,1393.75
183,2022-10-04,1419.7,1432.25,1414.0,1429.4
184,2022-10-06,1445.0,1459.8,1444.1,1455.15
185,2022-10-07,1446.35,1457.85,1440.15,1451.2
186,2022-10-10,1426.35,1465.0,1426.35,1462.65
187,2022-10-11,1462.65,1479.65,1420.1,1423.8
188,2022-10-12,1437.0,1441.1,1413.55,1428.7
189,2022-10-13,1431.0,1437.95,1415.0,1419.9
190,2022-10-14,1485.0,1494.0,1467.25,1474.25
191,2022-10-17,1476.9,1495.0,1475.5,1489.95
192,2022-10-18,1510.0,1510.95,1497.25,1503.7
193,2022-10-19,1504.0,1504.95,1481.3,1485.45
194,2022-10-20,1475.0,1504.0,1474.2,1500.9
195,2022-10-21,1500.3,1506.0,1491.35,1500.5
196,2022-10-24,1518.5,1521.8,1511.0,1517.85
197,2022-10-25,1528.1,1532.9,1521.05,1526.3
198,2022-10-27,1530.8,1534.9,1512.5,1523.95
199,2022-10-28,1526.0,1527.95,1507.0,1513.25
200,2022-10-31,1530.25,1546.4,1530.25,1537.65
201,2022-11-01,1553.05,1575.0,1547.1,1573.0
202,2022-11-02,1572.0,1572.75,1545.0,1553.3
203,2022-11-03,1538.75,1543.9,1521.65,1530.75
204,2022-11-04,1520.45,1520.45,1501.15,1514.0
205,2022-11-07,1521.4,1527.9,1491.1,1507.45
206,2022-11-09,1529.0,1529.0,1501.1,1511.2
207,2022-11-10,1485.0,1512.0,1485.0,1501.95
208,2022-11-11,1546.65,1573.5,1546.65,1570.1
209,2022-11-14,1575.15,1591.4,1568.45,1585.3
210,2022-11-15,1577.85,1597.85,1572.75,1594.0
211,2022-11-16,1597.15,1609.0,1593.5,1602.8
212,2022-11-17,1597.2,1602.8,1582.95,1587.4
213,2022-11-18,1591.7,1598.0,1575.5,1593.4
214,2022-11-21,1582.1,1587.85,1564.05,1568.2
215,2022-11-22,1569.0,1588.0,1562.0,1585.05
216,2022-11-23,1588.9,1592.0,1579.3,1583.15
217,2022-11-24,1589.0,1636.0,1584.75,1629.8
218,2022-11-25,1631.4,1644.0,1613.8,1635.65
219,2022-11-28,1628.0,1653.5,1620.0,1623.4
220,2022-11-29,1621.2,1638.75,1615.05,1629.05
221,2022-11-30,1619.95,1645.75,1613.15,1634.95
222,2022-12-01,1656.2,1672.6,1652.3,1657.1
223,2022-12-02,1656.0,1661.8,1633.95,1637.9
224,2022-12-05,1638.0,1644.85,1623.3,1639.75
225,2022-12-06,1625.0,1626.0,1607.55,1612.9
226,2022-12-07,1608.0,1623.8,1596.7,1605.5
227,2022-12-08,1605.5,1623.9,1598.5,1620.15
228,2022-12-09,1628.0,1628.0,1561.1,1569.3
229,2022-12-12,1550.0,1565.95,1530.05,1547.2
230,2022-12-13,1547.2,1577.5,1541.15,1572.15
231,2022-12-14,1582.0,1588.5,1573.0,1579.4
232,2022-12-15,1569.3,1570.0,1535.25,1540.5
233,2022-12-16,1525.0,1549.5,1512.05,1522.2
234,2022-12-19,1507.95,1516.9,1495.05,1507.35
235,2022-12-20,1501.0,1516.0,1482.45,1507.3
236,2022-12-21,1515.0,1521.0,1502.35,1509.55
237,2022-12-22,1521.5,1529.95,1511.75,1522.05
238,2022-12-23,1508.7,1509.9,1493.0,1497.1
239,2022-12-26,1500.5,1509.9,1496.35,1502.4
240,2022-12-27,1509.95,1521.45,1497.5,1514.85
241,2022-12-28,1505.1,1524.95,1498.5,1510.15
242,2022-12-29,1504.0,1521.3,1501.0,1517.55
243,2022-12-30,1528.0,1530.4,1504.05,1508.2
244,2023-01-02,1514.0,1526.5,1504.05,1524.0
245,2023-01-03,1519.85,1532.65,1515.1,1522.55
246,2023-01-04,1521.0,1521.0,1491.1,1494.8
247,2023-01-05,1505.9,1505.9,1469.25,1475.2
248,2023-01-06,1470.0,1475.0,1446.5,1448.5
249,2023-01-09,1448.2,1489.35,1448.2,1484.45
250,2023-01-10,1482.0,1483.9,1454.05,1469.75
251,2023-01-11,1470.0,1494.0,1464.0,1471.25
252,2023-01-12,1481.95,1485.0,1455.0,1480.6
253,2023-01-13,1483.5,1519.4,1468.0,1503.65
254,2023-01-16,1510.0,1528.0,1502.3,1525.5
255,2023-01-17,1527.0,1542.2,1524.0,1539.5
256,2023-01-18,1544.75,1551.85,1539.6,1545.4
257,2023-01-19,1539.9,1549.55,1526.15,1538.9
258,2023-01-20,1538.0,1545.0,1524.0,1525.55
259,2023-01-23,1535.0,1553.3,1528.1,1548.0
260,2023-01-24,1560.0,1568.8,1549.75,1551.9
261,2023-01-25,1547.0,1556.0,1538.75,1543.0
262,2023-01-27,1546.0,1550.95,1507.4,1519.15
263,2023-01-30,1528.8,1544.0,1520.0,1538.8
264,2023-01-31,1548.9,1548.9,1513.0,1533.75
265,2023-02-01,1542.2,1555.05,1528.05,1551.1
266,2023-02-02,1552.0,1586.95,1552.0,1583.75
267,2023-02-03,1597.5,1604.65,1573.0,1599.4
268,2023-02-06,1598.0,1598.0,1561.6,1569.85
269,2023-02-07,1569.0,1576.05,1555.1,1562.4
270,2023-02-08,1565.5,1603.0,1565.5,1590.5
271,2023-02-09,1596.2,1619.75,1586.05,1617.0
272,2023-02-10,1612.95,1616.3,1596.45,1608.55
273,2023-02-13,1597.0,1597.0,1566.0,1567.45
274,2023-02-14,1584.7,1596.0,1578.15,1593.25
275,2023-02-15,1584.0,1599.0,1576.0,1597.05
276,2023-02-16,1600.0,1614.45,1597.85,1601.8
277,2023-02-17,1594.0,1595.0,1575.5,1583.8
278,2023-02-20,1584.95,1603.0,1582.5,1592.45
279,2023-02-21,1598.7,1601.65,1576.0,1579.5
280,2023-02-22,1563.0,1575.0,1555.3,1561.8
281,2023-02-23,1569.85,1569.85,1548.15,1550.7
282,2023-02-24,1560.0,1569.0,1545.0,1550.65
283,2023-02-27,1540.0,1540.0,1502.0,1509.3
284,2023-02-28,1515.6,1524.0,1481.3,1487.55
285,2023-03-01,1492.4,1500.85,1481.5,1496.05
286,2023-03-02,1485.0,1488.6,1467.3,1472.15
287,2023-03-03,1486.75,1489.8,1473.0,1479.3
288,2023-03-06,1494.55,1520.4,1493.15,1507.45
289,2023-03-08,1490.55,1496.0,1481.1,1492.7
290,2023-03-09,1495.0,1498.35,1474.6,1480.4
291,2023-03-10,1460.0,1474.3,1457.65,1471.55
292,2023-03-13,1464.2,1478.3,1428.0,1435.1
293,2023-03-14,1441.0,1448.35,1411.0,1420.0
294,2023-03-15,1438.0,1442.85,1416.85,1419.65
295,2023-03-16,1417.8,1417.8,1398.7,1404.1
296,2023-03-17,1430.0,1442.9,1411.4,1420.7
297,2023-03-20,1419.7,1419.7,1384.85,1403.65
298,2023-03-21,1399.0,1405.0,1390.0,1390.7
299,2023-03-22,1403.0,1407.25,1382.15,1389.25
300,2023-03-23,1383.95,1383.95,1370.0,1374.55
301,2023-03-24,1388.0,1398.95,1377.5,1380.65
302,2023-03-27,1386.25,1395.75,1374.1,1388.95
303,2023-03-28,1392.1,1398.0,1375.85,1377.6
304,2023-03-29,1379.0,1389.9,1364.55,1383.55
305,2023-03-31,1404.0,1429.95,1393.9,1427.95
306,2023-04-03,1435.0,1435.0,1405.15,1410.85
307,2023-04-05,1400.0,1427.5,1400.0,1423.55
308,2023-04-06,1416.0,1428.4,1410.35,1421.9
309,2023-04-10,1423.95,1434.0,1415.0,1427.6
310,2023-04-11,1428.9,1433.35,1389.0,1406.15
311,2023-04-12,1413.05,1431.5,1400.0,1428.3
312,2023-04-13,1409.75,1411.05,1383.0,1389.2
313,2023-04-17,1250.3,1261.15,1185.3,1258.3
314,2023-04-18,1269.95,1269.95,1253.1,1259.35
315,2023-04-19,1254.35,1254.35,1229.4,1232.2
316,2023-04-20,1230.7,1237.85,1221.4,1223.4
317,2023-04-21,1228.1,1233.25,1220.0,1227.35
318,2023-04-24,1228.0,1230.0,1218.0,1226.3
319,2023-04-25,1225.95,1235.5,1215.0,1224.9
320,2023-04-26,1228.0,1233.0,1220.55,1227.55
321,2023-04-27,1230.0,1247.8,1225.4,1246.25
322,2023-04-28,1255.7,1259.0,1244.95,1252.75
323,2023-05-02,1254.55,1279.75,1254.55,1277.45
324,2023-05-03,1266.0,1272.5,1262.1,1269.15
325,2023-05-04,1268.95,1275.8,1262.5,1273.55
326,2023-05-05,1279.0,1279.0,1254.25,1259.1
327,2023-05-08,1262.45,1270.3,1255.2,1265.6
328,2023-05-09,1266.0,1272.0,1260.7,1270.7
329,2023-05-10,1276.4,1276.4,1259.15,1263.25
330,2023-05-11,1270.25,1275.9,1253.05,1256.1
331,2023-05-12,1253.35,1256.0,1239.05,1245.2
332,2023-05-15,1249.9,1268.9,1245.65,1258.35
333,2023-05-16,1265.0,1273.95,1262.75,1264.3
334,2023-05-17,1260.6,1260.95,1242.45,1246.9
335,2023-05-18,1258.6,1259.65,1242.45,1246.0
336,2023-05-19,1256.05,1273.3,1252.8,1268.9
337,2023-05-22,1272.95,1295.6,1270.25,1292.8
338,2023-05-23,1299.2,1314.15,1297.05,1300.05
339,2023-05-24,1296.3,1305.0,1291.3,1298.65
340,2023-05-25,1294.5,1307.0,1289.25,1304.35
341,2023-05-26,1306.0,1323.45,1306.0,1317.45
342,2023-05-29,1332.7,1332.7,1309.85,1314.4
343,2023-05-30,1315.0,1326.4,1309.15,1323.85
344,2023-05-31,1319.85,1331.1,1314.15,1318.3
345,2023-06-01,1322.55,1329.5,1318.1,1319.5
346,2023-06-02,1309.0,1312.9,1296.05,1299.0
347,2023-06-05,1304.0,1309.45,1297.3,1304.5
348,2023-06-06,1288.6,1288.6,1273.0,1279.0
349,2023-06-07,1290.5,1294.0,1282.5,1288.95
350,2023-06-08,1286.2,1292.0,1281.1,1282.8
351,2023-06-09,1282.5,1282.5,1264.0,1265.95
352,2023-06-12,1273.5,1295.7,1273.0,1291.95
353,2023-06-13,1299.9,1306.5,1297.05,1304.85
354,2023-06-14,1306.35,1306.7,1293.2,1300.4
355,2023-06-15,1293.95,1293.95,1282.65,1286.8
356,2023-06-16,1287.0,1301.5,1281.05,1291.65
357,2023-06-19,1294.0,1299.5,1287.05,1294.0
358,2023-06-20,1294.0,1305.0,1291.1,1303.4
359,2023-06-21,1299.95,1303.8,1295.0,1299.35
360,2023-06-22,1289.4,1289.4,1273.5,1281.55
361,2023-06-23,1276.45,1279.35,1263.35,1265.0
362,2023-06-26,1270.25,1274.0,1262.25,1270.35
363,2023-06-27,1280.0,1282.0,1274.2,1279.15
364,2023-06-28,1290.0,1296.7,1281.4,1293.35
365,2023-06-30,1308.2,1338.9,1304.45,1335.5
366,2023-07-03,1330.0,1346.0,1328.45,1333.7
367,2023-07-04,1344.3,1346.0,1331.4,1345.15
368,2023-07-05,1357.85,1357.95,1341.0,1347.3
369,2023-07-06,1342.55,1347.45,1337.15,1343.9
370,2023-07-07,1334.0,1345.8,1325.35,1330.2
371,2023-07-10,1336.55,1341.9,1319.3,1329.15
372,2023-07-11,1333.45,1350.9,1327.0,1348.6
373,2023-07-12,1351.0,1351.9,1327.0,1333.3
374,2023-07-13,1334.9,1376.8,1330.85,1365.1
375,2023-07-14,1380.65,1430.0,1380.65,1425.95
376,2023-07-17,1425.95,1458.95,1414.3,1422.95
377,2023-07-18,1434.0,1477.95,1429.0,1475.2
378,2023-07-19,1486.0,1498.8,1460.7,1474.95
379,2023-07-20,1471.0,1471.0,1440.7,1449.5
380,2023-07-21,1320.2,1350.0,1305.0,1331.6
381,2023-07-24,1341.0,1349.9,1334.25,1336.6
382,2023-07-25,1337.0,1342.85,1324.25,1334.6
383,2023-07-26,1343.0,1350.0,1339.4,1348.85
384,2023-07-27,1358.6,1363.8,1347.05,1353.15
385,2023-07-28,1353.85,1363.85,1336.0,1340.5
386,2023-07-31,1348.75,1357.5,1333.25,1355.7
387,2023-08-01,1362.0,1369.0,1357.0,1365.2
388,2023-08-02,1369.3,1371.95,1348.45,1356.85
389,2023-08-03,1350.0,1366.55,1349.0,1364.3
390,2023-08-04,1368.9,1385.9,1362.0,1378.35
391,2023-08-07,1387.9,1395.0,1377.0,1393.0
392,2023-08-08,1392.85,1393.55,1384.4,1390.2
393,2023-08-09,1384.0,1396.0,1382.5,1394.4
394,2023-08-10,1391.6,1395.8,1385.6,1389.1
395,2023-08-11,1392.0,1396.85,1367.05,1371.85
396,2023-08-14,1371.85,1395.0,1365.6,1393.55
397,2023-08-16,1410.8,1419.95,1405.4,1418.5
398,2023-08-17,1420.0,1420.0,1406.0,1411.55
399,2023-08-18,1403.7,1408.7,1386.15,1388.8
400,2023-08-21,1389.75,1407.0,1387.15,1405.4
401,2023-08-22,1404.7,1406.05,1396.65,1403.75
402,2023-08-23,1416.0,1416.6,1405.65,1407.95
403,2023-08-24,1421.5,1425.05,1414.45,1423.6
404,2023-08-25,1413.0,1422.5,1411.4,1420.1
405,2023-08-28,1420.1,1424.8,1411.4,1415.65
406,2023-08-29,1424.0,1424.4,1415.3,1417.65
