Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,futures_price
NIFTY,12-Oct-17,28-Dec-17,PE,11200,0,0,0,1400,1400,970.85,0,0,0,55950,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,11250,0,0,0,1313.55,0,1017.65,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10950,0,0,0,1030.85,0,744.6,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,11000,904,909,810,810.15,810.8,810.15,152,1353.07,99.07,372750,3600,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,11050,0,0,0,1123.85,0,833.35,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,11100,0,0,0,1236.25,0,878.65,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10800,0,0,0,1537,1537,617.35,0,0,0,900,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10850,0,0,0,939.6,0,658.9,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10900,0,0,0,701.4,0,701.35,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10650,0,0,0,763.8,0,499,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10700,0,0,0,2080,2080,537.3,0,0,0,212550,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10750,0,0,0,850.45,0,576.8,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10500,422.8,445.55,365,368.65,365,368.65,344,2808.34,99.34,805650,17250,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10550,0,0,0,680.2,0,426,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10600,0,0,0,884,884,461.8,0,0,0,89950,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10300,294,294,239.7,242.05,240,242.05,18,142.65,3.6,9600,225,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10350,0,0,0,524.5,0,297.3,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10400,361.25,361.25,293.9,294.2,294.3,294.2,13,104.58,3.18,149650,450,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10450,0,0,0,600.15,0,358.65,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10150,0,0,0,386.4,0,194,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10200,233.3,247.55,189.55,193.7,190.6,193.7,378,2953.17,61.47,420950,6975,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10250,0,0,0,452.7,0,242.3,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10000,159.4,169,128.25,132.25,131,132.25,3503,26665.94,393.44,4373550,57900,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10050,0,0,0,325.55,0,152.3,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,10100,192.75,206.45,155.55,158.8,157.1,158.8,288,2219.61,38.01,173775,5400,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9850,0,0,0,221.4,0,88.45,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9900,129.3,134.6,101.75,104.55,105.25,104.55,849,6379.12,75.29,689600,20025,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9950,0,0,0,270.5,0,117.1,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9700,85.05,91.25,63.05,70.35,69.05,70.35,823,6035.25,47.93,256050,11025,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9750,0,0,0,178.3,0,64.75,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9800,106.1,110.75,83,84.75,84.9,84.75,749,5556.39,51.24,298125,26175,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9500,61,62,47,49,47.5,49,3304,23676.11,135.11,2482975,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9550,0,0,0,109.7,0,32.35,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9600,69.95,72.65,57.45,59.1,59.85,59.1,403,2921.46,19.86,608225,-3000,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9650,0,0,0,141.15,0,46.35,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9350,0,0,0,62.55,0,14.45,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9400,47.2,50.2,38.95,40.1,39.45,40.1,1408,9970.02,43.62,136500,56700,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9450,0,0,0,83.75,0,21.95,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9200,35,35,30,30.25,30.5,30.25,158,1093.79,3.59,29925,5700,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9250,0,0,0,45.75,0,9.2,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9300,40.1,41.8,33.4,35.25,34.5,35.25,1626,11385.66,44.31,83250,-6375,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9050,0,0,0,22.75,0,3.4,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9100,25.05,27,23.5,24.05,24,24.05,17,116.34,0.32,207375,150,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9150,0,0,0,32.65,0,5.7,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,8900,4.65,4.65,4.65,4.65,4.65,4.65,1,6.68,0,56300,75,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,8950,0,0,0,15.45,0,1.95,0,0,0,0,0,10176.5
NIFTY,12-Oct-17,28-Dec-17,PE,9000,25.4,25.6,21,21.65,21.45,21.65,865,5853.89,15.14,1940850,5325,10176.5
NIFTY,13-Oct-17,28-Dec-17,PE,9000,21.55,21.55,18.4,19.05,19.25,19.05,2690,18196.35,38.85,1971450,30600,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8750,0,0,0,6.55,0,0.4,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8800,0,0,0,119.7,119.7,0.55,0,0,0,170275,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8850,0,0,0,10.2,0,0.75,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8550,0,0,0,2.5,0,0.1,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8600,0,0,0,41.3,41.3,0.15,0,0,0,144875,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8650,0,0,0,4.1,0,0.2,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8700,0,0,0,33,33,0.3,0,0,0,19300,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8400,0,0,0,3.05,3.05,0.05,0,0,0,5700,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8450,0,0,0,1.45,0,0.05,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8500,10,10,8.6,8.95,8.95,8.95,229,1461.43,1.56,553900,3825,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8250,0,0,0,0.45,0,0.05,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8300,0,0,0,10,10,0.05,0,0,0,92325,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8350,0,0,0,0.85,0,0.05,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8000,4.25,4.85,4.15,4.45,4.45,4.45,58,348.2,0.2,541075,2850,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8100,5.95,5.95,5.95,5.95,5.95,5.95,1,6.08,0,93900,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8200,2.55,2.55,2.55,2.55,2.55,2.55,1,6.15,0,525,75,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,7700,0,0,0,239,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,7800,0,0,0,5.55,5.55,0,0,0,0,20250,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,7900,0,0,0,3.1,3.1,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,7300,0,0,0,167.65,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,7400,0,0,0,184.15,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,7500,2.35,2.35,2.35,2.35,2.35,2.35,18,101.28,0.03,327450,-150,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,7600,0,0,0,256.15,256.15,0,0,0,0,14550,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,7000,2,2.5,1.05,1.8,1.8,1.8,9,47.26,0.01,151875,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,7100,0,0,0,138.05,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,7200,0,0,0,0.1,0.1,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,6700,0,0,0,89.9,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,6800,0,0,0,100.65,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,6900,0,0,0,112.2,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,6400,0,0,0,67.1,67.1,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,6500,0,0,0,1.9,1.9,0,0,0,0,37925,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,6600,0,0,0,51.7,51.7,0,0,0,0,9550,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,6000,2,2,1.1,2,2,2,119,535.68,0.18,387375,525,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,6100,0,0,0,42,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,6200,0,0,0,48.2,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,6300,0,0,0,55.1,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,5700,0,0,0,22.95,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,5800,0,0,0,26.9,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,5900,0,0,0,31.35,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,5400,0,0,0,13.7,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,5500,0,0,0,59.25,59.25,0,0,0,0,9900,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,5600,0,0,0,19.45,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,5100,0,0,0,7.7,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,5200,0,0,0,9.4,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,5300,0,0,0,11.35,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,4800,0,0,0,4,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,4900,0,0,0,5,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,5000,0,0,0,1.5,1.5,0,0,0,0,141600,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,4500,0,0,0,1.9,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,4600,0,0,0,2.5,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,4700,0,0,0,3.15,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,4100,0,0,0,1.25,1.25,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,4200,0,0,0,0.85,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,4300,0,0,0,1.1,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,4400,0,0,0,1.5,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,3800,0,0,0,0.1,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,3900,0,0,0,0.15,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,4000,0,0,0,0.25,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,3500,0,0,0,53.35,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,3600,0,0,0,0.05,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,3700,0,0,0,0.1,0,0,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,12500,2203.65,2203.65,2203.65,2203.65,2203.65,2203.65,2,22.06,3.31,450,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,12600,0,0,0,2229.2,0,2267.9,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,12200,0,0,0,2061.2,0,1873.4,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,12300,0,0,0,2044.55,0,1971.95,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,12400,0,0,0,2097.2,0,2070.6,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11900,0,0,0,1916.3,0,1578.25,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,12000,1727,1727,1703,1703,1703,1703,7,72.02,9.02,9900,150,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,12100,0,0,0,2006.4,0,1774.9,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11700,0,0,0,1899.3,0,1382.65,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11800,0,0,0,2100,2100,1480.3,0,0,0,75,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11450,0,0,0,1316.15,0,1141.1,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11500,0,0,0,1858.65,0,1189,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11550,0,0,0,1304.75,0,1237.15,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11600,0,0,0,1887.05,0,1285.5,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11300,0,0,0,1132.95,0,999.15,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11350,0,0,0,1329.2,0,1046.1,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11400,0,0,0,1457.05,1457.05,1093.45,0,0,0,423575,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11100,840,840,840,840,840,840,1,8.96,0.63,75,75,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11150,0,0,0,1218.15,0,860.8,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11200,0,0,0,1400,1400,906.4,0,0,0,55950,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11250,0,0,0,1313.55,0,952.55,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10950,0,0,0,1030.85,0,684.75,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11000,756.05,756.05,710,729.5,737.5,729.5,134,1179.19,73.69,378225,5475,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,11050,0,0,0,1123.85,0,771.35,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10800,0,0,0,1537,1537,561.5,0,0,0,900,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10850,0,0,0,939.6,0,601.6,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10900,0,0,0,701.4,0,642.7,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10650,0,0,0,763.8,0,448.05,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10700,465,466,465,466,466,466,13,108.86,4.54,213525,975,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10750,0,0,0,850.45,0,522.5,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10500,345,345.65,293,310.2,312,310.2,1202,9749.96,284.21,843000,37350,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10550,0,0,0,680.2,0,379.05,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10600,0,0,0,884,884,412.85,0,0,0,89950,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10300,230.25,230.25,188.1,193.75,201,193.75,840,6615.61,126.61,44700,35100,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10350,0,0,0,524.5,0,259.05,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10400,277.05,277.05,239.8,246.7,254.45,246.7,110,879.23,21.23,150925,1275,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10450,0,0,0,600.15,0,315.9,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10150,0,0,0,386.4,0,165.05,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10200,190.6,190.6,151.5,160.9,160,160.9,2105,16360.13,256.88,500450,79500,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10250,0,0,0,452.7,0,208.75,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10000,127.7,127.7,103.2,110.2,110.4,110.2,7822,59314.6,649.6,4558575,185025,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10050,0,0,0,325.55,0,127.85,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,10100,151.4,151.4,123,130.05,133,130.05,1633,12532.82,162.84,201900,28125,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9850,0,0,0,221.4,0,71.9,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9900,96.55,99,80,86.75,89.75,86.75,985,7378.64,65.02,712175,22575,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9950,0,0,0,270.5,0,96.9,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9700,66.1,67.15,53.5,59.3,59.5,59.3,1287,9419.54,56.61,256275,225,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9750,0,0,0,178.3,0,52,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9800,81,82.5,66,71.65,73.75,71.65,1403,10387.79,75.74,326100,27975,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9550,0,0,0,109.7,0,25.1,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9600,54.75,59.3,45.7,48.95,49.5,48.95,1742,12606.98,64.58,634400,26175,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9650,0,0,0,141.15,0,36.65,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9350,0,0,0,62.55,0,10.8,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9400,34.2,37.2,33.1,35.35,36.6,35.35,697,4932.57,18.72,129750,-6750,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9450,0,0,0,83.75,0,16.75,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9500,46.5,46.5,39.75,42.5,43.6,42.5,9256,66242.58,293.58,2501125,18150,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9200,27,27,23.1,25.2,25.05,25.2,245,1695.17,4.67,35100,5175,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9250,0,0,0,45.75,0,6.75,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9300,32.55,32.55,29,30.9,31.85,30.9,396,2771.32,9.22,83025,-225,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9050,0,0,0,22.75,0,2.4,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9100,22.5,22.5,20.35,20.75,20.75,20.75,141,964.56,2.24,205575,-1800,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,9150,0,0,0,32.65,0,4.1,0,0,0,0,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8900,0,0,0,4.65,4.65,1,0,0,0,56300,0,10255.05
NIFTY,13-Oct-17,28-Dec-17,PE,8950,0,0,0,15.45,0,1.35,0,0,0,0,0,10255.05
NIFTY,16-Oct-17,28-Dec-17,PE,12600,0,0,0,2229.2,0,2210.45,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,12200,0,0,0,2061.2,0,1815.8,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,12300,0,0,0,2044.55,0,1914.4,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,12400,0,0,0,2097.2,0,2013.05,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,12500,0,0,0,2203.65,2203.65,2111.75,0,0,0,450,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11900,0,0,0,1916.3,0,1520.65,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,12000,1645,1646,1645,1645.4,1646,1645.4,3,30.7,3.7,9900,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,12100,0,0,0,2006.4,0,1717.25,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11650,0,0,0,1337.6,0,1276.6,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11700,0,0,0,1899.3,0,1325.15,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11800,0,0,0,2100,2100,1422.7,0,0,0,75,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11450,0,0,0,1316.15,0,1084.25,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11500,0,0,0,1858.65,0,1131.95,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11550,0,0,0,1304.75,0,1179.95,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11600,0,0,0,1887.05,0,1228.2,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11300,0,0,0,1132.95,0,943.05,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11350,0,0,0,1329.2,0,989.75,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11400,0,0,0,1457.05,1457.05,1036.8,0,0,0,423575,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11150,0,0,0,1218.15,0,806,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11200,0,0,0,1400,1400,851.1,0,0,0,55950,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11250,0,0,0,1313.55,0,896.8,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11000,685,725,665,669.3,670,669.3,131,1148.5,67.75,383325,5100,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11050,0,0,0,1123.85,0,717.7,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,11100,0,0,0,840,840,761.5,0,0,0,75,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10800,0,0,0,1537,1537,512.45,0,0,0,900,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10850,0,0,0,939.6,0,551.4,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10900,0,0,0,701.4,0,591.5,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10950,0,0,0,1030.85,0,632.65,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10650,0,0,0,763.8,0,403,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10700,425,425,415,415,415,415,2,16.68,0.63,213525,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10750,0,0,0,850.45,0,475.05,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10500,281,310,270,272,273.9,272,632,5111.56,134.56,859650,16650,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10550,0,0,0,680.2,0,337.15,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10600,0,0,0,884,884,369.3,0,0,0,89950,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10350,0,0,0,524.5,0,224.45,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10400,220,248.2,212,215.7,217,215.7,138,1099.89,23.49,157750,6825,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10450,0,0,0,600.15,0,277.5,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10150,0,0,0,386.4,0,138.5,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10200,122.1,163.65,122.1,140.65,140.4,140.65,1395,10824.77,153.02,530375,29925,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10250,0,0,0,452.7,0,178.15,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10300,185,200.9,171.5,175,175,175,1117,8780.77,151.95,98250,53550,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10000,99.8,109,90,95.85,95.05,95.85,4247,32166.87,314.37,4579275,20700,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10050,0,0,0,325.55,0,105.35,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,10100,117.65,132.55,112.85,114.8,115.1,114.8,533,4085.04,47.56,206325,4425,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,9850,0,0,0,221.4,0,56.9,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,9900,78.6,85.6,74.4,76.4,77.8,76.4,584,4370.35,34.15,722450,10275,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,9950,0,0,0,270.5,0,78.4,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,9700,50.9,57.35,48.95,50.65,51.8,50.65,2622,19176.27,101.22,350700,94425,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,9750,0,0,0,178.3,0,40.2,0,0,0,0,0,10312.15
NIFTY,16-Oct-17,28-Dec-17,PE,9800,66.25,70,60.5,61.9,63,61.9,901,6665.82,43.47,332175,6075,10312.15
