Date,Open,High,Low,Close,Adj Close,Volume
02-07-2018,267,267.100006,260.049988,263.049988,218.0121,18097981
03-07-2018,263.5,266.75,261.149994,265.450012,220.001205,10385004
04-07-2018,266.299988,266.299988,262.200012,264.399994,219.130981,7881279
05-07-2018,264.600006,273.799988,263.5,272.5,225.844131,15473199
06-07-2018,272.75,274.75,270.149994,272.649994,225.96843,12936762
09-07-2018,275,276,272.200012,274.399994,227.418839,9782072
10-07-2018,275.5,277.5,273.100006,277.049988,229.615097,11486223
11-07-2018,276.850006,280.299988,273.75,275.75,228.537704,11362662
12-07-2018,275.75,278.149994,273.299988,277.200012,229.739441,9902834
13-07-2018,278,278.299988,269.200012,270.399994,224.103714,18590126
16-07-2018,270.299988,273.299988,269.700012,271.600006,225.098251,10281018
17-07-2018,271.049988,273,269.299988,269.850006,223.647858,10033333
18-07-2018,271.100006,271.299988,267.600006,268.549988,222.570389,7050253
19-07-2018,268.899994,274.600006,266.25,273.299988,226.507156,8956760
20-07-2018,273.25,274.799988,270.649994,274,227.087341,6572535
23-07-2018,279.5,286.649994,277.149994,284.149994,235.499481,26056261
24-07-2018,284.5,287,283.549988,285.649994,236.742661,12111542
25-07-2018,284.25,286.950012,283.200012,286.149994,237.157059,13301823
26-07-2018,287,291.149994,284.200012,287.200012,238.027313,20698478
27-07-2018,300,307.149994,295,302.549988,250.749146,75862167
30-07-2018,302,303.600006,300,301.049988,249.505966,17080727
31-07-2018,300.75,301.350006,295.549988,297.700012,246.729568,14563274
01-08-2018,298.049988,302.950012,296.100006,301.600006,249.961838,14624672
02-08-2018,300.5,303.5,297.299988,299.200012,247.972748,9847568
03-08-2018,300,305.399994,298.149994,303.950012,251.909454,12470372
06-08-2018,305,306.899994,300,301.799988,250.127533,7683950
07-08-2018,302.950012,304.200012,299.75,301.100006,249.547409,7188627
08-08-2018,300.25,302.399994,300,300.950012,249.423096,6442258
09-08-2018,301.75,304.600006,300.049988,302.5,250.707687,9221385
10-08-2018,302,306.899994,301.149994,304.799988,252.613922,14777932
13-08-2018,304,307.799988,303.149994,305.950012,253.567017,9957591
14-08-2018,307,310.200012,306.850006,307.899994,255.183167,12315926
16-08-2018,307.899994,308.5,305.100006,307.450012,254.810181,18674289
17-08-2018,307.799988,315.299988,307.799988,313.75,260.031555,25413745
20-08-2018,314.200012,315,311.299988,313.299988,259.658569,19218118
21-08-2018,314.5,317,312,312.899994,259.327087,13618791
23-08-2018,314,316.399994,307.350006,312,258.581207,11309613
24-08-2018,311,312,307,310.399994,257.255127,5445848
