,Realised_PNL
1970-01-01 00:00:00.000000570,-1679.9999999999736
1970-01-01 00:00:00.000000571,-1679.9999999999736
1970-01-01 00:00:00.000000572,-1679.9999999999736
1970-01-01 00:00:00.000000573,-1679.9999999999736
1970-01-01 00:00:00.000000574,-1679.9999999999736
1970-01-01 00:00:00.000000575,-1679.9999999999736
1970-01-01 00:00:00.000000576,3450.0000000000673
1970-01-01 00:00:00.000000577,3450.0000000000673
1970-01-01 00:00:00.000000578,-1859.9999999999463
1970-01-01 00:00:00.000000579,-1859.9999999999463
1970-01-01 00:00:00.000000580,-4484.999999999946
1970-01-01 00:00:00.000000581,-4484.999999999946
1970-01-01 00:00:00.000000582,-4679.999999999905
1970-01-01 00:00:00.000000583,-4679.999999999905
1970-01-01 00:00:00.000000584,-4679.999999999905
1970-01-01 00:00:00.000000585,-4679.999999999905
1970-01-01 00:00:00.000000586,-4679.999999999905
1970-01-01 00:00:00.000000587,-4679.999999999905
1970-01-01 00:00:00.000000588,-4679.999999999905
1970-01-01 00:00:00.000000589,2790.000000000122
1970-01-01 00:00:00.000000590,2790.000000000122
1970-01-01 00:00:00.000000591,-89.99999999985084
1970-01-01 00:00:00.000000592,-89.99999999985084
1970-01-01 00:00:00.000000593,-89.99999999985084
1970-01-01 00:00:00.000000594,-884.9999999998099
1970-01-01 00:00:00.000000595,-884.9999999998099
1970-01-01 00:00:00.000000596,-884.9999999998099
1970-01-01 00:00:00.000000597,-884.9999999998099
1970-01-01 00:00:00.000000598,-884.9999999998099
1970-01-01 00:00:00.000000599,-884.9999999998099
1970-01-01 00:00:00.000000600,-884.9999999998099
1970-01-01 00:00:00.000000601,-884.9999999998099
1970-01-01 00:00:00.000000602,-884.9999999998099
1970-01-01 00:00:00.000000603,-1574.9999999997963
1970-01-01 00:00:00.000000604,-1574.9999999997963
1970-01-01 00:00:00.000000605,-1574.9999999997963
1970-01-01 00:00:00.000000606,-1574.9999999997963
1970-01-01 00:00:00.000000607,-1574.9999999997963
1970-01-01 00:00:00.000000608,750.0000000002037
1970-01-01 00:00:00.000000609,-1199.9999999997963
1970-01-01 00:00:00.000000610,-1199.9999999997963
1970-01-01 00:00:00.000000611,-1184.9999999997417
1970-01-01 00:00:00.000000612,-2264.9999999997144
1970-01-01 00:00:00.000000613,-2264.9999999997144
1970-01-01 00:00:00.000000614,-2264.9999999997144
1970-01-01 00:00:00.000000615,-2939.9999999997144
1970-01-01 00:00:00.000000616,-2939.9999999997144
