,Unnamed: 0,Symbol,INSTRUMENT,Expiry,Strike Price,Option Type,Open,High,Low,Close,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,Date,futures_price,time_diff,impliedvolatility,delta,theta,gamma,vega,next_day_close,daily_straddle_pnl,positions,strategy_pnl
670,101080,KOTAKBANK,OPTSTK,2021-11-25,2060.0,CE,49.75,52.0,48.0,50.6,50.6,267,2253.91,130000,-12000,2021-11-04,2058.8,21.0,26.0009765625,0.5087123381681352,-1.2193383429637679,0.0031062717862200967,1.9696264208144874,85.7,35.1,1.0,35.1
686,101281,KOTAKBANK,OPTSTK,2021-12-30,2060.0,PE,0.0,0.0,0.0,174.85,120.25,0,0.0,0,0,2021-11-04,2066.55,56.0,55.34934997558594,-0.4510365169525972,-1.5838372317723612,0.0008837237429048275,3.204911530790323,23.7,-151.15,1.0,-151.15
701,103874,KOTAKBANK,OPTSTK,2022-01-27,2140.0,PE,0.0,0.0,0.0,174.2,156.0,0,0.0,0,0,2021-11-08,2142.55,80.0,43.9453125,-0.456737444624845,-1.0926183061390278,0.0008997136035719396,3.978101850618184,69.5,-104.69999999999999,1.0,-104.69999999999999
699,103746,KOTAKBANK,OPTSTK,2021-12-30,2140.0,PE,0.0,0.0,0.0,223.3,129.5,0,0.0,0,0,2021-11-08,2130.65,52.0,68.17626953125,-0.4555511246986861,-2.090116520798315,0.0007231071598386309,3.188383871068037,69.5,-153.8,1.0,-153.8
698,103679,KOTAKBANK,OPTSTK,2021-12-30,2140.0,CE,0.0,0.0,0.0,109.25,120.15,0,0.0,0,0,2021-11-08,2130.65,52.0,35.43853759765625,0.5136193821288262,-1.0926138449534302,0.0013989872181254756,3.2064483350089437,32.95,-76.3,1.0,-76.3
492,103544,KOTAKBANK,OPTSTK,2021-11-25,2120.0,CE,28.0,55.75,28.0,52.6,52.6,2970,25739.2,257600,57200,2021-11-08,2122.65,17.0,28.076171875,0.5203025438435839,-1.5071712002523003,0.0030977964812999143,1.825171217669012,40.15,-12.450000000000003,1.0,-12.450000000000003
495,103611,KOTAKBANK,OPTSTK,2021-11-25,2120.0,PE,69.7,76.2,46.0,48.05,48.05,439,3818.06,82800,25200,2021-11-08,2122.65,17.0,27.03094482421875,-0.47982920065759627,-1.4510861869420697,0.003217635434718269,1.8252018446586546,57.95,9.900000000000006,1.0,9.900000000000006
700,103810,KOTAKBANK,OPTSTK,2022-01-27,2140.0,CE,0.0,0.0,0.0,153.2,152.9,0,0.0,0,0,2021-11-08,2142.55,80.0,38.0401611328125,0.53813337214072,-0.9470477532374024,0.001040754053528643,3.9833595864366718,32.95,-120.24999999999999,1.0,-120.24999999999999
702,106138,KOTAKBANK,OPTSTK,2021-12-30,2100.0,CE,104.45,110.35,90.35,94.9,125.9,40,351.93,43200,-400,2021-11-09,2109.1,51.0,28.778076171875,0.5374383140712977,-0.8834653009388085,0.001750630529730903,3.131323308672973,37.8,-57.10000000000001,1.0,-57.10000000000001
444,106004,KOTAKBANK,OPTSTK,2021-11-25,2100.0,CE,65.9,65.9,43.3,48.45,48.45,4569,39304.33,737600,153600,2021-11-09,2100.25,16.0,27.54974365234375,0.5123270183956696,-1.5095754063166353,0.0032915507902786904,1.7534251357007722,37.8,-10.650000000000006,1.0,-10.650000000000006
703,106205,KOTAKBANK,OPTSTK,2021-12-30,2100.0,PE,85.75,90.4,85.75,90.4,117.35,15,131.17,6400,6000,2021-11-09,2109.1,51.0,30.242919921875,-0.46224758026045526,-0.9283656073867174,0.0016657127911005967,3.131089597104431,60.1,-30.300000000000004,1.0,-30.300000000000004
704,106270,KOTAKBANK,OPTSTK,2022-01-27,2120.0,CE,0.0,0.0,0.0,162.1,149.15,0,0.0,0,0,2021-11-09,2116.0,79.0,41.80908203125,0.534880671001405,-1.0352426602182132,0.0009655892655687292,3.912268157244382,30.95,-131.15,1.0,-131.15
705,106334,KOTAKBANK,OPTSTK,2022-01-27,2120.0,PE,0.0,0.0,0.0,163.3,154.3,0,0.0,0,0,2021-11-09,2116.0,79.0,41.0919189453125,-0.4658497127860875,-1.0176468351122714,0.000982597769833008,3.9128910032584527,72.75,-90.55000000000001,1.0,-90.55000000000001
446,106071,KOTAKBANK,OPTSTK,2021-11-25,2100.0,PE,36.35,55.0,36.2,47.05,47.05,1698,14578.59,217600,17600,2021-11-09,2100.25,16.0,26.897430419921875,-0.48792532302501224,-1.4738607344249404,0.0033714423413809193,1.7534590763980893,60.1,13.050000000000004,1.0,13.050000000000004
708,108598,KOTAKBANK,OPTSTK,2021-12-30,2080.0,CE,0.0,0.0,0.0,131.75,122.55,0,0.0,0,0,2021-11-10,2083.95,50.0,42.255401611328125,0.5359868139054704,-1.2949303748504948,0.0012190744275216094,3.0645321674172434,34.05,-97.7,1.0,-97.7
596,108793,KOTAKBANK,OPTSTK,2022-01-27,2080.0,PE,0.0,0.0,0.0,142.7,141.85,0,0.0,0,0,2021-11-10,2088.65,78.0,38.299560546875,-0.455425702555489,-0.9397744209636735,0.0010720808977364576,3.827845739663326,57.95,-84.74999999999999,1.0,-84.74999999999999
709,108665,KOTAKBANK,OPTSTK,2021-12-30,2080.0,PE,0.0,0.0,0.0,75.85,115.5,0,0.0,2000,0,2021-11-10,2083.95,50.0,25.320053100585938,-0.4732502924346284,-0.7773610950803431,0.0020381767718286297,3.070140066421717,57.95,-17.89999999999999,1.0,-17.89999999999999
594,108729,KOTAKBANK,OPTSTK,2022-01-27,2080.0,CE,0.0,0.0,0.0,181.1,155.0,0,0.0,0,0,2021-11-10,2088.65,78.0,46.0662841796875,0.5501200147187244,-1.1284691691458548,0.0008898460007046742,3.8214758043015133,34.05,-147.05,1.0,-147.05
706,108464,KOTAKBANK,OPTSTK,2021-11-25,2080.0,CE,45.0,51.75,42.1,45.05,45.05,1865,15861.26,219600,73200,2021-11-10,2076.45,15.0,27.851104736328125,0.49919224212563523,-1.559017616462563,0.0034028756087371077,1.679306043213103,34.05,-11.0,1.0,-11.0
707,108531,KOTAKBANK,OPTSTK,2021-11-25,2080.0,PE,48.1,55.9,40.0,47.4,47.4,689,5863.65,200400,59600,2021-11-10,2076.45,15.0,27.16064453125,-0.5013937908032192,-1.520361654223346,0.003489367151579584,1.679299236592942,57.95,10.550000000000004,1.0,10.550000000000004
710,111191,KOTAKBANK,OPTSTK,2022-01-27,2060.0,CE,0.0,0.0,0.0,191.2,151.1,0,0.0,0,0,2021-11-11,2068.05,77.0,49.591064453125,0.5521161046500183,-1.2098338623722578,0.0008396913242520977,3.757015842671371,46.2,-145.0,-1.0,145.0
86,110926,KOTAKBANK,OPTSTK,2021-11-25,2060.0,CE,48.6,55.0,40.0,42.1,42.1,1588,13377.53,187200,104000,2021-11-11,2055.75,14.0,27.4658203125,0.49541299753277745,-1.5754469542969491,0.003607454799909343,1.606087647061409,46.2,4.100000000000001,-1.0,-4.100000000000001
712,111255,KOTAKBANK,OPTSTK,2022-01-27,2060.0,PE,0.0,0.0,0.0,132.95,140.3,0,0.0,0,0,2021-11-11,2068.05,77.0,36.24916076660156,-0.45752462081177286,-0.8869035001075534,0.00115207631165967,3.7678979631000207,31.75,-101.19999999999999,-1.0,101.19999999999999
626,111127,KOTAKBANK,OPTSTK,2021-12-30,2060.0,PE,79.45,79.45,79.45,79.45,114.05,5,42.78,4000,2000,2021-11-11,2062.9,49.0,26.85546875,-0.4746859114603362,-0.8246526121224603,0.001961426655364281,3.0092923247895684,31.75,-47.7,-1.0,47.7
624,111060,KOTAKBANK,OPTSTK,2021-12-30,2060.0,CE,0.0,0.0,0.0,140.0,118.8,0,0.0,0,0,2021-11-11,2062.9,49.0,46.0205078125,0.5369099134688858,-1.4099415537992188,0.0011419965857585904,3.0024499693763222,46.2,-93.8,-1.0,93.8
89,110993,KOTAKBANK,OPTSTK,2021-11-25,2060.0,PE,50.5,50.5,37.85,45.55,45.55,1430,12035.84,164400,29200,2021-11-11,2055.75,14.0,26.9927978515625,-0.5050401730521784,-1.5482930336489025,0.0036706216128009287,1.6060656320463567,31.75,-13.799999999999997,-1.0,13.799999999999997
364,113532,KOTAKBANK,OPTSTK,2021-12-30,2080.0,CE,84.6,84.6,83.7,83.95,118.7,18,155.8,8400,6400,2021-11-12,2081.5,48.0,27.64892578125,0.5228559277009632,-0.8658729551543419,0.001908392403976872,3.006402648423574,44.9,-39.050000000000004,1.0,-39.050000000000004
367,113599,KOTAKBANK,OPTSTK,2021-12-30,2080.0,PE,0.0,0.0,0.0,75.85,113.55,0,0.0,2000,0,2021-11-12,2081.5,48.0,25.455474853515625,-0.4784814947969559,-0.797330275048014,0.0020732223339878612,3.006964389589377,28.6,-47.24999999999999,1.0,-47.24999999999999
719,113465,KOTAKBANK,OPTSTK,2021-11-25,2080.0,PE,52.45,56.55,38.7,42.25,42.25,599,5098.66,150800,-43200,2021-11-12,2074.6,13.0,25.2532958984375,-0.5122516464324152,-1.5163852160955598,0.004032993477897224,1.5612225737601233,28.6,-13.649999999999999,1.0,-13.649999999999999
714,113662,KOTAKBANK,OPTSTK,2022-01-27,2060.0,CE,0.0,0.0,0.0,191.2,161.2,0,0.0,0,0,2021-11-12,2068.05,76.0,49.9267578125,0.5521241577660633,-1.226007361468097,0.0008395124477437851,3.732529952034941,56.55,-134.64999999999998,1.0,-134.64999999999998
716,113726,KOTAKBANK,OPTSTK,2022-01-27,2060.0,PE,0.0,0.0,0.0,132.95,130.05,0,0.0,0,0,2021-11-12,2068.05,76.0,36.487579345703125,-0.4575241547431537,-0.8985908187379719,0.0011520535404516395,3.7433506661015707,19.9,-113.04999999999998,1.0,-113.04999999999998
718,113398,KOTAKBANK,OPTSTK,2021-11-25,2080.0,CE,37.75,42.8,32.0,36.95,36.95,3606,30531.23,280000,62000,2021-11-12,2074.6,13.0,25.3143310546875,0.4878237604473694,-1.5200589973891034,0.004023292860468324,1.5612316140899332,44.9,7.949999999999996,1.0,7.949999999999996
436,116136,KOTAKBANK,OPTSTK,2022-01-27,2120.0,CE,0.0,0.0,0.0,162.1,141.6,0,0.0,0,0,2021-11-15,2114.0,73.0,43.7774658203125,0.5332383602533528,-1.126981956137431,0.0009605691214201972,3.758540210423043,19.25,-142.85,1.0,-142.85
438,116200,KOTAKBANK,OPTSTK,2022-01-27,2120.0,PE,0.0,0.0,0.0,163.3,148.05,0,0.0,0,0,2021-11-15,2114.0,73.0,42.510986328125,-0.46805912820859935,-1.0946705305618034,0.0009894502394111044,3.7595433855244647,57.4,-105.9,1.0,-105.9
614,115870,KOTAKBANK,OPTSTK,2021-11-25,2100.0,CE,36.8,41.0,30.5,35.8,35.8,8398,71753.46,1194400,112400,2021-11-15,2096.5,10.0,27.099609375,0.4941120350753901,-1.8756173078491223,0.004241810830858025,1.3842393680991,25.35,-10.449999999999996,1.0,-10.449999999999996
721,116071,KOTAKBANK,OPTSTK,2021-12-30,2100.0,PE,79.65,84.3,78.0,79.5,79.5,29,252.9,19200,7200,2021-11-15,2103.7,45.0,27.64892578125,-0.47342077136710214,-0.9032836530785074,0.0019490495113927116,2.940278020934755,43.95,-35.55,1.0,-35.55
720,116004,KOTAKBANK,OPTSTK,2021-12-30,2100.0,CE,80.35,89.75,79.0,82.7,82.7,151,1319.3,103200,15600,2021-11-15,2103.7,45.0,27.4658203125,0.5264993864878045,-0.8973136240428152,0.001962069374495898,2.940317283263497,25.35,-57.35,1.0,-57.35
616,115937,KOTAKBANK,OPTSTK,2021-11-25,2100.0,PE,46.15,49.65,34.95,38.95,38.95,1103,9446.18,252000,19200,2021-11-15,2096.5,10.0,26.83258056640625,-0.506123740942379,-1.8571191926214428,0.004283985782755423,1.3842270504138627,43.95,5.0,1.0,5.0
727,118670,KOTAKBANK,OPTSTK,2022-01-27,2100.0,PE,0.0,0.0,0.0,152.8,143.0,0,0.0,0,0,2021-11-16,2092.9,72.0,40.22216796875,-0.47195216751467284,-1.0332519698906837,0.0010643910043722545,3.6991612132856,65.05,-87.75000000000001,1.0,-87.75000000000001
726,118606,KOTAKBANK,OPTSTK,2022-01-27,2100.0,CE,0.0,0.0,0.0,100.0,141.75,0,0.0,400,0,2021-11-16,2092.9,72.0,27.89306640625,0.5138025076725226,-0.7178804038183302,0.0015377490982978084,3.7061102083303528,14.6,-85.4,1.0,-85.4
725,118541,KOTAKBANK,OPTSTK,2021-12-30,2080.0,PE,0.0,0.0,0.0,71.05,104.85,0,0.0,8400,0,2021-11-16,2089.0,44.0,26.14593505859375,-0.4629712267632914,-0.8560000461269495,0.0020946497389654835,2.881059862282969,49.4,-21.65,1.0,-21.65
724,118474,KOTAKBANK,OPTSTK,2021-12-30,2080.0,CE,85.0,85.0,85.0,85.0,85.0,1,8.66,8800,400,2021-11-16,2089.0,44.0,27.862548828125,0.5370485405596686,-0.9121965872297295,0.0019655891134428834,2.8810465320813283,19.3,-65.7,1.0,-65.7
723,118407,KOTAKBANK,OPTSTK,2021-11-25,2080.0,PE,25.65,39.85,25.65,31.15,31.15,1047,8850.2,181200,-18400,2021-11-16,2081.05,9.0,24.29962158203125,-0.48711444420163047,-1.759007907953969,0.005021420619429432,1.3029891118380428,49.4,18.25,1.0,18.25
722,118340,KOTAKBANK,OPTSTK,2021-11-25,2080.0,CE,42.65,42.65,29.45,32.8,32.8,2419,20449.93,224800,-8000,2021-11-16,2081.05,9.0,24.7802734375,0.512933734849427,-1.793794455943334,0.004924003118266079,1.3029840162343853,19.3,-13.499999999999996,1.0,-13.499999999999996
293,121146,KOTAKBANK,OPTSTK,2022-01-27,2080.0,PE,0.0,0.0,0.0,142.7,145.25,0,0.0,0,0,2021-11-17,2070.6,71.0,37.811279296875,-0.47758268381946417,-0.9685803937422909,0.0011535153327827874,3.637497023878071,59.05,-83.64999999999999,-0.0,0.0
634,120816,KOTAKBANK,OPTSTK,2021-11-25,2060.0,CE,35.0,43.3,25.0,26.1,26.1,2570,21508.02,270400,84000,2021-11-17,2050.3,8.0,25.2685546875,0.4572105930949898,-1.9014230239169894,0.005171374403108272,1.2039773844968487,12.7,-13.400000000000002,-0.0,0.0
728,120950,KOTAKBANK,OPTSTK,2021-12-30,2060.0,CE,40.6,40.6,40.0,40.0,109.5,4,33.6,1600,1600,2021-11-17,2058.45,43.0,14.46533203125,0.5038554733001324,-0.4740758775235993,0.0039033119349322935,2.8184991107671395,12.7,-27.3,-0.0,0.0
636,120883,KOTAKBANK,OPTSTK,2021-11-25,2060.0,PE,28.95,40.0,22.0,36.5,36.5,4060,33895.92,258000,17200,2021-11-17,2050.3,8.0,25.87890625,-0.5414296697263243,-1.9480570702057518,0.005051238537584607,1.2044138505000392,37.9,1.3999999999999986,-0.0,-0.0
729,121017,KOTAKBANK,OPTSTK,2021-12-30,2060.0,PE,52.3,73.2,51.0,71.7,71.7,29,246.57,16800,5200,2021-11-17,2058.45,43.0,25.146484375,-0.4862653514506882,-0.8236819153931179,0.002244125768684056,2.816960162997264,37.9,-33.800000000000004,-0.0,0.0
288,121082,KOTAKBANK,OPTSTK,2022-01-27,2080.0,CE,0.0,0.0,0.0,181.1,133.95,0,0.0,0,0,2021-11-17,2070.6,71.0,50.9796142578125,0.5367607906452923,-1.3024115016653783,0.0008532682258117014,3.6277723150512413,8.75,-172.35,-0.0,0.0
510,123298,KOTAKBANK,OPTSTK,2021-11-25,2040.0,CE,34.25,40.15,15.3,20.0,20.0,4934,40680.25,149200,54000,2021-11-18,2030.3,7.0,21.8505859375,0.4433895517824445,-1.7330290309487864,0.0064280921514455825,1.110377840790248,5.2,-14.8,1.0,-14.8
512,123365,KOTAKBANK,OPTSTK,2021-11-25,2040.0,PE,28.0,43.5,19.3,27.3,27.3,3437,28447.09,129600,-154000,2021-11-18,2030.3,7.0,19.6533203125,-0.5641550399720421,-1.554233312684261,0.007126015772311095,1.1071547215225623,81.25,53.95,1.0,53.95
580,123499,KOTAKBANK,OPTSTK,2021-12-30,2040.0,PE,96.95,97.05,66.65,97.05,97.05,12,101.71,1600,800,2021-11-18,2036.65,42.0,34.5916748046875,-0.48218746126190315,-1.133871390925474,0.0016676721480915193,2.7534138597080364,81.25,-15.799999999999997,1.0,-15.799999999999997
578,123432,KOTAKBANK,OPTSTK,2021-12-30,2040.0,CE,0.0,0.0,0.0,148.65,102.4,0,0.0,0,0,2021-11-18,2036.65,42.0,54.57305908203125,0.5333456356223985,-1.7843623716205037,0.001054426994580373,2.746528080656449,5.2,-143.45000000000002,1.0,-143.45000000000002
242,123627,KOTAKBANK,OPTSTK,2022-01-27,2040.0,PE,0.0,0.0,0.0,123.65,136.3,0,0.0,0,0,2021-11-18,2041.4,70.0,34.912109375,-0.46774798569073434,-0.8864750223288258,0.0012740338398001256,3.554826830798894,81.25,-42.400000000000006,1.0,-42.400000000000006
240,123563,KOTAKBANK,OPTSTK,2022-01-27,2040.0,CE,0.0,0.0,0.0,201.65,135.85,0,0.0,0,0,2021-11-18,2041.4,70.0,56.507110595703125,0.5503329199263792,-1.4280415598368434,0.0007834319594259909,3.5380647898914286,5.2,-196.45000000000002,1.0,-196.45000000000002
735,126107,KOTAKBANK,OPTSTK,2022-01-27,1980.0,PE,0.0,0.0,0.0,98.0,133.9,0,0.0,0,0,2021-11-22,1978.15,66.0,28.9306640625,-0.4785023576230145,-0.7344261587850683,0.001636951272178416,3.3509169630602584,18.7,-79.3,-1.0,79.3
733,125979,KOTAKBANK,OPTSTK,2021-12-30,1980.0,PE,62.9,75.0,52.8,73.0,106.2,60,489.76,17600,16000,2021-11-22,1971.2,38.0,26.947021484375,-0.5030944862450182,-0.899643058592362,0.0023276097907419706,2.5373072305102413,18.7,-54.3,-1.0,54.3
732,125912,KOTAKBANK,OPTSTK,2021-12-30,1980.0,CE,60.0,63.7,49.55,60.85,60.85,58,472.92,14400,14400,2021-11-22,1971.2,38.0,25.62713623046875,0.4950034900669645,-0.8555365026925823,0.0024473713298499055,2.537184553899995,16.65,-44.2,-1.0,44.2
731,125844,KOTAKBANK,OPTSTK,2021-11-25,1960.0,PE,4.8,30.05,3.95,21.5,21.5,4522,35747.56,101200,-16000,2021-11-22,1963.75,3.0,32.8369140625,-0.4684796866971759,-3.874923809236812,0.006802819671652357,0.7080306879985421,9.95,-11.55,-1.0,11.55
730,125777,KOTAKBANK,OPTSTK,2021-11-25,1960.0,CE,49.7,50.0,16.0,22.9,22.9,1039,8238.06,54000,50400,2021-11-22,1963.75,3.0,29.541015625,0.5337745692386411,-3.4843720994116674,0.007558300368136427,0.7077018902077781,27.35,4.450000000000003,-1.0,-4.450000000000003
734,126043,KOTAKBANK,OPTSTK,2022-01-27,1980.0,CE,0.0,0.0,0.0,235.5,123.4,0,0.0,0,0,2021-11-22,1978.15,66.0,70.6787109375,0.5584986564749045,-1.777488129805114,0.0006637948648123318,3.319647882963699,16.65,-218.85,-1.0,218.85
737,128348,KOTAKBANK,OPTSTK,2021-11-25,1980.0,PE,21.05,52.45,14.7,18.7,18.7,497,3997.32,51200,-26400,2021-11-23,1979.05,2.0,31.25,-0.5036623654093865,-4.565697433550947,0.008713977036150844,0.5844092714945213,3.4,-15.299999999999999,1.0,-15.299999999999999
738,128415,KOTAKBANK,OPTSTK,2021-12-30,1980.0,CE,55.1,58.75,44.65,54.8,54.8,218,1772.12,48000,33600,2021-11-23,1984.6,37.0,20.843505859375,0.527166426572625,-0.7083828563638079,0.003022062145389446,2.5149479038980456,31.8,-22.999999999999996,1.0,-22.999999999999996
739,128482,KOTAKBANK,OPTSTK,2021-12-30,1980.0,PE,69.5,78.85,45.6,49.95,49.95,35,287.0,20000,2400,2021-11-23,1984.6,37.0,20.74432373046875,-0.47282987428584244,-0.7050116275400413,0.003036509213522084,2.514946310895437,3.4,-46.550000000000004,1.0,-46.550000000000004
740,128546,KOTAKBANK,OPTSTK,2022-01-27,1980.0,CE,0.0,0.0,0.0,235.5,136.95,0,0.0,0,0,2021-11-23,1986.4,65.0,69.82421875,0.5628820961674874,-1.7738203214962989,0.0006731113330014492,3.3025309258403808,31.8,-203.7,1.0,-203.7
741,128610,KOTAKBANK,OPTSTK,2022-01-27,1980.0,PE,0.0,0.0,0.0,98.0,120.1,0,0.0,0,0,2021-11-23,1986.4,65.0,30.33447265625,-0.46445549003521086,-0.777233961319599,0.0015626737505758338,3.3308775832874047,3.4,-94.6,1.0,-94.6
736,128281,KOTAKBANK,OPTSTK,2021-11-25,1980.0,CE,7.7,20.25,7.7,16.65,16.65,2846,22686.84,72800,9600,2021-11-23,1979.05,2.0,29.2816162109375,0.4954906605699154,-4.278018972130691,0.009299550236890466,0.58439656353842,31.8,15.150000000000002,1.0,15.150000000000002
743,130987,KOTAKBANK,OPTSTK,2021-12-30,2020.0,PE,47.4,54.05,47.4,52.0,52.0,31,256.89,5200,3600,2021-11-24,2014.7,36.0,19.500732421875,-0.5048975939813314,-0.6836140327313505,0.003233040982850699,2.524018549244044,0.45,-51.55,1.0,-51.55
742,130920,KOTAKBANK,OPTSTK,2021-12-30,2020.0,CE,40.0,59.0,32.3,48.7,48.7,980,8123.55,82400,75600,2021-11-24,2014.7,36.0,20.294189453125,0.4962685120117919,-0.7114518060601587,0.0031067345894525127,2.5240983462112903,12.15,-36.550000000000004,1.0,-36.550000000000004
501,131115,KOTAKBANK,OPTSTK,2022-01-27,2020.0,PE,0.0,0.0,0.0,114.7,126.75,0,0.0,0,0,2021-11-24,2022.65,64.0,34.393310546875,-0.467676326867313,-0.9049190168876934,0.0013650329517598326,3.367795432305341,0.45,-114.25,1.0,-114.25
498,131051,KOTAKBANK,OPTSTK,2022-01-27,2020.0,CE,0.0,0.0,0.0,212.55,132.1,0,0.0,0,0,2021-11-24,2022.65,64.0,62.732696533203125,0.5542213769073959,-1.6406737838205565,0.0007439019709290363,3.347636175943421,12.15,-200.4,1.0,-200.4
312,130785,KOTAKBANK,OPTSTK,2021-11-25,2000.0,CE,8.5,26.95,5.65,15.55,15.55,2691,21686.06,84400,-136400,2021-11-24,2007.55,1.0,27.191162109375,0.6071331647749861,-5.49261937200735,0.01345594133491743,0.4040003402512611,33.35,17.8,1.0,17.8
315,130852,KOTAKBANK,OPTSTK,2021-11-25,2000.0,PE,31.2,36.4,5.4,8.2,8.2,1293,10393.5,124000,-16800,2021-11-24,2007.55,1.0,27.587890625,-0.3942913361067961,-5.578333531042171,0.013275705362472585,0.40440449810882706,0.15,-8.049999999999999,1.0,-8.049999999999999
744,133424,KOTAKBANK,OPTSTK,2021-12-30,2040.0,CE,41.95,60.55,41.95,51.35,51.35,2475,20706.35,136000,84800,2021-11-25,2035.3,35.0,21.32415771484375,0.4992362436141437,-0.7659477388253484,0.002968392744999113,2.5143474567556794,34.3,-17.050000000000004,-0.0,0.0
745,133491,KOTAKBANK,OPTSTK,2021-12-30,2040.0,PE,102.15,102.15,47.7,55.3,55.3,545,4570.42,62800,61200,2021-11-25,2035.3,35.0,21.026611328125,-0.501144744358067,-0.7552583707111908,0.0030103914260338487,2.5143417132111767,100.5,45.2,-0.0,-0.0
470,133357,KOTAKBANK,OPTSTK,2021-11-25,2040.0,PE,27.15,38.35,0.05,17.8,2035.1,220,1808.33,53600,-8400,2021-11-25,2031.55,1e-07,500.0,-1.0,-0.0,0.0,0.0,100.5,82.7,-0.0,-0.0
746,133555,KOTAKBANK,OPTSTK,2022-01-27,2040.0,CE,0.0,0.0,0.0,201.65,134.1,0,0.0,0,0,2021-11-25,2043.05,63.0,59.291839599609375,0.5514123104916253,-1.58019549572026,0.0007861145576865192,3.358044442629581,34.3,-167.35000000000002,-0.0,0.0
468,133290,KOTAKBANK,OPTSTK,2021-11-25,2040.0,CE,2.6,13.0,0.05,0.65,2035.1,1435,11736.99,108000,-36800,2021-11-25,2031.55,1e-07,500.0,0.0,0.0,0.0,0.0,34.3,33.65,-0.0,-0.0
747,133619,KOTAKBANK,OPTSTK,2022-01-27,2040.0,PE,0.0,0.0,0.0,123.65,125.15,0,0.0,0,0,2021-11-25,2043.05,63.0,37.029266357421875,-0.4654823252139642,-0.991420245185289,0.0012645396089077604,3.3735194666720316,100.5,-23.150000000000006,-0.0,0.0
749,135731,KOTAKBANK,OPTSTK,2021-12-30,1980.0,PE,42.95,70.0,41.4,66.05,66.05,2019,16422.62,78800,36400,2021-11-26,1970.2,34.0,25.38299560546875,-0.5100970527169231,-0.8951756086107617,0.002612911628633001,2.398138593713383,46.45,-19.599999999999994,1.0,-19.599999999999994
750,135795,KOTAKBANK,OPTSTK,2022-01-27,1980.0,CE,0.0,0.0,0.0,235.5,123.85,0,0.0,0,0,2021-11-26,1977.7,62.0,72.998046875,0.5582624753978632,-1.8938466734377146,0.0006633219484567149,3.2170311064404986,88.65,-146.85,1.0,-146.85
