"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","940","0","0","0","24.95","0","24.85","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","520","0","0","0","254.9","0","256.2","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","960","0","0","0","21.6","0","21.5","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","910","0","0","0","30.85","0","30.75","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","920","0","0","0","28.75","0","28.7","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","930","0","0","0","26.8","0","26.7","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","880","0","0","0","37.8","0","37.8","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","890","0","0","0","35.35","0","35.3","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","900","0","0","0","33.05","0","32.95","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","850","0","0","0","46.2","0","46.2","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","860","0","0","0","43.25","0","43.25","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","870","0","0","0","40.45","0","40.45","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","810","0","0","0","59.75","0","59.85","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","820","0","0","0","56.1","0","56.2","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","830","0","0","0","52.6","0","52.7","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","840","0","0","0","49.3","0","49.35","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","780","0","0","0","71.9","0","72.1","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","790","0","0","0","67.65","0","67.8","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","800","0","0","0","63.6","0","63.75","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","750","0","0","0","85.85","0","86.2","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","760","0","0","0","81","0","81.25","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","770","0","0","0","76.35","0","76.6","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","720","0","0","0","101.75","0","102.25","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","730","0","0","0","96.25","0","96.65","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","740","0","0","0","90.95","0","91.3","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","690","0","0","0","119.65","0","120.25","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","700","0","0","0","113.5","0","114.05","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","710","0","0","0","107.5","0","108","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","650","0","0","0","146.65","0","147.45","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","660","0","0","0","139.6","0","140.35","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","670","0","0","0","132.75","0","133.45","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","680","0","0","0","126.1","0","126.75","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","620","0","0","0","169.05","0","170","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","630","0","0","0","161.4","0","162.25","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","640","0","0","0","153.95","0","154.75","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","590","0","0","0","193.15","0","194.25","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","600","0","0","0","184.95","0","186","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","610","0","0","0","176.9","0","177.9","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","560","0","0","0","218.8","0","220","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","570","0","0","0","210.1","0","211.25","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","580","0","0","0","201.55","0","202.7","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","530","0","0","0","245.7","0","247","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","540","0","0","0","236.6","0","237.85","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","550","0","0","0","227.65","0","228.85","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","490","0","0","0","283.05","0","284.45","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","500","0","0","0","273.55","0","274.95","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","510","0","0","0","264.15","0","265.55","0","0","0","0","0","-"
"AXISBANK","01-Oct-2021","30-Dec-2021","CE","950","0","0","0","23.25","0","23.15","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","940","0","0","0","24.95","0","26.5","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","510","0","0","0","264.15","0","275.7","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","960","0","0","0","21.6","0","22.9","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","910","0","0","0","30.85","0","32.75","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","920","0","0","0","28.75","0","30.55","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","930","0","0","0","26.8","0","28.45","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","870","0","0","0","40.45","0","43.1","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","880","0","0","0","37.8","0","40.25","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","890","0","0","0","35.35","0","37.6","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","900","0","0","0","33.05","0","35.15","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","840","0","0","0","49.3","0","52.55","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","850","0","0","0","46.2","0","49.25","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","860","0","0","0","43.25","0","46.05","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","810","0","0","0","59.75","0","63.7","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","820","0","0","0","56.1","0","59.8","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","830","0","0","0","52.6","0","56.1","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","780","0","0","0","71.9","0","76.6","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","790","0","0","0","67.65","0","72.1","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","800","0","0","0","63.6","0","67.8","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","750","0","0","0","85.85","0","91.4","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","760","0","0","0","81","0","86.25","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","770","0","0","0","76.35","0","81.3","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","720","0","0","0","101.75","0","108.2","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","730","0","0","0","96.25","0","102.4","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","740","0","0","0","90.95","0","96.8","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","680","0","0","0","126.1","0","133.75","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","690","0","0","0","119.65","0","127.05","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","700","0","0","0","113.5","0","120.55","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","710","0","0","0","107.5","0","114.25","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","650","0","0","0","146.65","0","155.2","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","660","0","0","0","139.6","0","147.85","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","670","0","0","0","132.75","0","140.7","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","620","0","0","0","169.05","0","178.4","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","630","0","0","0","161.4","0","170.5","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","640","0","0","0","153.95","0","162.75","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","590","0","0","0","193.15","0","203.3","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","600","0","0","0","184.95","0","194.85","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","610","0","0","0","176.9","0","186.55","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","560","0","0","0","218.8","0","229.55","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","570","0","0","0","210.1","0","220.65","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","580","0","0","0","201.55","0","211.9","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","520","0","0","0","254.9","0","266.3","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","530","0","0","0","245.7","0","256.95","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","540","0","0","0","236.6","0","247.7","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","550","0","0","0","227.65","0","238.55","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","490","0","0","0","283.05","0","294.8","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","500","0","0","0","273.55","0","285.2","0","0","0","0","0","-"
"AXISBANK","04-Oct-2021","30-Dec-2021","CE","950","0","0","0","23.25","0","24.65","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","940","0","0","0","24.95","0","26.95","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","510","0","0","0","264.15","0","279.05","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","960","0","0","0","21.6","0","23.25","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","900","0","0","0","33.05","0","35.75","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","910","0","0","0","30.85","0","33.35","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","920","0","0","0","28.75","0","31.05","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","930","0","0","0","26.8","0","28.95","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","870","0","0","0","40.45","0","43.85","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","880","0","0","0","37.8","0","40.95","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","890","0","0","0","35.35","0","38.25","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","840","0","0","0","49.3","0","53.5","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","850","0","0","0","46.2","0","50.1","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","860","0","0","0","43.25","0","46.9","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","810","0","0","0","59.75","0","64.85","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","820","0","0","0","56.1","0","60.85","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","830","0","0","0","52.6","0","57.1","0","0","0","0","0","-"
"AXISBANK","05-Oct-2021","30-Dec-2021","CE","780","0","0","0","71.9","0","78","0","0","0","0","0","-"
