,Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value,futures_price,time_diff
8004,BANKNIFTY,2021-11-24,2021-12-30,PE,34300,36.6,94.35,36.6,79.4,92.8,79.4,33,283.58,0.6,700,250,37441.95,37593.0,0.09863013698630137
8005,BANKNIFTY,2021-11-24,2021-12-30,PE,34400,0.0,0.0,0.0,115.0,115.0,365.45,0,0.0,0.0,125,0,37441.95,37593.0,0.09863013698630137
8006,BANKNIFTY,2021-11-24,2021-12-30,PE,34500,113.25,133.15,78.0,102.05,114.65,102.05,6062,52427.21,142.46,76600,27850,37441.95,37593.0,0.09863013698630137
8007,BANKNIFTY,2021-11-24,2021-12-30,PE,34600,120.0,120.0,120.0,120.0,120.0,120.0,1,8.68,0.03,325,25,37441.95,37593.0,0.09863013698630137
8008,BANKNIFTY,2021-11-24,2021-12-30,PE,33800,148.0,148.0,27.55,77.85,58.0,77.85,3,25.41,0.06,75,25,37441.95,37593.0,0.09863013698630137
8009,BANKNIFTY,2021-11-24,2021-12-30,PE,33900,0.0,0.0,0.0,919.4,0.0,275.45,0,0.0,0.0,0,0,37441.95,37593.0,0.09863013698630137
8010,BANKNIFTY,2021-11-24,2021-12-30,PE,34000,97.7,98.95,56.95,72.2,91.55,72.2,4327,36856.82,77.32,121075,27250,37441.95,37593.0,0.09863013698630137
8011,BANKNIFTY,2021-11-24,2021-12-30,PE,34100,0.0,0.0,0.0,976.95,0.0,309.15,0,0.0,0.0,0,0,37441.95,37593.0,0.09863013698630137
8012,BANKNIFTY,2021-11-24,2021-12-30,PE,33400,0.0,0.0,0.0,785.9,0.0,203.4,0,0.0,0.0,0,0,37441.95,37593.0,0.09863013698630137
8013,BANKNIFTY,2021-11-24,2021-12-30,PE,33500,85.0,85.0,33.15,51.7,61.8,51.7,865,7255.71,11.33,16325,6975,37441.95,37593.0,0.09863013698630137
8014,BANKNIFTY,2021-11-24,2021-12-30,PE,33600,0.0,0.0,0.0,837.55,0.0,230.2,0,0.0,0.0,0,0,37441.95,37593.0,0.09863013698630137
8015,BANKNIFTY,2021-11-24,2021-12-30,PE,33700,0.0,0.0,0.0,864.25,0.0,244.6,0,0.0,0.0,0,0,37441.95,37593.0,0.09863013698630137
