,index,Unnamed: 0,Symbol,INSTRUMENT,Expiry,Strike Price,Option Type,Open,High,Low,Close,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,Date,futures_price,time_diff,strike_distance,impliedvolatility,delta,theta,gamma,vega,sabrsigma
17,17231,109420,BANKNIFTY,OPTIDX,2021-11-25,35500,PE,45.6,46.9,26.3,31.1,31.1,7774,69060.44,100700,22075,2021-11-11,38686.1,14.0,3186.0999999999985,25.3448486328125,-0.03951554741814017,-5.8516299718852745,4.4433488568316066e-05,6.46465250538787,26.529204407877437
18,17232,109421,BANKNIFTY,OPTIDX,2021-11-25,35600,PE,37.2,49.6,21.25,33.4,33.4,38,338.54,5500,-125,2021-11-11,38686.1,14.0,3086.0999999999985,25.00152587890625,-0.042504999134168435,-6.124096569570701,4.778834167414524e-05,6.8585695440554115,26.15680767501923
19,17233,109422,BANKNIFTY,OPTIDX,2021-11-25,35700,PE,36.7,52.0,24.8,34.35,34.35,68,607.59,2850,300,2021-11-11,38686.1,14.0,2986.0999999999985,24.448394775390625,-0.04441362571186176,-6.204763621066083,5.063344789676896e-05,7.106126311602578,25.785591275481547
20,17234,109423,BANKNIFTY,OPTIDX,2021-11-25,35800,PE,39.6,56.05,24.75,37.75,37.75,184,1648.62,875,400,2021-11-11,38686.1,14.0,2886.0999999999985,24.213790893554688,-0.04859252697445584,-6.605180398641802,5.495055310534342e-05,7.638004803750071,25.415697674101317
21,17235,109424,BANKNIFTY,OPTIDX,2021-11-25,35900,PE,43.75,64.0,30.15,37.6,37.6,229,2057.82,1250,500,2021-11-11,38686.1,14.0,2786.0999999999985,23.49853515625,-0.04976774264567976,-6.5335810193487545,5.77141973851763e-05,7.785177557891636,25.04728947283598
22,17236,109425,BANKNIFTY,OPTIDX,2021-11-25,36000,PE,51.95,65.2,35.8,39.45,39.45,14048,126589.28,274625,44675,2021-11-11,38686.1,14.0,2686.0999999999985,23.019790649414062,-0.052753989008934264,-6.704191457973504,6.171015381979696e-05,8.154607645314803,24.680552288483675
23,17237,109426,BANKNIFTY,OPTIDX,2021-11-25,36100,PE,42.55,68.45,39.6,42.75,42.75,47,424.78,1325,75,2021-11-11,38686.1,14.0,2586.0999999999985,22.69744873046875,-0.0572060746199293,-7.0473950768775655,6.672483232454943e-05,8.693799223684671,24.315698066794507
24,17238,109427,BANKNIFTY,OPTIDX,2021-11-25,36200,PE,46.3,76.2,33.35,48.2,48.2,443,4015.18,4800,475,2021-11-11,38686.1,14.0,2486.0999999999985,22.5677490234375,-0.06364213092094682,-7.616870518828108,7.294794234106891e-05,9.450316657886226,23.95296889768938
25,17239,109428,BANKNIFTY,OPTIDX,2021-11-25,36300,PE,52.5,84.55,34.65,52.35,52.35,298,2709.03,2100,-375,2021-11-11,38686.1,14.0,2386.0999999999985,22.25780487060547,-0.06913840782846552,-8.009909594862007,7.886347557563705e-05,10.076351642040219,23.592641403309287
26,17240,109429,BANKNIFTY,OPTIDX,2021-11-25,36400,PE,55.5,86.05,43.95,53.7,53.7,52,474.04,1425,150,2021-11-11,38686.1,14.0,2286.0999999999985,21.636962890625,-0.07233548455564695,-8.061711914353577,8.399387818133179e-05,10.43251470841617,23.235031776787615
27,17241,109430,BANKNIFTY,OPTIDX,2021-11-25,36500,PE,55.65,105.15,53.55,60.7,60.7,23389,213849.15,278175,61100,2021-11-11,38686.1,14.0,2186.0999999999985,21.52252197265625,-0.08059807462803414,-8.706917641330099,9.168347733602976e-05,11.327375772550061,22.880501553867642
28,17242,109431,BANKNIFTY,OPTIDX,2021-11-25,36600,PE,62.1,114.15,61.0,71.95,71.95,408,3741.3,3375,1250,2021-11-11,38686.1,14.0,2086.0999999999985,21.68560028076172,-0.09235005701615023,-9.712889641733703,0.0001007438439054652,12.541082859016477,22.52946420006112
29,17243,109432,BANKNIFTY,OPTIDX,2021-11-25,36700,PE,91.65,126.7,63.95,73.9,73.9,495,4552.65,4775,1750,2021-11-11,38686.1,14.0,1986.0999999999985,21.0418701171875,-0.09688441924589741,-9.763520795831022,0.00010755998784099241,12.992123835037196,22.182392590388503
30,17244,109433,BANKNIFTY,OPTIDX,2021-11-25,36800,PE,79.45,141.8,73.55,85.3,85.3,574,5294.93,4550,950,2021-11-11,38686.1,14.0,1886.0999999999985,21.06475830078125,-0.10894000048817182,-10.643654960128789,0.00011700132678397947,14.14791162700182,21.839827443085746
31,17245,109434,BANKNIFTY,OPTIDX,2021-11-25,36900,PE,86.6,156.6,81.05,97.35,97.35,913,8449.07,6550,1700,2021-11-11,38686.1,14.0,1786.0999999999985,21.047592163085938,-0.1215398938009889,-11.495625751084075,0.00012657290177754693,15.292842931215432,21.50238673762636
32,17246,109435,BANKNIFTY,OPTIDX,2021-11-25,37000,PE,88.05,175.95,88.0,104.95,104.95,34314,318444.28,459150,-24975,2021-11-11,38686.1,14.0,1686.0999999999985,20.672321319580078,-0.13115968011626356,-11.906214802969325,0.00013589647125847903,16.126588268893695,21.17077609353529
33,17247,109436,BANKNIFTY,OPTIDX,2021-11-25,37100,PE,109.1,191.7,102.25,116.05,116.05,684,6368.71,7900,3250,2021-11-11,38686.1,14.0,1586.0999999999985,20.460128784179688,-0.14348867489157818,-12.529759658810685,0.00014599533350737712,17.147168238646316,20.8457999997903
34,17248,109437,BANKNIFTY,OPTIDX,2021-11-25,37200,PE,157.2,212.55,103.75,132.15,132.15,846,7900.0,6950,975,2021-11-11,38686.1,14.0,1486.0999999999985,20.461082458496094,-0.15924757884443802,-13.429704499614894,0.0001564668017688197,18.37789993525375,20.528373652395096
35,17249,109438,BANKNIFTY,OPTIDX,2021-11-25,37300,PE,137.1,233.95,125.45,149.35,149.35,1003,9394.79,6675,475,2021-11-11,38686.1,14.0,1386.0999999999985,20.4315185546875,-0.17570679788156057,-14.287829694486305,0.00016694673584267974,19.580494243480153,20.219534964807117
36,17250,109439,BANKNIFTY,OPTIDX,2021-11-25,37400,PE,151.2,257.55,141.1,165.45,165.45,1399,13146.17,12050,-125,2021-11-11,38686.1,14.0,1286.0999999999985,20.265579223632812,-0.1916868922363753,-14.961774046121667,0.0001776961463313119,20.671981228292235,19.920456046204027
37,17251,109440,BANKNIFTY,OPTIDX,2021-11-25,37500,PE,167.0,283.1,153.45,185.3,185.3,30258,285235.35,290925,81625,2021-11-11,38686.1,14.0,1186.0999999999985,20.20263671875,-0.20989034542984686,-15.750166974661502,0.0001882270402461582,21.829065256676476,19.632453082594957
38,17252,109441,BANKNIFTY,OPTIDX,2021-11-25,37600,PE,185.85,308.15,171.15,204.15,204.15,1575,14895.08,16125,2375,2021-11-11,38686.1,14.0,1086.0999999999985,20.013809204101562,-0.2278036368692416,-16.35596425581404,0.0001991726043736071,22.882550467651054,19.3569931016677
39,17253,109442,BANKNIFTY,OPTIDX,2021-11-25,37700,PE,227.5,335.45,192.8,226.2,226.2,1151,10919.88,11525,1875,2021-11-11,38686.1,14.0,986.0999999999985,19.88983154296875,-0.24751769668291346,-17.012177281567762,0.00020975419242102604,23.948969243647944,19.095695571519446
40,17254,109443,BANKNIFTY,OPTIDX,2021-11-25,37800,PE,208.8,369.0,207.5,255.2,255.2,2888,27509.56,40850,20875,2021-11-11,38686.1,14.0,886.0999999999985,19.962310791015625,-0.27019307752317917,-17.866655718042864,0.00021869285949936777,25.0605436085262,18.850326232098926
41,17255,109444,BANKNIFTY,OPTIDX,2021-11-25,37900,PE,278.9,405.35,233.15,278.15,278.15,1026,9798.06,6650,975,2021-11-11,38686.1,14.0,786.0999999999985,19.712448120117188,-0.2907954973547898,-18.28201724855047,0.000229485868656068,25.968184156538445,18.622780101681958
42,17256,109445,BANKNIFTY,OPTIDX,2021-11-25,38000,PE,259.95,440.55,259.0,310.15,310.15,49254,472032.44,516675,-30025,2021-11-11,38686.1,14.0,686.0999999999985,19.72651481628418,-0.31472853511267324,-18.954989527008188,0.00023759417155140152,26.904889773945534,18.41505043116056
43,17257,109446,BANKNIFTY,OPTIDX,2021-11-25,38100,PE,308.5,481.1,291.65,344.9,344.9,1118,10749.38,17800,3550,2021-11-11,38686.1,14.0,586.0999999999985,19.748687744140625,-0.33942137973645536,-19.56757234931798,0.0002447222303874123,27.743211745472124,18.229180764140285
44,17258,109447,BANKNIFTY,OPTIDX,2021-11-25,38200,PE,324.95,522.75,321.15,378.6,378.6,2327,22466.35,37850,1050,2021-11-11,38686.1,14.0,486.09999999999854,19.64569091796875,-0.3639636413246442,-19.962365482008995,0.00025228437189979067,28.451340084202226,18.067198501111175
45,17259,109448,BANKNIFTY,OPTIDX,2021-11-25,38300,PE,362.0,565.0,349.3,412.45,412.45,2668,25840.47,22325,11925,2021-11-11,38686.1,14.0,386.09999999999854,19.46401596069336,-0.38889879466286614,-20.191346882243064,0.0002599640808295639,29.04630338592603,17.931030685354955
46,17260,109449,BANKNIFTY,OPTIDX,2021-11-25,38400,PE,422.1,611.1,385.05,453.45,453.45,3998,38868.81,15775,225,2021-11-11,38686.1,14.0,286.09999999999854,19.440650939941406,-0.41527472322203574,-20.511205339088622,0.0002647174296789076,29.541899150842546,17.82240609895001
47,17261,109450,BANKNIFTY,OPTIDX,2021-11-25,38500,PE,410.0,657.5,368.1,496.25,496.25,45476,443716.51,318850,89025,2021-11-11,38686.1,14.0,186.09999999999854,19.388437271118164,-0.4419692743220112,-20.70808999419894,0.0002686998301160529,29.905789297485274,17.742751709966825
48,17262,109451,BANKNIFTY,OPTIDX,2021-11-25,38600,PE,465.55,711.0,464.3,542.4,542.4,6511,63761.41,29525,17975,2021-11-11,38686.1,14.0,86.09999999999854,19.359588623046875,-0.46902437970486255,-20.835741132853222,0.0002711625215070399,30.134976681548547,17.693095057236523
49,17263,109452,BANKNIFTY,OPTIDX,2021-11-25,38700,PE,546.4,767.0,503.9,589.95,589.95,5762,56619.17,21925,9175,2021-11-11,38686.1,14.0,13.900000000001455,19.284725189208984,-0.4962608615038629,-20.817038649567756,0.0002730266243142531,30.224806237532157,17.67398597221646
50,17126,109315,BANKNIFTY,OPTIDX,2021-11-25,38700,CE,709.0,749.95,520.0,576.65,576.65,8037,79016.54,43650,39525,2021-11-11,38686.1,14.0,13.900000000001455,19.304752349853516,0.5037508983174787,-20.838651348906556,0.00027274330521076594,30.224797873349104,17.67398597221646
51,17127,109316,BANKNIFTY,OPTIDX,2021-11-25,38800,CE,660.75,693.55,477.25,531.65,531.65,9315,91716.42,42550,36600,2021-11-11,38686.1,14.0,113.90000000000146,19.38772201538086,0.476698812703968,-20.893429349723906,0.0002711247225675434,30.17456209286262,17.685449963946123
52,17128,109317,BANKNIFTY,OPTIDX,2021-11-25,38900,CE,600.0,652.95,440.0,484.25,484.25,4625,45620.1,25250,17300,2021-11-11,38686.1,14.0,213.90000000000146,19.301414489746094,0.4494842885840711,-20.668706719935603,0.00027061258418333635,29.983491026818,17.726981298331218
53,17129,109318,BANKNIFTY,OPTIDX,2021-11-25,39000,CE,630.0,630.15,399.05,440.55,440.55,54730,540184.75,387700,74250,2021-11-11,38686.1,14.0,313.90000000000146,19.248485565185547,0.42249205473673707,-20.38542750836341,0.0002683735136093178,29.653863848206246,17.797577170769657
54,17130,109319,BANKNIFTY,OPTIDX,2021-11-25,39100,CE,520.65,538.8,365.0,402.4,402.4,2181,21570.98,27150,-900,2021-11-11,38686.1,14.0,413.90000000000146,19.29473876953125,0.39637904650729083,-20.12214853320431,0.0002636389081005292,29.200714539832482,17.895807293275315
55,17131,109320,BANKNIFTY,OPTIDX,2021-11-25,39200,CE,580.0,580.0,333.55,362.85,362.85,4233,41919.38,41200,775,2021-11-11,38686.1,14.0,513.9000000000015,19.201278686523438,0.3699005775761905,-19.615665954597656,0.00025951096643258886,28.60427452231198,18.019907792426313
56,17132,109321,BANKNIFTY,OPTIDX,2021-11-25,39300,CE,481.45,481.45,300.45,328.9,328.9,2962,29372.47,35775,-1700,2021-11-11,38686.1,14.0,613.9000000000015,19.214630126953125,0.34473911735936646,-19.150886030834656,0.0002530100508261711,27.907110640198404,18.167885917191573
57,17133,109322,BANKNIFTY,OPTIDX,2021-11-25,39400,CE,394.65,416.45,272.15,297.05,297.05,5224,51895.3,40275,-75,2021-11-11,38686.1,14.0,713.9000000000015,19.216060638427734,0.3202295171915472,-18.600299059340845,0.00024569943954659134,27.102764893447816,18.337622840342572
58,17134,109323,BANKNIFTY,OPTIDX,2021-11-25,39500,CE,440.0,440.05,246.2,267.5,267.5,37945,377591.33,353950,1825,2021-11-11,38686.1,14.0,813.9000000000015,19.214630126953125,0.2965134223225169,-17.981678074383897,0.00023756317468625406,26.203313972538453,18.52696490588027
59,17135,109324,BANKNIFTY,OPTIDX,2021-11-25,39600,CE,412.3,412.3,225.0,241.65,241.65,3571,35618.08,37625,-14925,2021-11-11,38686.1,14.0,913.9000000000015,19.269943237304688,0.2743165457777762,-17.377271554612058,0.00022826203095945087,25.24987217332322,18.73379768005472
60,17136,109325,BANKNIFTY,OPTIDX,2021-11-25,39700,CE,371.65,419.35,202.7,214.75,214.75,3215,32111.68,39475,2475,2021-11-11,38686.1,14.0,1013.9000000000015,19.196033477783203,0.2516362759541334,-16.563337781649537,0.00021924910099128418,24.15985877618633,18.956100918626777
61,17137,109326,BANKNIFTY,OPTIDX,2021-11-25,39800,CE,256.3,282.2,181.45,191.55,191.55,2898,29002.81,39575,-2175,2021-11-11,38686.1,14.0,1113.9000000000015,19.185543060302734,0.2306556687951915,-15.788848418221376,0.00020922579261630498,23.04275434480314,19.191985371913937
62,17138,109327,BANKNIFTY,OPTIDX,2021-11-25,39900,CE,280.8,280.8,161.1,172.35,172.35,2024,20295.27,34250,325,2021-11-11,38686.1,14.0,1213.9000000000015,19.266128540039062,0.21186807832105742,-15.102887798246737,0.00019846505503084112,21.949446536291575,19.439714021843002
63,17139,109328,BANKNIFTY,OPTIDX,2021-11-25,40000,CE,252.2,253.2,143.35,153.45,153.45,56859,571216.18,563900,79925,2021-11-11,38686.1,14.0,1313.9000000000015,19.280433654785156,0.19334795995575454,-14.309733716799423,0.00018776338951238613,20.781303535200415,19.697711032507
64,17140,109329,BANKNIFTY,OPTIDX,2021-11-25,40100,CE,174.9,210.2,129.4,138.25,138.25,2196,22107.36,35475,0,2021-11-11,38686.1,14.0,1413.9000000000015,19.39535140991211,0.17722182858628088,-13.637095364945683,0.0001768233165894108,19.687123071322038,19.96456169285223
65,17141,109330,BANKNIFTY,OPTIDX,2021-11-25,40200,CE,201.8,208.9,114.35,122.7,122.7,3018,30440.52,35950,5650,2021-11-11,38686.1,14.0,1513.9000000000015,19.41680908203125,0.16098057584071873,-12.83479697488233,0.00016605281502496476,18.508412673701276,20.239006234812525
66,17142,109331,BANKNIFTY,OPTIDX,2021-11-25,40300,CE,198.45,198.45,100.85,107.45,107.45,2277,23017.95,23125,-1000,2021-11-11,38686.1,14.0,1613.9000000000015,19.370079040527344,0.14493464313524806,-11.94267088622433,0.00015525716026969114,17.263470330432757,20.519929853107744
67,17143,109332,BANKNIFTY,OPTIDX,2021-11-25,40400,CE,85.65,169.55,85.65,98.25,98.25,2436,24679.6,30675,-1700,2021-11-11,38686.1,14.0,1713.9000000000015,19.60134506225586,0.1334932614289177,-11.427450281273666,0.00014507432288773958,16.323808741665935,20.806350682266206
68,17144,109333,BANKNIFTY,OPTIDX,2021-11-25,40500,CE,146.3,146.3,81.6,88.05,88.05,42387,430380.19,367100,61600,2021-11-11,38686.1,14.0,1813.9000000000015,19.712448120117188,0.12148576803544031,-10.763035629117267,0.00013510350346704884,15.288055333306406,21.09740698085429
69,17145,109334,BANKNIFTY,OPTIDX,2021-11-25,40600,CE,156.3,156.35,75.1,81.5,81.5,1554,15813.21,22450,550,2021-11-11,38686.1,14.0,1913.9000000000015,20.008087158203125,0.11262251744129076,-10.353450795953542,0.00012614990931863142,14.488972383741556,21.392344362934868
70,17146,109335,BANKNIFTY,OPTIDX,2021-11-25,40700,CE,127.2,127.2,67.6,74.25,74.25,1269,12942.22,12225,-2850,2021-11-11,38686.1,14.0,2013.9000000000015,20.209312438964844,0.10340498518637165,-9.833912437303322,0.00011744545654600709,13.624884521731751,21.69050360462249
71,17147,109336,BANKNIFTY,OPTIDX,2021-11-25,40800,CE,119.25,119.25,61.7,67.75,67.75,1601,16365.55,19025,-975,2021-11-11,38686.1,14.0,2113.9000000000015,20.417213439941406,0.09501392873742476,-9.338820239267102,0.000109272791561197,12.807181913862054,21.991309327547484
72,17148,109337,BANKNIFTY,OPTIDX,2021-11-25,40900,CE,97.55,98.7,57.4,61.95,61.95,835,8554.89,10025,-200,2021-11-11,38686.1,14.0,2213.9000000000015,20.631790161132812,0.08738544231942796,-8.869042985822643,0.00010162858891507531,12.036435116079087,22.294259704468747
73,17149,109338,BANKNIFTY,OPTIDX,2021-11-25,41000,CE,99.0,99.0,50.2,54.8,54.8,34760,356926.63,397400,-32550,2021-11-11,38686.1,14.0,2313.9000000000015,20.6756591796875,0.07862597370041974,-8.20900552247055,9.36666048557636e-05,11.117041185075747,22.59891722858826
74,17150,109339,BANKNIFTY,OPTIDX,2021-11-25,41100,CE,102.85,104.35,48.7,51.85,51.85,777,7996.34,17425,1700,2021-11-11,38686.1,14.0,2413.9000000000015,21.05712890625,0.07393698172039712,-7.978244782069321,8.77651309653863e-05,10.608799276127145,22.90490052293089
75,17151,109340,BANKNIFTY,OPTIDX,2021-11-25,41200,CE,77.05,85.8,45.15,48.6,48.6,819,8448.57,27825,125,2021-11-11,38686.1,14.0,2513.9000000000015,21.3775634765625,0.06906218076456744,-7.6866003040115825,8.204098186646549e-05,10.067789472279575,23.211877127977797
76,17152,109341,BANKNIFTY,OPTIDX,2021-11-25,41300,CE,69.05,81.35,41.55,44.5,44.5,830,8581.63,14550,-1200,2021-11-11,38686.1,14.0,2613.9000000000015,21.5911865234375,0.06362271331873172,-7.285539615816624,7.622925327117064e-05,9.448073130275924,23.5195571858793
77,17153,109342,BANKNIFTY,OPTIDX,2021-11-25,41400,CE,76.05,76.05,40.0,42.45,42.45,630,6528.94,17775,750,2021-11-11,38686.1,14.0,2713.9000000000015,21.98028564453125,0.06015405090244692,-7.099296354212539,7.16739933006982e-05,9.043572096043626,23.82768793169824
78,17154,109343,BANKNIFTY,OPTIDX,2021-11-25,41500,CE,52.2,68.65,34.35,37.9,37.9,16012,166330.13,328275,11125,2021-11-11,38686.1,14.0,2813.9000000000015,22.064208984375,0.054440939424789975,-6.588142266531938,6.60083997411544e-05,8.360507444138477,24.136048901779592
79,17155,109344,BANKNIFTY,OPTIDX,2021-11-25,41600,CE,56.35,59.3,34.8,37.3,37.3,480,4997.56,11900,-50,2021-11-11,38686.1,14.0,2913.9000000000015,22.5830078125,0.052635481112497946,-6.5652582364218155,6.279154998754309e-05,8.140068503986434,24.44444777344957
80,17156,109345,BANKNIFTY,OPTIDX,2021-11-25,41700,CE,69.4,69.4,34.3,35.9,35.9,529,5520.93,13175,3175,2021-11-11,38686.1,14.0,3013.9000000000015,22.9949951171875,0.05015918624254643,-6.433647441307202,5.9347656558481715e-05,7.833971150615957,24.752716756765913
81,17157,109346,BANKNIFTY,OPTIDX,2021-11-25,41800,CE,50.75,52.8,31.65,33.3,33.3,616,6443.71,8725,-925,2021-11-11,38686.1,14.0,3113.9000000000015,23.223876953125,0.046543702013235856,-6.120267128541623,5.534952450784133e-05,7.378935047970372,25.06070946664954
82,17158,109347,BANKNIFTY,OPTIDX,2021-11-25,41900,CE,50.0,53.55,32.35,33.45,33.45,481,5043.34,9975,1200,2021-11-11,38686.1,14.0,3213.9000000000015,23.8189697265625,0.045758682591871824,-6.191921304368716,5.3234409757922545e-05,7.278811741759787,25.36829821158949
83,17159,109348,BANKNIFTY,OPTIDX,2021-11-25,42000,CE,49.95,49.95,29.55,31.3,31.3,17844,187538.29,476450,18900,2021-11-11,38686.1,14.0,3313.9000000000015,24.078369140625,0.04277867392991311,-5.928654313624371,4.9878680011205615e-05,6.894251010605341,25.675371642733747
84,17160,109349,BANKNIFTY,OPTIDX,2021-11-25,42100,CE,41.15,43.55,29.1,29.75,29.75,291,3065.26,5400,725,2021-11-11,38686.1,14.0,3413.9000000000015,24.408340454101562,0.040477061732480675,-5.746589315682785,4.70485904065278e-05,6.592193399698328,25.981832714280564
85,17161,109350,BANKNIFTY,OPTIDX,2021-11-25,42200,CE,29.3,44.75,29.0,30.95,30.95,259,2734.8,44200,-400,2021-11-11,38686.1,14.0,3513.9000000000015,25.142669677734375,0.04084443942323363,-5.963043067176059,4.601062434950351e-05,6.640711110673712,26.287596912536433
86,17162,109351,BANKNIFTY,OPTIDX,2021-11-25,42300,CE,38.7,40.4,26.55,27.75,27.75,87,920.78,8550,100,2021-11-11,38686.1,14.0,3613.9000000000015,25.188446044921875,0.03707427911963015,-5.520858710961255,4.244405241413066e-05,6.1371012579031285,26.59259071676353
87,17163,109352,BANKNIFTY,OPTIDX,2021-11-25,42400,CE,35.05,36.85,25.75,26.95,26.95,132,1400.2,5825,-750,2021-11-11,38686.1,14.0,3713.9000000000015,25.595664978027344,0.03564708813911264,-5.4327232747944745,4.0448061247984186e-05,5.943047458420393,26.89675026001273
88,17164,109353,BANKNIFTY,OPTIDX,2021-11-25,42500,CE,34.65,36.85,24.4,26.2,26.2,10134,107754.58,198550,-3575,2021-11-11,38686.1,14.0,3813.9000000000015,26.0009765625,0.034306662968604934,-5.347844004221781,3.8584455045633216e-05,5.759000311325707,27.20002016256697
89,17165,109354,BANKNIFTY,OPTIDX,2021-11-25,42600,CE,32.5,34.1,18.75,24.85,24.85,102,1087.05,4275,900,2021-11-11,38686.1,14.0,3913.9000000000015,26.2908935546875,0.032449301090777455,-5.165223366786241,3.644948305694175e-05,5.501001857132726,27.502352514461617
90,17166,109355,BANKNIFTY,OPTIDX,2021-11-25,42700,CE,30.85,34.0,17.45,27.35,27.35,79,843.87,2550,-150,2021-11-11,38686.1,14.0,4013.9000000000015,27.261734008789062,0.034207372454487864,-5.5938124871418875,3.6712495967926e-05,5.745296670764857,27.803705986865555
91,17167,109356,BANKNIFTY,OPTIDX,2021-11-25,42800,CE,28.5,33.5,20.7,24.3,24.3,121,1295.52,3250,-200,2021-11-11,38686.1,14.0,4113.9000000000015,27.2216796875,0.030818257148045432,-5.124944130525523,3.3734343001601655e-05,5.271476165396512,28.104045054958515
92,17168,109357,BANKNIFTY,OPTIDX,2021-11-25,42900,CE,30.25,31.85,15.7,24.7,24.7,96,1030.23,10100,-200,2021-11-11,38686.1,14.0,4213.9000000000015,27.83203125,0.030773256616841927,-5.2335183080978425,3.2954664983653344e-05,5.265103050167767,28.403339317388372
93,17169,109358,BANKNIFTY,OPTIDX,2021-11-25,43000,CE,26.05,31.85,23.0,23.95,23.95,8551,91980.85,340300,775,2021-11-11,38686.1,14.0,4313.9000000000015,28.192520141601562,0.02957275707943254,-5.129287567006117,3.147764325580292e-05,5.0942608590795,28.701562899490625
94,17170,109359,BANKNIFTY,OPTIDX,2021-11-25,43100,CE,26.6,29.35,18.65,23.2,23.2,42,452.82,1850,-75,2021-11-11,38686.1,14.0,4413.9000000000015,28.5491943359375,0.028430070529238145,-5.0268380551851,3.0082930501758443e-05,4.930137918743506,28.998693929244872
95,17171,109360,BANKNIFTY,OPTIDX,2021-11-25,43200,CE,26.7,30.2,20.95,25.35,25.35,93,1004.99,5850,800,2021-11-11,38686.1,14.0,4513.9000000000015,29.485702514648438,0.02990271144302706,-5.414181527906903,3.037545650863717e-05,5.141375984041084,29.294714076481743
96,17172,109361,BANKNIFTY,OPTIDX,2021-11-25,43300,CE,23.95,26.9,15.65,20.95,20.95,66,714.84,3325,-1025,2021-11-11,38686.1,14.0,4613.9000000000015,29.077529907226562,0.025584894409624262,-4.6885085959941595,2.704784408757595e-05,4.5147659071003226,29.58960814716458
97,17173,109362,BANKNIFTY,OPTIDX,2021-11-25,43400,CE,26.05,29.15,13.7,26.85,26.85,37,401.65,3250,-150,2021-11-11,38686.1,14.0,4713.9000000000015,30.794143676757812,0.030305058815824452,-5.717443004910007,2.940888373614416e-05,5.198663934867216,29.883363725695876
98,17174,109363,BANKNIFTY,OPTIDX,2021-11-25,43500,CE,24.3,28.0,20.05,21.4,21.4,2896,31510.53,147025,3575,2021-11-11,38686.1,14.0,4813.9000000000015,30.1666259765625,0.025258688072306888,-4.81211765961422,2.579263546416136e-05,4.466501973866146,30.17597085915995
99,17175,109364,BANKNIFTY,OPTIDX,2021-11-25,43600,CE,23.85,25.2,15.0,21.0,21.0,42,458.03,4125,625,2021-11-11,38686.1,14.0,4913.9000000000015,30.5633544921875,0.024547708898887376,-4.760060131946688,2.4855549086265014e-05,4.360832961858827,30.467421778236748
100,17176,109365,BANKNIFTY,OPTIDX,2021-11-25,43700,CE,19.75,27.0,19.0,21.1,21.1,33,360.71,12775,-50,2021-11-11,38686.1,14.0,5013.9000000000015,31.06689453125,0.02427382563020254,-4.793123088834826,2.422344211561931e-05,4.319950497542543,30.757710650229626
101,17177,109366,BANKNIFTY,OPTIDX,2021-11-25,43800,CE,8.5,24.0,8.5,20.85,20.85,15,164.32,1850,125,2021-11-11,38686.1,14.0,5113.9000000000015,31.50177001953125,0.02376677123259369,-4.774766985754982,2.3469034809586185e-05,4.243998845723555,31.046833360254315
102,17178,109367,BANKNIFTY,OPTIDX,2021-11-25,43900,CE,15.05,27.95,15.0,21.65,21.65,25,274.5,4425,225,2021-11-11,38686.1,14.0,5213.9000000000015,32.17315673828125,0.024130876376384027,-4.9392379368143295,2.327477859182958e-05,4.29857297982347,31.334787317159538
103,17179,109368,BANKNIFTY,OPTIDX,2021-11-25,44000,CE,25.0,25.0,16.1,20.3,20.3,2793,30737.95,158525,-350,2021-11-11,38686.1,14.0,5313.9000000000015,32.318115234375,0.022649761076875375,-4.703954739152397,2.1967672431299896e-05,4.075445976384589,31.62157128119504
104,17180,109369,BANKNIFTY,OPTIDX,2021-11-25,44100,CE,20.0,23.9,18.05,20.35,20.35,42,463.27,2425,50,2021-11-11,38686.1,14.0,5413.9000000000015,32.817840576171875,0.022442590915568883,-4.739826400776599,2.1466210989404324e-05,4.043993659902949,31.907185210831162
105,17181,109370,BANKNIFTY,OPTIDX,2021-11-25,44200,CE,18.55,24.7,18.55,20.0,20.0,13,143.71,825,75,2021-11-11,38686.1,14.0,5513.9000000000015,33.203125,0.021871975984789908,-4.692368978299346,2.0760948641917564e-05,3.9570471572293773,32.191630126465014
106,17182,109371,BANKNIFTY,OPTIDX,2021-11-25,44300,CE,22.0,25.4,19.7,21.25,21.25,81,897.55,8500,100,2021-11-11,38686.1,14.0,5613.9000000000015,33.98895263671875,0.022623997802728082,-4.9424039226183005,2.0867750301038373e-05,4.071537929174394,32.4749079890367
107,17183,109372,BANKNIFTY,OPTIDX,2021-11-25,44400,CE,17.65,22.95,17.65,19.5,19.5,15,166.57,800,100,2021-11-11,38686.1,14.0,5713.9000000000015,34.027099609375,0.020983004070977716,-4.6430540842145644,1.9559909345377593e-05,3.8206463627652014,32.75702159182637
108,17184,109373,BANKNIFTY,OPTIDX,2021-11-25,44500,CE,15.35,23.8,15.35,19.9,19.9,2439,27146.68,47150,-900,2021-11-11,38686.1,14.0,5813.9000000000015,34.576416015625,0.02099091362101628,-4.719514263996624,1.9255301053882854e-05,3.82186515028593,33.03797446391935
109,17185,109374,BANKNIFTY,OPTIDX,2021-11-25,44600,CE,19.85,23.65,19.85,21.0,9.9,22,245.41,1375,-50,2021-11-11,38686.1,14.0,5913.9000000000015,35.33935546875,0.021652881300132217,-4.95197518069013,1.9340788261712747e-05,3.923538027792675,33.31777078401115
