,level_0,index,Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value,futures_price,time_diff,impliedvolatility,alpha,rho,nu,Beta,sabrsigma
1487,730,2194,ICICIBANK,2021-11-03,2021-12-30,PE,490,0.0,0.0,0.0,2.65,0.0,0.15,0,0.0,0.0,0,0,-,790.7,0.15616438356164383,0.6879338466634676,1.823768809414269,-0.8833172597107646,1.424395934713113,0.8,0.75905820251331
1312,555,1644,ICICIBANK,2021-10-27,2021-12-30,PE,490,0.0,0.0,0.0,2.65,0.0,0.1,0,0.0,0.0,0,0,835,839.85,0.17534246575342466,0.711601770573584,2.260925154273015,-2.4615303693644885,0.7446995954462144,0.8,0.8602982722107034
1507,750,2271,ICICIBANK,2021-11-04,2021-12-30,PE,490,0.0,0.0,0.0,2.65,0.0,0.15,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.6864413239534578,1.8324845981301903,-0.8399996968293072,1.4214583164700683,0.8,0.7544089303665913
1412,655,1969,ICICIBANK,2021-11-01,2021-12-30,PE,490,0.0,0.0,0.0,2.65,0.0,0.1,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.7032690363670344,2.0139877239835893,-1.589337581106093,0.8940008334559336,0.8,0.7819099784071066
1387,630,1869,ICICIBANK,2021-10-29,2021-12-30,PE,490,0.0,0.0,0.0,2.65,0.0,0.15,0,0.0,0.0,0,0,802.05,808.0,0.16986301369863013,0.682528655182369,2.0302102370345096,-1.9519485394359093,0.691620215257546,0.8,0.7654882575333449
1349,592,1756,ICICIBANK,2021-10-28,2021-12-30,PE,490,0.0,0.0,0.0,2.65,0.0,0.2,0,0.0,0.0,0,0,-,806.2,0.1726027397260274,0.6747565053666479,2.0636275649013536,-2.1690093394518666,0.6156835175577275,0.8,0.7679673348219264
1935,1178,3658,ICICIBANK,2021-11-25,2021-12-30,PE,490,0.0,0.0,0.0,2.65,0.0,0.05,0,0.0,0.0,0,0,-,752.6,0.0958904109589041,0.8072764633894344,0.7174428531857554,-0.18785257999543103,4.944584909922759,0.8,0.8622174949670453
1273,516,1533,ICICIBANK,2021-10-26,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.15,0,0.0,0.0,0,0,829.4,835.5,0.1780821917808219,0.7060497560369647,2.236460964173297,-2.563771028524733,0.6813611133723536,0.8,0.8352937483102226
1127,370,1136,ICICIBANK,2021-10-20,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.7,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.5715970545377345,1.8258882019733846,-1.74242409862157,0.39005726649904215,0.8,0.6110788973928014
1413,656,1970,ICICIBANK,2021-11-01,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.15,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.7077242065226491,2.0139877239835893,-1.589337581106093,0.8940008334559336,0.8,0.7721719195605538
856,99,335,ICICIBANK,2021-10-06,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,3.25,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.44478109775002966,1.615696901667026,0.3907624325380071,1.0923355090135454,0.8,0.4391348684219827
1089,332,1036,ICICIBANK,2021-10-19,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.75,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.565196117156269,1.8178605323406265,-1.673204900422571,0.38060356327389233,0.8,0.6034366341199773
1994,1237,3883,ICICIBANK,2021-11-29,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.05,0,0.0,0.0,0,0,-,720.9,0.08493150684931507,0.791073710243651,0.894934743888122,-0.24958189508262676,4.654614751983723,0.8,0.7934455739058078
1350,593,1757,ICICIBANK,2021-10-28,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.25,0,0.0,0.0,0,0,-,806.2,0.1726027397260274,0.678881279980334,2.0636275649013536,-2.1690093394518666,0.6156835175577275,0.8,0.759151098207736
1774,1017,3100,ICICIBANK,2021-11-16,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.1,0,0.0,0.0,0,0,-,769.5,0.12054794520547946,0.7514891282594452,1.4003259448375478,-0.43988383654894386,3.1174687536493235,0.8,0.8322222608347449
883,126,421,ICICIBANK,2021-10-07,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,2.6,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.46357959790069964,1.6423510246696462,0.12703174581780266,0.5144871163837831,0.8,0.46074901737095103
1057,300,942,ICICIBANK,2021-10-18,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.8,0,0.0,0.0,0,0,-,751.75,0.2,0.5593847725691962,1.803852327397941,-1.6157060470437514,0.3715676166130762,0.8,0.5948535246446043
1936,1179,3659,ICICIBANK,2021-11-25,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.05,0,0.0,0.0,0,0,-,752.6,0.0958904109589041,0.8095540091501517,0.7174428531857554,-0.18785257999543103,4.944584909922759,0.8,0.8346297632037035
1671,914,2763,ICICIBANK,2021-11-11,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.15,0,0.0,0.0,0,0,-,777.15,0.13424657534246576,0.7244600140018184,1.8952929404195844,-0.7275067957529926,1.628618760822919,0.8,0.777242269111572
1025,268,850,ICICIBANK,2021-10-14,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,1.3,0,0.0,0.0,0,0,-,733.15,0.21095890410958903,0.5192300006024991,1.7307603575360497,-0.9842297455674816,0.3282661606911952,0.8,0.5361519303268055
911,154,507,ICICIBANK,2021-10-08,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,2.45,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.4686225845130906,1.6584276013688042,0.05530349886899909,0.392356982694865,0.8,0.4664945041594277
1705,948,2874,ICICIBANK,2021-11-12,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.1,0,0.0,0.0,0,0,-,783.05,0.13150684931506848,0.741464793810987,1.8765405583901134,-0.7381899637579008,1.7909100191843985,0.8,0.8019752868608917
1871,1114,3435,ICICIBANK,2021-11-23,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.05,0,0.0,0.0,0,0,-,754.5,0.10136986301369863,0.7910352590265117,0.8267749522415113,-0.21295952576191982,4.611435347745622,0.8,0.8344105775030228
995,238,764,ICICIBANK,2021-10-13,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,1.8,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.49185907585905464,1.7081050390730548,-0.2696197945442695,0.303922928587227,0.8,0.49342324888466793
1388,631,1870,ICICIBANK,2021-10-29,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.2,0,0.0,0.0,0,0,802.05,808.0,0.16986301369863013,0.6867621050835875,2.0302102370345096,-1.9519485394359093,0.691620215257546,0.8,0.7564920811003213
940,183,593,ICICIBANK,2021-10-11,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,1.9,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.49166750234700407,1.6911542824890355,-0.4733436387545718,0.2878683861089179,0.8,0.4966165825903966
967,210,679,ICICIBANK,2021-10-12,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,1.95,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.4891638312266475,1.696774357596941,-0.2835990606045129,0.3034187406402745,0.8,0.4909159744379019
1488,731,2195,ICICIBANK,2021-11-03,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.2,0,0.0,0.0,0,0,-,790.7,0.15616438356164383,0.691574657291612,1.823768809414269,-0.8833172597107646,1.424395934713113,0.8,0.747668462691269
2022,1265,3995,ICICIBANK,2021-11-30,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.05,0,0.0,0.0,0,0,-,715.85,0.0821917808219178,0.7925202058149284,0.9325711435565919,-0.26740114691315664,4.658555384658068,0.8,0.7969386173629843
1806,1049,3212,ICICIBANK,2021-11-17,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.1,0,0.0,0.0,0,0,-,766.55,0.1178082191780822,0.7550446950889529,1.3508445021225117,-0.4213059941001194,3.2837585479505043,0.8,0.8382332153111173
1508,751,2272,ICICIBANK,2021-11-04,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.2,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.6898647309833134,1.8324845981301903,-0.8399996968293072,1.4214583164700683,0.8,0.7431081472037859
1637,880,2651,ICICIBANK,2021-11-10,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.1,0,0.0,0.0,0,0,-,784.45,0.136986301369863,0.7286773109354746,1.8855677013007621,-0.7815079196940898,1.6571891087349386,0.8,0.7888766350556136
1740,983,2987,ICICIBANK,2021-11-15,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.1,0,0.0,0.0,0,0,-,779.05,0.1232876712328767,0.7591433495237216,1.56951261032576,-0.5263970212185086,2.700032312846169,0.8,0.8333307129081273
803,46,163,ICICIBANK,2021-10-04,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,2.95,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.45634495203802655,1.6313696626139533,0.05441204811605681,0.268559486250283,0.8,0.4559512799833082
1966,1209,3772,ICICIBANK,2021-11-26,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.1,0,0.0,0.0,0,0,-,724.25,0.09315068493150686,0.7625496848509439,0.8944436580308364,-0.2503271740342039,4.409035834502544,0.8,0.7718779672007953
1193,436,1326,ICICIBANK,2021-10-22,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.5,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.5944638529005833,1.854386860618795,-2.0788283728289665,0.4347069626916383,0.8,0.6452348918060224
1233,476,1421,ICICIBANK,2021-10-25,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.15,0,0.0,0.0,0,0,841.7,848.85,0.18082191780821918,0.7171209292538022,2.520345703545044,-1.8301313358363989,0.3091980952995152,0.8,0.804001639568965
1904,1147,3547,ICICIBANK,2021-11-24,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.05,0,0.0,0.0,0,0,760.2,761.8,0.09863013698630137,0.8160943684889101,0.6625816682262932,-0.13960311596260835,5.033445131751346,0.8,0.8405225397369229
1567,810,2428,ICICIBANK,2021-11-08,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.15,0,0.0,0.0,0,0,-,786.6,0.14246575342465753,0.7178187575312622,1.8580112510536646,-0.8028368064744372,1.6147027434005752,0.8,0.7778095223853235
1452,695,2083,ICICIBANK,2021-11-02,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.15,0,0.0,0.0,0,0,800.95,806.6,0.1589041095890411,0.7080970666907613,1.7977299614281554,-0.9520515866938642,1.5590569328171031,0.8,0.7749758235604047
2033,1276,4064,ICICIBANK,2021-12-01,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.05,0,0.0,0.0,0,0,727.7,729.45,0.07945205479452055,0.8376366679086934,0.7750327658007717,-0.2091801293479333,5.092787775844963,0.8,0.818192769397019
1839,1082,3323,ICICIBANK,2021-11-18,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.1,0,0.0,0.0,0,0,-,767.7,0.11506849315068493,0.7660083912067406,1.1315039226339911,-0.3493964969812324,3.7383652045609086,0.8,0.8391435378111822
1602,845,2539,ICICIBANK,2021-11-09,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.1,0,0.0,0.0,0,0,-,790.8,0.13972602739726028,0.7312777559236754,1.848680020770034,-0.8018286266007951,1.7370703904920035,0.8,0.7967608669545924
776,19,77,ICICIBANK,2021-10-01,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,3.6,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.43682953139769154,1.6209920224275227,0.37867406872899984,0.7482176516277613,0.8,0.43340884410372643
830,73,249,ICICIBANK,2021-10-05,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,3.0,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.45397567953630674,1.6310603552868763,0.1956193106972016,0.5207999807134676,0.8,0.4520591500723566
1160,403,1230,ICICIBANK,2021-10-21,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.55,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.5873874099680547,1.8410610192415675,-2.0221966006198757,0.4278468358085305,0.8,0.6370208355412531
1313,556,1645,ICICIBANK,2021-10-27,2021-12-30,PE,500,0.0,0.0,0.0,3.3,0.0,0.15,0,0.0,0.0,0,0,835,839.85,0.17534246575342466,0.7170249708831952,2.260925154273015,-2.4615303693644885,0.7446995954462144,0.8,0.8501569854497067
2023,1266,3996,ICICIBANK,2021-11-30,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.1,0,0.0,0.0,0,0,-,715.85,0.0821917808219178,0.7935998706128529,0.9325711435565919,-0.26740114691315664,4.658555384658068,0.8,0.7699111298656677
1568,811,2429,ICICIBANK,2021-11-08,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.2,0,0.0,0.0,0,0,-,786.6,0.14246575342465753,0.7227862218620005,1.8580112510536646,-0.8028368064744372,1.6147027434005752,0.8,0.7655703399663822
777,20,78,ICICIBANK,2021-10-01,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,4.45,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.43665630528837274,1.6209920224275227,0.37867406872899984,0.7482176516277613,0.8,0.43266974477756925
1672,915,2764,ICICIBANK,2021-11-11,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.2,0,0.0,0.0,0,0,-,777.15,0.13424657534246576,0.7290645411389027,1.8952929404195844,-0.7275067957529926,1.628618760822919,0.8,0.7650390017597535
1840,1083,3324,ICICIBANK,2021-11-18,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.1,0,0.0,0.0,0,0,-,767.7,0.11506849315068493,0.7704109733626253,1.1315039226339911,-0.3493964969812324,3.7383652045609086,0.8,0.8166417047257518
1937,1180,3660,ICICIBANK,2021-11-25,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.05,0,0.0,0.0,0,0,-,752.6,0.0958904109589041,0.8133357733567619,0.7174428531857554,-0.18785257999543103,4.944584909922759,0.8,0.8073730538163265
1026,269,851,ICICIBANK,2021-10-14,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,1.7,0,0.0,0.0,0,0,-,733.15,0.21095890410958903,0.5208190871203051,1.7307603575360497,-0.9842297455674816,0.3282661606911952,0.8,0.5322624283255228
968,211,680,ICICIBANK,2021-10-12,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,2.5,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.4898588382730446,1.696774357596941,-0.2835990606045129,0.3034187406402745,0.8,0.48880550495578384
912,155,508,ICICIBANK,2021-10-08,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,3.05,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.4689731674129824,1.6584276013688042,0.05530349886899909,0.392356982694865,0.8,0.46507806767643134
1489,732,2196,ICICIBANK,2021-11-03,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.25,0,0.0,0.0,0,0,-,790.7,0.15616438356164383,0.6965211736444502,1.823768809414269,-0.8833172597107646,1.424395934713113,0.8,0.736446989186846
1382,625,1864,ICICIBANK,2021-10-29,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.3,0,0.0,0.0,0,0,802.05,808.0,0.16986301369863013,0.6922958856796645,2.0302102370345096,-1.9519485394359093,0.691620215257546,0.8,0.747596216769084
1308,551,1640,ICICIBANK,2021-10-27,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.2,0,0.0,0.0,0,0,835,839.85,0.17534246575342466,0.7238069149425091,2.260925154273015,-2.4615303693644885,0.7446995954462144,0.8,0.8401212409473842
1706,949,2875,ICICIBANK,2021-11-12,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.15,0,0.0,0.0,0,0,-,783.05,0.13150684931506848,0.7464422904137925,1.8765405583901134,-0.7381899637579008,1.7909100191843985,0.8,0.788800198664408
804,47,164,ICICIBANK,2021-10-04,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,3.7,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.45663460687210183,1.6313696626139533,0.05441204811605681,0.268559486250283,0.8,0.45485695712936175
941,184,594,ICICIBANK,2021-10-11,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,2.4,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.49256806952793647,1.6911542824890355,-0.4733436387545718,0.2878683861089179,0.8,0.49413936314594537
1268,511,1528,ICICIBANK,2021-10-26,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.2,0,0.0,0.0,0,0,829.4,835.5,0.1780821917808219,0.7126051848606881,2.236460964173297,-2.563771028524733,0.6813611133723536,0.8,0.8255547697721962
1872,1115,3436,ICICIBANK,2021-11-23,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.1,0,0.0,0.0,0,0,-,754.5,0.10136986301369863,0.7948436850261719,0.8267749522415113,-0.21295952576191982,4.611435347745622,0.8,0.80828709513449
1741,984,2988,ICICIBANK,2021-11-15,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.1,0,0.0,0.0,0,0,-,779.05,0.1232876712328767,0.7640570327792837,1.56951261032576,-0.5263970212185086,2.700032312846169,0.8,0.815695012657493
996,239,765,ICICIBANK,2021-10-13,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,2.35,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.4925422402489662,1.7081050390730548,-0.2696197945442695,0.303922928587227,0.8,0.49134170905813035
1603,846,2540,ICICIBANK,2021-11-09,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.15,0,0.0,0.0,0,0,-,790.8,0.13972602739726028,0.7365123279496953,1.848680020770034,-0.8018286266007951,1.7370703904920035,0.8,0.7838260382960964
1058,301,943,ICICIBANK,2021-10-18,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,1.1,0,0.0,0.0,0,0,-,751.75,0.2,0.5619616633651421,1.803852327397941,-1.6157060470437514,0.3715676166130762,0.8,0.5893372314377743
831,74,250,ICICIBANK,2021-10-05,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,3.75,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.45407408841100666,1.6310603552868763,0.1956193106972016,0.5207999807134676,0.8,0.45087134793152944
1154,397,1224,ICICIBANK,2021-10-21,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.75,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.5905894167910931,1.8410610192415675,-2.0221966006198757,0.4278468358085305,0.8,0.630263701491363
1509,752,2273,ICICIBANK,2021-11-04,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.25,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.6945888726447517,1.8324845981301903,-0.8399996968293072,1.4214583164700683,0.8,0.7319783442400621
1807,1050,3213,ICICIBANK,2021-11-17,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.15,0,0.0,0.0,0,0,-,766.55,0.1178082191780822,0.7593259236015134,1.3508445021225117,-0.4213059941001194,3.2837585479505043,0.8,0.8176898889854611
1345,588,1752,ICICIBANK,2021-10-28,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.35,0,0.0,0.0,0,0,-,806.2,0.1726027397260274,0.6842912015057542,2.0636275649013536,-2.1690093394518666,0.6156835175577275,0.8,0.7504298821400139
1414,657,1971,ICICIBANK,2021-11-01,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.25,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.713519758407321,2.0139877239835893,-1.589337581106093,0.8940008334559336,0.8,0.7625507185264555
1187,430,1320,ICICIBANK,2021-10-22,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.65,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.5977881925901689,1.854386860618795,-2.0788283728289665,0.4347069626916383,0.8,0.6383109176449075
1121,364,1130,ICICIBANK,2021-10-20,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.95,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.574366045856866,1.8258882019733846,-1.74242409862157,0.39005726649904215,0.8,0.6051449722546004
2034,1277,4065,ICICIBANK,2021-12-01,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.05,0,0.0,0.0,0,0,727.7,729.45,0.07945205479452055,0.8399154069228191,0.7750327658007717,-0.2091801293479333,5.092787775844963,0.8,0.7899476549727976
1228,471,1416,ICICIBANK,2021-10-25,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.2,0,0.0,0.0,0,0,841.7,848.85,0.18082191780821918,0.724150564648002,2.520345703545044,-1.8301313358363989,0.3091980952995152,0.8,0.798389278443719
1453,696,2084,ICICIBANK,2021-11-02,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.2,0,0.0,0.0,0,0,800.95,806.6,0.1589041095890411,0.7137538661514808,1.7977299614281554,-0.9520515866938642,1.5590569328171031,0.8,0.7629358030661784
857,100,336,ICICIBANK,2021-10-06,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,4.05,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.4444184084905339,1.615696901667026,0.3907624325380071,1.0923355090135454,0.8,0.43687988357414836
884,127,422,ICICIBANK,2021-10-07,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,3.25,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.463842048105695,1.6423510246696462,0.12703174581780266,0.5144871163837831,0.8,0.4592364406403619
1090,333,1037,ICICIBANK,2021-10-19,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,1.0,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.5678599267932918,1.8178605323406265,-1.673204900422571,0.38060356327389233,0.8,0.5977201798830087
1775,1018,3101,ICICIBANK,2021-11-16,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.15,0,0.0,0.0,0,0,-,769.5,0.12054794520547946,0.7558980582914437,1.4003259448375478,-0.43988383654894386,3.1174687536493235,0.8,0.8125313570291592
1905,1148,3548,ICICIBANK,2021-11-24,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.05,0,0.0,0.0,0,0,760.2,761.8,0.09863013698630137,0.8204548711443679,0.6625816682262932,-0.13960311596260835,5.033445131751346,0.8,0.8132433143954616
1967,1210,3773,ICICIBANK,2021-11-26,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.15,0,0.0,0.0,0,0,-,724.25,0.09315068493150686,0.7642441263689662,0.8944436580308364,-0.2503271740342039,4.409035834502544,0.8,0.7463650295444009
1638,881,2652,ICICIBANK,2021-11-10,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.15,0,0.0,0.0,0,0,-,784.45,0.136986301369863,0.7336289918742667,1.8855677013007621,-0.7815079196940898,1.6571891087349386,0.8,0.7763898175128098
1995,1238,3884,ICICIBANK,2021-11-29,2021-12-30,PE,510,0.0,0.0,0.0,4.1,0.0,0.1,0,0.0,0.0,0,0,-,720.9,0.08493150684931507,0.7925669531893704,0.894934743888122,-0.24958189508262676,4.654614751983723,0.8,0.766662583165423
1799,1042,3205,ICICIBANK,2021-11-17,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,0.2,0,0.0,0.0,0,0,-,766.55,0.1178082191780822,0.7623411150647258,1.3508445021225117,-0.4213059941001194,3.2837585479505043,0.8,0.7974169796061436
832,75,251,ICICIBANK,2021-10-05,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,4.6,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.4532472917233098,1.6310603552868763,0.1956193106972016,0.5207999807134676,0.8,0.44977775546917326
778,21,79,ICICIBANK,2021-10-01,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,5.45,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.43557383047617343,1.6209920224275227,0.37867406872899984,0.7482176516277613,0.8,0.43210591525956926
942,185,595,ICICIBANK,2021-10-11,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,3.05,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.4925215400803479,1.6911542824890355,-0.4733436387545718,0.2878683861089179,0.8,0.4917199558123792
1767,1010,3093,ICICIBANK,2021-11-16,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,0.2,0,0.0,0.0,0,0,-,769.5,0.12054794520547946,0.7590560655885907,1.4003259448375478,-0.43988383654894386,3.1174687536493235,0.8,0.7931051645941553
1415,658,1972,ICICIBANK,2021-11-01,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,0.3,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.7182357531533283,2.0139877239835893,-1.589337581106093,0.8940008334559336,0.8,0.7530397346024116
2035,1278,4066,ICICIBANK,2021-12-01,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,0.1,0,0.0,0.0,0,0,727.7,729.45,0.07945205479452055,0.8406306899911301,0.7750327658007717,-0.2091801293479333,5.092787775844963,0.8,0.7620038944629779
2024,1267,3997,ICICIBANK,2021-11-30,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,0.15,0,0.0,0.0,0,0,-,715.85,0.0821917808219178,0.793127501075062,0.9325711435565919,-0.26740114691315664,4.658555384658068,0.8,0.7431688473350587
1742,985,2989,ICICIBANK,2021-11-15,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,0.15,0,0.0,0.0,0,0,-,779.05,0.1232876712328767,0.7677352303002861,1.56951261032576,-0.5263970212185086,2.700032312846169,0.8,0.7983077736255689
1454,697,2085,ICICIBANK,2021-11-02,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,0.3,0,0.0,0.0,0,0,800.95,806.6,0.1589041095890411,0.7183222725134043,1.7977299614281554,-0.9520515866938642,1.5590569328171031,0.8,0.7510603293650271
858,101,337,ICICIBANK,2021-10-06,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,5.0,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.4431165702202597,1.615696901667026,0.3907624325380071,1.0923355090135454,0.8,0.43496128987408683
913,156,509,ICICIBANK,2021-10-08,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,3.85,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.4683861242839947,1.6584276013688042,0.05530349886899909,0.392356982694865,0.8,0.4637269339248626
805,48,165,ICICIBANK,2021-10-04,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,4.55,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.45600759531795676,1.6313696626139533,0.05441204811605681,0.268559486250283,0.8,0.45380334065807615
885,128,423,ICICIBANK,2021-10-07,2021-12-30,PE,520,0.0,0.0,0.0,5.0,0.0,4.05,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.46317107950945485,1.6423510246696462,0.12703174581780266,0.5144871163837831,0.8,0.4578182161389398
