,level_0,index,Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value,futures_price,time_diff,impliedvolatility
1407,650,1964,ICICIBANK,2021-11-01,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.6779512359522482
1161,404,1231,ICICIBANK,2021-10-21,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.1,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.5713087087310847
1968,1211,3774,ICICIBANK,2021-11-26,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,-,724.25,0.09315068493150686,0.7546013111646892
1194,437,1327,ICICIBANK,2021-10-22,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.5777465564223296
1274,517,1534,ICICIBANK,2021-10-26,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,829.4,835.5,0.1780821917808219,0.6721232006120545
1314,557,1646,ICICIBANK,2021-10-27,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,835,839.85,0.17534246575342466,0.6818862499654263
1351,594,1758,ICICIBANK,2021-10-28,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,-,806.2,0.1726027397260274,0.6511325181171949
1939,1182,3662,ICICIBANK,2021-11-25,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,-,752.6,0.0958904109589041,0.7907358856076309
1389,632,1871,ICICIBANK,2021-10-29,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,802.05,808.0,0.16986301369863013,0.6583601261134004
1446,689,2077,ICICIBANK,2021-11-02,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,800.95,806.6,0.1589041095890411,0.6790779083074583
1482,725,2189,ICICIBANK,2021-11-03,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,-,790.7,0.15616438356164383,0.6663560874719604
1502,745,2266,ICICIBANK,2021-11-04,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.6658379590788512
1907,1150,3550,ICICIBANK,2021-11-24,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,760.2,761.8,0.09863013698630137,0.7942235157025447
1569,812,2430,ICICIBANK,2021-11-08,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,-,786.6,0.14246575342465753,0.6925397495595177
1604,847,2541,ICICIBANK,2021-11-09,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,-,790.8,0.13972602739726028,0.704589451025223
1639,882,2653,ICICIBANK,2021-11-10,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,-,784.45,0.136986301369863,0.7035040174209073
1673,916,2765,ICICIBANK,2021-11-11,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,-,777.15,0.13424657534246576,0.7011381991414489
1874,1117,3438,ICICIBANK,2021-11-23,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,-,754.5,0.10136986301369863,0.7720499188728128
1708,951,2877,ICICIBANK,2021-11-12,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,-,783.05,0.13150684931506848,0.7161773492742849
1743,986,2990,ICICIBANK,2021-11-15,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,-,779.05,0.1232876712328767,0.7342304922717396
1776,1019,3102,ICICIBANK,2021-11-16,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,-,769.5,0.12054794520547946,0.7292575402010022
1808,1051,3214,ICICIBANK,2021-11-17,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,-,766.55,0.1178082191780822,0.7334985163353719
1128,371,1137,ICICIBANK,2021-10-20,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.1,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.5577882829053865
1096,339,1043,ICICIBANK,2021-10-19,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.1,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.5519338131096337
1234,477,1422,ICICIBANK,2021-10-25,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.05,0,0.0,0.0,0,0,841.7,848.85,0.18082191780821918,0.6806176029682031
1842,1085,3326,ICICIBANK,2021-11-18,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,-,767.7,0.11506849315068493,0.7438345171122662
2025,1268,3998,ICICIBANK,2021-11-30,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,-,715.85,0.0821917808219178,0.7877884802086756
1064,307,949,ICICIBANK,2021-10-18,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.1,0,0.0,0.0,0,0,-,751.75,0.2,0.546573036777984
917,160,513,ICICIBANK,2021-10-08,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.45,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.4673088461267332
2028,1271,4058,ICICIBANK,2021-12-01,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,727.7,729.45,0.07945205479452055,0.8267344010730459
946,189,599,ICICIBANK,2021-10-11,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.35,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.4875382648097667
862,105,341,ICICIBANK,2021-10-06,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.65,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.44709773970093897
973,216,685,ICICIBANK,2021-10-12,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.35,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.4860954683173407
836,79,255,ICICIBANK,2021-10-05,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.6,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.45394265384296584
889,132,427,ICICIBANK,2021-10-07,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.5,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.4627139740905572
1002,245,771,ICICIBANK,2021-10-13,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.3,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.48885478596528825
782,25,83,ICICIBANK,2021-10-01,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.8,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.43817014930544285
809,52,169,ICICIBANK,2021-10-04,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.6,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.4553318698373036
1997,1240,3886,ICICIBANK,2021-11-29,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0,-,720.9,0.08493150684931507,0.7842005709653873
1032,275,857,ICICIBANK,2021-10-14,2021-12-30,PE,440,0.0,0.0,0.0,0.7,0.0,0.2,0,0.0,0.0,0,0,-,733.15,0.21095890410958903,0.5115512094005044
810,53,170,ICICIBANK,2021-10-04,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.8,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.4563851742227869
1777,1020,3103,ICICIBANK,2021-11-16,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,769.5,0.12054794520547946,0.7339923773957691
783,26,84,ICICIBANK,2021-10-01,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,1.05,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.438845091794661
1570,813,2431,ICICIBANK,2021-11-08,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,786.6,0.14246575342465753,0.6976599143623895
1605,848,2542,ICICIBANK,2021-11-09,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,790.8,0.13972602739726028,0.7099442299812097
1709,952,2878,ICICIBANK,2021-11-12,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,783.05,0.13150684931506848,0.7213441488033109
1744,987,2991,ICICIBANK,2021-11-15,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,779.05,0.1232876712328767,0.7393759169533655
1640,883,2654,ICICIBANK,2021-11-10,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,784.45,0.136986301369863,0.7086293598115015
1503,746,2267,ICICIBANK,2021-11-04,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.6707190714592646
1674,917,2766,ICICIBANK,2021-11-11,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,777.15,0.13424657534246576,0.7059816257794218
863,106,342,ICICIBANK,2021-10-06,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.9,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.4476480004979526
837,80,256,ICICIBANK,2021-10-05,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.8,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.45484971424280535
1065,308,950,ICICIBANK,2021-10-18,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.15,0,0.0,0.0,0,0,-,751.75,0.2,0.5495481165374384
1483,726,2190,ICICIBANK,2021-11-03,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,790.7,0.15616438356164383,0.671417063406953
1033,276,858,ICICIBANK,2021-10-14,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.3,0,0.0,0.0,0,0,-,733.15,0.21095890410958903,0.513696775617103
1097,340,1044,ICICIBANK,2021-10-19,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.15,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.5549863634106283
1129,372,1138,ICICIBANK,2021-10-20,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.15,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.5609335525155823
1162,405,1232,ICICIBANK,2021-10-21,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.1,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.5748184031176368
1003,246,772,ICICIBANK,2021-10-13,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.45,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.4902667820523755
1195,438,1328,ICICIBANK,2021-10-22,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.1,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.5813640190231291
1809,1052,3215,ICICIBANK,2021-11-17,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,766.55,0.1178082191780822,0.7381392603303751
890,133,428,ICICIBANK,2021-10-07,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.7,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.4637603486132181
1235,478,1423,ICICIBANK,2021-10-25,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,841.7,848.85,0.18082191780821918,0.687411058298404
1275,518,1535,ICICIBANK,2021-10-26,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,829.4,835.5,0.1780821917808219,0.6785095300550341
1315,558,1647,ICICIBANK,2021-10-27,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,835,839.85,0.17534246575342466,0.6884745590707654
947,190,600,ICICIBANK,2021-10-11,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.45,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.4891129968360404
1352,595,1759,ICICIBANK,2021-10-28,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,806.2,0.1726027397260274,0.6565452802161393
918,161,514,ICICIBANK,2021-10-08,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.65,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.468430007002199
1390,633,1872,ICICIBANK,2021-10-29,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,802.05,808.0,0.16986301369863013,0.6638850227781962
1408,651,1965,ICICIBANK,2021-11-01,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.6837198687038892
974,217,686,ICICIBANK,2021-10-12,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.45,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.48751139630417384
1447,690,2078,ICICIBANK,2021-11-02,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.05,0,0.0,0.0,0,0,800.95,806.6,0.1589041095890411,0.6847349574011489
2056,1299,4113,ICICIBANK,2021-12-01,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.0,0,0.0,0.0,0,0,727.7,729.45,0.07945205479452055,0.8299793180495123
1843,1086,3327,ICICIBANK,2021-11-18,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.0,0,0.0,0.0,0,0,-,767.7,0.11506849315068493,0.7485890264776895
1998,1241,3887,ICICIBANK,2021-11-29,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.0,0,0.0,0.0,0,0,-,720.9,0.08493150684931507,0.7867675387486867
1875,1118,3439,ICICIBANK,2021-11-23,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.0,0,0.0,0.0,0,0,-,754.5,0.10136986301369863,0.7763843712060415
1908,1151,3551,ICICIBANK,2021-11-24,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.0,0,0.0,0.0,0,0,760.2,761.8,0.09863013698630137,0.7990308601022056
1969,1212,3775,ICICIBANK,2021-11-26,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.0,0,0.0,0.0,0,0,-,724.25,0.09315068493150686,0.7572678643166602
2026,1269,3999,ICICIBANK,2021-11-30,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.0,0,0.0,0.0,0,0,-,715.85,0.0821917808219178,0.7900478004944669
1940,1183,3663,ICICIBANK,2021-11-25,2021-12-30,PE,450,0.0,0.0,0.0,0.95,0.0,0.0,0,0.0,0.0,0,0,-,752.6,0.0958904109589041,0.7950820661897641
757,0,44,ICICIBANK,2021-10-01,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,1.4,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.4384613295748947
1276,519,1536,ICICIBANK,2021-10-26,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,829.4,835.5,0.1780821917808219,0.6835988759790729
1236,479,1424,ICICIBANK,2021-10-25,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,841.7,848.85,0.18082191780821918,0.6929096496054881
1710,953,2879,ICICIBANK,2021-11-12,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,783.05,0.13150684931506848,0.7250337213376862
1571,814,2432,ICICIBANK,2021-11-08,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,786.6,0.14246575342465753,0.7013589471512215
975,218,687,ICICIBANK,2021-10-12,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.65,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.4877959004903164
976,219,732,ICICIBANK,2021-10-13,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.6,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.4905401674335667
1163,406,1283,ICICIBANK,2021-10-22,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.15,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.5837568468177657
1999,1242,3888,ICICIBANK,2021-11-29,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.0,0,0.0,0.0,0,0,-,720.9,0.08493150684931507,0.787527217273789
1970,1213,3776,ICICIBANK,2021-11-26,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,724.25,0.09315068493150686,0.7582077868018481
1675,918,2767,ICICIBANK,2021-11-11,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,777.15,0.13424657534246576,0.7093660637484127
1876,1119,3440,ICICIBANK,2021-11-23,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.0,0,0.0,0.0,0,0,-,754.5,0.10136986301369863,0.7790520190357026
1130,373,1188,ICICIBANK,2021-10-21,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.15,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.5771130350837815
1034,277,907,ICICIBANK,2021-10-18,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.25,0,0.0,0.0,0,0,-,751.75,0.2,0.551337468953877
1448,691,2079,ICICIBANK,2021-11-02,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,800.95,806.6,0.1589041095890411,0.6890358244822529
1606,849,2543,ICICIBANK,2021-11-09,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,790.8,0.13972602739726028,0.7138617408648726
1641,884,2655,ICICIBANK,2021-11-10,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,784.45,0.136986301369863,0.7123065788208988
1066,309,1000,ICICIBANK,2021-10-19,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.2,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.5568445093622125
1004,247,818,ICICIBANK,2021-10-14,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.4,0,0.0,0.0,0,0,-,733.15,0.21095890410958903,0.5146930787322798
891,134,474,ICICIBANK,2021-10-08,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.85,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.46844808010413386
919,162,560,ICICIBANK,2021-10-11,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.65,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.4895627922048415
1941,1184,3664,ICICIBANK,2021-11-25,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.0,0,0.0,0.0,0,0,-,752.6,0.0958904109589041,0.7977154101337255
784,27,130,ICICIBANK,2021-10-04,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,1.1,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.45636114190819344
1909,1152,3552,ICICIBANK,2021-11-24,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.0,0,0.0,0.0,0,0,760.2,761.8,0.09863013698630137,0.8021447035662254
1484,727,2191,ICICIBANK,2021-11-03,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,790.7,0.15616438356164383,0.6751185715857583
1409,652,1966,ICICIBANK,2021-11-01,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.688141594106351
1810,1053,3216,ICICIBANK,2021-11-17,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,766.55,0.1178082191780822,0.7412281240799324
1844,1087,3328,ICICIBANK,2021-11-18,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,767.7,0.11506849315068493,0.7517727005557939
811,54,216,ICICIBANK,2021-10-05,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,1.1,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.45467347895365945
1354,597,1819,ICICIBANK,2021-10-29,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,802.05,808.0,0.16986301369863013,0.6680974633618713
1745,988,2992,ICICIBANK,2021-11-15,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,779.05,0.1232876712328767,0.7429978658693502
838,81,302,ICICIBANK,2021-10-06,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,1.2,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.44710892532011587
1778,1021,3104,ICICIBANK,2021-11-16,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,769.5,0.12054794520547946,0.737191583255779
1504,747,2268,ICICIBANK,2021-11-04,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.6742313816760821
1353,596,1760,ICICIBANK,2021-10-28,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,-,806.2,0.1726027397260274,0.6606570015700095
1098,341,1094,ICICIBANK,2021-10-20,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.2,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.5628754315757054
2029,1272,4060,ICICIBANK,2021-12-01,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.0,0,0.0,0.0,0,0,727.7,729.45,0.07945205479452055,0.8313529293422507
864,107,388,ICICIBANK,2021-10-07,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.9,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.4637103714753407
1316,559,1648,ICICIBANK,2021-10-27,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.05,0,0.0,0.0,0,0,835,839.85,0.17534246575342466,0.6937532563494617
2027,1270,4000,ICICIBANK,2021-11-30,2021-12-30,PE,460,0.0,0.0,0.0,1.25,0.0,0.0,0,0.0,0.0,0,0,-,715.85,0.0821917808219178,0.7904712228792461
1410,653,1967,ICICIBANK,2021-11-01,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.6946217385077219
1607,850,2544,ICICIBANK,2021-11-09,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,-,790.8,0.13972602739726028,0.7199160857598975
1910,1153,3611,ICICIBANK,2021-11-25,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.0,0,0.0,0.0,0,0,-,752.6,0.0958904109589041,0.8027299906173804
1942,1185,3723,ICICIBANK,2021-11-26,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,-,724.25,0.09315068493150686,0.7613939938318908
1971,1214,3835,ICICIBANK,2021-11-29,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,-,720.9,0.08493150684931507,0.7906169236864845
1277,520,1595,ICICIBANK,2021-10-27,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,835,839.85,0.17534246575342466,0.7011015271442499
1124,367,1133,ICICIBANK,2021-10-20,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.3,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.5664981513815277
1190,433,1323,ICICIBANK,2021-10-22,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.2,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.5878951526722072
1505,748,2269,ICICIBANK,2021-11-04,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.6797618508782802
1157,400,1227,ICICIBANK,2021-10-21,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.2,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.5811329167750833
1385,628,1867,ICICIBANK,2021-10-29,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.1,0,0.0,0.0,0,0,802.05,808.0,0.16986301369863013,0.6743086812350821
1237,480,1483,ICICIBANK,2021-10-26,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,829.4,835.5,0.1780821917808219,0.6907285403168403
1317,560,1707,ICICIBANK,2021-10-28,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.1,0,0.0,0.0,0,0,-,806.2,0.1726027397260274,0.6667454279983994
1196,439,1379,ICICIBANK,2021-10-25,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,841.7,848.85,0.18082191780821918,0.7004729285129482
1485,728,2192,ICICIBANK,2021-11-03,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,-,790.7,0.15616438356164383,0.6808409430906266
1537,780,2379,ICICIBANK,2021-11-08,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,-,786.6,0.14246575342465753,0.7071573696545486
1061,304,946,ICICIBANK,2021-10-18,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.35,0,0.0,0.0,0,0,-,751.75,0.2,0.5547723657194323
1449,692,2080,ICICIBANK,2021-11-02,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,800.95,806.6,0.1589041095890411,0.6953982648926568
886,129,424,ICICIBANK,2021-10-07,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,1.2,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.46502425676636605
859,102,338,ICICIBANK,2021-10-06,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,1.55,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.44787546150756413
1746,989,3051,ICICIBANK,2021-11-16,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.05,0,0.0,0.0,0,0,-,769.5,0.12054794520547946,0.7425958420057118
914,157,510,ICICIBANK,2021-10-08,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,1.15,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.4698451539114655
943,186,596,ICICIBANK,2021-10-11,2021-12-30,PE,470,0.0,0.0,0.0,1.65,0.0,0.85,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.49146070536852837
