,level_0,index,Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value,futures_price,time_diff,impliedvolatility
1558,801,2419,ICICIBANK,2021-11-08,2021-12-30,PE,580,0.0,0.0,0.0,14.2,0.0,1.7,0,0.0,0.0,0,0,-,786.6,0.14246575342465753,0.7595502135233431
1830,1073,3314,ICICIBANK,2021-11-18,2021-12-30,PE,580,0.0,0.0,0.0,14.2,0.0,1.25,0,0.0,0.0,0,0,-,767.7,0.11506849315068493,0.8023784848372522
1461,704,2092,ICICIBANK,2021-11-02,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,2.1,0,0.0,0.0,0,0,800.95,806.6,0.1589041095890411,0.7631108605213581
1224,467,1412,ICICIBANK,2021-10-25,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.6,0,0.0,0.0,0,0,841.7,848.85,0.18082191780821918,0.7858839083846011
1378,621,1860,ICICIBANK,2021-10-29,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,2.5,0,0.0,0.0,0,0,802.05,808.0,0.16986301369863013,0.7406001256243375
1021,264,846,ICICIBANK,2021-10-14,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,9.25,0,0.0,0.0,0,0,-,733.15,0.21095890410958903,0.532709011426037
1698,941,2867,ICICIBANK,2021-11-12,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.85,0,0.0,0.0,0,0,-,783.05,0.13150684931506848,0.7893717767721036
1863,1106,3427,ICICIBANK,2021-11-23,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.45,0,0.0,0.0,0,0,-,754.5,0.10136986301369863,0.8264230515609633
1895,1138,3538,ICICIBANK,2021-11-24,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.1,0,0.0,0.0,0,0,760.2,761.8,0.09863013698630137,0.8571584681604855
1341,584,1748,ICICIBANK,2021-10-28,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,2.75,0,0.0,0.0,0,0,-,806.2,0.1726027397260274,0.7314881776020838
1422,665,1979,ICICIBANK,2021-11-01,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,2.1,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.7641476871126208
1497,740,2204,ICICIBANK,2021-11-03,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,2.55,0,0.0,0.0,0,0,-,790.7,0.15616438356164383,0.7393924223385666
1053,296,938,ICICIBANK,2021-10-18,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,6.7,0,0.0,0.0,0,0,-,751.75,0.2,0.5831763911069772
1765,1008,3091,ICICIBANK,2021-11-16,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.85,0,0.0,0.0,0,0,-,769.5,0.12054794520547946,0.7934314680942831
1117,360,1126,ICICIBANK,2021-10-20,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,6.25,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.5973485891299474
799,42,159,ICICIBANK,2021-10-04,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,15.6,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.456050243080406
1732,975,2979,ICICIBANK,2021-11-15,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.65,0,0.0,0.0,0,0,-,779.05,0.1232876712328767,0.8063022517833005
2042,1285,4073,ICICIBANK,2021-12-01,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.4,0,0.0,0.0,0,0,727.7,729.45,0.07945205479452055,0.8562946803160189
1831,1074,3315,ICICIBANK,2021-11-18,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.65,0,0.0,0.0,0,0,-,767.7,0.11506849315068493,0.8078033669376076
1958,1201,3764,ICICIBANK,2021-11-26,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,2.4,0,0.0,0.0,0,0,-,724.25,0.09315068493150686,0.7753966575975906
962,205,674,ICICIBANK,2021-10-12,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,12.2,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.493104744004473
1559,802,2420,ICICIBANK,2021-11-08,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,2.2,0,0.0,0.0,0,0,-,786.6,0.14246575342465753,0.7657337787017732
2014,1257,3987,ICICIBANK,2021-11-30,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,2.15,0,0.0,0.0,0,0,-,715.85,0.0821917808219178,0.7983940452820929
826,69,245,ICICIBANK,2021-10-05,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,15.85,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.4515677128997134
1664,907,2756,ICICIBANK,2021-11-11,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,2.15,0,0.0,0.0,0,0,-,777.15,0.13424657534246576,0.7685853392679547
1594,837,2531,ICICIBANK,2021-11-09,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.85,0,0.0,0.0,0,0,-,790.8,0.13972602739726028,0.7818826498311724
1264,507,1524,ICICIBANK,2021-10-26,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.85,0,0.0,0.0,0,0,829.4,835.5,0.1780821917808219,0.7701187240157378
1986,1229,3875,ICICIBANK,2021-11-29,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,2.1,0,0.0,0.0,0,0,-,720.9,0.08493150684931507,0.8015061521032668
906,149,502,ICICIBANK,2021-10-08,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,13.95,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.4689104060758024
878,121,416,ICICIBANK,2021-10-07,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,14.4,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.4629265178984823
1085,328,1032,ICICIBANK,2021-10-19,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,6.3,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.5898732331152132
852,95,331,ICICIBANK,2021-10-06,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,16.9,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.4372632706510927
1150,393,1220,ICICIBANK,2021-10-21,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,5.3,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.6176114798118355
1629,872,2643,ICICIBANK,2021-11-10,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.95,0,0.0,0.0,0,0,-,784.45,0.136986301369863,0.7763785570863937
935,178,588,ICICIBANK,2021-10-11,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,11.75,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.4978497534019091
1928,1171,3651,ICICIBANK,2021-11-25,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.25,0,0.0,0.0,0,0,-,752.6,0.0958904109589041,0.8445423374348697
1797,1040,3203,ICICIBANK,2021-11-17,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.85,0,0.0,0.0,0,0,-,766.55,0.1178082191780822,0.7956302794177005
1517,760,2281,ICICIBANK,2021-11-04,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,2.6,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.7353991447385436
991,234,760,ICICIBANK,2021-10-13,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,11.7,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.49564894366598444
772,15,73,ICICIBANK,2021-10-01,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,17.75,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.4315091363979114
1183,426,1316,ICICIBANK,2021-10-22,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,4.8,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.6259315612194655
1304,547,1636,ICICIBANK,2021-10-27,2021-12-30,PE,590,0.0,0.0,0.0,16.45,0.0,1.6,0,0.0,0.0,0,0,835,839.85,0.17534246575342466,0.783331034296207
957,200,669,ICICIBANK,2021-10-12,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,14.3,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.49381129200292617
1145,388,1215,ICICIBANK,2021-10-21,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,6.4,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.6219170306289417
901,144,497,ICICIBANK,2021-10-08,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,16.2,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.4690955911540116
1987,1230,3876,ICICIBANK,2021-11-29,2021-12-30,PE,600,5.0,5.0,1.5,2.0,2.05,2.0,264,2186.0,8.0,251625,90750,-,720.9,0.08493150684931507,0.4049750352070085
1798,1041,3204,ICICIBANK,2021-11-17,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.4,0,0.0,0.0,0,0,-,766.55,0.1178082191780822,0.8013914640847417
1864,1107,3428,ICICIBANK,2021-11-23,2021-12-30,PE,600,2.15,2.3,1.1,1.1,1.1,2.0,15,124.07,0.32,16500,15125,-,754.5,0.10136986301369863,0.39242949590961684
1048,291,933,ICICIBANK,2021-10-18,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,8.05,0,0.0,0.0,0,0,-,751.75,0.2,0.5866181653499004
1630,873,2644,ICICIBANK,2021-11-10,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.5,0,0.0,0.0,0,0,-,784.45,0.136986301369863,0.7830402308648532
1595,838,2532,ICICIBANK,2021-11-09,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.4,0,0.0,0.0,0,0,-,790.8,0.13972602739726028,0.7889161319375755
1372,615,1854,ICICIBANK,2021-10-29,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,3.1,0,0.0,0.0,0,0,802.05,808.0,0.16986301369863013,0.7479995631846353
1733,976,2980,ICICIBANK,2021-11-15,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.15,0,0.0,0.0,0,0,-,779.05,0.1232876712328767,0.8129173626784357
1423,666,1980,ICICIBANK,2021-11-01,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.65,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.7718902612344639
873,116,411,ICICIBANK,2021-10-07,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,16.75,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.4629765655347672
930,173,583,ICICIBANK,2021-10-11,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,13.8,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.4988702827167807
1218,461,1406,ICICIBANK,2021-10-25,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.0,0,0.0,0.0,0,0,841.7,848.85,0.18082191780821918,0.7951456334519716
1560,803,2421,ICICIBANK,2021-11-08,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.8,0,0.0,0.0,0,0,-,786.6,0.14246575342465753,0.7724141744803341
1258,501,1518,ICICIBANK,2021-10-26,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.3,0,0.0,0.0,0,0,829.4,835.5,0.1780821917808219,0.7787989664508411
1336,579,1743,ICICIBANK,2021-10-28,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,3.4,0,0.0,0.0,0,0,-,806.2,0.1726027397260274,0.7387261856253188
1498,741,2205,ICICIBANK,2021-11-03,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,3.2,0,0.0,0.0,0,0,-,790.7,0.15616438356164383,0.7460390060790407
1178,421,1311,ICICIBANK,2021-10-22,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,5.9,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.6304040060344716
766,9,67,ICICIBANK,2021-10-01,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,20.4,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.4308819830437982
1929,1172,3652,ICICIBANK,2021-11-25,2021-12-30,PE,600,0.8,0.95,0.75,0.8,0.8,1.75,32,264.34,0.34,57750,39875,-,752.6,0.0958904109589041,0.37873966441241474
1518,761,2282,ICICIBANK,2021-11-04,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,3.25,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.7417537416997858
1766,1009,3092,ICICIBANK,2021-11-16,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.4,0,0.0,0.0,0,0,-,769.5,0.12054794520547946,0.7993670606784066
1080,323,1027,ICICIBANK,2021-10-19,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,7.6,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.5934355191805315
986,229,755,ICICIBANK,2021-10-13,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,13.75,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.496335156860484
1699,942,2868,ICICIBANK,2021-11-12,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.4,0,0.0,0.0,0,0,-,783.05,0.13150684931506848,0.7960696267821123
793,36,153,ICICIBANK,2021-10-04,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,18.05,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.4561489883309011
1832,1075,3316,ICICIBANK,2021-11-18,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.15,0,0.0,0.0,0,0,-,767.7,0.11506849315068493,0.8137290283703423
1016,259,841,ICICIBANK,2021-10-14,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,10.95,0,0.0,0.0,0,0,-,733.15,0.21095890410958903,0.534744845933443
1462,705,2093,ICICIBANK,2021-11-02,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.65,0,0.0,0.0,0,0,800.95,806.6,0.1589041095890411,0.770678204662025
1959,1202,3765,ICICIBANK,2021-11-26,2021-12-30,PE,600,1.2,2.45,1.0,2.2,2.3,2.2,189,1563.67,4.42,160875,103125,-,724.25,0.09315068493150686,0.4024158812612001
820,63,239,ICICIBANK,2021-10-05,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,18.3,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.4513645551546225
1665,908,2757,ICICIBANK,2021-11-11,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.8,0,0.0,0.0,0,0,-,777.15,0.13424657534246576,0.7747851143449999
1298,541,1630,ICICIBANK,2021-10-27,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,2.0,0,0.0,0.0,0,0,835,839.85,0.17534246575342466,0.7922966292925954
1112,355,1121,ICICIBANK,2021-10-20,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,7.55,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.6010565517577255
846,89,325,ICICIBANK,2021-10-06,2021-12-30,PE,600,0.0,0.0,0.0,18.95,0.0,19.55,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.4363202190276391
1896,1139,3539,ICICIBANK,2021-11-24,2021-12-30,PE,600,1.45,1.45,0.7,0.8,0.8,0.8,7,57.84,0.09,17875,1375,760.2,761.8,0.09863013698630137,0.38973596342599853
2043,1286,4074,ICICIBANK,2021-12-01,2021-12-30,PE,600,2.0,2.05,1.2,1.3,1.2,1.3,231,1910.86,5.11,363000,42625,727.7,729.45,0.07945205479452055,0.4025403625333738
2015,1258,3988,ICICIBANK,2021-11-30,2021-12-30,PE,600,1.7,2.5,1.25,2.4,2.45,2.4,295,2442.0,8.25,320375,68750,-,715.85,0.0821917808219178,0.4162926525288894
1725,968,2972,ICICIBANK,2021-11-15,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,2.8,0,0.0,0.0,0,0,-,779.05,0.1232876712328767,0.8191345221233522
1857,1100,3421,ICICIBANK,2021-11-23,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,2.65,0,0.0,0.0,0,0,-,754.5,0.10136986301369863,0.8361285729920018
958,201,670,ICICIBANK,2021-10-12,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,16.65,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.49408463744045794
1373,616,1855,ICICIBANK,2021-10-29,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.85,0,0.0,0.0,0,0,802.05,808.0,0.16986301369863013,0.7550905212981474
874,117,412,ICICIBANK,2021-10-07,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,19.35,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.4625777378706728
1791,1034,3197,ICICIBANK,2021-11-17,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.1,0,0.0,0.0,0,0,-,766.55,0.1178082191780822,0.8067233088695052
1825,1068,3309,ICICIBANK,2021-11-18,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,2.85,0,0.0,0.0,0,0,-,767.7,0.11506849315068493,0.8192225412766149
1299,542,1631,ICICIBANK,2021-10-27,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,2.5,0,0.0,0.0,0,0,835,839.85,0.17534246575342466,0.8009781616702605
821,64,240,ICICIBANK,2021-10-05,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,21.05,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.4507055339067945
1017,260,842,ICICIBANK,2021-10-14,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,12.9,0,0.0,0.0,0,0,-,733.15,0.21095890410958903,0.5363934420917226
794,37,154,ICICIBANK,2021-10-04,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,20.7,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.4558090118015579
987,230,756,ICICIBANK,2021-10-13,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,16.05,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.4965843262514422
767,10,68,ICICIBANK,2021-10-01,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,23.25,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.4297873332326713
1259,502,1519,ICICIBANK,2021-10-26,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,2.85,0,0.0,0.0,0,0,829.4,835.5,0.1780821917808219,0.7871953127228345
1337,580,1744,ICICIBANK,2021-10-28,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,4.2,0,0.0,0.0,0,0,-,806.2,0.1726027397260274,0.7456566895930417
902,145,498,ICICIBANK,2021-10-08,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,18.75,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.4688355474602041
847,90,326,ICICIBANK,2021-10-06,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,22.45,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.43488006351947983
931,174,584,ICICIBANK,2021-10-11,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,16.1,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.49947372251437694
1113,356,1122,ICICIBANK,2021-10-20,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,9.05,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.6044106347645389
1897,1140,3540,ICICIBANK,2021-11-24,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,2.05,0,0.0,0.0,0,0,760.2,761.8,0.09863013698630137,0.8683992350048193
1463,706,2094,ICICIBANK,2021-11-02,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.3,0,0.0,0.0,0,0,800.95,806.6,0.1589041095890411,0.7779254117636195
1219,462,1407,ICICIBANK,2021-10-25,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,2.5,0,0.0,0.0,0,0,841.7,848.85,0.18082191780821918,0.8041312813293261
1657,900,2749,ICICIBANK,2021-11-11,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.55,0,0.0,0.0,0,0,-,777.15,0.13424657534246576,0.7806006337017143
1552,795,2413,ICICIBANK,2021-11-08,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.55,0,0.0,0.0,0,0,-,786.6,0.14246575342465753,0.7787346905923623
1622,865,2636,ICICIBANK,2021-11-10,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.15,0,0.0,0.0,0,0,-,784.45,0.136986301369863,0.7893320351836443
1758,1001,3084,ICICIBANK,2021-11-16,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.15,0,0.0,0.0,0,0,-,769.5,0.12054794520547946,0.8048838307688255
1951,1194,3757,ICICIBANK,2021-11-26,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,4.2,0,0.0,0.0,0,0,-,724.25,0.09315068493150686,0.7788459333653979
1081,324,1028,ICICIBANK,2021-10-19,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,9.1,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.5966430946507209
1499,742,2206,ICICIBANK,2021-11-03,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,4.0,0,0.0,0.0,0,0,-,790.7,0.15616438356164383,0.7523467098101824
2008,1251,3981,ICICIBANK,2021-11-30,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.9,0,0.0,0.0,0,0,-,715.85,0.0821917808219178,0.7998339462544047
1922,1165,3645,ICICIBANK,2021-11-25,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,2.35,0,0.0,0.0,0,0,-,752.6,0.0958904109589041,0.8541419466746344
1519,762,2283,ICICIBANK,2021-11-04,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,4.05,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.7477599890668477
1691,934,2860,ICICIBANK,2021-11-12,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.05,0,0.0,0.0,0,0,-,783.05,0.13150684931506848,0.8023880205658106
1146,389,1216,ICICIBANK,2021-10-21,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,7.75,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.6258809993062953
1049,292,934,ICICIBANK,2021-10-18,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,9.6,0,0.0,0.0,0,0,-,751.75,0.2,0.5897049757908056
2044,1287,4075,ICICIBANK,2021-12-01,2021-12-30,PE,610,1.2,1.4,1.2,1.4,1.35,1.4,69,580.0,1.26,72875,72875,727.7,729.45,0.07945205479452055,0.37972249555805504
1587,830,2524,ICICIBANK,2021-11-09,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.05,0,0.0,0.0,0,0,-,790.8,0.13972602739726028,0.7955914748608784
1980,1223,3869,ICICIBANK,2021-11-29,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.8,0,0.0,0.0,0,0,-,720.9,0.08493150684931507,0.804258117081228
1179,422,1312,ICICIBANK,2021-10-22,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,7.15,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.6345357125885785
1424,667,1981,ICICIBANK,2021-11-01,2021-12-30,PE,610,0.0,0.0,0.0,21.65,0.0,3.3,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.7793188211833272
2009,1252,3982,ICICIBANK,2021-11-30,2021-12-30,PE,620,2.3,3.45,1.5,3.35,3.45,3.35,224,1917.68,8.08,46750,-48125,-,715.85,0.0821917808219178,0.3856920670313271
1792,1035,3198,ICICIBANK,2021-11-17,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,3.95,0,0.0,0.0,0,0,-,766.55,0.1178082191780822,0.8130812680442695
1180,423,1313,ICICIBANK,2021-10-22,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,8.55,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.6394740920712152
1759,1002,3085,ICICIBANK,2021-11-16,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,4.0,0,0.0,0.0,0,0,-,769.5,0.12054794520547946,0.8114255538218152
903,146,499,ICICIBANK,2021-10-08,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,21.55,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.46909559471480944
1952,1195,3758,ICICIBANK,2021-11-26,2021-12-30,PE,620,2.5,3.2,2.5,3.0,3.2,3.0,3,25.69,0.12,4125,4125,-,724.25,0.09315068493150686,0.3725251333349018
1623,866,2637,ICICIBANK,2021-11-10,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,3.95,0,0.0,0.0,0,0,-,784.45,0.136986301369863,0.7966309869604569
959,202,671,ICICIBANK,2021-10-12,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,19.25,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.49492522128229427
1425,668,1982,ICICIBANK,2021-11-01,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,4.1,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.7877346917679997
795,38,155,ICICIBANK,2021-10-04,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,23.65,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.45597142027273524
1147,390,1217,ICICIBANK,2021-10-21,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,9.25,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.6306397936849187
1082,325,1029,ICICIBANK,2021-10-19,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,10.8,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.6006024166872151
848,91,327,ICICIBANK,2021-10-06,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,25.55,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.43387209181793895
1114,357,1123,ICICIBANK,2021-10-20,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,10.75,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.6085275420705821
988,231,757,ICICIBANK,2021-10-13,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,18.6,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.4974027604933706
1981,1224,3870,ICICIBANK,2021-11-29,2021-12-30,PE,620,3.5,4.15,2.25,2.75,2.8,2.75,202,1730.0,7.95,94875,90750,-,720.9,0.08493150684931507,0.373382123221708
1520,763,2284,ICICIBANK,2021-11-04,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,5.0,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.7547202900628254
1726,969,2973,ICICIBANK,2021-11-15,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,3.55,0,0.0,0.0,0,0,-,779.05,0.1232876712328767,0.8263967930866922
1923,1166,3646,ICICIBANK,2021-11-25,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,3.1,0,0.0,0.0,0,0,-,752.6,0.0958904109589041,0.8597621944380889
768,11,69,ICICIBANK,2021-10-01,2021-12-30,PE,620,0.0,0.0,0.0,24.65,0.0,26.4,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.42913472231320804
