,Portfolio_STD,PNL_on_current_position_Closure,Cummulative_PNL,Portfolio_Max,Portfolio_Min
2013-11-01,0.05304859268942046,0.15049120911030084,1.8147619462991202,0.15290102548475848,-0.13607913321130163
2013-12-02,0.0548512999928235,0.20172549155553124,1.965253155409421,0.20172549155553124,-0.13607913321130163
2014-05-09,0.039262917774193905,0.033440726639970206,2.166978646964952,0.033440726639970206,-0.07086220785980132
2014-06-01,0.031188506947277716,0.02803213883945959,2.2004193736049222,0.03946678344502295,-0.07086220785980132
2014-07-01,0.030790093391207328,0.04323018943944902,2.2284515124443818,0.04323018943944902,-0.07086220785980132
2014-08-01,0.03150144480271789,0.09108038566943213,2.2716817018838307,0.09108038566943213,-0.07086220785980132
2014-09-01,0.03436695895179989,0.061333641632293684,2.362762087553263,0.09108038566943213,-0.07798779548556292
2014-10-01,0.032998284774775705,0.0409680148083303,2.4240957291855567,0.09108038566943213,-0.07798779548556292
2014-11-02,0.030423039348761734,0.054353726516298106,2.465063743993887,0.09108038566943213,-0.07798779548556292
2014-12-02,0.03058753669536052,0.13008918523869425,2.5194174705101853,0.13008918523869425,-0.07798779548556292
2015-06-01,0.08454968570530426,0.07214075754585902,2.6495066557488793,0.07214075754585902,-0.39097461848649967
2015-07-07,0.1216418890464567,0.015724540404575157,2.7216474132947384,0.1622828149184887,-0.39097461848649967
2015-08-01,0.11365975281369324,0.02296463205570351,2.7373719536993133,0.1622828149184887,-0.39097461848649967
2015-09-01,0.11039527855697402,0.09652265622445173,2.7603365857550166,0.1622828149184887,-0.39097461848649967
2015-10-04,0.09810958100047365,0.034753107670904226,2.8568592419794685,0.1622828149184887,-0.39097461848649967
2015-11-06,0.09084472874326942,0.016215771445471983,2.891612349650373,0.1622828149184887,-0.39097461848649967
2015-12-01,0.08860721214355127,0.0778194897550616,2.9078281210958448,0.1622828149184887,-0.39097461848649967
2016-06-04,0.21013135989708373,0.19582782126124573,3.6704440902631807,0.6847964794122741,-0.23990159717461843
2016-07-01,0.3173734665538478,0.14156430360364564,3.8662719115244264,0.8316144573975184,-0.23990159717461843
2016-08-01,0.28187895921133593,0.10869272517511132,4.007836215128072,0.8316144573975184,-0.23990159717461843
2016-09-02,0.25333498782170827,0.11590064221343607,4.1165289403031835,0.8316144573975184,-0.23990159717461843
2016-10-02,0.23541837133551755,0.25339384295487116,4.23242958251662,0.8316144573975184,-0.23990159717461843
2016-11-01,0.22391546921971567,0.4294465586655347,4.485823425471491,0.8316144573975184,-0.23990159717461843
2016-12-01,0.21327479008251052,0.219197229657294,4.9152699841370255,0.8316144573975184,-0.23990159717461843
2017-06-01,0.06214518493903698,0.06499858481869873,5.226026958354,0.2138461253875117,0.0021739711015824276
2017-07-02,0.05220747287535249,0.10523545738650994,5.291025543172698,0.2138461253875117,-0.026766129806309824
2017-08-02,0.04683957743657127,0.06164794536742567,5.396261000559208,0.2138461253875117,-0.03364374986480393
2017-09-01,0.04324666927228305,0.09099253840289627,5.457908945926634,0.2138461253875117,-0.044879760087967346
2017-10-01,0.04082373748941019,0.03025525538924502,5.54890148432953,0.2138461253875117,-0.044879760087967346
2017-11-01,0.03829698757734615,0.011065559012104681,5.579156739718775,0.2138461253875117,-0.044879760087967346
2017-12-01,0.03888390323419015,0.020832945715130807,5.59022229873088,0.2138461253875117,-0.07311155774713113
2018-08-01,0.018740181411355538,0.0038362644238656113,5.6110552444460104,0.0038362644238656113,-0.10663360066303362
2018-09-01,0.03813237415347314,0.17229213847883412,5.614891508869876,0.17229213847883412,-0.10663360066303362
2018-10-08,0.05328396421956105,0.05721537733243071,5.78718364734871,0.17229213847883412,-0.13188338151685852
2018-11-01,0.06280416141052166,0.12457582918003965,5.844399024681141,0.17229213847883412,-0.13188338151685852
2018-12-01,0.060973984226043276,0.043183768073114255,5.96897485386118,0.17229213847883412,-0.13188338151685852
2019-05-07,0.08430876725059655,0.03724808940097192,6.012158621934295,0.03724808940097192,-0.08198251267177836
2019-06-02,0.07182361005545729,0.03675454920955788,6.0494067113352665,0.12289963884766446,-0.1793782335513659
2019-07-01,0.06405757216712492,0.07247511305004482,6.0861612605448245,0.12344662688048764,-0.1793782335513659
2019-08-01,0.06313873678351326,0.1257719443531538,6.158636373594869,0.1309945831203093,-0.1793782335513659
2019-09-01,0.06476644981530756,0.2642243121410924,6.2844083179480235,0.2642243121410924,-0.1793782335513659
2019-10-25,0.07995724104794825,0.016788037993550955,6.548632630089116,0.2642243121410924,-0.1793782335513659
2019-11-01,0.07899278050878389,0.12000337983079253,6.565420668082666,0.2642243121410924,-0.1793782335513659
2019-12-02,0.07989683606985348,0.12144397883000765,6.685424047913458,0.2642243121410924,-0.1793782335513659
2020-05-06,0.011953103193770473,0.01506280540665873,6.806868026743466,0.01506280540665873,-0.012474049406990838
2020-06-01,0.011937009171882361,0.011830947822919621,6.821930832150125,0.03134946810460142,-0.012474049406990838
2020-07-01,0.022669057131444043,0.014343176353659635,6.833761779973044,0.03134946810460142,-0.07414162173097368
2020-08-01,0.02078121910624716,0.03712590178517072,6.848104956326704,0.03712590178517072,-0.07414162173097368
2020-10-02,0.025221386253650654,0.004750420971497374,6.885230858111875,0.0371417897998903,-0.08570329805910165
2020-11-02,0.025736570050196653,0.0515784280717652,6.889981279083372,0.0515784280717652,-0.08570329805910165
2020-12-02,0.024912483546140597,0.03448124541158831,6.941559707155137,0.0515784280717652,-0.08570329805910165
