,Portfolio_STD,PNL_on_current_position_Closure,Cummulative_PNL,Portfolio_Max,Portfolio_Min
2011-06-04,0.06393789833727094,0.10839657719331346,0.0,0.10839657719331346,-0.07812081368880872
2011-07-02,0.08583044833535,0.11217219838499978,0.10839657719331346,0.11217219838499978,-0.1775471641155633
2011-08-02,0.08914588921789492,0.2864854147922156,0.22056877557831323,0.2864854147922156,-0.1775471641155633
2011-09-02,0.12302167232601542,0.12765706848300193,0.5070541903705288,0.3583992843010674,-0.1775471641155633
2011-10-01,0.11419663050162221,0.2089149444849075,0.6347112588535307,0.3583992843010674,-0.1775471641155633
2016-06-04,0.21013135989708373,0.19582782126124573,1.5284226827507124,0.6847964794122741,-0.23990159717461843
2016-07-01,0.3173734665538478,0.14156430360364564,1.724250504011958,0.8316144573975184,-0.23990159717461843
2016-08-01,0.28187895921133593,0.10869272517511132,1.8658148076156036,0.8316144573975184,-0.23990159717461843
2016-09-02,0.25333498782170827,0.11590064221343607,1.974507532790715,0.8316144573975184,-0.23990159717461843
2016-10-02,0.23541837133551755,0.25339384295487116,2.0904081750041508,0.8316144573975184,-0.23990159717461843
2016-11-01,0.22391546921971567,0.4294465586655347,2.343802017959022,0.8316144573975184,-0.23990159717461843
2016-12-01,0.21327479008251052,0.219197229657294,2.7732485766245567,0.8316144573975184,-0.23990159717461843
2017-05-09,0.07233592468757151,0.19385819029964257,2.9924458062818506,0.19385819029964257,0.09155974455968016
2017-06-04,0.0728509640701685,0.10147888975076598,3.1863039965814934,0.19385819029964257,-0.03397250324511319
2017-07-02,0.08372497660655258,0.10523545738650994,3.2877828863322596,0.19385819029964257,-0.13153072957597478
2019-08-13,0.10086795446442583,0.12337257106177942,3.3930183437187695,0.12337257106177942,-0.26938885694366976
2019-09-01,0.12087762343150289,0.2642243121410924,3.516390914780549,0.2642243121410924,-0.26938885694366976
