,Portfolio_STD,PNL_on_current_position_Closure,Cummulative_PNL,Portfolio_Max,Portfolio_Min
2015-07-09,0.05465253039483709,0.04393491906887378,1.2761891474372613,0.07249341054431996,-0.1637930329407144
2015-08-07,0.055599792857247005,0.0371590486570999,1.3133481960943612,0.07249341054431996,-0.1637930329407144
2015-09-06,0.05913829227726428,0.08106817935412836,1.3944163754484895,0.08106817935412836,-0.1637930329407144
2015-10-06,0.05856265841551829,0.0013988049206263113,1.395815180369116,0.08106817935412836,-0.1637930329407144
2015-11-05,0.05812633268289316,0.011090871479431039,1.406906051848547,0.08106817935412836,-0.1637930329407144
2015-12-05,0.057919410434278014,0.006225987861706046,1.4131320397102531,0.08106817935412836,-0.1637930329407144
2015-12-10,0.05739158721779306,0.021359614265943513,1.4344916539761967,0.08106817935412836,-0.1637930329407144
2016-02-03,0.16565507701967147,0.19289444187044508,1.8832110608310422,0.2558249649844004,-0.05733982723003647
2016-03-08,0.13684163073378267,0.05306178921881105,1.9362728500498532,0.2558249649844004,-0.05733982723003647
2016-04-20,0.17218492374900485,0.0067151142084492235,1.9429879642583023,0.2558249649844004,-0.3799996711496243
2016-05-20,0.16275050864798382,0.0034852003562308737,1.9464731646145332,0.2558249649844004,-0.3799996711496243
2016-06-24,0.1453043191197931,0.0667572686156055,2.013230433230139,0.2558249649844004,-0.3799996711496243
2016-07-22,0.14236799840236336,0.0002810877393564391,2.0135115209694954,0.2558249649844004,-0.3799996711496243
2016-08-25,0.13213895861097086,0.009528536575852065,2.0230400575453475,0.2558249649844004,-0.3799996711496243
2016-09-28,0.12369297909455917,0.005455605151275513,2.028495662696623,0.2558249649844004,-0.3799996711496243
2016-10-28,0.12188127716657249,0.0019833432712001663,2.030479005967823,0.2558249649844004,-0.3799996711496243
2016-11-30,0.1169713675438169,0.02567509950732819,2.056154105475151,0.2558249649844004,-0.3799996711496243
2016-12-28,0.11546528351743796,0.005734460343344344,2.0618885658184953,0.2558249649844004,-0.3799996711496243
2017-01-06,0.05560678207666657,0.06586294302978096,2.1277515088482764,0.06586294302978096,-0.012776922342966034
2017-02-13,0.10998285888094508,0.03744075186003913,2.1651922607083156,0.06586294302978096,-0.2604614445503479
2017-04-12,0.09602942587774434,0.04545340786938987,2.2106456685777056,0.06586294302978096,-0.2604614445503479
2017-06-01,0.0936878463197735,0.0023831429079002736,2.213028811485606,0.06586294302978096,-0.2604614445503479
2017-06-28,0.09437855204322342,0.005284471370463159,2.218313282856069,0.06586294302978096,-0.2604614445503479
2017-07-27,0.09514520627565647,0.0013564662805501913,2.219669749136619,0.06586294302978096,-0.2604614445503479
2017-08-31,0.09593693180466173,0.010002973728785537,2.2296727228654047,0.06586294302978096,-0.2604614445503479
2017-10-01,0.09690700301598466,0.04285131712092469,2.2725240399863296,0.06586294302978096,-0.2604614445503479
2017-10-31,0.09703198331497347,0.007557024364646997,2.2800810643509766,0.06586294302978096,-0.2604614445503479
2017-12-01,0.09651614397280635,0.018775305994307212,2.298856370345284,0.06586294302978096,-0.2604614445503479
2017-12-09,0.09491752338425985,0.02888485083575893,2.327741221181043,0.06586294302978096,-0.2604614445503479
2018-01-11,0.02677509718635834,0.010670520254863286,2.3384117414359062,0.010670520254863286,-0.05591076926021742
2018-02-10,0.02664923789370174,0.008821948198482213,2.3472336896343884,0.010670520254863286,-0.05591076926021742
2018-04-01,0.06569269595692984,0.06168929591592763,2.408922985550316,0.06168929591592763,-0.15624150364613415
2018-05-07,0.0653684743128925,0.012218140912063483,2.4211411264623797,0.06168929591592763,-0.15624150364613415
2018-06-06,0.06855885884239277,0.05931812829859364,2.4804592547609734,0.06168929591592763,-0.15624150364613415
2018-07-05,0.0704514660803339,0.04643916843478245,2.526898423195756,0.06168929591592763,-0.15624150364613415
2018-08-08,0.06806368265671824,0.008098559468249354,2.5349969826640053,0.06168929591592763,-0.15624150364613415
2018-09-05,0.06913919641947656,0.054862756257485136,2.5898597389214904,0.06168929591592763,-0.15624150364613415
2018-10-08,0.06945159011893913,0.02613878267429505,2.6159985215957855,0.06168929591592763,-0.15624150364613415
2018-11-10,0.06831455028967257,0.018162776344455442,2.634161297940241,0.06168929591592763,-0.15624150364613415
2018-12-09,0.06745226253914009,0.001048032545206315,2.6352093304854476,0.06168929591592763,-0.15624150364613415
2019-01-04,0.02505659740750872,0.028702967156005704,2.663912297641453,0.028702967156005704,-0.006732412724615659
2019-02-07,0.06987757169631284,0.0027365122890029123,2.666648809930456,0.028702967156005704,-0.1189934350419208
2019-03-07,0.07558475881976826,0.0622189003114946,2.7288677102419507,0.0622189003114946,-0.1189934350419208
2019-04-11,0.05538955218179129,0.0017237236691620833,2.730591433911113,0.0622189003114946,-0.1189934350419208
2019-05-11,0.05670883269175602,0.04731809688502997,2.777909530796143,0.0622189003114946,-0.1189934350419208
2019-06-08,0.056451186859932376,0.037437949897901335,2.815347480694044,0.0622189003114946,-0.1189934350419208
2019-07-10,0.05571887735688603,0.05731584905969039,2.8726633297537347,0.0622189003114946,-0.1189934350419208
2019-08-11,0.06069777088975255,0.10603667743883075,2.9787000071925656,0.10603667743883075,-0.1189934350419208
2019-09-16,0.07386176765467033,0.02383568609727937,3.002535693289845,0.10603667743883075,-0.23779010760591507
2019-10-22,0.0667318191032813,0.002600493037522418,3.0051361863273676,0.10603667743883075,-0.23779010760591507
2019-12-07,0.05805384213670239,0.006591022635507135,3.0117272089628746,0.10603667743883075,-0.23779010760591507
2019-12-09,0.062216103499740556,0.13788539433734898,3.1496126033002234,0.13788539433734898,-0.23779010760591507
2020-02-01,0.08248661949530063,0.1349799676445831,3.3029188425848264,0.1349799676445831,0.018326271640019987
2020-03-01,0.06839992990987201,0.01476945748998186,3.317688300074808,0.1349799676445831,0.01476945748998186
2020-03-31,0.05880632850400831,0.010667942664891957,3.3283562427397,0.1349799676445831,-0.015860286095125437
2020-05-02,0.04878598369919246,0.0008376095920404336,3.329193852331741,0.1349799676445831,-0.015860286095125437
2020-06-05,0.0421685973630935,0.006426170876018156,3.335620023207759,0.1349799676445831,-0.02778631955436789
2020-07-07,0.051100725135562915,0.1215387870318258,3.4571588102395845,0.1349799676445831,-0.02778631955436789
2020-08-06,0.05209384079424412,0.00012122685320363827,3.4572800370927883,0.1349799676445831,-0.07835619661669335
2020-09-06,0.053185679010483745,0.07751328361362435,3.5347933207064126,0.1349799676445831,-0.07835619661669335
2020-11-02,0.04171521987609168,0.004124942601627743,3.5389182633080405,0.1349799676445831,-0.08259606671601558
2020-12-05,0.0424002229829557,0.06166257579196216,3.6005808391000027,0.1349799676445831,-0.08259606671601558
2020-12-08,0.04309492005667927,0.057817688853351284,3.658398527953354,0.1349799676445831,-0.08259606671601558
2020-12-21,0.040398782191537634,-0.024486835547475168,3.6339116924058787,0.1349799676445831,-0.08259606671601558
2020-12-23,0.040031761947004,0.003192683493050876,3.6371043758989297,0.1349799676445831,-0.08259606671601558
2020-12-31,0.038230186899718355,0.005278137283740889,3.6423825131826706,0.1349799676445831,-0.08259606671601558
