Dates,FX_DKK,FX_SEK,FX_CHF,FX_CAD,FX_AUD,FX_JPY,FX_GBP,FX_EUR,FX_NZD,PNL_FX_SEK,PNL_FX_AUD,PNL_FX_GBP,PNL_FX_DKK,PNL_FX_NZD,PNL_FX_EUR,Portfolio_PNL
2020-09-16,0.06271827375859806,0.066133731987576,0.06821704257299377,-0.01221870853090079,0.05004672802003407,0.058366020252584305,-0.00865677029817824,0.058366020252584305,0.009783944791388444,0.12653221319550642,0.013648951334705258,0.0009883584851157166,-0.06653752020807176,-0.01037295533847861,0.0028754967362321685,0.184993759203388
2020-09-17,0.0658668883681699,0.06965485874813926,0.06949023282399414,-0.011296199305808607,0.05100484463651367,0.061074212534236394,-0.008194057257382314,0.061074212534236394,0.013051433280917624,0.13326910749386076,0.01391025287405999,0.0009355297344047743,-0.0698778705662175,-0.013837152336065028,0.0030089202253321457,0.19441458851738325
2020-09-18,0.06461139558725337,0.07053205173059529,0.06585717197022478,-0.01419284183378755,0.04772301775288179,0.06039899308791641,-0.012510714931012079,0.06039899308791641,0.013643587240947164,0.1349474215120471,0.013015219428403208,0.0014283700307413522,-0.06854592420871959,-0.01446495499765568,0.0029756544431915923,0.19128664469377588
2020-09-21,0.058954575976945534,0.060891385648211505,0.06266665237131863,-0.021983677698042214,0.03880547076426888,0.05457129038521358,-0.020252450628155394,0.05457129038521358,0.00018005713294300119,0.11650214737702572,0.010583189010274743,0.002312257427800399,-0.06254463101970424,-0.00019089688650289363,0.0026885432091407935,0.1584207963932493
2020-09-22,0.053265574712722974,0.053811739630512334,0.05690533549889065,-0.021584422973527806,0.031468815171799225,0.04921915377829833,-0.02680624636818818,0.04921915377829833,-0.0052188630830136695,0.10295681653998001,0.008582305853617115,0.003060515658787513,-0.05650919646614941,0.005533047746281616,0.0024248615108092703,0.13246154894872092
2020-09-23,0.049451207261991925,0.043116552464737,0.05239834506474794,-0.027836917319676635,0.01766320925909537,0.0451193929310143,-0.02751307115417745,0.0451193929310143,-0.01562296440991362,0.08249395043588718,0.004817183722692125,0.0031412150710001265,-0.052462552065334164,0.01656349412573467,0.002222880137320375,0.10387892172523785
2020-09-24,0.050089369355163615,0.03320664255482708,0.049349282882358514,-0.025962753999730248,0.014128141385792103,0.0461485524507399,-0.025705463483633673,0.0461485524507399,-0.01821324324581186,0.06353353801421184,0.003853085343507746,0.0029348373669136306,-0.05313957521386455,0.019309712266972347,0.0022735833517459328,0.0871435793015212
2020-09-25,0.04626283874291881,0.029566970125345704,0.04768107157559298,-0.027833411402188757,0.011857671682372173,0.04263587253298806,-0.025783913314966544,0.04263587253298806,-0.01821324324581186,0.056569832897805254,0.003233873424668697,0.00294379412027349,-0.04908002697248554,0.019309712266972347,0.002100525473288365,0.07635229971572031
2020-09-28,0.04946386307070372,0.03961263222580247,0.05120873589048347,-0.026628592125080397,0.017546762850058073,0.04564507208590696,-0.018879786530092812,0.04564507208590696,-0.016991122866954478,0.07578997699649011,0.004785425974824673,0.0021555379860451556,-0.05247597855298195,0.018014018108999365,0.002248778574247505,0.10593699386239148
2020-09-29,0.0558454840024204,0.04775006441386764,0.057036672985765535,-0.027965669274431892,0.025890702886828043,0.05233116843426977,-0.016620163653359277,0.05233116843426977,-0.011803451216054195,0.09135914682162065,0.007061019924862379,0.0018975529215862822,-0.05924621003828557,0.012514039573465967,0.0025781799647252085,0.13240245116710098
2020-09-30,0.05394313777540716,0.04864692540041482,0.05574907986519173,-0.02274408673326178,0.030378781428202384,0.050372721567784606,-0.012188849030021154,0.050372721567784606,-0.007401508289521241,0.09307509119895957,0.008285027327964366,0.0013916220423627367,-0.05722801991701665,0.00784709200241591,0.002481693900602773,0.1370075923713155
2020-01-10,0.057119757851646025,0.05402326948643632,0.05795922812930432,-0.020479835268157887,0.03359017489371485,0.052676279284702976,-0.0144334310733647,0.052676279284702976,-0.004530116420094044,0.10336153195558694,0.009160851879567895,0.0016478898687764542,-0.06059808114238853,0.004802837332555681,0.0025951824110075562,0.14735922338105323
2020-02-10,0.053953196737016484,0.05134947269499257,0.05602961313343924,-0.021941629288091402,0.030249882618140655,0.04995241139229567,-0.011020197034112389,0.04995241139229567,-0.0037766504767545728,0.09824581542956388,0.008249873509618246,0.0012581950162873288,-0.05723869142184679,0.0040040114248089285,0.0024609866374967183,0.1420881658696527
