DATE,PNL_JPY,PNL_CHF,PNL_AUD,PNL_GBP,PNL_NZD,PNL_DKK,Portfolio_PNL
2014-01-04,0.0012541943793163558,-0.0008299305229052189,0.00028433081284644,0.00043963386609007773,1.7488377240267041e-06,0.002785733822434238,0.003935711195505919
2014-01-05,0.0011110739726681426,-0.0015195540589931006,0.0006674898297727021,0.0005747706991819262,-1.558654746016427e-05,0.005473978635118441,0.006292172530287948
2014-01-07,0.002942141660120452,-0.0013980395273912294,0.0009090034717853399,0.0006162625179577939,-1.9389421488778555e-05,0.004237208554345814,0.007287187255329392
2014-01-08,0.001848268904045951,-0.0019510503267095825,0.00046067315998951847,0.0006369948123108476,-1.761970212028614e-05,0.004674492045865926,0.005651758893382375
2014-01-09,0.0011025486452680706,-0.0021820374202512877,0.00016609589159845053,0.0004608281172647388,-1.381210324197209e-05,0.005992968269724432,0.0055265914003624315
2014-01-10,0.0012169903757338419,-0.0017211279234585755,0.00015719552731337222,0.0003361274586312973,-1.1912708925060786e-05,0.004963545542092517,0.004940818271387392
2014-01-12,0.0030487568106340956,-0.0012139847056298826,0.0012162446138574712,0.0003257151865414902,-2.1534220125196422e-05,0.003074441356557566,0.006429639041835543
2014-01-13,0.006446823769464012,-0.0008372289395712387,0.0018638728118867398,0.0007110327537930215,-3.6119722433974484e-05,0.0030505252991739596,0.01119890597231252
2014-01-14,0.0028933191517208794,-0.0012265325486531071,0.000895151361140312,0.0004936646332393002,-3.708246728732713e-05,0.002787434209222282,0.0058059543393823385
2014-01-15,0.0019145908962858067,-0.001913481644434822,0.00032128856204168986,0.0007533295479234549,-2.8412679539611652e-05,0.005124777257772135,0.006172091940048653
2014-01-16,0.00251713383093925,-0.0014843167829209185,-0.0007574798689404315,0.0008257381381799517,-3.169810612830411e-05,0.004680436142109775,0.005749813353239323
2014-01-17,0.0026033846205174246,-0.002070054722226322,-0.0012073145015495707,0.0005570998155201583,-1.208318663426064e-05,0.007230066218014551,0.007101098243641981
2014-01-20,0.003006004055891648,-0.00205906742272816,-0.0008648638414710183,0.0005363470919067788,-2.577351519580092e-05,0.0068352407959932915,0.007427887164396739
2014-01-21,0.0026604379244852755,-0.0020700559296218724,-0.0009265405662221466,0.0003495112110562728,-2.399657609131197e-05,0.006574419380355577,0.0065637754439617935
2014-01-22,0.0020276289195809575,-0.0022348654220942384,-0.0004070143270681033,-2.52688208228026e-05,-2.24946378432936e-05,0.007025199271475462,0.006363184983227982
2014-01-23,0.005644270093367584,-0.0006662669116968984,-0.001362978212722467,-0.00025566773925489233,-2.1130487411283436e-05,0.0022850578857534537,0.005623284628035497
2014-01-24,0.008404376103392905,-0.0003542339732686385,-0.002344960359781554,0.00033294868967424275,-3.547556668629709e-06,0.0028601388961588714,0.008894721799507198
2014-01-27,0.007700611474912407,-0.0005442755625874439,-0.0017024602414367437,-5.2368877577288525e-05,-7.3235663004589205e-06,0.002987766018426534,0.008381949245437005
2014-01-28,0.006559670386640858,-0.0006558526801200717,-0.0012480539823584624,-3.1413100780950695e-05,-1.2324796060232011e-05,0.003067509582919588,0.00767953541024073
2014-01-29,0.0084540345567439,-0.000343784963165453,-0.0017045346094002412,3.143338500248408e-05,-3.512005745582391e-06,0.0033704796105069362,0.009804115973942044
2014-01-30,0.007192876394080022,-0.001282918982569569,-0.0010753567122149272,0.0003244255474977652,6.197733307692204e-06,0.006828308899886423,0.011993532879987407
2014-01-31,0.009178917258204702,-0.0016927362478676895,-0.0015150523974797963,0.0005014925339296826,2.2419549446502022e-05,0.008970439412131754,0.015465480108365157
2014-02-01,0.012295435645121387,-0.001075003968437627,-0.001550074056789134,0.001020822363297978,2.268505523528284e-05,0.0077748345285695,0.018488699566997387
2014-02-04,0.010334592531291223,-0.0013857900219970416,0.00038419517701296705,0.0009487089327930748,-8.772293430503438e-06,0.00801145927988909,0.01828439360555881
2014-02-05,0.010895412182206628,-0.001363659798973314,0.00021462035890194926,0.0010105910748507952,-3.2239949766703465e-06,0.007514817348299059,0.018268557170308446
2014-02-06,0.008943653309514967,-0.0010869707764698808,0.0007581230905529476,0.0009590730815036502,-9.832554674468957e-06,0.005707500756808762,0.015271546907235978
2014-02-07,0.008385415043732558,-0.0007651209463644946,0.0007581230905529476,0.000608464842660459,-1.91760962531386e-05,0.004280978121501863,0.013248684055830195
2014-02-09,0.008502720614178696,-0.0006203775585985888,0.0006506202135671824,0.0006395734921144029,-1.3728547369108787e-05,0.0039311257612913994,0.01308993397518398
2014-02-10,0.007417219649246927,-0.0007876312596457641,0.0016350049640346015,0.00046337789833223467,-2.445187507055869e-05,0.004145980620107927,0.012849499997005366
2014-02-12,0.007709540604538767,-0.0010436586995715244,0.0015084740260012492,-8.747394459754251e-05,-2.4178613578394135e-05,0.005585593169135257,0.013648296541927812
2014-02-13,0.00876292243141641,-0.0002442283512751123,0.0009759103888976852,-0.0003286253455171953,-2.8276853830327416e-05,0.002803063255057457,0.011940765524748919
