DATE,FX_JPY,FX_GBP,FX_CAD,FX_AUD,FX_NZD,FX_CHF,FX_DKK,FX_NOK,FX_SEK,PNL_FX_NZD,PNL_FX_CHF,PNL_FX_GBP,PNL_FX_SEK,PNL_FX_CAD,PNL_FX_AUD,PNL_Portfolio
2011-01-03,0.0036701737215563135,-0.006195786864931829,0.004528074059166887,0.011591255719369586,0.008894044856921912,0.016284551103492584,0.003907650390764905,0.006074437599739246,0.003417706405587806,0.009735920938480308,0.01782598408404205,-0.0026884585771441267,-0.00032491514438855905,-0.007192280324374726,-0.010893301996334205,0.03614729447986528
2011-01-04,0.018419076695715075,-0.0016758367402436303,0.0018234762428792628,0.017219962122023036,0.02138925374921774,0.03452195359136945,0.015817088665235568,0.012845599613008574,0.009396913045184307,0.023413878250614917,0.03778966895426466,-0.0007271744100336824,-0.0008933474665614757,-0.0028963643554094764,-0.016183082515138832,0.11308513337253401
2011-01-06,0.019380037656675952,0.0011170259440078656,0.0028278956884397743,0.022317413396385932,0.022070658958182054,0.034107832046696096,0.026880558042187586,0.02258673941107059,0.024256083592977706,0.024159782656120826,0.03733634825679558,0.0004846967859817598,-0.0023059818391737603,-0.004491759245450958,-0.020973596803460795,0.14204070290374465
2011-01-07,0.017219951253219956,-0.0036795081732751145,-0.00028268026981825845,0.0208257666183429,0.017833691416379804,0.03597215105239271,0.034192948967143755,0.02773748685666888,0.03494955678645084,0.01952176006128424,0.03937713652979854,-0.001596601936729507,-0.0033225909256043252,0.0004490023166884485,-0.01957176776798116,0.16770908194011241
2011-01-08,0.011928309641674462,-0.005389707178250269,-0.00038333452246053223,0.02112454164075106,0.012894856981306546,0.036282292683737616,0.030658584199909522,0.025050122476765746,0.026387271203955898,0.014115434552289849,0.039716634975228045,-0.0023386867249542862,-0.0025085899769611234,0.0006088790305814329,-0.019852552406578593,0.1481193900139741
2011-01-09,0.018336240967995465,-0.006947096992920843,-0.003302601685738038,0.029686867407377804,0.016865535050946123,0.04258655064157146,0.029145935325702754,0.020916162075754863,0.023072354076884016,0.018461961737621307,0.046617629746520166,-0.00301446497499486,-0.002193446822704892,0.005245770456314227,-0.02789930787682472,0.15293914438584433
2011-01-11,0.015453011751272783,-0.017553866607645574,-0.008148639040609362,0.020210065827911072,0.012530274935339203,0.03529477699465766,0.01699158553117741,0.013471034180894237,0.008032676168143293,0.013716342571955954,0.03863564484879431,-0.007616924899479715,-0.0007636519429321596,0.012943095779000914,-0.0189931406708024,0.1117114385614095
2011-01-12,0.01316385512476681,-0.022125835707440644,-0.004597862942405051,0.019213454307081768,0.002905341775152892,0.03250148090527216,-0.0004066164783413928,0.007731011491718953,0.0012199808585359184,0.0031803502542646256,0.03557794609400803,-0.009600780995361931,-0.00011598136579385369,0.007303131252432711,-0.01805653893133098,0.05933398308540423
2011-01-13,0.013888405299866458,-0.024184752400503662,-0.0028793024895137354,0.02809214544834282,0.009692846595823812,0.03198275489635016,-0.0021646847559727567,0.0025198398295936952,-0.005848210787875674,0.0106103341779657,0.03501011947599097,-0.010494180391396738,0.0005559787843246722,0.004573412530947644,-0.02640061021019274,0.040344753549734935
2011-01-14,0.011595657622781919,-0.025295687172762094,-0.006815118414430499,0.023049131505892384,0.0016487188091081073,0.03333214248198424,0.0049518576108166235,0.005738246375969536,0.002802126365022195,0.0018047801909577069,0.036487234901024575,-0.01097623411310085,-0.00026639306729145075,0.010824964750998525,-0.021661255374371354,0.06303747012200973
2011-01-17,0.010144278812912466,-0.030062131405364623,-0.0024584821429005643,0.0174836375683054,0.0021893428437080864,0.031984573289489227,-0.0019359566680149376,0.00029474615413405125,-0.006935377915608609,0.0023965776175482946,0.03501210999123142,-0.013044476316871431,0.0006593337898056328,0.00390499194871023,-0.016430881056980352,0.03590564083344353
2011-01-18,0.0036035811384937944,-0.031977840217625175,0.0019801338159415316,0.01598453702862923,0.006203237093032499,0.02316165446034235,-0.008206731980206161,-0.0012151280802052966,-0.011085192226453655,0.006790411659933353,0.025354047596779818,-0.013875735348195313,0.001053849103873995,-0.0031451953519164894,-0.015022047079288742,0.003809932754663861
2011-01-19,0.015673807912451432,-0.025899785195232283,0.003587043527702116,0.029997148378844263,0.021810217949494337,0.03625203041593994,-0.008098244655141862,0.007995285185539158,-0.005725326298593014,0.02387468930315125,0.03968350819754286,-0.0112383626442061,0.0005442963789802252,-0.005697570810428476,-0.028190905647396892,0.0493993994253871
2011-01-20,0.010373241715607495,-0.03225908567217983,-0.0006243271731902755,0.027233354084105432,0.01900930954676905,0.02694874325447616,-0.018746928485052217,-0.0014375526684050621,-0.016688262563385514,0.020808657682719767,0.029499607651831294,-0.013997772592384569,0.0015865228304898886,0.0009916657689417476,-0.025593529949954077,0.0033711509292774153
2011-01-21,0.009888804268592954,-0.03145908567217992,-0.00022154799687368332,0.019611855519322652,0.013695409903559552,0.01724507046649626,-0.019989550417329305,-0.006834874634130461,-0.017250077377075623,0.014991764735407686,0.018877422515995234,-0.013650638820903756,0.0016399335450589649,0.0003519013333258952,-0.018430950886835804,-0.023049999539990908
2011-01-24,0.0064960985858109055,-0.020747654816864136,0.003100042340318021,0.020310040239051586,0.00652148026912458,0.010080388135867202,-0.023173156674762163,-0.010896191883495221,-0.02553010958564128,0.007138778511178993,0.011034558909787566,-0.009002764582451105,0.0024271011777700397,-0.004924030225137298,-0.019087095241284303,-0.06193252145816758
2011-01-25,0.005523454208911205,-0.028182011033251464,0.00029105357627301487,0.017718592018180268,0.0012174599754818383,0.009443648244112923,-0.025540954622670586,-0.011399419481190831,-0.03530399278926888,0.001332700054669785,0.010337547668645522,-0.012228659722359404,0.0033562865130438557,-0.0004623022686056627,-0.016651688003167606,-0.07711683440679089
2011-01-26,0.0146508729748841,-0.02770392338384886,-0.00031256815410929395,0.02511341564164382,0.001990257502529569,0.013372712702008238,-0.026957645820786524,-0.004472215883906117,-0.03994522550067703,0.0021786476236135403,0.014638522257782073,-0.01202120926131498,0.0037975200824641414,0.0004964754894578783,-0.023601241087861,-0.07251365939921978
2011-01-27,0.005003019622255134,-0.023403190666423046,0.007639918256198919,0.02303028896770276,0.00021419572646785845,0.009670576040277656,-0.017874274102684273,-0.0012824507195901003,-0.02530380052632275,0.00023447067018426813,0.010585955577279349,-0.010155047300901091,0.002405586386281602,-0.012135056325470222,-0.021643547417283148,-0.06549758771822871
2011-01-28,0.004028835501456274,-0.03291944760536025,0.007340307749856945,0.01965056729772252,0.0010651278839677314,0.011900112084443637,-0.02397272575328324,-0.008638551298797092,-0.03765061425181293,0.001165948793209657,0.013026530929066414,-0.0142843150028937,0.003579375556058555,-0.011659162441761128,-0.018467331681387703,-0.08500073306715752
2011-01-31,-0.0043816959466179695,-0.04092585272945959,-0.0030493026397533374,0.006085835600136313,-0.009755709958048087,0.0027899425929183153,-0.03365417484759925,-0.02160712544822141,-0.049779534436693584,-0.010679147944299054,0.0030540278292403434,-0.017758432011308962,0.004732449982435452,0.004843436545513784,-0.005719384223535382,-0.12377794196154975
2011-02-02,-0.0019231833467409087,-0.04399284223712707,-0.005774923475610483,0.007096957945940119,0.0007146760397640506,0.00781453100429319,-0.03239274312259133,-0.019502083873650267,-0.0420548594382637,0.0007823245251966347,0.008554224456141575,-0.019089251554919976,0.00399807915164495,0.009172744956394313,-0.006669623035856379,-0.08938665693161099
2011-02-03,-0.0009421900910696612,-0.04059258316976966,-0.0025357292251803054,0.0019454427944249897,0.000560020920679638,0.013664972446692847,-0.01940524891230877,-0.014530617291008574,-0.03322088212304486,0.0006130303473102641,0.01495844618592994,-0.017613820612340302,0.003158248963128237,0.0040276892948084425,-0.001828300262658369,-0.05017648196349114
