,Portfolio_STD,PNL_on_current_position_Closure,Cummulative_PNL,Portfolio_Max,Portfolio_Min
2011-06-01,0.05937184726599731,0.07970057520497338,0.0,0.10619837944182135,-0.07812081368880872
2011-07-01,0.05328860660577268,0.08702175568843981,0.07970057520497338,0.11429311894419354,-0.07812081368880872
2011-08-02,0.06535844398837433,0.2864854147922156,0.1667223308934132,0.2864854147922156,-0.07812081368880872
2011-09-02,0.08987201606144529,0.12765706848300193,0.4532077456856288,0.3583992843010674,-0.07812081368880872
2011-10-01,0.08354223607052438,0.2089149444849075,0.5808648141686308,0.3583992843010674,-0.07812081368880872
2011-11-01,0.09354332475879525,0.053040306945478816,0.7897797586535382,0.38753413514375573,-0.07812081368880872
2011-12-01,0.08966183461259256,0.17893413419587376,0.842820065599017,0.38753413514375573,-0.07812081368880872
2012-05-10,0.03979410917253514,0.052990098793299904,1.0217541997948907,0.052990098793299904,-0.021395658371972943
2012-06-03,0.026836047446161696,0.08365738236193454,1.0747442985881905,0.08365738236193454,-0.040098778270981086
2012-07-05,0.028850772302514528,0.05561586888683113,1.1584016809501252,0.0900418882522136,-0.040098778270981086
2012-08-02,0.044819942342515504,0.10546692083659251,1.2140175498369563,0.10546692083659251,-0.07301538321519806
2012-09-02,0.053607336194462014,0.05454799696938888,1.319484470673549,0.1732741157785785,-0.07301538321519806
2012-10-04,0.051322663524746286,0.07675032114432205,1.3740324676429378,0.1732741157785785,-0.07301538321519806
2012-11-05,0.04978153711350243,0.05658883432301302,1.45078278878726,0.1732741157785785,-0.11107916391447178
2012-12-26,0.047841929862937775,0.05304533769565985,1.507371623110273,0.1732741157785785,-0.11107916391447178
2015-06-01,0.08454968570530426,0.07214075754585902,1.5604169608059328,0.07214075754585902,-0.39097461848649967
2015-07-09,0.12257901660121372,0.10785414339171505,1.6325577183517919,0.1622828149184887,-0.39097461848649967
2015-08-07,0.11711573632189254,0.055012448674447066,1.740411861743507,0.1622828149184887,-0.39097461848649967
2015-09-01,0.11172119242492934,0.09652265622445173,1.795424310417954,0.1622828149184887,-0.39097461848649967
2015-12-01,0.0879347002077995,0.07093374635796104,1.8919469666424056,0.1622828149184887,-0.39097461848649967
2016-06-04,0.21013135989708373,0.19582782126124573,2.6476771924126408,0.6847964794122741,-0.23990159717461843
2016-07-01,0.3173734665538478,0.14156430360364564,2.8435050136738864,0.8316144573975184,-0.23990159717461843
2016-08-01,0.28187895921133593,0.10869272517511132,2.985069317277532,0.8316144573975184,-0.23990159717461843
2016-09-02,0.25333498782170827,0.11590064221343607,3.0937620424526435,0.8316144573975184,-0.23990159717461843
2016-10-02,0.23541837133551755,0.25339384295487116,3.2096626846660796,0.8316144573975184,-0.23990159717461843
2016-11-01,0.22391546921971567,0.4294465586655347,3.463056527620951,0.8316144573975184,-0.23990159717461843
2016-12-01,0.21327479008251052,0.219197229657294,3.8925030862864856,0.8316144573975184,-0.23990159717461843
2017-06-01,0.06214518493903698,0.06499858481869873,4.203260060503459,0.2138461253875117,0.0021739711015824276
2017-07-02,0.05220747287535249,0.10523545738650994,4.268258645322158,0.2138461253875117,-0.026766129806309824
2017-08-02,0.04683957743657127,0.06164794536742567,4.373494102708667,0.2138461253875117,-0.03364374986480393
2017-09-01,0.04324666927228305,0.09099253840289627,4.435142048076093,0.2138461253875117,-0.044879760087967346
2017-10-04,0.0403706403282703,0.05799036853926147,4.52613458647899,0.2138461253875117,-0.044879760087967346
2017-11-04,0.04163191240429682,0.06067723730328077,4.584124955018251,0.2138461253875117,-0.05045979721130092
2017-12-04,0.04430374024469238,0.09220332265751774,4.644802192321532,0.2138461253875117,-0.0899663287876759
2019-06-09,0.08867270898818849,0.061810842529483115,4.73700551497905,0.061810842529483115,-0.2588884381373772
2019-07-01,0.08524925756928364,0.07247511305004482,4.798816357508533,0.07247511305004482,-0.31311404413073046
2019-08-01,0.09651702826571258,0.1257719443531538,4.871291470558578,0.1309945831203093,-0.31311404413073046
2019-09-01,0.09577264252310504,0.2642243121410924,4.997063414911732,0.2642243121410924,-0.31311404413073046
