DATE,PNL_FX_NZD,PNL_FX_CHF,PNL_FX_GBP,PNL_FX_SEK,PNL_FX_CAD,PNL_FX_AUD,PNL_Portfolio
2011-01-04,1.5378781569208695,1.2259278590701195,-0.3165512645716266,-0.1663198223356909,0.9487291755461369,-0.45635957370564534,2.7733045309241633
2011-01-06,0.034872857849619285,-0.013131374395405246,-0.7231439476850605,-0.15032962057004728,-0.8749194820999467,-0.27819540219517996,-2.0048469690960204
2011-01-07,-0.21014427360888444,0.05983342096351849,-1.863250118653118,-0.041911509850043556,1.747151276596541,0.06281323962510121,-0.24550796492688554
2011-01-08,-0.3031523526323223,0.009437813294374191,0.20168042936136565,0.023290737379501537,-0.5655743642659345,-0.013482559549578556,-0.6478002964125941
2011-01-09,0.33707447795912304,0.19020283066029245,0.1253831103789131,0.011942999024809584,-12.096200978637931,-0.3809197665488392,-11.812517327163633
2011-01-11,-0.2813796983807597,-0.18742971143415704,0.6625011755521486,0.061970047573309005,-2.330685336935069,0.3000036037419345,-1.775019919882594
2011-01-12,-0.8408428683377579,-0.08663317961320745,0.11301533389903673,0.0806294892985847,0.6921357662869848,0.04634332947980415,0.004647871013445014
2011-01-13,2.5573528000195695,-0.017470792167041015,0.040378108553629395,0.5507956501259664,0.5936929298847704,-0.43428272425673436,3.29046597216016
2011-01-14,-0.9084590269696303,0.0461847464304013,0.01993213383876003,0.1406193930836143,-2.171203700486037,0.16870747179265247,-2.7042189823102394
2011-01-17,0.3589438194804893,-0.04425532833931827,0.08176264157779531,0.33036584953931974,1.0153855562708602,0.2269228372467693,1.9691253757759157
2011-01-18,2.006919133297199,-0.301960020133376,0.02765136710085509,-0.056884472464070746,2.867699210663688,0.08058014084240495,4.624005359306699
2011-01-19,2.754090708931153,0.6186717199023114,-0.08247501038345847,0.04596697237940316,-1.2889913994516378,-0.8238498584301792,1.2234131329475921
2011-01-20,-0.14057776164967517,-0.28091945275522356,0.10654180825740708,-0.18203791315191734,1.8648328428998442,0.08658742039875485,1.4544269439991901
2011-01-21,-0.306002326544299,-0.39416254166404313,-0.010760806273569623,-0.003200495819514527,1.0247262382425122,0.2630075987334467,0.5736076666745327
2011-01-24,-0.5734027881989596,-0.4547887247804983,-0.14774346231438273,-0.045632701552816,23.813943853761362,-0.0334565158203429,22.55891966109436
2011-01-25,-0.8903007012069969,-0.06914527811305175,0.15548239877628117,-0.036395665759163476,1.4392474252703025,0.11991149251560625,0.7187996714829777
2011-01-26,0.6948463078705743,0.45543570429126656,-0.007361095019076461,-0.012498120879811784,3.2941624368297946,-0.39221813322202825,4.032367099870719
2011-01-27,-0.9768469411411692,-0.30304746469982363,-0.06736092699064582,0.03484605929083934,40.41208820816501,0.07795409826019634,39.1776330328844
2011-01-28,4.3487241243590535,0.2523712487882979,0.17644037348791675,-0.046387860533278265,0.06229044182808636,0.1379147148500701,4.931353042780145
2011-01-31,-11.12082118570052,-0.8380175774027016,0.10553387924557929,-0.03062564713194221,2.2482162260290153,0.6487317778011322,-8.986982527159437
2011-02-02,-1.1748476039963052,1.9714372047877722,0.032517820762548263,0.014752464825166805,-1.4197700006683278,-0.156139415317054,-0.7320495296061997
2011-02-03,-0.23688240330858562,0.8195273300816103,-0.033537977260639625,0.019969872679032004,0.8909305349785562,0.6821687277952005,2.1421760849651736
2011-02-05,8.314528693687079,0.7963231709369379,-0.017249586724737587,0.0027401179101038254,-2.4016865672420358,-0.7357151740049287,5.958940654562419
2011-02-06,0.07005146652499393,0.02427876200519218,0.0,-0.009229101337703329,0.8839803007011737,-0.0824068009575365,0.88667462693612
2011-02-08,-1.4315401598575885,0.37033666674519644,-0.02869561571726513,-0.010060123668637604,2.497050178514511,0.2777145161098956,1.6748054621261117
2011-02-09,-2.4760426722424103,-0.1935424158783548,0.02490205316927584,-0.0004150743434740027,1.3826834097563736,-0.7892908392163315,-2.0517055387549212
2011-02-11,5.6953700684874615,0.4858215233280603,-0.003630740693035993,0.009544410555456339,-11.45601509086784,-1.5175932065081508,-6.786503035698049
2011-02-12,0.44760600380945414,0.12066401180456278,-0.06405346387062577,0.008612384544938614,7.335736099183586,-0.16979683307178764,7.6787682024001285
2011-02-14,0.32089336701101834,-0.08446900805909947,0.02562010314375731,0.0012313137650294258,0.43975523952455386,0.04990670040911179,0.7529377157943713
2011-02-15,0.31322040510770993,-0.08322459006140562,0.0686751612761791,-0.0016626019549515138,0.2499711025590256,-0.42857654093252223,0.11840293599403523
2011-02-16,-0.14234092932385525,-0.23987553877944548,-0.02104106544780658,-0.028565911564575133,-2.075135407385958,0.3104345240747348,-2.1965243284269054
2011-02-17,-0.23978135546654342,-0.3900871997987009,0.05517663336550735,-0.0058890665684507015,-0.11071655396970452,0.5750051271726109,-0.11629241526528122
2011-02-18,-0.19877645889194512,-0.32190493733003916,0.04918945210736373,-0.00446132647935886,0.4315212977694506,0.47460569171959155,0.43017371889506273
2011-02-21,-0.197074547253833,0.19776829288171482,-0.014798813984323466,0.012524060603568447,-0.8982945277672398,-1.8516900976694468,-2.7515656331895597
2011-02-22,1.9410238660310974,-0.6000995841915807,-0.05200806880557398,0.00787937360681315,1.1671763825140742,-1.2521715712014632,1.211800397953367
2011-02-23,0.026821215083599487,-1.000342922287532,0.048395762274185856,-0.02168416085927126,-0.6806194523205624,0.17201711361657301,-1.4554124444930072
2011-02-24,-0.06539083181675848,-13.070241689819614,-0.04373730242791859,-0.002734661970625424,-2.7429518735067258,0.40390746550576045,-15.521148894035884
2011-02-25,-0.17425286089542966,-0.3281529035870833,-0.012105068458618185,0.01232618224753378,-0.7633849413535553,0.9543083311896966,-0.311261260857456
2011-02-28,-0.03890339323150143,-0.1818957243505077,0.09417650849854753,-0.0360782724471858,-0.5781396187045524,-6.445232411240663,-7.186072911475863
2011-03-01,0.2653505503621492,0.15569977141694963,0.0058904523027448795,0.003277379670660584,0.23525072756574447,4.652021157919654,5.317490039237903
2011-03-02,0.16599901671418923,1.3092937824423365,0.030530544170572254,-0.0065828175364792355,-0.14622352698524335,0.7810766793756123,2.134093678180988
2011-03-03,0.07964971016194052,-0.9988249142170855,-0.02453262298503316,0.001137708796346814,-0.08679068978664799,-3.003049485428048,-4.032410293458527
2011-03-05,0.09253403906383349,10.038822794106384,-0.004321095921979896,0.007453313787554092,0.10485640743088259,-0.2597046249270393,9.979640833539634
2011-03-06,0.042503317155423256,-0.29417999025715413,-0.03635358005476766,0.0031356685107089242,-0.008007591458613872,-0.4574482439940148,-0.7503504200984183
