DATE, EUR , JPY , GBP , CAD , AUD , NZD , CHF , DKK , NOK , SEK ,
17/4/13, 0.7673 , 98.1200 , 0.6563 , 1.0266 , 0.9712 , 1.1847 , 0.9328 , 5.7200 , 5.7991 , 6.5166 ,
18/4/13, 0.7662 , 98.1700 , 0.6545 , 1.0264 , 0.9708 , 1.1889 , 0.9326 , 5.7129 , 5.8214 , 6.5386 ,
19/4/13, 0.7662 , 99.5200 , 0.6566 , 1.0266 , 0.9730 , 1.1878 , 0.9334 , 5.7112 , 5.8233 , 6.5430 ,
22/4/13, 0.7653 , 99.2300 , 0.6540 , 1.0256 , 0.9732 , 1.1871 , 0.9341 , 5.7049 , 5.8450 , 6.5297 ,
23/4/13, 0.7695 , 99.4800 , 0.6562 , 1.0257 , 0.9748 , 1.1906 , 0.9454 , 5.7369 , 5.9173 , 6.6486 ,
24/4/13, 0.7683 , 99.5100 , 0.6550 , 1.0256 , 0.9729 , 1.1798 , 0.9470 , 5.7290 , 5.8988 , 6.6188 ,
25/4/13, 0.7686 , 99.2600 , 0.6479 , 1.0198 , 0.9716 , 1.1767 , 0.9448 , 5.7305 , 5.8714 , 6.6028 ,
26/4/13, 0.7675 , 98.0500 , 0.6463 , 1.0167 , 0.9731 , 1.1792 , 0.9429 , 5.7224 , 5.8519 , 6.5732 ,
29/4/13, 0.7634 , 97.7600 , 0.6452 , 1.0112 , 0.9661 , 1.1673 , 0.9366 , 5.6918 , 5.8132 , 6.5395 ,
30/4/13, 0.7594 , 97.4500 , 0.6438 , 1.0073 , 0.9642 , 1.1678 , 0.9293 , 5.6622 , 5.7701 , 6.4832 ,
1/5/13, 0.7587 , 97.3900 , 0.6429 , 1.0083 , 0.9729 , 1.1766 , 0.9273 , 5.6572 , 5.7672 , 6.4675 ,
2/5/13, 0.7654 , 97.9400 , 0.6437 , 1.0105 , 0.9758 , 1.1772 , 0.9349 , 5.7059 , 5.8016 , 6.5417 ,
3/5/13, 0.7625 , 98.9900 , 0.6421 , 1.0080 , 0.9691 , 1.1719 , 0.9354 , 5.6838 , 5.8015 , 6.5062 ,
6/5/13, 0.7648 , 99.3300 , 0.6435 , 1.0068 , 0.9752 , 1.1745 , 0.9383 , 5.6993 , 5.8356 , 6.5481 ,
7/5/13, 0.7646 , 99.0000 , 0.6458 , 1.0042 , 0.9818 , 1.1825 , 0.9403 , 5.6982 , 5.8444 , 6.5342 ,
8/5/13, 0.7603 , 99.0100 , 0.6437 , 1.0027 , 0.9833 , 1.1903 , 0.9355 , 5.6666 , 5.7490 , 6.5079 ,
9/5/13, 0.7667 , 100.5900 , 0.6473 , 1.0068 , 0.9909 , 1.1916 , 0.9481 , 5.7141 , 5.7799 , 6.5568 ,
10/5/13, 0.7699 , 101.6200 , 0.6511 , 1.0100 , 0.9975 , 1.2045 , 0.9568 , 5.7395 , 5.7920 , 6.5994 ,
13/5/13, 0.7707 , 101.8200 , 0.6536 , 1.0106 , 1.0048 , 1.2123 , 0.9576 , 5.7441 , 5.8025 , 6.6123 ,
14/5/13, 0.7740 , 102.4200 , 0.6575 , 1.0180 , 1.0112 , 1.2200 , 0.9671 , 5.7688 , 5.8417 , 6.6680 ,
15/5/13, 0.7760 , 102.2500 , 0.6564 , 1.0157 , 1.0103 , 1.2134 , 0.9648 , 5.7837 , 5.8475 , 6.6722 ,
16/5/13, 0.7763 , 102.2600 , 0.6549 , 1.0195 , 1.0196 , 1.2261 , 0.9648 , 5.7855 , 5.8348 , 6.6719 ,
17/5/13, 0.7789 , 103.2100 , 0.6592 , 1.0281 , 1.0277 , 1.2399 , 0.9727 , 5.8049 , 5.8539 , 6.6912 ,
20/5/13, 0.7763 , 102.2700 , 0.6555 , 1.0241 , 1.0196 , 1.2235 , 0.9673 , 5.7849 , 5.8344 , 6.6542 ,
21/5/13, 0.7748 , 102.5000 , 0.6599 , 1.0267 , 1.0201 , 1.2244 , 0.9701 , 5.7743 , 5.7907 , 6.6153 ,
22/5/13, 0.7777 , 103.1600 , 0.6645 , 1.0367 , 1.0310 , 1.2379 , 0.9783 , 5.7969 , 5.8185 , 6.6423 ,
23/5/13, 0.7732 , 102.0200 , 0.6619 , 1.0305 , 1.0256 , 1.2293 , 0.9688 , 5.7632 , 5.8301 , 6.6467 ,
24/5/13, 0.7733 , 101.3100 , 0.6611 , 1.0318 , 1.0361 , 1.2352 , 0.9615 , 5.7632 , 5.8320 , 6.6456 ,
27/5/13, 0.7733 , 100.9600 , 0.6623 , 1.0341 , 1.0380 , 1.2369 , 0.9631 , 5.7639 , 5.8466 , 6.6434 ,
28/5/13, 0.7778 , 102.3700 , 0.6649 , 1.0398 , 1.0399 , 1.2384 , 0.9769 , 5.7977 , 5.8966 , 6.7225 ,
29/5/13, 0.7727 , 101.1600 , 0.6609 , 1.0351 , 1.0380 , 1.2350 , 0.9616 , 5.7605 , 5.8995 , 6.6494 ,
30/5/13, 0.7663 , 100.7300 , 0.6565 , 1.0297 , 1.0350 , 1.2385 , 0.9531 , 5.7128 , 5.8249 , 6.5616 ,
31/5/13, 0.7693 , 100.4500 , 0.6580 , 1.0375 , 1.0448 , 1.2585 , 0.9551 , 5.7352 , 5.8691 , 6.6202 ,
3/6/13, 0.7648 , 99.5300 , 0.6527 , 1.0278 , 1.0234 , 1.2362 , 0.9472 , 5.7005 , 5.8043 , 6.5396 ,
4/6/13, 0.7645 , 100.0300 , 0.6531 , 1.0342 , 1.0363 , 1.2473 , 0.9468 , 5.6989 , 5.8099 , 6.5623 ,
5/6/13, 0.7638 , 99.0600 , 0.6491 , 1.0345 , 1.0480 , 1.2547 , 0.9421 , 5.6935 , 5.8100 , 6.5891 ,
6/6/13, 0.7549 , 96.9700 , 0.6410 , 1.0264 , 1.0420 , 1.2461 , 0.9292 , 5.6290 , 5.7463 , 6.5440 ,
7/6/13, 0.7565 , 97.5600 , 0.6428 , 1.0197 , 1.0530 , 1.2671 , 0.9360 , 5.6403 , 5.7686 , 6.5588 ,
10/6/13, 0.7543 , 98.7600 , 0.6422 , 1.0194 , 1.0566 , 1.2653 , 0.9337 , 5.6241 , 5.7613 , 6.5769 ,
11/6/13, 0.7511 , 96.0300 , 0.6391 , 1.0189 , 1.0608 , 1.2702 , 0.9247 , 5.6011 , 5.7758 , 6.5499 ,
12/6/13, 0.7498 , 96.0200 , 0.6378 , 1.0212 , 1.0544 , 1.2516 , 0.9210 , 5.5925 , 5.7562 , 6.5149 ,
13/6/13, 0.7477 , 95.3700 , 0.6361 , 1.0159 , 1.0375 , 1.2349 , 0.9219 , 5.5772 , 5.7408 , 6.4759 ,
14/6/13, 0.7492 , 94.3100 , 0.6367 , 1.0170 , 1.0449 , 1.2422 , 0.9211 , 5.5885 , 5.7164 , 6.4357 ,
17/6/13, 0.7481 , 94.5100 , 0.6361 , 1.0186 , 1.0479 , 1.2511 , 0.9226 , 5.5805 , 5.7246 , 6.4627 ,
18/6/13, 0.7467 , 95.3300 , 0.6393 , 1.0212 , 1.0543 , 1.2519 , 0.9202 , 5.5705 , 5.7358 , 6.4418 ,
19/6/13, 0.7522 , 96.4500 , 0.6458 , 1.0273 , 1.0758 , 1.2661 , 0.9282 , 5.6107 , 5.7731 , 6.4555 ,
20/6/13, 0.7564 , 97.2800 , 0.6448 , 1.0387 , 1.0873 , 1.2892 , 0.9276 , 5.6422 , 5.9981 , 6.5712 ,
21/6/13, 0.7621 , 97.9000 , 0.6486 , 1.0457 , 1.0847 , 1.2903 , 0.9345 , 5.6845 , 6.0583 , 6.6712 ,
24/6/13, 0.7622 , 97.7300 , 0.6479 , 1.0501 , 1.0812 , 1.2900 , 0.9333 , 5.6856 , 6.1344 , 6.7642 ,
25/6/13, 0.7647 , 97.8100 , 0.6484 , 1.0515 , 1.0799 , 1.2915 , 0.9383 , 5.7038 , 6.0912 , 6.7148 ,
26/6/13, 0.7685 , 97.7200 , 0.6530 , 1.0470 , 1.0779 , 1.2835 , 0.9431 , 5.7326 , 6.1091 , 6.7535 ,
27/6/13, 0.7670 , 98.3500 , 0.6554 , 1.0477 , 1.0782 , 1.2829 , 0.9453 , 5.7208 , 6.0443 , 6.7367 ,
28/6/13, 0.7686 , 99.1400 , 0.6573 , 1.0519 , 1.0943 , 1.2923 , 0.9450 , 5.7331 , 6.0699 , 6.6999 ,
1/7/13, 0.7655 , 99.6600 , 0.6572 , 1.0497 , 1.0825 , 1.2789 , 0.9452 , 5.7096 , 6.0928 , 6.6686 ,
2/7/13, 0.7705 , 100.6300 , 0.6598 , 1.0544 , 1.0933 , 1.2902 , 0.9506 , 5.7478 , 6.1142 , 6.7251 ,
3/7/13, 0.7687 , 99.9100 , 0.6543 , 1.0505 , 1.1005 , 1.2852 , 0.9466 , 5.7351 , 6.1112 , 6.6885 ,
4/7/13, 0.7744 , 100.0400 , 0.6635 , 1.0515 , 1.0933 , 1.2768 , 0.9566 , 5.7769 , 6.1079 , 6.6722 ,
5/7/13, 0.7795 , 101.2000 , 0.6716 , 1.0582 , 1.1029 , 1.2972 , 0.9640 , 5.8147 , 6.2516 , 6.8044 ,
8/7/13, 0.7770 , 100.9700 , 0.6689 , 1.0558 , 1.0948 , 1.2821 , 0.9636 , 5.7954 , 6.1435 , 6.7777 ,
9/7/13, 0.7824 , 101.1500 , 0.6726 , 1.0527 , 1.0898 , 1.2737 , 0.9727 , 5.8358 , 6.1792 , 6.7929 ,
10/7/13, 0.7705 , 99.6800 , 0.6660 , 1.0465 , 1.0903 , 1.2762 , 0.9582 , 5.7475 , 6.0861 , 6.7093 ,
11/7/13, 0.7635 , 98.9600 , 0.6586 , 1.0366 , 1.0884 , 1.2734 , 0.9470 , 5.6948 , 6.0636 , 6.6573 ,
12/7/13, 0.7653 , 99.2200 , 0.6619 , 1.0395 , 1.1051 , 1.2857 , 0.9465 , 5.7070 , 6.0630 , 6.6663 ,
15/7/13, 0.7656 , 99.8600 , 0.6623 , 1.0427 , 1.0991 , 1.2807 , 0.9484 , 5.7091 , 6.0618 , 6.6774 ,
16/7/13, 0.7598 , 99.1000 , 0.6596 , 1.0369 , 1.0807 , 1.2671 , 0.9390 , 5.6659 , 5.9910 , 6.5817 ,
17/7/13, 0.7619 , 99.5900 , 0.6574 , 1.0405 , 1.0826 , 1.2644 , 0.9410 , 5.6825 , 5.9873 , 6.5666 ,
18/7/13, 0.7628 , 100.4300 , 0.6567 , 1.0378 , 1.0905 , 1.2657 , 0.9447 , 5.6887 , 5.9844 , 6.5726 ,
19/7/13, 0.7609 , 100.6500 , 0.6550 , 1.0368 , 1.0903 , 1.2625 , 0.9411 , 5.6743 , 5.9671 , 6.5352 ,
22/7/13, 0.7584 , 99.6700 , 0.6510 , 1.0334 , 1.0812 , 1.2550 , 0.9364 , 5.6564 , 5.9340 , 6.4881 ,
23/7/13, 0.7563 , 99.4300 , 0.6507 , 1.0287 , 1.0757 , 1.2505 , 0.9349 , 5.6404 , 5.8748 , 6.4463 ,
24/7/13, 0.7575 , 100.2700 , 0.6530 , 1.0316 , 1.0913 , 1.2610 , 0.9374 , 5.6494 , 5.9268 , 6.5057 ,
25/7/13, 0.7532 , 99.2900 , 0.6498 , 1.0280 , 1.0815 , 1.2373 , 0.9298 , 5.6158 , 5.9042 , 6.4824 ,
26/7/13, 0.7531 , 98.2100 , 0.6501 , 1.0278 , 1.0800 , 1.2367 , 0.9284 , 5.6147 , 5.9241 , 6.4843 ,
29/7/13, 0.7540 , 97.9600 , 0.6519 , 1.0265 , 1.0862 , 1.2447 , 0.9311 , 5.6210 , 5.9381 , 6.4772 ,
30/7/13, 0.7540 , 98.0300 , 0.6563 , 1.0305 , 1.1035 , 1.2516 , 0.9297 , 5.6210 , 5.9374 , 6.5576 ,
31/7/13, 0.7518 , 97.8800 , 0.6576 , 1.0277 , 1.1133 , 1.2523 , 0.9262 , 5.6047 , 5.8924 , 6.5158 ,
1/8/13, 0.7572 , 99.5400 , 0.6614 , 1.0346 , 1.1204 , 1.2671 , 0.9369 , 5.6449 , 5.9483 , 6.6093 ,
2/8/13, 0.7532 , 98.9400 , 0.6539 , 1.0392 , 1.1230 , 1.2758 , 0.9291 , 5.6147 , 5.9383 , 6.6052 ,
5/8/13, 0.7543 , 98.3000 , 0.6512 , 1.0360 , 1.1199 , 1.2781 , 0.9274 , 5.6232 , 5.9231 , 6.5821 ,
6/8/13, 0.7516 , 97.7400 , 0.6515 , 1.0377 , 1.1130 , 1.2658 , 0.9259 , 5.6042 , 5.9187 , 6.5520 ,
7/8/13, 0.7499 , 96.3300 , 0.6456 , 1.0423 , 1.1111 , 1.2545 , 0.9216 , 5.5917 , 5.8991 , 6.5110 ,
8/8/13, 0.7473 , 96.6700 , 0.6435 , 1.0328 , 1.0983 , 1.2488 , 0.9202 , 5.5735 , 5.9071 , 6.4911 ,
9/8/13, 0.7495 , 96.2100 , 0.6452 , 1.0289 , 1.0862 , 1.2441 , 0.9224 , 5.5911 , 5.8502 , 6.5015 ,
12/8/13, 0.7519 , 96.9000 , 0.6468 , 1.0307 , 1.0931 , 1.2481 , 0.9258 , 5.6085 , 5.8716 , 6.5306 ,
13/8/13, 0.7540 , 98.2000 , 0.6473 , 1.0343 , 1.0972 , 1.2557 , 0.9329 , 5.6241 , 5.8884 , 6.5344 ,
14/8/13, 0.7544 , 98.1400 , 0.6452 , 1.0342 , 1.0963 , 1.2456 , 0.9355 , 5.6264 , 5.8931 , 6.5135 ,
15/8/13, 0.7492 , 97.3700 , 0.6392 , 1.0306 , 1.0939 , 1.2387 , 0.9261 , 5.5876 , 5.9085 , 6.5074 ,
16/8/13, 0.7502 , 97.5300 , 0.6398 , 1.0336 , 1.0887 , 1.2341 , 0.9265 , 5.5948 , 5.9149 , 6.5137 ,
19/8/13, 0.7499 , 97.5500 , 0.6391 , 1.0345 , 1.0978 , 1.2395 , 0.9241 , 5.5929 , 5.9187 , 6.5091 ,
20/8/13, 0.7453 , 97.2700 , 0.6382 , 1.0392 , 1.1024 , 1.2533 , 0.9173 , 5.5591 , 5.9545 , 6.4859 ,
21/8/13, 0.7488 , 97.6800 , 0.6384 , 1.0474 , 1.1150 , 1.2745 , 0.9223 , 5.5849 , 6.0819 , 6.5709 ,
22/8/13, 0.7487 , 98.7200 , 0.6415 , 1.0516 , 1.1101 , 1.2771 , 0.9233 , 5.5853 , 6.1074 , 6.5198 ,
23/8/13, 0.7472 , 98.7200 , 0.6423 , 1.0496 , 1.1074 , 1.2817 , 0.9222 , 5.5737 , 6.0162 , 6.4799 ,
26/8/13, 0.7481 , 98.5100 , 0.6420 , 1.0501 , 1.1074 , 1.2736 , 0.9231 , 5.5801 , 6.0381 , 6.5110 ,
27/8/13, 0.7467 , 97.0300 , 0.6432 , 1.0474 , 1.1130 , 1.2825 , 0.9175 , 5.5700 , 6.0180 , 6.4871 ,
28/8/13, 0.7496 , 97.6400 , 0.6441 , 1.0487 , 1.1184 , 1.2822 , 0.9222 , 5.5920 , 6.0490 , 6.5060 ,
29/8/13, 0.7552 , 98.3500 , 0.6450 , 1.0532 , 1.1198 , 1.2870 , 0.9309 , 5.6333 , 6.0928 , 6.5892 ,
30/8/13, 0.7563 , 98.1700 , 0.6450 , 1.0537 , 1.1235 , 1.2942 , 0.9298 , 5.6417 , 6.1158 , 6.6188 ,
2/9/13, 0.7580 , 99.3300 , 0.6433 , 1.0544 , 1.1138 , 1.2806 , 0.9344 , 5.6549 , 6.0824 , 6.6060 ,
3/9/13, 0.7593 , 99.5700 , 0.6428 , 1.0535 , 1.1034 , 1.2821 , 0.9366 , 5.6639 , 6.0711 , 6.6200 ,
4/9/13, 0.7572 , 99.7400 , 0.6400 , 1.0496 , 1.0902 , 1.2649 , 0.9353 , 5.6471 , 6.0596 , 6.5915 ,
5/9/13, 0.7622 , 100.1100 , 0.6414 , 1.0505 , 1.0963 , 1.2682 , 0.9449 , 5.6848 , 6.1232 , 6.6786 ,
6/9/13, 0.7588 , 99.1100 , 0.6397 , 1.0405 , 1.0887 , 1.2500 , 0.9379 , 5.6600 , 6.0797 , 6.6291 ,
9/9/13, 0.7544 , 99.5800 , 0.6371 , 1.0369 , 1.0837 , 1.2472 , 0.9324 , 5.6271 , 6.0099 , 6.5599 ,
10/9/13, 0.7537 , 100.3900 , 0.6356 , 1.0349 , 1.0739 , 1.2395 , 0.9348 , 5.6215 , 5.9194 , 6.5438 ,
11/9/13, 0.7513 , 99.8900 , 0.6322 , 1.0319 , 1.0719 , 1.2375 , 0.9304 , 5.6032 , 5.9113 , 6.5222 ,
12/9/13, 0.7519 , 99.5400 , 0.6327 , 1.0323 , 1.0785 , 1.2288 , 0.9306 , 5.6077 , 5.8833 , 6.5205 ,
13/9/13, 0.7522 , 99.3800 , 0.6299 , 1.0351 , 1.0817 , 1.2299 , 0.9297 , 5.6090 , 5.9314 , 6.5587 ,
16/9/13, 0.7500 , 99.0800 , 0.6291 , 1.0324 , 1.0732 , 1.2240 , 0.9273 , 5.5933 , 5.9130 , 6.5149 ,
17/9/13, 0.7486 , 99.1300 , 0.6288 , 1.0296 , 1.0688 , 1.2140 , 0.9260 , 5.5830 , 5.9078 , 6.4662 ,
18/9/13, 0.7396 , 97.9400 , 0.6193 , 1.0220 , 1.0504 , 1.1947 , 0.9120 , 5.5157 , 5.8199 , 6.3702 ,
19/9/13, 0.7391 , 99.4500 , 0.6238 , 1.0265 , 1.0595 , 1.1942 , 0.9106 , 5.5121 , 5.8301 , 6.3390 ,
20/9/13, 0.7394 , 99.3600 , 0.6248 , 1.0304 , 1.0645 , 1.1950 , 0.9103 , 5.5139 , 5.9333 , 6.3652 ,
23/9/13, 0.7411 , 98.8500 , 0.6234 , 1.0284 , 1.0603 , 1.1942 , 0.9109 , 5.5274 , 5.9154 , 6.3868 ,
24/9/13, 0.7422 , 98.7500 , 0.6248 , 1.0300 , 1.0648 , 1.2074 , 0.9128 , 5.5346 , 5.9742 , 6.3999 ,
25/9/13, 0.7393 , 98.4300 , 0.6219 , 1.0314 , 1.0675 , 1.2134 , 0.9092 , 5.5136 , 6.0068 , 6.4171 ,
26/9/13, 0.7413 , 98.9900 , 0.6234 , 1.0310 , 1.0680 , 1.2061 , 0.9103 , 5.5292 , 5.9818 , 6.4143 ,
27/9/13, 0.7395 , 98.2400 , 0.6196 , 1.0306 , 1.0733 , 1.2088 , 0.9059 , 5.5151 , 5.9892 , 6.4373 ,
30/9/13, 0.7393 , 98.2700 , 0.6178 , 1.0309 , 1.0733 , 1.2048 , 0.9049 , 5.5138 , 6.0140 , 6.4295 ,
1/10/13, 0.7393 , 98.0000 , 0.6175 , 1.0322 , 1.0641 , 1.2083 , 0.9055 , 5.5140 , 5.9954 , 6.3604 ,
2/10/13, 0.7364 , 97.3600 , 0.6164 , 1.0337 , 1.0655 , 1.2005 , 0.9027 , 5.4937 , 6.0109 , 6.3805 ,
3/10/13, 0.7343 , 97.2700 , 0.6190 , 1.0333 , 1.0645 , 1.2058 , 0.8994 , 5.4777 , 5.9546 , 6.3458 ,
4/10/13, 0.7376 , 97.4800 , 0.6246 , 1.0294 , 1.0599 , 1.2024 , 0.9072 , 5.5022 , 5.9709 , 6.4277 ,
7/10/13, 0.7363 , 96.7100 , 0.6212 , 1.0313 , 1.0606 , 1.2041 , 0.9029 , 5.4928 , 5.9686 , 6.4148 ,
8/10/13, 0.7368 , 96.8800 , 0.6217 , 1.0368 , 1.0611 , 1.2064 , 0.9039 , 5.4960 , 5.9673 , 6.4335 ,
9/10/13, 0.7394 , 97.3400 , 0.6268 , 1.0394 , 1.0588 , 1.2042 , 0.9100 , 5.5157 , 5.9943 , 6.4651 ,
10/10/13, 0.7396 , 98.1600 , 0.6263 , 1.0398 , 1.0580 , 1.2073 , 0.9115 , 5.5172 , 6.0396 , 6.5042 ,
11/10/13, 0.7383 , 98.5800 , 0.6267 , 1.0349 , 1.0562 , 1.2016 , 0.9119 , 5.5074 , 6.0012 , 6.4761 ,
14/10/13, 0.7374 , 98.5700 , 0.6257 , 1.0354 , 1.0540 , 1.1966 , 0.9103 , 5.5002 , 5.9752 , 6.4637 ,
15/10/13, 0.7394 , 98.1600 , 0.6251 , 1.0383 , 1.0498 , 1.1932 , 0.9126 , 5.5155 , 6.0228 , 6.4999 ,
16/10/13, 0.7389 , 98.7700 , 0.6269 , 1.0328 , 1.0470 , 1.1869 , 0.9134 , 5.5112 , 5.9935 , 6.4823 ,
17/10/13, 0.7313 , 97.9100 , 0.6186 , 1.0289 , 1.0378 , 1.1786 , 0.9024 , 5.4541 , 5.9320 , 6.4019 ,
18/10/13, 0.7306 , 97.7200 , 0.6185 , 1.0286 , 1.0334 , 1.1762 , 0.9017 , 5.4498 , 5.9000 , 6.4193 ,
21/10/13, 0.7309 , 98.1900 , 0.6193 , 1.0304 , 1.0359 , 1.1827 , 0.9020 , 5.4524 , 5.9212 , 6.3945 ,
22/10/13, 0.7256 , 98.1400 , 0.6159 , 1.0286 , 1.0301 , 1.1745 , 0.8947 , 5.4129 , 5.8988 , 6.3675 ,
23/10/13, 0.7259 , 97.3800 , 0.6187 , 1.0382 , 1.0392 , 1.1915 , 0.8923 , 5.4149 , 5.9196 , 6.3765 ,
24/10/13, 0.7246 , 97.2800 , 0.6172 , 1.0422 , 1.0392 , 1.1969 , 0.8923 , 5.4047 , 5.8923 , 6.3526 ,
25/10/13, 0.7245 , 97.4200 , 0.6186 , 1.0448 , 1.0434 , 1.2077 , 0.8926 , 5.4044 , 5.8931 , 6.3182 ,
28/10/13, 0.7254 , 97.6800 , 0.6195 , 1.0445 , 1.0447 , 1.2045 , 0.8958 , 5.4111 , 5.8996 , 6.3450 ,
29/10/13, 0.7275 , 98.1900 , 0.6232 , 1.0469 , 1.0550 , 1.2109 , 0.8989 , 5.4263 , 5.8983 , 6.3834 ,
30/10/13, 0.7280 , 98.5100 , 0.6235 , 1.0479 , 1.0544 , 1.2098 , 0.8992 , 5.4299 , 5.8978 , 6.3915 ,
31/10/13, 0.7362 , 98.3600 , 0.6234 , 1.0431 , 1.0575 , 1.2102 , 0.9069 , 5.4908 , 5.9423 , 6.4824 ,
1/11/13, 0.7415 , 98.6700 , 0.6279 , 1.0420 , 1.0595 , 1.2095 , 0.9123 , 5.5301 , 5.9716 , 6.5395 ,
4/11/13, 0.7400 , 98.6000 , 0.6263 , 1.0425 , 1.0515 , 1.2071 , 0.9099 , 5.5188 , 5.9491 , 6.5115 ,
5/11/13, 0.7422 , 98.5000 , 0.6232 , 1.0456 , 1.0519 , 1.1955 , 0.9136 , 5.5357 , 5.9901 , 6.5258 ,
6/11/13, 0.7400 , 98.6600 , 0.6219 , 1.0418 , 1.0496 , 1.1937 , 0.9122 , 5.5200 , 5.9544 , 6.4970 ,
7/11/13, 0.7452 , 98.0900 , 0.6212 , 1.0462 , 1.0576 , 1.2015 , 0.9158 , 5.5580 , 6.0456 , 6.5327 ,
8/11/13, 0.7481 , 99.0500 , 0.6243 , 1.0479 , 1.0655 , 1.2115 , 0.9215 , 5.5798 , 6.1366 , 6.5939 ,
11/11/13, 0.7459 , 99.1600 , 0.6254 , 1.0476 , 1.0685 , 1.2117 , 0.9194 , 5.5631 , 6.1457 , 6.5607 ,
12/11/13, 0.7443 , 99.6400 , 0.6287 , 1.0495 , 1.0750 , 1.2164 , 0.9175 , 5.5511 , 6.1928 , 6.6530 ,
13/11/13, 0.7415 , 99.2500 , 0.6228 , 1.0457 , 1.0684 , 1.2064 , 0.9135 , 5.5305 , 6.1664 , 6.6448 ,
14/11/13, 0.7429 , 100.0100 , 0.6224 , 1.0464 , 1.0734 , 1.2086 , 0.9164 , 5.5413 , 6.1544 , 6.6483 ,
15/11/13, 0.7410 , 100.1900 , 0.6204 , 1.0439 , 1.0675 , 1.1993 , 0.9148 , 5.5265 , 6.1134 , 6.6337 ,
18/11/13, 0.7404 , 99.9900 , 0.6208 , 1.0429 , 1.0664 , 1.1998 , 0.9129 , 5.5226 , 6.1245 , 6.6135 ,
19/11/13, 0.7387 , 100.1400 , 0.6203 , 1.0469 , 1.0600 , 1.1946 , 0.9110 , 5.5092 , 6.0897 , 6.6100 ,
20/11/13, 0.7441 , 100.0300 , 0.6209 , 1.0453 , 1.0714 , 1.2088 , 0.9162 , 5.5503 , 6.1141 , 6.6441 ,
21/11/13, 0.7417 , 101.1600 , 0.6173 , 1.0517 , 1.0830 , 1.2188 , 0.9128 , 5.5326 , 6.0917 , 6.6350 ,
22/11/13, 0.7376 , 101.2700 , 0.6163 , 1.0514 , 1.0890 , 1.2203 , 0.9067 , 5.5008 , 6.0636 , 6.5792 ,
25/11/13, 0.7398 , 101.6700 , 0.6190 , 1.0543 , 1.0916 , 1.2182 , 0.9118 , 5.5183 , 6.1043 , 6.5698 ,
26/11/13, 0.7368 , 101.2800 , 0.6167 , 1.0541 , 1.0957 , 1.2203 , 0.9066 , 5.4957 , 6.0938 , 6.5757 ,
27/11/13, 0.7364 , 102.1600 , 0.6140 , 1.0595 , 1.1014 , 1.2273 , 0.9076 , 5.4925 , 6.1059 , 6.5786 ,
28/11/13, 0.7350 , 102.3300 , 0.6119 , 1.0581 , 1.0988 , 1.2318 , 0.9056 , 5.4819 , 6.0882 , 6.5440 ,
29/11/13, 0.7358 , 102.4400 , 0.6109 , 1.0614 , 1.0979 , 1.2309 , 0.9062 , 5.4888 , 6.1269 , 6.5479 ,
2/12/13, 0.7384 , 102.9400 , 0.6114 , 1.0644 , 1.0982 , 1.2216 , 0.9087 , 5.5089 , 6.1198 , 6.5656 ,
3/12/13, 0.7359 , 102.5100 , 0.6101 , 1.0649 , 1.0945 , 1.2133 , 0.9044 , 5.4896 , 6.0971 , 6.5151 ,
4/12/13, 0.7357 , 102.3600 , 0.6104 , 1.0684 , 1.1075 , 1.2198 , 0.9024 , 5.4875 , 6.1548 , 6.5000 ,
5/12/13, 0.7317 , 101.7900 , 0.6123 , 1.0654 , 1.1034 , 1.2165 , 0.8967 , 5.4581 , 6.1534 , 6.4892 ,
6/12/13, 0.7296 , 102.9100 , 0.6117 , 1.0640 , 1.0987 , 1.2073 , 0.8919 , 5.4430 , 6.1630 , 6.5057 ,
9/12/13, 0.7279 , 103.2700 , 0.6086 , 1.0627 , 1.0975 , 1.2074 , 0.8905 , 5.4300 , 6.1372 , 6.5302 ,
10/12/13, 0.7267 , 102.8500 , 0.6081 , 1.0603 , 1.0928 , 1.2031 , 0.8875 , 5.4210 , 6.1103 , 6.5373 ,
11/12/13, 0.7254 , 102.4200 , 0.6107 , 1.0590 , 1.1052 , 1.2109 , 0.8865 , 5.4116 , 6.1341 , 6.5478 ,
12/12/13, 0.7271 , 103.3800 , 0.6116 , 1.0640 , 1.1189 , 1.2121 , 0.8892 , 5.4250 , 6.1979 , 6.5978 ,
13/12/13, 0.7277 , 103.2100 , 0.6135 , 1.0585 , 1.1156 , 1.2102 , 0.8895 , 5.4291 , 6.1789 , 6.5754 ,
16/12/13, 0.7267 , 103.0200 , 0.6136 , 1.0596 , 1.1176 , 1.2108 , 0.8873 , 5.4216 , 6.1482 , 6.5770 ,
17/12/13, 0.7263 , 102.6700 , 0.6149 , 1.0607 , 1.1237 , 1.2090 , 0.8849 , 5.4186 , 6.1109 , 6.5540 ,
18/12/13, 0.7307 , 104.2900 , 0.6101 , 1.0703 , 1.1285 , 1.2139 , 0.8939 , 5.4515 , 6.1406 , 6.5620 ,
19/12/13, 0.7320 , 104.2500 , 0.6109 , 1.0664 , 1.1278 , 1.2207 , 0.8980 , 5.4605 , 6.1511 , 6.5918 ,
20/12/13, 0.7314 , 104.1000 , 0.6121 , 1.0635 , 1.1207 , 1.2195 , 0.8962 , 5.4567 , 6.1616 , 6.5878 ,
