DATE, EUR , JPY , GBP , CAD , AUD , NZD , CHF , DKK , NOK , SEK ,
3/1/11, 0.7484 , 81.7400 , 0.6456 , 0.9938 , 0.9835 , 1.2930 , 0.9334 , 5.5788 , 5.8277 , 6.7004 ,
4/1/11, 0.7514 , 82.0400 , 0.6416 , 0.9983 , 0.9949 , 1.3045 , 0.9486 , 5.6006 , 5.8631 , 6.7233 ,
5/1/11, 0.7605 , 83.2500 , 0.6445 , 0.9956 , 1.0005 , 1.3208 , 0.9659 , 5.6673 , 5.9028 , 6.7635 ,
6/1/11, 0.7691 , 83.3300 , 0.6463 , 0.9966 , 1.0056 , 1.3217 , 0.9655 , 5.7300 , 5.9603 , 6.8640 ,
7/1/11, 0.7748 , 83.1500 , 0.6432 , 0.9935 , 1.0041 , 1.3161 , 0.9673 , 5.7719 , 5.9910 , 6.9374 ,
10/1/11, 0.7721 , 82.7100 , 0.6421 , 0.9934 , 1.0044 , 1.3096 , 0.9676 , 5.7515 , 5.9749 , 6.8780 ,
11/1/11, 0.7708 , 83.2400 , 0.6411 , 0.9905 , 1.0130 , 1.3148 , 0.9737 , 5.7428 , 5.9502 , 6.8552 ,
12/1/11, 0.7616 , 83.0000 , 0.6343 , 0.9857 , 1.0034 , 1.3091 , 0.9666 , 5.6730 , 5.9059 , 6.7521 ,
13/1/11, 0.7483 , 82.8100 , 0.6314 , 0.9892 , 1.0024 , 1.2965 , 0.9639 , 5.5743 , 5.8720 , 6.7061 ,
14/1/11, 0.7469 , 82.8700 , 0.6301 , 0.9909 , 1.0113 , 1.3053 , 0.9634 , 5.5645 , 5.8414 , 6.6587 ,
17/1/11, 0.7522 , 82.6800 , 0.6294 , 0.9870 , 1.0062 , 1.2948 , 0.9647 , 5.6041 , 5.8602 , 6.7163 ,
18/1/11, 0.7470 , 82.5600 , 0.6264 , 0.9913 , 1.0006 , 1.2955 , 0.9634 , 5.5655 , 5.8283 , 6.6509 ,
19/1/11, 0.7422 , 82.0200 , 0.6252 , 0.9957 , 0.9991 , 1.3007 , 0.9549 , 5.5306 , 5.8195 , 6.6233 ,
20/1/11, 0.7422 , 83.0100 , 0.6290 , 0.9973 , 1.0131 , 1.3210 , 0.9674 , 5.5312 , 5.8731 , 6.6588 ,
21/1/11, 0.7342 , 82.5700 , 0.6250 , 0.9931 , 1.0103 , 1.3173 , 0.9584 , 5.4723 , 5.8177 , 6.5858 ,
24/1/11, 0.7332 , 82.5300 , 0.6255 , 0.9935 , 1.0026 , 1.3103 , 0.9491 , 5.4655 , 5.7863 , 6.5821 ,
25/1/11, 0.7309 , 82.2500 , 0.6322 , 0.9968 , 1.0033 , 1.3009 , 0.9423 , 5.4481 , 5.7628 , 6.5276 ,
26/1/11, 0.7292 , 82.1700 , 0.6275 , 0.9940 , 1.0007 , 1.2940 , 0.9417 , 5.4352 , 5.7599 , 6.4638 ,
27/1/11, 0.7281 , 82.9200 , 0.6278 , 0.9934 , 1.0081 , 1.2950 , 0.9454 , 5.4275 , 5.7998 , 6.4338 ,
28/1/11, 0.7347 , 82.1200 , 0.6305 , 1.0013 , 1.0060 , 1.2927 , 0.9419 , 5.4768 , 5.8183 , 6.5280 ,
31/1/11, 0.7302 , 82.0400 , 0.6245 , 1.0010 , 1.0026 , 1.2938 , 0.9440 , 5.4434 , 5.7755 , 6.4474 ,
1/2/11, 0.7231 , 81.3500 , 0.6195 , 0.9906 , 0.9890 , 1.2798 , 0.9354 , 5.3907 , 5.7006 , 6.3692 ,
2/2/11, 0.7241 , 81.5500 , 0.6176 , 0.9879 , 0.9900 , 1.2932 , 0.9401 , 5.3975 , 5.7126 , 6.4184 ,
3/2/11, 0.7335 , 81.6300 , 0.6197 , 0.9911 , 0.9849 , 1.2930 , 0.9456 , 5.4676 , 5.7410 , 6.4751 ,
4/2/11, 0.7363 , 82.1800 , 0.6207 , 0.9873 , 0.9864 , 1.2985 , 0.9550 , 5.4891 , 5.7558 , 6.4813 ,
7/2/11, 0.7362 , 82.3300 , 0.6207 , 0.9908 , 0.9867 , 1.2989 , 0.9555 , 5.4881 , 5.7812 , 6.4610 ,
8/2/11, 0.7339 , 82.3600 , 0.6223 , 0.9952 , 0.9856 , 1.2902 , 0.9633 , 5.4716 , 5.7743 , 6.4368 ,
9/2/11, 0.7282 , 82.3600 , 0.6210 , 0.9938 , 0.9878 , 1.2948 , 0.9578 , 5.4294 , 5.7574 , 6.4357 ,
10/2/11, 0.7351 , 83.2300 , 0.6212 , 0.9953 , 0.9956 , 1.3082 , 0.9691 , 5.4818 , 5.8254 , 6.4611 ,
11/2/11, 0.7378 , 83.4300 , 0.6247 , 0.9874 , 0.9979 , 1.3148 , 0.9732 , 5.5019 , 5.8496 , 6.4818 ,
14/2/11, 0.7413 , 83.3200 , 0.6235 , 0.9891 , 0.9971 , 1.3215 , 0.9700 , 5.5271 , 5.8302 , 6.4845 ,
15/2/11, 0.7415 , 83.7700 , 0.6201 , 0.9898 , 1.0036 , 1.3300 , 0.9671 , 5.5284 , 5.8237 , 6.4809 ,
16/2/11, 0.7370 , 83.6800 , 0.6213 , 0.9849 , 0.9967 , 1.3250 , 0.9594 , 5.4953 , 5.7253 , 6.4180 ,
17/2/11, 0.7348 , 83.3100 , 0.6183 , 0.9843 , 0.9882 , 1.3177 , 0.9497 , 5.4774 , 5.7036 , 6.4013 ,
18/2/11, 0.7303 , 83.1800 , 0.6153 , 0.9868 , 0.9855 , 1.3130 , 0.9446 , 5.4441 , 5.6684 , 6.3879 ,
21/2/11, 0.7311 , 83.1400 , 0.6163 , 0.9830 , 0.9907 , 1.3092 , 0.9468 , 5.4503 , 5.6771 , 6.4272 ,
22/2/11, 0.7326 , 82.7700 , 0.6197 , 0.9907 , 1.0012 , 1.3398 , 0.9389 , 5.4616 , 5.6786 , 6.4488 ,
23/2/11, 0.7273 , 82.5100 , 0.6169 , 0.9895 , 0.9978 , 1.3410 , 0.9330 , 5.4222 , 5.6346 , 6.3941 ,
24/2/11, 0.7246 , 81.8900 , 0.6197 , 0.9826 , 0.9913 , 1.3380 , 0.9264 , 5.4029 , 5.6184 , 6.3857 ,
25/2/11, 0.7271 , 81.6800 , 0.6204 , 0.9774 , 0.9826 , 1.3305 , 0.9282 , 5.4217 , 5.6373 , 6.4246 ,
28/2/11, 0.7243 , 81.7800 , 0.6151 , 0.9716 , 0.9817 , 1.3291 , 0.9289 , 5.4011 , 5.5954 , 6.3249 ,
1/3/11, 0.7258 , 81.8600 , 0.6147 , 0.9748 , 0.9868 , 1.3383 , 0.9284 , 5.4124 , 5.6036 , 6.3372 ,
2/3/11, 0.7212 , 81.8700 , 0.6126 , 0.9731 , 0.9834 , 1.3455 , 0.9236 , 5.3776 , 5.5469 , 6.3133 ,
3/3/11, 0.7159 , 82.4500 , 0.6144 , 0.9720 , 0.9856 , 1.3495 , 0.9316 , 5.3378 , 5.5606 , 6.3177 ,
4/3/11, 0.7149 , 82.3200 , 0.6147 , 0.9734 , 0.9864 , 1.3545 , 0.9245 , 5.3309 , 5.5673 , 6.3462 ,
7/3/11, 0.7159 , 82.2400 , 0.6172 , 0.9733 , 0.9882 , 1.3570 , 0.9266 , 5.3393 , 5.5517 , 6.3573 ,
8/3/11, 0.7192 , 82.6700 , 0.6188 , 0.9714 , 0.9902 , 1.3523 , 0.9352 , 5.3636 , 5.5825 , 6.3653 ,
9/3/11, 0.7190 , 82.7400 , 0.6172 , 0.9685 , 0.9893 , 1.3576 , 0.9296 , 5.3624 , 5.5707 , 6.3210 ,
10/3/11, 0.7247 , 82.9800 , 0.6226 , 0.9760 , 0.9992 , 1.3598 , 0.9320 , 5.4054 , 5.6558 , 6.4028 ,
11/3/11, 0.7193 , 81.8400 , 0.6218 , 0.9732 , 0.9864 , 1.3464 , 0.9298 , 5.3645 , 5.5972 , 6.3349 ,
14/3/11, 0.7147 , 81.6300 , 0.6184 , 0.9738 , 0.9904 , 1.3526 , 0.9244 , 5.3305 , 5.6005 , 6.3385 ,
15/3/11, 0.7144 , 80.7200 , 0.6220 , 0.9859 , 1.0091 , 1.3665 , 0.9165 , 5.3286 , 5.6612 , 6.4000 ,
16/3/11, 0.7194 , 79.5900 , 0.6241 , 0.9914 , 1.0164 , 1.3734 , 0.9082 , 5.3660 , 5.6683 , 6.4822 ,
17/3/11, 0.7132 , 78.8900 , 0.6197 , 0.9848 , 1.0201 , 1.3931 , 0.8985 , 5.3190 , 5.6564 , 6.4158 ,
18/3/11, 0.7051 , 80.5800 , 0.6160 , 0.9843 , 1.0041 , 1.3678 , 0.9010 , 5.2585 , 5.5652 , 6.2718 ,
21/3/11, 0.7029 , 81.0300 , 0.6131 , 0.9778 , 0.9937 , 1.3592 , 0.9045 , 5.2417 , 5.5390 , 6.2680 ,
22/3/11, 0.7044 , 80.9700 , 0.6111 , 0.9807 , 0.9898 , 1.3512 , 0.9035 , 5.2532 , 5.5681 , 6.3159 ,
23/3/11, 0.7098 , 80.9200 , 0.6160 , 0.9816 , 0.9871 , 1.3503 , 0.9084 , 5.2935 , 5.6098 , 6.3462 ,
24/3/11, 0.7054 , 80.9700 , 0.6203 , 0.9752 , 0.9792 , 1.3349 , 0.9086 , 5.2602 , 5.5568 , 6.3228 ,
25/3/11, 0.7098 , 81.3400 , 0.6234 , 0.9805 , 0.9747 , 1.3273 , 0.9199 , 5.2934 , 5.6018 , 6.3794 ,
28/3/11, 0.7099 , 81.6900 , 0.6253 , 0.9779 , 0.9762 , 1.3310 , 0.9168 , 5.2936 , 5.6008 , 6.3876 ,
29/3/11, 0.7086 , 82.4800 , 0.6246 , 0.9744 , 0.9717 , 1.3224 , 0.9201 , 5.2840 , 5.5924 , 6.3321 ,
30/3/11, 0.7079 , 82.8900 , 0.6222 , 0.9710 , 0.9681 , 1.3118 , 0.9184 , 5.2788 , 5.5763 , 6.3266 ,
31/3/11, 0.7063 , 83.1300 , 0.6239 , 0.9706 , 0.9681 , 1.3132 , 0.9190 , 5.2663 , 5.5394 , 6.3235 ,
1/4/11, 0.7024 , 84.0600 , 0.6207 , 0.9632 , 0.9627 , 1.3026 , 0.9238 , 5.2375 , 5.4881 , 6.2952 ,
4/4/11, 0.7032 , 84.0600 , 0.6199 , 0.9670 , 0.9650 , 1.3017 , 0.9231 , 5.2440 , 5.4876 , 6.3275 ,
5/4/11, 0.7031 , 84.8700 , 0.6136 , 0.9638 , 0.9681 , 1.3012 , 0.9253 , 5.2432 , 5.4791 , 6.3313 ,
6/4/11, 0.6978 , 85.4900 , 0.6123 , 0.9608 , 0.9578 , 1.2829 , 0.9189 , 5.2036 , 5.4601 , 6.3025 ,
7/4/11, 0.6989 , 84.9100 , 0.6126 , 0.9582 , 0.9552 , 1.2840 , 0.9164 , 5.2120 , 5.4630 , 6.3180 ,
8/4/11, 0.6905 , 84.7600 , 0.6104 , 0.9554 , 0.9466 , 1.2775 , 0.9065 , 5.1485 , 5.3849 , 6.2029 ,
11/4/11, 0.6927 , 84.6000 , 0.6118 , 0.9566 , 0.9527 , 1.2824 , 0.9067 , 5.1662 , 5.4505 , 6.2620 ,
12/4/11, 0.6908 , 83.5800 , 0.6151 , 0.9634 , 0.9581 , 1.2770 , 0.8969 , 5.1516 , 5.4655 , 6.2999 ,
13/4/11, 0.6924 , 83.8400 , 0.6147 , 0.9623 , 0.9517 , 1.2668 , 0.8964 , 5.1642 , 5.4542 , 6.2589 ,
14/4/11, 0.6902 , 83.5000 , 0.6115 , 0.9611 , 0.9485 , 1.2598 , 0.8924 , 5.1486 , 5.3974 , 6.2157 ,
15/4/11, 0.6930 , 83.1300 , 0.6124 , 0.9592 , 0.9463 , 1.2508 , 0.8922 , 5.1687 , 5.3724 , 6.1848 ,
18/4/11, 0.7025 , 82.6600 , 0.6147 , 0.9642 , 0.9516 , 1.2642 , 0.8964 , 5.2394 , 5.4785 , 6.3038 ,
19/4/11, 0.6976 , 82.5900 , 0.6129 , 0.9561 , 0.9500 , 1.2677 , 0.8998 , 5.2030 , 5.4243 , 6.2227 ,
20/4/11, 0.6886 , 82.5600 , 0.6094 , 0.9525 , 0.9334 , 1.2534 , 0.8880 , 5.1352 , 5.3555 , 6.1302 ,
21/4/11, 0.6872 , 81.8500 , 0.6052 , 0.9532 , 0.9304 , 1.2492 , 0.8862 , 5.1246 , 5.3603 , 6.1037 ,
22/4/11, 0.6868 , 81.8800 , 0.6057 , 0.9545 , 0.9313 , 1.2473 , 0.8861 , 5.1213 , 5.3667 , 6.1059 ,
25/4/11, 0.6858 , 81.8300 , 0.6061 , 0.9544 , 0.9327 , 1.2511 , 0.8812 , 5.1145 , 5.3576 , 6.1014 ,
26/4/11, 0.6829 , 81.5500 , 0.6067 , 0.9516 , 0.9272 , 1.2412 , 0.8752 , 5.0916 , 5.3226 , 6.1138 ,
27/4/11, 0.6762 , 82.1600 , 0.6014 , 0.9497 , 0.9198 , 1.2376 , 0.8747 , 5.0421 , 5.2765 , 6.0374 ,
28/4/11, 0.6747 , 81.5400 , 0.6013 , 0.9506 , 0.9150 , 1.2461 , 0.8737 , 5.0313 , 5.2454 , 6.0144 ,
29/4/11, 0.6754 , 81.1900 , 0.5986 , 0.9451 , 0.9115 , 1.2347 , 0.8653 , 5.0371 , 5.2499 , 6.0419 ,
2/5/11, 0.6743 , 81.2300 , 0.6004 , 0.9506 , 0.9137 , 1.2401 , 0.8652 , 5.0287 , 5.2495 , 6.0168 ,
3/5/11, 0.6745 , 80.9400 , 0.6065 , 0.9526 , 0.9221 , 1.2520 , 0.8613 , 5.0300 , 5.2794 , 6.0479 ,
4/5/11, 0.6744 , 80.6100 , 0.6065 , 0.9594 , 0.9304 , 1.2661 , 0.8617 , 5.0293 , 5.3213 , 6.0973 ,
5/5/11, 0.6878 , 80.0700 , 0.6102 , 0.9669 , 0.9453 , 1.2750 , 0.8706 , 5.1291 , 5.4728 , 6.2332 ,
6/5/11, 0.6985 , 80.6300 , 0.6110 , 0.9666 , 0.9346 , 1.2647 , 0.8790 , 5.2091 , 5.5329 , 6.3090 ,
9/5/11, 0.6961 , 80.3600 , 0.6096 , 0.9618 , 0.9253 , 1.2571 , 0.8718 , 5.1908 , 5.4699 , 6.2564 ,
10/5/11, 0.6940 , 80.8800 , 0.6110 , 0.9568 , 0.9228 , 1.2575 , 0.8798 , 5.1750 , 5.4217 , 6.2208 ,
11/5/11, 0.7046 , 81.0500 , 0.6118 , 0.9619 , 0.9346 , 1.2674 , 0.8877 , 5.2538 , 5.5177 , 6.3367 ,
12/5/11, 0.7020 , 80.9400 , 0.6138 , 0.9627 , 0.9365 , 1.2569 , 0.8841 , 5.2338 , 5.5049 , 6.2974 ,
13/5/11, 0.7083 , 80.8000 , 0.6174 , 0.9686 , 0.9458 , 1.2700 , 0.8925 , 5.2809 , 5.5669 , 6.3884 ,
16/5/11, 0.7064 , 80.7900 , 0.6176 , 0.9758 , 0.9473 , 1.2825 , 0.8846 , 5.2676 , 5.5752 , 6.3560 ,
17/5/11, 0.7024 , 81.4200 , 0.6153 , 0.9721 , 0.9410 , 1.2740 , 0.8802 , 5.2376 , 5.5678 , 6.3253 ,
18/5/11, 0.7018 , 81.6800 , 0.6185 , 0.9701 , 0.9408 , 1.2673 , 0.8810 , 5.2339 , 5.5406 , 6.2996 ,
19/5/11, 0.6989 , 81.6100 , 0.6159 , 0.9676 , 0.9372 , 1.2644 , 0.8808 , 5.2125 , 5.5057 , 6.2547 ,
20/5/11, 0.7062 , 81.7000 , 0.6162 , 0.9742 , 0.9381 , 1.2563 , 0.8774 , 5.2674 , 5.5475 , 6.3083 ,
23/5/11, 0.7118 , 82.0100 , 0.6202 , 0.9780 , 0.9519 , 1.2653 , 0.8838 , 5.3080 , 5.5977 , 6.3630 ,
24/5/11, 0.7092 , 81.9500 , 0.6180 , 0.9767 , 0.9471 , 1.2560 , 0.8800 , 5.2887 , 5.5636 , 6.3409 ,
25/5/11, 0.7098 , 81.9700 , 0.6145 , 0.9774 , 0.9495 , 1.2520 , 0.8726 , 5.2929 , 5.5473 , 6.3332 ,
26/5/11, 0.7070 , 81.2900 , 0.6096 , 0.9777 , 0.9394 , 1.2323 , 0.8656 , 5.2713 , 5.4993 , 6.2923 ,
27/5/11, 0.6984 , 80.8000 , 0.6057 , 0.9761 , 0.9341 , 1.2207 , 0.8494 , 5.2072 , 5.4252 , 6.2195 ,
30/5/11, 0.7002 , 80.9400 , 0.6070 , 0.9771 , 0.9354 , 1.2250 , 0.8523 , 5.2204 , 5.4328 , 6.2247 ,
31/5/11, 0.6946 , 81.5200 , 0.6080 , 0.9685 , 0.9370 , 1.2137 , 0.8540 , 5.1785 , 5.3800 , 6.1718 ,
1/6/11, 0.6979 , 80.9500 , 0.6122 , 0.9772 , 0.9422 , 1.2276 , 0.8420 , 5.2036 , 5.4441 , 6.2679 ,
2/6/11, 0.6901 , 80.9000 , 0.6108 , 0.9759 , 0.9372 , 1.2261 , 0.8425 , 5.1445 , 5.3759 , 6.2018 ,
3/6/11, 0.6833 , 80.3400 , 0.6088 , 0.9778 , 0.9332 , 1.2259 , 0.8335 , 5.0943 , 5.3294 , 6.1315 ,
6/6/11, 0.6861 , 80.1000 , 0.6114 , 0.9809 , 0.9334 , 1.2277 , 0.8346 , 5.1152 , 5.3817 , 6.1900 ,
7/6/11, 0.6807 , 80.0900 , 0.6080 , 0.9745 , 0.9327 , 1.2188 , 0.8363 , 5.0759 , 5.3407 , 6.1416 ,
8/6/11, 0.6857 , 79.8900 , 0.6096 , 0.9793 , 0.9414 , 1.2270 , 0.8360 , 5.1138 , 5.4027 , 6.1936 ,
9/6/11, 0.6892 , 80.3600 , 0.6110 , 0.9730 , 0.9410 , 1.2124 , 0.8415 , 5.1399 , 5.4215 , 6.2382 ,
10/6/11, 0.6970 , 80.3200 , 0.6163 , 0.9799 , 0.9490 , 1.2174 , 0.8430 , 5.1995 , 5.4852 , 6.3273 ,
13/6/11, 0.6938 , 80.2400 , 0.6106 , 0.9761 , 0.9432 , 1.2262 , 0.8372 , 5.1749 , 5.4308 , 6.3266 ,
14/6/11, 0.6925 , 80.4900 , 0.6108 , 0.9682 , 0.9359 , 1.2223 , 0.8454 , 5.1657 , 5.4066 , 6.3421 ,
15/6/11, 0.7052 , 80.9600 , 0.6175 , 0.9791 , 0.9454 , 1.2398 , 0.8530 , 5.2606 , 5.5517 , 6.4753 ,
16/6/11, 0.7040 , 80.6300 , 0.6189 , 0.9812 , 0.9471 , 1.2425 , 0.8476 , 5.2512 , 5.5175 , 6.4542 ,
17/6/11, 0.6990 , 80.0500 , 0.6175 , 0.9794 , 0.9414 , 1.2303 , 0.8482 , 5.2135 , 5.5229 , 6.4142 ,
20/6/11, 0.6991 , 80.2500 , 0.6172 , 0.9798 , 0.9450 , 1.2344 , 0.8462 , 5.2149 , 5.5411 , 6.4086 ,
21/6/11, 0.6939 , 80.2100 , 0.6156 , 0.9711 , 0.9430 , 1.2306 , 0.8405 , 5.1757 , 5.4866 , 6.3572 ,
22/6/11, 0.6965 , 80.2900 , 0.6222 , 0.9739 , 0.9456 , 1.2276 , 0.8392 , 5.1955 , 5.4411 , 6.3658 ,
23/6/11, 0.7015 , 80.5100 , 0.6248 , 0.9790 , 0.9503 , 1.2287 , 0.8388 , 5.2318 , 5.4600 , 6.4501 ,
24/6/11, 0.7048 , 80.4300 , 0.6266 , 0.9886 , 0.9532 , 1.2318 , 0.8331 , 5.2572 , 5.4889 , 6.4973 ,
27/6/11, 0.6999 , 80.8900 , 0.6254 , 0.9861 , 0.9576 , 1.2413 , 0.8352 , 5.2201 , 5.4664 , 6.4369 ,
28/6/11, 0.6958 , 81.1200 , 0.6250 , 0.9812 , 0.9487 , 1.2314 , 0.8319 , 5.1900 , 5.4161 , 6.4365 ,
29/6/11, 0.6928 , 80.7800 , 0.6226 , 0.9695 , 0.9361 , 1.2117 , 0.8342 , 5.1675 , 5.3806 , 6.3439 ,
30/6/11, 0.6896 , 80.5600 , 0.6229 , 0.9634 , 0.9327 , 1.2060 , 0.8404 , 5.1433 , 5.3873 , 6.3284 ,
1/7/11, 0.6884 , 80.8300 , 0.6221 , 0.9585 , 0.9285 , 1.2088 , 0.8478 , 5.1351 , 5.3652 , 6.2647 ,
4/7/11, 0.6878 , 80.8000 , 0.6217 , 0.9611 , 0.9316 , 1.2054 , 0.8480 , 5.1305 , 5.3378 , 6.2602 ,
5/7/11, 0.6930 , 81.0700 , 0.6226 , 0.9634 , 0.9352 , 1.2120 , 0.8405 , 5.1697 , 5.3750 , 6.2894 ,
6/7/11, 0.6984 , 80.9100 , 0.6248 , 0.9653 , 0.9345 , 1.2092 , 0.8392 , 5.2090 , 5.4156 , 6.3555 ,
7/7/11, 0.6962 , 81.2500 , 0.6260 , 0.9587 , 0.9280 , 1.1999 , 0.8443 , 5.1929 , 5.3753 , 6.3149 ,
8/7/11, 0.7010 , 80.6400 , 0.6227 , 0.9627 , 0.9298 , 1.1935 , 0.8366 , 5.2291 , 5.4117 , 6.3832 ,
11/7/11, 0.7128 , 80.2600 , 0.6287 , 0.9688 , 0.9384 , 1.2061 , 0.8358 , 5.3161 , 5.5230 , 6.5634 ,
12/7/11, 0.7155 , 79.2400 , 0.6284 , 0.9666 , 0.9436 , 1.2223 , 0.8306 , 5.3360 , 5.5990 , 6.5865 ,
13/7/11, 0.7059 , 78.9800 , 0.6208 , 0.9582 , 0.9295 , 1.1942 , 0.8178 , 5.2632 , 5.5300 , 6.4859 ,
14/7/11, 0.7071 , 79.1400 , 0.6196 , 0.9606 , 0.9325 , 1.1875 , 0.8160 , 5.2732 , 5.5485 , 6.5057 ,
15/7/11, 0.7064 , 79.1300 , 0.6197 , 0.9532 , 0.9387 , 1.1829 , 0.8152 , 5.2669 , 5.5550 , 6.4892 ,
18/7/11, 0.7086 , 79.0400 , 0.6227 , 0.9597 , 0.9428 , 1.1834 , 0.8176 , 5.2838 , 5.5701 , 6.5549 ,
19/7/11, 0.7064 , 79.1800 , 0.6202 , 0.9501 , 0.9317 , 1.1685 , 0.8241 , 5.2669 , 5.5222 , 6.5073 ,
20/7/11, 0.7035 , 78.7800 , 0.6190 , 0.9474 , 0.9302 , 1.1680 , 0.8197 , 5.2442 , 5.4935 , 6.4425 ,
21/7/11, 0.6932 , 78.3000 , 0.6123 , 0.9433 , 0.9224 , 1.1586 , 0.8152 , 5.1675 , 5.3987 , 6.3024 ,
22/7/11, 0.6964 , 78.5400 , 0.6135 , 0.9480 , 0.9216 , 1.1567 , 0.8192 , 5.1909 , 5.4144 , 6.3320 ,
25/7/11, 0.6956 , 78.2900 , 0.6144 , 0.9472 , 0.9221 , 1.1573 , 0.8061 , 5.1842 , 5.4154 , 6.3367 ,
26/7/11, 0.6891 , 77.8800 , 0.6096 , 0.9443 , 0.9127 , 1.1486 , 0.8013 , 5.1360 , 5.3470 , 6.2434 ,
27/7/11, 0.6959 , 77.9800 , 0.6123 , 0.9498 , 0.9074 , 1.1497 , 0.8017 , 5.1859 , 5.4058 , 6.3475 ,
28/7/11, 0.6976 , 77.6700 , 0.6107 , 0.9493 , 0.9088 , 1.1477 , 0.8012 , 5.1971 , 5.4008 , 6.3224 ,
29/7/11, 0.6945 , 76.7600 , 0.6088 , 0.9552 , 0.9097 , 1.1373 , 0.7855 , 5.1741 , 5.3774 , 6.2772 ,
1/8/11, 0.7018 , 77.2100 , 0.6136 , 0.9570 , 0.9115 , 1.1409 , 0.7836 , 5.2280 , 5.3793 , 6.3214 ,
2/8/11, 0.7041 , 77.1500 , 0.6136 , 0.9613 , 0.9277 , 1.1541 , 0.7622 , 5.2445 , 5.4197 , 6.4127 ,
3/8/11, 0.6982 , 77.0600 , 0.6088 , 0.9621 , 0.9298 , 1.1581 , 0.7704 , 5.2002 , 5.3643 , 6.3456 ,
4/8/11, 0.7096 , 78.8900 , 0.6151 , 0.9815 , 0.9557 , 1.1957 , 0.7637 , 5.2852 , 5.5375 , 6.5513 ,
5/8/11, 0.7002 , 78.4000 , 0.6101 , 0.9820 , 0.9577 , 1.1858 , 0.7674 , 5.2156 , 5.4758 , 6.4772 ,
8/8/11, 0.7053 , 77.7700 , 0.6128 , 0.9945 , 0.9816 , 1.2182 , 0.7550 , 5.2542 , 5.4768 , 6.4891 ,
9/8/11, 0.6956 , 76.9600 , 0.6129 , 0.9772 , 0.9657 , 1.1943 , 0.7209 , 5.1830 , 5.4505 , 6.4384 ,
10/8/11, 0.7053 , 76.8600 , 0.6198 , 0.9949 , 0.9825 , 1.2327 , 0.7266 , 5.2554 , 5.5537 , 6.5835 ,
11/8/11, 0.7022 , 76.8400 , 0.6158 , 0.9842 , 0.9660 , 1.2021 , 0.7614 , 5.2313 , 5.5321 , 6.4866 ,
12/8/11, 0.7019 , 76.7100 , 0.6143 , 0.9873 , 0.9657 , 1.2016 , 0.7779 , 5.2284 , 5.5236 , 6.5111 ,
15/8/11, 0.6923 , 76.8300 , 0.6101 , 0.9792 , 0.9517 , 1.2008 , 0.7842 , 5.1573 , 5.4347 , 6.4067 ,
16/8/11, 0.6941 , 76.8000 , 0.6077 , 0.9824 , 0.9537 , 1.1960 , 0.7962 , 5.1712 , 5.4426 , 6.3940 ,
17/8/11, 0.6932 , 76.6000 , 0.6045 , 0.9807 , 0.9479 , 1.1942 , 0.7901 , 5.1645 , 5.3910 , 6.3296 ,
18/8/11, 0.6977 , 76.5800 , 0.6055 , 0.9905 , 0.9624 , 1.2174 , 0.7941 , 5.1979 , 5.4690 , 6.4434 ,
19/8/11, 0.6946 , 76.5500 , 0.6073 , 0.9901 , 0.9610 , 1.2222 , 0.7851 , 5.1736 , 5.4644 , 6.3881 ,
22/8/11, 0.6965 , 76.7900 , 0.6078 , 0.9905 , 0.9607 , 1.2133 , 0.7902 , 5.1879 , 5.4543 , 6.3698 ,
23/8/11, 0.6924 , 76.6600 , 0.6062 , 0.9874 , 0.9500 , 1.1962 , 0.7923 , 5.1587 , 5.4266 , 6.3152 ,
24/8/11, 0.6938 , 76.9800 , 0.6107 , 0.9871 , 0.9547 , 1.2071 , 0.7959 , 5.1683 , 5.4351 , 6.3320 ,
25/8/11, 0.6955 , 77.4600 , 0.6142 , 0.9883 , 0.9587 , 1.2092 , 0.7930 , 5.1808 , 5.4339 , 6.3244 ,
26/8/11, 0.6897 , 76.6400 , 0.6109 , 0.9813 , 0.9458 , 1.1895 , 0.8063 , 5.1387 , 5.3687 , 6.2939 ,
29/8/11, 0.6891 , 76.8300 , 0.6095 , 0.9769 , 0.9384 , 1.1819 , 0.8158 , 5.1343 , 5.3472 , 6.2966 ,
30/8/11, 0.6925 , 76.7400 , 0.6135 , 0.9779 , 0.9361 , 1.1722 , 0.8201 , 5.1596 , 5.3603 , 6.3572 ,
31/8/11, 0.6959 , 76.6600 , 0.6154 , 0.9777 , 0.9340 , 1.1708 , 0.8060 , 5.1842 , 5.3660 , 6.3436 ,
1/9/11, 0.7013 , 76.9300 , 0.6181 , 0.9769 , 0.9327 , 1.1754 , 0.7955 , 5.2247 , 5.4076 , 6.4161 ,
2/9/11, 0.7040 , 76.8000 , 0.6166 , 0.9853 , 0.9394 , 1.1791 , 0.7883 , 5.2440 , 5.3970 , 6.3880 ,
5/9/11, 0.7093 , 76.8900 , 0.6204 , 0.9907 , 0.9478 , 1.2016 , 0.7872 , 5.2837 , 5.4440 , 6.4616 ,
6/9/11, 0.7144 , 77.6600 , 0.6273 , 0.9905 , 0.9538 , 1.2155 , 0.8621 , 5.3209 , 5.4091 , 6.4651 ,
7/9/11, 0.7093 , 77.2600 , 0.6254 , 0.9833 , 0.9379 , 1.2019 , 0.8575 , 5.2828 , 5.3853 , 6.3625 ,
