gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,at,bkvlps,csho,dltt,dpvieb,lt,sale,wcap,costat,mkvalt
4423,20181231,2018,INDL,C,D,STD,EFX,294429105,EQUIFAX INC,USD,7153.2,25.7695,120.6,2630.6,480,3997.5,3412.1,75.5,A,11231.478
4423,20191231,2019,INDL,C,D,STD,EFX,294429105,EQUIFAX INC,USD,7909,21.2756,121.2,3379.5,593.2,5286.1,3527.6,-149.7,A,16982.544
4494,20101231,2010,INDL,C,D,STD,EXPD,302130109,EXPEDITORS INTL WASH INC,USD,2679.179,8.21,212.048,0,281.651,931.025,5967.573,1278.377,A,11577.8208
4494,20111231,2011,INDL,C,D,STD,EXPD,302130109,EXPEDITORS INTL WASH INC,USD,2866.827,9.4509,212.004,0,296.481,856.758,6150.498,1490.738,A,8683.6838
4494,20121231,2012,INDL,C,D,STD,EXPD,302130109,EXPEDITORS INTL WASH INC,USD,2954.125,9.8245,206.392,0,325.595,921.555,5980.943,1515.041,A,8162.8036
4494,20131231,2013,INDL,C,D,STD,EXPD,302130109,EXPEDITORS INTL WASH INC,USD,3014.812,10.2925,202.553,0,348.282,928.481,6080.257,1545.069,A,8962.9703
4494,20141231,2014,INDL,C,D,STD,EXPD,302130109,EXPEDITORS INTL WASH INC,USD,2890.905,9.7488,191.656,0,371.756,1019.297,6564.721,1305.467,A,8549.7742
4494,20151231,2015,INDL,C,D,STD,EXPD,302130109,EXPEDITORS INTL WASH INC,USD,2582.438,9.2932,182.067,0,385.023,887.762,6616.632,1131.997,A,8211.2217
4494,20161231,2016,INDL,C,D,STD,EXPD,302130109,EXPEDITORS INTL WASH INC,USD,2790.871,10.2561,179.857,0,406.652,943.658,6098.037,1288.648,A,9525.2267
4494,20171231,2017,INDL,C,D,STD,EXPD,302130109,EXPEDITORS INTL WASH INC,USD,3117.008,11.2934,176.374,0,420.282,1122.635,6920.948,1448.333,A,11409.6341
4494,20181231,2018,INDL,C,D,STD,EXPD,302130109,EXPEDITORS INTL WASH INC,USD,3314.559,11.5795,171.582,0,446.977,1326.839,8138.365,1407.977,A,11683.0184
4494,20191231,2019,INDL,C,D,STD,EXPD,302130109,EXPEDITORS INTL WASH INC,USD,3691.884,12.9407,169.622,326.347,478.906,1494.665,8175.426,1601.605,A,13233.9084
4503,20101231,2010,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,302510,29.4917,4979,12227,174390,149831,341578,-3649,A,364064.48
4503,20111231,2011,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,331052,32.6143,4734,9322,179331,170308,433526,-4542,A,401253.84
4503,20121231,2012,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,333795,36.8421,4502,7928,182365,162135,420714,321,A,389648.1
4503,20131231,2013,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,346808,40.1391,4335,6891,190867,166313,390247,-12416,A,438702
4503,20141231,2014,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,349493,41.5137,4201,11653,194121,168429,364763,-11723,A,388382.45
4503,20151231,2015,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,336758,41.0999,4156,19925,195732,159948,236810,-11353,A,323960.2
4503,20161231,2016,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,330314,40.3387,4148,28932,209691,156484,197518,-6222,A,374398.48
4503,20171231,2017,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,348691,44.2765,4239,24406,224555,154191,237162,-10637,A,354549.96
4503,20181231,2018,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,346196,45.2665,4237,20538,230089,147668,279332,-9165,A,288921.03
4503,20191231,2019,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,362597,45.2645,4234,30963,233684,163659,255583,-13937,A,295448.52
4510,20101231,2010,INDL,C,D,STD,FMC,302491303,FMC CORP,USD,3319.9,15.8283,71.486,503,1858.7,2130.7,3116.3,682.8,A,5711.0165
4510,20111231,2011,INDL,C,D,STD,FMC,302491303,FMC CORP,USD,3743.5,17.7642,69.837,779.1,1863.2,2439.4,3377.9,949.5,A,6008.7755
4510,20121231,2012,INDL,C,D,STD,FMC,302491303,FMC CORP,USD,4373.9,10.7525,137.67,908.8,1901.2,2819.1,3748.3,1046.4,A,8056.4484
4510,20131231,2013,INDL,C,D,STD,FMC,302491303,FMC CORP,USD,5235.2,11.4369,132.886,1154.1,1414.9,3663.1,3874.8,958.3,A,10027.5776
4510,20141231,2014,INDL,C,D,STD,FMC,302491303,FMC CORP,USD,5340.5,11.4801,133.318,1153.4,1432.6,3776.5,4037.7,1024,A,7603.1255
4510,20151231,2015,INDL,C,D,STD,FMC,302491303,FMC CORP,USD,6325.9,13.959,133.656,2036.3,768.2,4417.6,3276.5,1518.6,A,5229.9593
4510,20161231,2016,INDL,C,D,STD,FMC,302491303,FMC CORP,USD,6139.3,14.6436,133.69,1798.8,775.4,4146.3,3282.4,1411,A,7561.5064
4510,20171231,2017,INDL,C,D,STD,FMC,302491303,FMC CORP,USD,9206.3,19.9641,134.331,2993,435.9,6499.2,2878.6,1443.3,A,12715.7725
4510,20181231,2018,INDL,C,D,STD,FMC,302491303,FMC CORP,USD,9974.3,23.5943,132.282,2179,481.2,6763.9,4727.8,1036.8,A,9783.5767
4510,20191231,2019,INDL,C,D,STD,FMC,302491303,FMC CORP,USD,9872.7,19.6114,129.124,3194.3,351.2,7311.3,4609.8,1350.9,A,12889.1577
4517,20101231,2010,INDL,C,D,STD,NEE,65339F101,NEXTERA ENERGY INC,USD,52994,34.3604,420.862,18013,,38533,15317,-1646,A,21880.6154
4517,20111231,2011,INDL,C,D,STD,NEE,65339F101,NEXTERA ENERGY INC,USD,57188,35.9207,416,20810,,42245,15341,-1847,A,25326.08
4517,20121231,2012,INDL,C,D,STD,NEE,65339F101,NEXTERA ENERGY INC,USD,64439,37.8962,424,23177,,48371,14256,-3642,A,29336.56
4517,20131231,2013,INDL,C,D,STD,NEE,65339F101,NEXTERA ENERGY INC,USD,69306,41.4713,435,23969,,51266,15136,-3347,A,37244.7
4517,20141231,2014,INDL,C,D,STD,NEE,65339F101,NEXTERA ENERGY INC,USD,74929,44.9571,443,24367,,54761,17021,-2719,A,47086.47
4517,20151231,2015,INDL,C,D,STD,NEE,65339F101,NEXTERA ENERGY INC,USD,82479,48.9675,461,26681,,59367,17486,-3312,A,47893.29
4517,20161231,2016,INDL,C,D,STD,NEE,65339F101,NEXTERA ENERGY INC,USD,89993,52.0107,468,27818,,64662,16155,-3510,A,55907.28
4517,20171231,2017,INDL,C,D,STD,NEE,65339F101,NEXTERA ENERGY INC,USD,97827,59.8896,471,31463,,68329,17195,-4075,A,73565.49
4517,20181231,2018,INDL,C,D,STD,NEE,65339F101,NEXTERA ENERGY INC,USD,103702,71.431,478,26782,,65821,16727,-11170,A,83085.96
4517,20191231,2019,INDL,C,D,STD,NEE,65339F101,NEXTERA ENERGY INC,USD,117691,75.6748,489,37543,,75844,19204,-6445,A,118416.24
4598,20100531,2009,INDL,C,D,STD,FDX,31428X106,FEDEX CORP,USD,24902,43.9944,313.926,1668,16917,11091,34734,2639,A,26209.6817
4598,20110531,2010,INDL,C,D,STD,FDX,31428X106,FEDEX CORP,USD,27385,48.0085,317.027,1667,18143,12165,39304,3403,A,29686.4083
4598,20120531,2011,INDL,C,D,STD,FDX,31428X106,FEDEX CORP,USD,29903,46.5978,316.045,1250,18916,15176,42680,3682,A,28172.2513
4598,20130531,2012,INDL,C,D,STD,FDX,31428X106,FEDEX CORP,USD,33567,54.7853,317.567,2739,19625,16169,44287,5524,A,30594.4048
4598,20140531,2013,INDL,C,D,STD,FDX,31428X106,FEDEX CORP,USD,33070,53.1627,287.363,4736,21141,17793,45567,4371,A,41426.2501
4598,20150531,2014,INDL,C,D,STD,FDX,31428X106,FEDEX CORP,USD,37069,53,282.887,7249,21989,22076,47453,4984,A,49001.6861
4598,20160531,2015,INDL,C,D,STD,FDX,31428X106,FEDEX CORP,USD,46064,51.6958,266.637,13838,22734,32280,50365,3981,A,43987.1059
4598,20170531,2016,INDL,C,D,STD,FDX,31428X106,FEDEX CORP,USD,48552,60.164,267.153,14909,24645,32479,60319,4710,A,51784.9375
4598,20180531,2017,INDL,C,D,STD,FDX,31428X106,FEDEX CORP,USD,52330,72.9928,265.999,15243,26967,32914,65450,3714,A,66265.6709
4598,20190531,2018,INDL,C,D,STD,FDX,31428X106,FEDEX CORP,USD,54403,68.1319,260.627,16617,29082,36646,69693,4073,A,40209.5336
4605,20101231,2010,FS,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,3159.553,,,1767.149,,1978.423,,,A,4794.7212
4605,20101231,2010,INDL,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,3159.553,18.5261,61.526,1767.149,,1978.423,545.99,,A,4794.7212
4605,20111231,2011,FS,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,3659.908,,,2110.41,,2333.979,,,A,5766.618
4605,20111231,2011,INDL,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,3659.908,18.9805,63.544,2110.41,,2333.979,555.085,,A,5766.618
4605,20121231,2012,FS,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,3898.565,,,2208.602,,2493.552,,,A,6742.0563
4605,20121231,2012,INDL,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,3898.565,19.6994,64.815,2208.602,,2493.552,610.464,,A,6742.0563
4605,20131231,2013,FS,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,4219.294,,,2321.862,,2643.572,,,A,
4605,20131231,2013,INDL,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,4219.294,21.5613,66.701,2321.862,,2643.572,639.344,,A,
4605,20141231,2014,FS,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,4546.87,,,2409.677,,2735.261,,,A,9156.1568
4605,20141231,2014,INDL,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,4546.87,23.24,68.606,2409.677,,2735.261,687.427,,A,9156.1568
4605,20151231,2015,FS,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,4911.709,,,2642.366,,2992.462,,,A,10152.9273
4605,20151231,2015,INDL,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,4911.709,23.7974,69.493,2642.366,,2992.462,745.577,,A,10152.9273
4605,20161231,2016,FS,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,5423.279,,,2575.545,,3203.75,,,A,10231.3516
4605,20161231,2016,INDL,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,5423.279,27.3173,71.996,2575.545,,3203.75,802.015,,A,10231.3516
4605,20171231,2017,FS,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,6275.755,,,2993.032,,3743.084,,,A,
4605,20171231,2017,INDL,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,6275.755,28.8231,73.091,2993.032,,3743.084,857.406,,A,
4605,20181231,2018,FS,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,6289.644,,,2927.858,,3686.106,,,A,8764.47
4605,20181231,2018,INDL,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,6289.644,29.4396,74.25,2927.858,,3686.106,912.98,,A,8764.47
4605,20191231,2019,FS,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,6794.992,,,3435.419,,4019.102,,,A,
4605,20191231,2019,INDL,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,6794.992,31.4444,75.541,3435.419,,4019.102,935.042,,A,
4640,20101231,2010,FS,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,111007,,,9544,,96927,,,A,11689.2876
4640,20101231,2010,INDL,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,111007,13.0571,796.273,9544,,96927,7066,,A,11689.2876
4640,20111231,2011,FS,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,116967,,,9674,,103716,,,A,11699.9069
4640,20111231,2011,INDL,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,116967,13.9049,919.804,9674,,103716,6673,,A,11699.9069
4640,20121231,2012,FS,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,121894,,,5808,,108130,,,A,13408.7104
4640,20121231,2012,INDL,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,121894,15.0822,882.152,5808,,108130,6834,,A,13408.7104
4640,20131231,2013,FS,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,130443,,,9476,,115817,,,A,17987.0852
4640,20131231,2013,INDL,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,130443,15.8294,855.306,9476,,115817,6864,,A,17987.0852
4640,20141231,2014,FS,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,138706,,,14265,,123041,,,A,16789.9576
4640,20141231,2014,INDL,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,138706,17.3243,824.047,14265,,123041,6375,,A,16789.9576
4640,20151231,2015,FS,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,141082,,,12000,,125212,,,A,15780.108
4640,20151231,2015,INDL,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,141082,18.4554,785.08,12000,,125212,7031,,A,15780.108
4640,20161231,2016,FS,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,142177,,,13242,,125945,,,A,20240.4186
4640,20161231,2016,INDL,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,142177,19.794,750.479,13242,,125945,6607,,A,20240.4186
4640,20171231,2017,FS,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,142193,,,12492,,125808,,,A,21050.0437
4640,20171231,2017,INDL,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,142193,21.6415,693.805,12492,,125808,6676,,A,21050.0437
4640,20181231,2018,FS,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,146069,,,11316,,129819,,,A,15215.2274
4640,20181231,2018,INDL,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,146069,23.0425,646.631,11316,,129819,7392,,A,15215.2274
4640,20191231,2019,FS,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,169369,,,13353,,148166,,,A,21792.0778
4640,20191231,2019,INDL,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,169369,27.37,708.916,13353,,148166,8900,,A,21792.0778
4674,20101231,2010,FS,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,132351,,,7186,,115617,,,A,8793.659
4674,20101231,2010,INDL,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,132351,10.5346,1256.237,7186,,115617,8218,,A,8793.659
4674,20111231,2011,FS,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,127050,,,6257,,110551,,,A,5412.9131
4674,20111231,2011,INDL,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,127050,10.3264,1258.817,6257,,110551,6395,,A,5412.9131
4674,20121231,2012,FS,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,121347,,,5110,,105848,,,A,10077.1071
4674,20121231,2012,INDL,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,121347,10.6125,1413.339,5110,,105848,6003,,A,10077.1071
4674,20131231,2013,FS,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,117396,,,4473,,101628,,,A,13625.6607
4674,20131231,2013,INDL,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,117396,11.0821,1377.721,4473,,101628,5641,,A,13625.6607
4674,20141231,2014,FS,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,119679,,,2604,,102690,,,A,14297.6275
4674,20141231,2014,INDL,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,119679,11.8092,1353.942,2604,,102690,5409,,A,14297.6275
4674,20151231,2015,FS,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,126050,,,6596,,109206,,,A,12454.3776
4674,20151231,2015,INDL,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,126050,12.2128,1297.331,6596,,109206,5583,,A,12454.3776
4674,20161231,2016,FS,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,125968,,,3511,,109304,,,A,17441.3832
4674,20161231,2016,INDL,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,125968,12.8966,1214.581,3511,,109304,5907,,A,17441.3832
4674,20171231,2017,FS,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,124294,,,6782,,108102,,,A,19596.695
4674,20171231,2017,INDL,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,124294,13.396,1134.068,6782,,108102,6093,,A,19596.695
4674,20181231,2018,FS,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,125688,,,7970,,110598,,,A,13712.1719
4674,20181231,2018,INDL,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,125688,13.7487,1024.826,7970,,110598,6412,,A,13712.1719
4674,20191231,2019,FS,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,126240,,,6615,,109945,,,A,16426.3414
4674,20191231,2019,INDL,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,126240,15.4558,957.246,6615,,109945,6755,,A,16426.3414
4699,20101231,2010,FS,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,68021.263,,,5953.291,,59663.568,,,A,10420.1462
4699,20101231,2010,INDL,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,68021.263,63.3208,119.703,5953.291,,59663.568,3809.895,,A,10420.1462
4699,20111231,2011,FS,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,77924.287,,,5014.492,,68653.078,,,A,9594.6402
4699,20111231,2011,INDL,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,77924.287,66.7529,125.683,5014.492,,68653.078,4310.069,,A,9594.6402
4699,20121231,2012,FS,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,83008.803,,,4349.656,,72806.21,,,A,12621.5892
4699,20121231,2012,INDL,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,83008.803,72.7205,128.177,4349.656,,72806.21,4608.955,,A,12621.5892
4699,20131231,2013,FS,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,85162.391,,,5086.849,,73856.859,,,A,15194.6727
4699,20131231,2013,INDL,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,85162.391,79.8678,130.516,5086.849,,73856.859,4822.539,,A,15194.6727
4699,20141231,2014,FS,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,96685.535,,,9000.515,,84349.639,,,A,16621.1591
4699,20141231,2014,INDL,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,96685.535,83.9252,132.313,9000.515,,84349.639,4736.15,,A,16621.1591
4699,20151231,2015,FS,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,122787.884,,,9547.245,,106614.595,,,A,19335.9655
4699,20151231,2015,INDL,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,122787.884,93.6414,159.564,9547.245,,106614.595,4950.881,,A,19335.9655
4699,20161231,2016,FS,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,123449.206,,,6051.351,,106962.584,,,A,24431.3938
4699,20161231,2016,INDL,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,123449.206,97.6759,156.181,6051.351,,106962.584,5721.867,,A,24431.3938
4699,20171231,2017,FS,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,118593.487,,,7440.174,,102342.668,,,A,25662.8632
4699,20171231,2017,INDL,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,118593.487,100.0728,150.084,7440.174,,102342.668,6018.938,,A,25662.8632
4699,20181231,2018,FS,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,120097.403,,,6919.857,,104637.212,,,A,19824.9363
4699,20181231,2018,INDL,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,120097.403,102.7268,138.51,6919.857,,104637.212,6454.711,,A,19824.9363
4699,20191231,2019,FS,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,119872.757,,,5363.104,,104156.108,,,A,22163.918
4699,20191231,2019,INDL,C,D,STD,MTB,55261F104,M & T BANK CORP,USD,119872.757,110.7978,130.568,5363.104,,104156.108,6941.272,,A,22163.918
4723,20101231,2010,FS,C,D,STD,USB,902973304,U S BANCORP,USD,307786,,,29588,,277464,,,A,51809.37
4723,20101231,2010,INDL,C,D,STD,USB,902973304,U S BANCORP,USD,307786,14.2863,1921,29588,,277464,20518,,A,51809.37
4723,20111231,2011,FS,C,D,STD,USB,902973304,U S BANCORP,USD,340122,,,24907,,305151,,,A,51660.6851
4723,20111231,2011,INDL,C,D,STD,USB,902973304,U S BANCORP,USD,340122,16.3507,1909.822,24907,,305151,21136,,A,51660.6851
4723,20121231,2012,FS,C,D,STD,USB,902973304,U S BANCORP,USD,353855,,,22622,,313588,,,A,59709.6581
4723,20121231,2012,INDL,C,D,STD,USB,902973304,U S BANCORP,USD,353855,18.2205,1869.432,22622,,313588,22202,,A,59709.6581
4723,20131231,2013,FS,C,D,STD,USB,902973304,U S BANCORP,USD,364021,,,15917,,322214,,,A,73719.8596
4723,20131231,2013,INDL,C,D,STD,USB,902973304,U S BANCORP,USD,364021,19.8257,1824.749,15917,,322214,21059,,A,73719.8596
4723,20141231,2014,FS,C,D,STD,USB,902973304,U S BANCORP,USD,402529,,,27506,,358361,,,A,80274.7217
4723,20141231,2014,INDL,C,D,STD,USB,902973304,U S BANCORP,USD,402529,21.5822,1785.867,27506,,358361,21392,,A,80274.7217
4723,20151231,2015,FS,C,D,STD,USB,902973304,U S BANCORP,USD,421853,,,25719,,375036,,,A,74467.3
4723,20151231,2015,INDL,C,D,STD,USB,902973304,U S BANCORP,USD,421853,23.1751,1745.191,25719,,375036,21494,,A,74467.3
4723,20161231,2016,FS,C,D,STD,USB,902973304,U S BANCORP,USD,445964,,,27862,,398031,,,A,87170.3694
4723,20161231,2016,INDL,C,D,STD,USB,902973304,U S BANCORP,USD,445964,24.5222,1696.912,27862,,398031,22744,,A,87170.3694
4723,20171231,2017,FS,C,D,STD,USB,902973304,U S BANCORP,USD,462040,,,29687,,412374,,,A,88709.5127
4723,20171231,2017,INDL,C,D,STD,USB,902973304,U S BANCORP,USD,462040,26.2369,1655.646,29687,,412374,23996,,A,88709.5127
4723,20181231,2018,FS,C,D,STD,USB,902973304,U S BANCORP,USD,467374,,,33260,,415717,,,A,73500.9095
4723,20181231,2018,INDL,C,D,STD,USB,902973304,U S BANCORP,USD,467374,27.8878,1608.335,33260,,415717,25775,,A,73500.9095
4723,20191231,2019,FS,C,D,STD,USB,902973304,U S BANCORP,USD,495426,,,37811,,442943,,,A,90960.05
4723,20191231,2019,INDL,C,D,STD,USB,902973304,U S BANCORP,USD,495426,29.7734,1534.155,37811,,442943,27325,,A,90960.05
4839,20101231,2010,INDL,C,D,STD,F,345370860,FORD MOTOR CO,USD,164687,-0.1779,3782.711,62324,38220,165329,128954,,A,63511.7177
4839,20111231,2011,INDL,C,D,STD,F,345370860,FORD MOTOR CO,USD,178348,3.954,3800.747,59177,35594,163277,136264,,A,40896.0377
4839,20121231,2012,INDL,C,D,STD,F,345370860,FORD MOTOR CO,USD,190554,4.0658,3922.248,66296,35935,174243,134252,,A,50793.1116
4839,20131231,2013,INDL,C,D,STD,F,345370860,FORD MOTOR CO,USD,202026,6.6897,3943.822,76625,34591,175279,146917,,A,60853.1735
4839,20141231,2014,INDL,C,D,STD,F,345370860,FORD MOTOR CO,USD,208527,6.2703,3955.942,79999,32530,183353,144077,,A,61317.101
4839,20151231,2015,INDL,C,D,STD,F,345370860,FORD MOTOR CO,USD,224925,7.2155,3969.513,89856,32011,196174,149558,,A,55930.4382
4839,20161231,2016,INDL,C,D,STD,F,345370860,FORD MOTOR CO,USD,237951,7.3397,3974.297,93301,33354,208668,151800,18180,A,48208.2226
4839,20171231,2017,INDL,C,D,STD,F,345370860,FORD MOTOR CO,USD,257808,8.781,3973.352,102666,35789,222792,156776,21302,A,49627.1665
4839,20181231,2018,INDL,C,D,STD,F,345370860,FORD MOTOR CO,USD,256540,9.0314,3978.552,100720,36308,220474,160338,19080,A,30435.9228
4839,20191231,2019,INDL,C,D,STD,F,345370860,FORD MOTOR CO,USD,258537,8.3696,3964.93,102408,36788,225307,155900,15915,A,36873.849
4885,20100930,2010,FS,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,10708.088,,,947.903,,2958.109,,,A,
4885,20100930,2010,INDL,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,10708.088,34.4943,224.008,947.903,643.704,2958.109,5862.869,,A,
4885,20110930,2011,FS,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,13775.843,,,2083.926,,4653.373,,,A,
4885,20110930,2011,INDL,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,13775.843,39.1594,217.693,2083.926,684.593,4653.373,7165.045,,A,
4885,20120930,2012,FS,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,14751.5,,,2412.3,,4964.3,,,A,
4885,20120930,2012,INDL,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,14751.5,43.3596,212.209,2412.3,720,4964.3,7103.9,,A,
4885,20130930,2013,FS,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,15390.3,,,2240.1,,4583,,,A,
4885,20130930,2013,INDL,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,15390.3,15.9658,630.918,2240.1,786.1,4583,7986.2,,A,
4885,20140930,2014,FS,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,16357.1,,,1849,,3909.9,,,A,
4885,20140930,2014,INDL,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,16357.1,18.5973,622.893,1849,799.4,3909.9,8491.4,,A,
4885,20150930,2015,FS,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,16335.7,,,2135.3,,3780.3,,,A,
4885,20150930,2015,INDL,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,16335.7,19.62,603.517,2135.3,854.7,3780.3,7948.7,,A,
4885,20160930,2016,FS,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,16098.8,,,1690.6,,3509.5,,,A,
4885,20160930,2016,INDL,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,16098.8,20.9273,570.345,1690.6,870.8,3509.5,6618,,A,
4885,20170930,2017,FS,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,17534,,,1091.8,,2656.3,,,A,
4885,20170930,2017,INDL,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,17534,22.7443,554.865,1091.8,942.6,2656.3,6392.2,,A,
4885,20180930,2018,FS,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,14383.5,,,695.9,,3132,,,A,15786.5304
4885,20180930,2018,INDL,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,14383.5,19.0691,519.123,695.9,965.8,3132,6319.1,,A,15786.5304
