Date,Open,High,Low,Close,Volume
2020-04-07,197.33119044282512,198.57696816026717,163.7450262220362,166.68505859375,45679351.904643334
2020-04-08,167.38269483058923,208.34387318226356,166.93421788369454,193.09555053710938,30796143.3262398
2020-04-09,204.30754940593505,204.30754940593505,181.63439453283738,191.60061645507812,19596728.983543336
2020-04-13,183.37848374757124,195.1386286815281,172.91395070762832,192.34808349609375,22220613.916783836
2020-04-15,211.5829039022071,211.5829039022071,184.3751137976454,186.16903686523438,24256877.991183184
2020-04-16,183.9764647427048,204.05839604872804,179.39199652635432,197.530517578125,22075934.025396746
2020-04-17,210.287281090523,225.8844122069921,200.22139093646618,215.5693817138672,23371211.623038523
2020-04-20,222.24675658897118,228.92412246745923,212.28053432040747,215.27040100097656,21822251.615440104
2020-04-21,204.80586438947896,206.69944050774765,182.9798440483899,194.69015502929688,15173479.811057799
2020-04-22,193.3447057413408,200.02207140332928,189.35821696316881,198.17832946777344,13987997.735082151
2020-04-23,198.82612794173775,207.29741660090954,197.13187325135297,200.3708953857422,11828545.517866533
2020-04-24,194.34133469541126,202.2146442232491,192.3480902369968,197.77967834472656,9332546.201983167
2020-04-27,202.31430541276507,209.7889718689017,199.77291577622904,207.646240234375,10428777.385244038
2020-04-28,213.27715605441264,223.74168941222263,212.38020213521398,220.35317993164062,12941318.86912365
2020-04-29,220.35316888920156,237.09640925685392,218.90805457021884,233.65806579589844,20123008.00736759
2020-04-30,244.2222698047426,265.5499937168263,244.2222698047426,261.4638366699219,28126271.303335674
2020-05-04,244.17244673656643,244.17244673656643,235.35233390420333,240.13612365722656,15082807.229979219
2020-05-05,247.1124726026166,252.14541777757108,234.70452919611856,235.45199584960938,12099633.08431529
2020-05-06,236.99676101704344,252.6437264373972,221.3996145406424,248.45791625976562,15869877.350758199
2020-05-07,246.56432444619304,263.0085906294187,243.62429201852044,251.34811401367188,13869715.2222369
2020-05-08,260.91568312635644,261.96215469841843,233.75774303677025,239.1893310546875,12483054.101260616
2020-05-11,246.1158491922755,250.0026848957355,236.69777244587854,239.0398406982422,9689193.158859968
2020-05-12,237.1960813810803,237.8438797221211,228.22648166498902,233.10992431640625,13277526.954335287
2020-05-13,250.15217042361414,256.3810591293814,242.5280167306541,251.34811401367188,20839958.35883374
2020-05-14,246.0660201448863,254.43765592097034,242.17919956805144,250.94947814941406,9454767.11907535
2020-05-15,253.14204292334358,254.43765484589693,241.33206357807572,242.8768310546875,10336775.39211604
2020-05-18,242.87682676709912,243.7737958702238,223.5921963477654,228.824462890625,13614000.389030185
2020-05-19,230.31940283593417,234.70453455361186,215.5693908289072,219.65553283691406,16462143.376771588
2020-05-20,214.17410061155266,223.0938812971988,211.53305791483191,221.34979248046875,10875604.824737392
2020-05-21,221.25013384457935,221.25013384457935,209.24083299760184,210.13780212402344,10261270.26704903
2020-05-22,203.3109369843956,209.0415148650832,194.73997963646772,202.2644805908203,27031191.875436615
2020-05-26,203.56009111720306,207.79573560801387,200.3210688595242,201.46717834472656,7940844.320851226
2020-05-27,203.31092434634382,220.10401413137959,201.31767999000712,218.4097442626953,15487977.628963187
2020-05-28,220.2535050931744,230.12005874069348,218.559250403138,221.49928283691406,13518810.907188028
2020-05-29,214.4730991995045,219.25688890803863,210.43677615770233,217.4131317138672,14108016.744219117
2020-06-01,224.23999413211519,229.72141621090023,222.7450608379011,225.88441467285156,10210616.45966251
2020-06-02,226.23324066252758,242.82699430223226,222.24675184028038,239.83712768554688,15084132.097504092
2020-06-03,248.1090969436483,260.51704045698665,244.17244224281578,249.4047088623047,18122595.262407
2020-06-04,247.16230952903382,252.14542060824823,231.01703267382882,232.6614532470703,14519508.766681286
2020-06-05,233.20959089750696,250.75014740688516,232.7611139564613,246.86331176757812,15001530.419636784
2020-06-08,256.729899653353,267.09476505000595,255.13529795821464,262.3608093261719,15538113.744846335
2020-06-09,264.6031995011019,277.95793117080063,256.2315789331189,258.9722900390625,25481141.68200722
2020-06-10,259.1217796148256,274.0711130541424,253.34136764350671,267.84222412109375,23721254.960261624
2020-06-11,270.1344321518858,288.2231492131113,264.5035228671593,266.596435546875,28744797.49431079
2020-06-12,249.1555457813189,285.63192376660305,247.7104466572368,282.5423889160156,22816634.412743784
2020-06-15,277.0609775644394,280.59897428480537,263.7062458798441,267.7425537109375,15919995.218287734
2020-06-16,278.05760158709626,279.054223815007,259.1715982023891,267.0947570800781,13997103.02392472
2020-06-17,261.7129947206673,272.5761705728469,259.37092647745305,262.31097412109375,16403316.189024929
2020-06-18,262.1116456945611,272.52636013225396,259.32111562482834,270.732421875,11538053.927310694
2020-06-19,271.6293598158524,293.70456517622677,271.6293598158524,289.618408203125,20370599.455731146
2020-06-22,294.0035581780246,318.5702900920348,293.5550660082255,310.19866943359375,24069352.7107419
2020-06-23,314.9326260434232,356.6910915783069,313.9360038091086,349.6649169921875,24676301.765344806
2020-06-24,363.7671050630812,366.55763507310917,326.99175175741135,330.23077392578125,38878773.501379356
2020-06-25,318.96893253105316,342.19024873768484,317.97231030109896,334.26708984375,28794447.020630747
2020-06-26,339.549182624097,344.1336202358772,331.2273814918092,336.8084716796875,12996815.141216721
2020-06-29,331.87520524046863,334.71558470155225,322.10831947426567,327.0914306640625,9592521.254166305
2020-06-30,334.5660949778737,337.05765055437115,312.34140098681854,318.2214660644531,12227374.250598587
2020-07-01,320.1648907983955,329.58298302036485,313.93600187235666,324.7493591308594,13270197.700019931
2020-07-02,329.7324682014406,354.54835544407155,328.03819825839696,345.0804443359375,28767015.595024794
2020-07-03,345.82789922931136,350.5618546222198,335.36336625551377,345.9773864746094,15183838.151005201
2020-07-06,350.5120268576665,358.08633096410944,347.8211348520391,355.7442932128906,12874337.414559063
2020-07-07,366.3583233249823,400.6421205966198,360.8769012770186,393.3667907714844,41978211.399627596
2020-07-08,391.6227165688103,397.2037767127362,374.23164652839,378.018798828125,21095028.200403977
2020-07-09,382.4039373380749,383.6995339883415,373.832980625826,379.8127136230469,12736984.4164275
2020-07-10,374.7299530243943,379.6133957973981,365.8101720299566,372.6868896484375,10569109.17324555
2020-07-13,376.7231933672383,381.45714883944567,366.10917297034626,368.8498840332031,10183953.309877746
2020-07-14,362.7704793173692,365.2620348071863,342.5390609058527,351.20965576171875,17077824.545309886
2020-07-15,359.7806111009745,368.7502108237135,344.2332988319945,348.21978759765625,21321670.521725405
2020-07-16,352.8042646199247,353.5019123372316,329.4334614785973,341.3431091308594,13807315.122020476
2020-07-17,343.8346657382218,354.2493800981201,341.2434418845417,351.6083068847656,11115225.792589871
2020-07-20,354.7974924911956,357.5880224011711,346.52554064666515,349.3160705566406,9654725.0205975
2020-07-21,353.60155978319085,355.74432193804205,350.8110296675433,352.0069885253906,6348015.04989863
2020-07-22,354.2991965508658,355.7941298696459,337.85493004428554,342.7383728027344,9940374.472439354
2020-07-23,343.834652375191,349.8143854599769,341.19360967897626,348.7679443359375,7361664.3712745095
2020-07-24,341.3431004035008,349.4157462331688,336.8583005441847,340.1969909667969,9778398.56307161
2020-07-27,343.83466883738055,345.4292704859025,326.19444322688145,329.1344909667969,9584626.678697856
2020-07-28,331.8752030398036,343.7350015099783,330.0314458289053,339.3996887207031,6938137.42307176
2020-07-29,339.39969287934144,347.52218849597193,333.9182705397488,335.2138977050781,6894706.639738449
2020-07-30,338.25357400985575,342.4892184276348,335.56271227549394,336.9579772949219,9081450.177578757
2020-07-31,336.85830249224523,346.82452445947143,327.8887027217417,343.934326171875,8866722.042775713
2020-08-03,319.766243416572,319.766243416572,294.1032214083374,307.7569274902344,124762379.63021779
2020-08-04,313.38785802547557,313.4376769688934,303.9697662178458,305.86334228515625,19862083.456922255
2020-08-05,307.5576204416179,314.8329504171631,307.05930933604645,309.8996887207031,19828965.057216823
2020-08-06,311.4444266285383,311.4444266285383,294.5018498199458,299.0364685058594,39244107.11024758
2020-08-07,299.2358230962986,308.25524206795706,299.2358230962986,306.4613342285156,20903767.219531722
2020-08-10,308.60406070847705,310.8464606770887,298.986662481553,300.3819274902344,13424683.785844946
2020-08-11,303.32198921579584,303.32198921579584,293.0069427996436,299.58465576171875,40043001.06985135
2020-08-12,296.09645602704165,299.3852970581997,292.15978624670515,296.3456115722656,15505766.674899722
2020-08-13,297.2923870372828,299.5846363224102,288.02381283838554,289.9173889160156,14270787.010608617
2020-08-14,292.50861750929556,295.00017302470695,284.13699706041257,287.2265319824219,12758930.035219897
2020-08-17,291.312670559934,291.312670559934,282.04409583093536,286.3295593261719,13807105.997121433
2020-08-18,292.0103021197849,293.4055671050349,284.435967381219,287.0271911621094,22861954.302768
2020-08-19,289.020424178014,292.50860171119695,287.52549094950706,288.6716003417969,14676554.16416996
2020-08-20,285.0339592115552,289.9174020801825,283.6885131113985,287.62518310546875,8447278.923045566
2020-08-21,291.51198507073,296.89373871221375,289.61840902838327,291.11334228515625,18447566.72249754
2020-08-24,294.2028909060512,295.49848762359386,292.06012880585126,293.9537353515625,10705187.791111467
2020-08-25,295.99678140437237,296.7940669662631,290.1167167455683,292.408935546875,11311877.717432978
2020-08-26,295.89713392690146,298.6876944188715,291.11335938994824,297.0432434082031,12843719.132513821
2020-08-27,302.1758547417915,313.9359842065896,301.37853875542703,310.0491638183594,41016380.27428688
2020-08-28,312.83971246311177,325.89546978192305,312.0424268435113,318.96893310546875,43365439.40441088
2020-08-31,324.35071006331884,327.24090838632776,297.0930865660789,304.7670593261719,37354948.21034151
2020-09-01,307.6572923135755,311.84308740022146,298.23920014325313,304.9664001464844,11684220.695422329
2020-09-02,305.96301807794043,318.57028293538633,303.02297039640933,316.42755126953125,11621502.008109407
2020-09-03,319.16825782662755,321.2611705182259,309.9495025264049,311.84307861328125,7260307.907118813
2020-09-04,303.9697859974934,317.42418636131686,301.77720488351576,313.38787841796875,20861296.260715503
2020-09-07,308.7037258474143,311.6437734974737,302.22568156005934,306.06268310546875,10236216.913403567
2020-09-08,305.9630262246345,311.3447802121359,302.97315951885633,304.41827392578125,8807849.84464578
2020-09-09,299.98328851978135,301.9765329617733,294.65135355455374,299.83380126953125,10840359.33816881
2020-09-10,300.9799177332331,308.4047656179478,297.99005100078375,306.0128479003906,8508939.118888002
2020-09-11,302.9731545134991,313.4376878108404,301.97653229470467,310.7467956542969,7865991.598585069
2020-09-14,311.44444008495105,317.3245050308557,296.5947752645998,300.3819274902344,14443017.505058207
2020-09-15,300.9798939712663,303.9697604676696,295.3988037617478,302.6741638183594,12218945.576315127
2020-09-16,303.67078470862026,306.6606511924682,301.97651486864186,304.0694274902344,7295149.839577018
2020-09-17,300.730741238316,307.9562520054338,299.63445076316464,304.26873779296875,6809104.966516481
2020-09-18,304.96638602412395,306.66065589005603,293.1564071491142,297.7408752441406,14228014.721782368
2020-09-21,296.99343321637866,296.99343321637866,272.1775450473056,276.2637023925781,11614029.18120069
2020-09-22,274.0711166226713,274.0711166226713,261.4638513409279,266.546630859375,14094972.40206613
2020-09-23,270.58291840286756,271.9283644115266,260.1183856469556,267.044921875,10118227.681038218
2020-09-24,261.91230891696694,263.9554027296667,251.84643355525833,253.93934631347656,7944831.843716285
2020-09-25,259.0221094992609,265.79915885976607,250.55082060950195,264.1048889160156,8114939.461349873
2020-09-28,268.24086663709653,280.94780004664494,266.2974715408048,279.5027160644531,7414933.954812367
2020-09-29,281.5457884736257,284.9342980750105,270.73243086881877,272.6260070800781,7302580.216690403
2020-09-30,274.46973744871593,275.56602791028143,267.59305061088816,272.0778503417969,6029226.748664874
2020-10-01,275.91485865442826,286.0305677732666,275.11754265584034,284.7847900390625,9330798.68972467
2020-10-05,289.0204499607243,296.943608944412,287.62518490588235,291.3625183105469,9525735.636956241
2020-10-06,294.0035556967742,306.21217792486055,293.55506353076015,304.9664001464844,12571807.766883258
2020-10-07,305.9131837199018,314.38447206722185,301.8270267871191,313.48748779296875,15487037.758725895
2020-10-08,321.2113222239717,326.09479532537864,315.4309256418312,317.72314453125,15840372.643656148
2020-10-09,319.8659080960317,328.88532686392585,317.5238398369803,324.3507080078125,17117954.983529292
2020-10-12,326.29409208661417,331.2273839895505,320.91233845627136,326.7425842285156,8457902.363794131
2020-10-13,323.9022215292467,326.4934453843799,317.4241770986617,319.51708984375,5657813.849956962
2020-10-14,313.9359873937427,321.3109854591411,310.34814145491515,319.66656494140625,7393242.024492607
2020-10-15,319.66657674655994,326.09480222495495,300.18262453076767,302.7239990234375,11142360.453354249
2020-10-16,302.97314921126195,312.9393712247903,302.97314921126195,311.9427490234375,8522591.598371316
2020-10-19,317.27469339793896,325.64631405744996,314.6834695138174,322.60662841796875,9328305.860124335
2020-10-20,318.9190953792188,320.3642096959539,311.64376568167836,318.07196044921875,6341499.487809547
2020-10-21,320.7129993017825,325.84562776345285,310.4478032074309,314.982421875,10970291.877776382
2020-10-22,311.19528705997595,314.6336458722338,306.26199492317056,309.2518615722656,8220975.677105737
2020-10-23,311.9427462468585,313.93599063182245,304.9663908994847,306.7104797363281,6173089.508150064
2020-10-26,307.9562611635527,308.6040595135218,296.2459502617024,298.1395263671875,6584472.000467273
2020-10-27,297.89038576402385,297.89038576402385,288.1234998364811,295.19952392578125,7997361.050920398
2020-10-28,296.9934178355302,298.3388638985568,286.0305735530106,287.9739990234375,6404586.363773763
2020-10-29,286.3295461873493,293.45541925624156,278.0575940846787,292.25946044921875,10394541.67225443
2020-10-30,291.01369511185277,293.95374289607616,286.0305838941841,288.4723205566406,7314581.8762304075
2020-11-02,293.0069190420056,306.85996117231707,293.0069190420056,299.88360595703125,14780554.145819109
2020-11-03,303.96976492852076,313.8861677862493,302.9731427484272,307.25860595703125,12193540.584115611
2020-11-04,308.8532058628484,312.3912328318017,302.22567448385905,311.5440979003906,7670608.976914736
2020-11-05,315.929251982787,320.71302659779997,311.942762998777,319.9157409667969,10720489.175166763
2020-11-06,319.91573367016724,331.37688923779007,317.92248922362415,329.78228759765625,13648504.601220157
2020-11-09,332.5230072394005,345.6285837286223,332.5230072394005,338.95123291015625,18291071.68878801
2020-11-10,343.83467002001714,352.8042701074958,334.0677843127835,343.78485107421875,17771672.588003594
2020-11-11,347.62182353741974,350.6615396040503,330.67924553582935,338.0044250488281,15368645.66747507
2020-11-12,338.6522248020433,338.6522248020433,329.1344945810178,336.6091613769531,8612930.416511538
2020-11-13,331.8751890893076,344.83127755225354,328.88532252093546,343.0871887207031,8268329.851743076
2020-11-14,346.2764079353188,347.62182362182125,339.8481823497088,342.3895568847656,1112562.9755786862
2020-11-17,348.8177586086788,353.70120114630134,345.8278921063187,351.45880126953125,11109153.861478847
2020-11-18,351.7578070152381,362.27215874138403,347.123489593828,360.2290954589844,15534555.088505944
2020-11-19,355.6944599101247,365.0627025813146,350.01373157389594,351.40899658203125,13810744.825016044
2020-11-20,351.45882023928414,354.34901859799646,337.854933002184,348.7181091308594,12399752.620965634
2020-11-23,356.79074693907995,359.33212137857396,350.81101375015686,352.70458984375,11448989.417591238
2020-11-24,355.7941191882622,359.1826285262037,352.30594154916156,357.5382080078125,10533798.247004988
2020-11-25,360.777243062753,373.68351295690144,359.9301080942091,366.9064636230469,18957721.04120865
2020-11-26,368.65054961927984,368.7502179232394,356.2924402906975,365.3118591308594,9918409.297757603
2020-11-27,367.1556104486808,371.0424309251551,360.876902787799,365.7603454589844,10098629.203132687
2020-12-01,369.74683355865534,380.4605221321204,365.7603447871334,375.9259033203125,9788244.802983195
2020-12-02,376.5736906916288,377.71980009715134,364.56437536860307,371.04241943359375,6450479.663425977
2020-12-03,372.1387385587982,376.5737196952868,367.00614010258477,375.32794189453125,6180451.076693104
2020-12-04,377.7198134099081,394.6623907924106,373.73332461402515,392.0711669921875,10262714.407288002
2020-12-07,393.6657696280746,413.39887705375946,392.6691474264845,409.6117248535156,14854985.145203115
2020-12-08,411.5551548386896,416.08977373999767,399.2468644307868,402.53570556640625,14115164.02388196
2020-12-09,405.6252343852175,405.6252343852175,394.6623902126441,398.59906005859375,15758490.067039452
2020-12-10,398.59905185873043,415.89042229816164,394.2138899483147,413.49853515625,14617838.470932255
2020-12-11,417.7342000649214,429.2452050272239,413.5982239087334,421.7705383300781,19933066.38768164
2020-12-14,423.8634266216499,427.800096636521,407.31952176474147,408.9140930175781,11100258.004463965
2020-12-15,412.6016002125383,415.54164793540696,408.1168002102281,410.7578430175781,7833107.492397423
2020-12-16,414.49516502648163,417.03656987370977,407.4689907139891,408.76458740234375,3756216.7658863803
2020-12-17,406.8212047102722,412.800938064674,403.6320014221259,404.9774475097656,5461855.916360827
2020-12-18,404.42927987874316,412.80093075832957,402.68519101457866,406.8211975097656,9234146.02369775
2020-12-21,403.58216962655956,403.58216962655956,366.25865629541863,373.0356750488281,11261737.966059355
2020-12-22,377.02217322813664,397.6522653242933,372.93604646241647,395.36004638671875,15055175.086498521
2020-12-23,394.5627334711104,401.2899335013947,390.2274207020278,397.70208740234375,7245389.282402523
2020-12-24,405.6252271189252,407.6184714782319,393.61594201990005,396.80511474609375,5273455.7862518085
2020-12-28,400.64213057856864,406.1235527631013,397.3034400741813,404.7781066894531,4693338.085249751
2020-12-29,406.6218734808606,417.83387366875195,406.07374341525133,411.8043212890625,8265398.541473679
2020-12-30,415.09313602490704,415.09313602490704,401.1404255702883,404.728271484375,6437375.325184043
2020-12-31,406.6218742716749,406.72154257866055,394.3634328748718,400.89129638671875,11496581.683838943
2021-01-01,400.6421133109558,403.582160885379,394.6623802764639,398.84820556640625,5248409.221443919
2021-01-04,402.6353827411642,403.03402555206793,393.6657826305937,395.6590270996094,9758026.32459087
2021-01-05,392.66915475233145,402.5357086492496,389.08130867677124,400.4926452636719,11782828.801305354
2021-01-06,402.5855425451224,407.867627943405,393.26711906143936,394.6623840332031,9487476.971418148
2021-01-07,405.17675744768684,409.61173855895356,400.04415902066256,404.4292907714844,12582578.995738942
2021-01-08,409.661536092688,422.5678055263304,408.01711557389257,417.98333740234375,16820249.7280809
2021-01-11,423.4647744120938,423.4647744120938,403.1336872445862,407.0205078125,9591871.248541828
2021-01-12,405.1269292261953,405.1269292261953,386.98839279983895,390.1277770996094,20336048.8593936
2021-01-13,393.96475878517725,394.11427645257714,369.7468505510046,373.8330078125,21811261.234495696
2021-01-14,373.6336456833544,378.5170882365041,368.0525554449713,371.8895568847656,12164372.17369109
2021-01-15,374.7299626071676,376.62353878212355,361.0264067937406,367.30511474609375,12905630.108552996
2021-01-18,366.3583398848547,367.7037859857972,352.8042713979657,354.7975158691406,11100691.5207733
2021-01-19,360.07958021604384,363.1691150461992,351.90729661715966,361.0762023925781,14154187.346155787
2021-01-20,361.724040026533,366.0593222693796,355.89379406765835,358.58465576171875,14611977.322073119
2021-01-21,363.7172825884349,371.29158694628086,333.8684356530573,339.5491943359375,34565252.64937642
2021-01-22,331.87518505107005,335.0643881843258,310.79663208342816,313.0390319824219,35698069.74925497
2021-01-25,318.9191088452771,318.9191088452771,300.48159786515953,308.50439453125,19173155.79533532
2021-01-27,308.8033840530872,314.3346249056354,301.079562270712,302.6741638183594,12885632.534544824
2021-01-28,298.886998999506,312.83971014039855,295.99680063179187,310.0989990234375,18776876.07479852
2021-01-29,315.1319545471931,317.12519896453273,305.4647069572975,308.4047546386719,14940199.877617888
2021-02-01,308.95289728647043,324.79918496761894,303.8701177320839,322.15814208984375,16478837.404393397
2021-02-02,328.88534176944034,342.73838493076886,327.34058945117073,338.2037658691406,22034210.101951577
2021-02-03,345.8279010680395,346.47569941077217,336.01116638133584,341.6919250488281,12654628.890509864
2021-02-04,336.8582934739544,350.8110038545324,334.01791420643775,345.67840576171875,14494531.061256234
2021-02-05,348.8177644444782,355.7941197333678,326.89207639368243,328.43682861328125,23718808.76874581
2021-02-08,329.88193541164213,337.85491270255795,328.3870021695954,329.5331115722656,8873663.804437265
2021-02-09,331.2772278401554,331.2772278401554,322.4571148973912,327.1910705566406,7662897.397258585
2021-02-10,328.88533997152064,333.3203211157233,320.16489535106365,330.081298828125,8323003.0874499725
2021-02-11,332.4233210803813,334.71557037829535,328.43683229913495,331.5263671875,8136824.6042971965
2021-02-12,331.974853847656,340.7949662131071,331.974853847656,336.3599853515625,9487378.668614797
2021-02-15,340.3962984750376,342.7383667157642,337.10745739792924,338.8017272949219,5361459.967248716
2021-02-16,337.8051043308032,351.40899117621893,335.36336779325615,348.9672546386719,13177758.932288695
2021-02-17,348.81775822471735,352.6049102910735,342.48920138545566,347.07366943359375,10592222.76642161
2021-02-18,347.1234951016941,352.10660603002447,341.84140968346213,344.4824523925781,6638890.940981844
2021-02-19,343.53568746347264,348.61843639563597,333.86843987444405,336.11083984375,7235450.8437768305
2021-02-22,335.6623610599876,338.00442942638045,323.1547640096831,325.7958068847656,8000796.7047099685
2021-02-23,326.84227565925016,329.5829868182896,321.56015954040316,324.2012023925781,5416070.187127033
2021-02-24,325.69611262528434,337.157267567443,322.9554016608551,334.0179138183594,4761408.232888072
2021-02-25,336.8583030193852,345.5787472543545,336.35999192024406,341.04412841796875,7667713.0141908955
2021-02-26,332.8718019522764,349.56522315796695,331.4266876522546,344.08380126953125,12535089.507516228
2021-03-01,347.82115977440435,350.0635598016033,335.114226286944,337.2569580078125,6378416.797410896
2021-03-02,340.34648226576917,346.1268788763733,336.85830455587114,344.03399658203125,4946239.393435076
2021-03-03,347.8211376667836,356.6910689054731,346.0770488675949,353.7012023925781,15055930.358714664
2021-03-04,348.8177811090382,361.4250462576512,344.83129218207773,356.1927795410156,12084439.435965378
2021-03-05,350.8110242513193,353.202911515588,341.8912431450396,345.18011474609375,5708318.398128188
2021-03-08,349.81438036176905,355.245983333754,345.9773789387196,350.7113342285156,4888531.647073744
2021-03-09,352.80425656299707,356.69107703545296,344.63194240901635,349.7147216796875,5231699.668199492
