19990209 00:00,1670000,1695000,1617500,1623100,5084900
19990210 00:00,1625000,1685000,1625000,1685000,5346600
19990211 00:00,1702500,1777500,1681300,1772500,6100000
19990212 00:00,1762500,1762500,1711900,1732500,5656800
19990216 00:00,1750000,1782500,1719400,1726300,4371800
19990217 00:00,1705000,1743100,1688100,1701900,4324100
19990218 00:00,1720000,1745000,1701900,1739400,4250800
19990219 00:00,1743800,1747500,1710000,1718100,3201700
19990222 00:00,1722500,1788100,1710600,1778100,4210000
19990223 00:00,1780000,1800000,1733100,1770600,4467900
19990224 00:00,1772500,1796900,1731300,1736900,4245300
19990225 00:00,1720000,1739400,1693100,1739400,5185100
19990226 00:00,1710000,1741300,1665000,1695000,7087800
19990301 00:00,1695000,1695000,1651300,1686900,4707300
19990302 00:00,1705000,1709400,1668800,1675000,4266400
19990303 00:00,1685000,1689400,1650600,1666300,3814700
19990304 00:00,1735000,1770000,1701300,1710000,10673400
19990305 00:00,1738800,1795600,1706300,1786300,5684900
19990308 00:00,1786300,1800000,1770600,1790000,3730700
19990309 00:00,1798800,1848800,1785600,1822500,4884100
19990310 00:00,1816300,1828800,1802500,1816300,3397600
19990311 00:00,1823800,1859400,1815000,1827500,4250000
19990312 00:00,1826900,1834400,1782500,1791300,4624000
19990315 00:00,1791900,1823100,1771300,1823100,3842800
19990316 00:00,1820000,1835000,1801900,1811300,3203100
19990317 00:00,1795000,1800000,1780000,1780000,3530200
19990318 00:00,1775000,1777500,1729400,1773800,7169000
19990319 00:00,1766300,1780000,1680000,1685000,9254800
19990322 00:00,1686900,1705000,1666300,1670000,5853500
19990323 00:00,1670000,1676300,1640000,1656900,4843900
19990324 00:00,1680000,1705000,1665000,1700000,5752400
19990325 00:00,1720000,1732500,1695000,1713800,4882300
19990326 00:00,1710600,1758800,1705600,1726300,4021300
19990329 00:00,1750000,1787500,1743800,1775600,3984200
19990330 00:00,1770000,1812500,1768800,1788800,3624300
19990331 00:00,1800000,1815000,1765000,1774400,2661600
19990401 00:00,1773100,1776900,1746900,1769400,2552800
19990405 00:00,1790000,1839400,1785600,1838800,4552400
19990406 00:00,1831300,1867500,1821900,1833800,4305200
19990407 00:00,1840000,1876300,1790600,1863800,5725400
19990408 00:00,1860000,1880600,1823100,1846300,4264700
19990409 00:00,1856300,1880600,1852500,1863100,2932700
19990412 00:00,1835000,1836300,1810600,1832500,4418100
19990413 00:00,1840000,1840000,1799400,1806300,3356900
19990414 00:00,1827500,1838800,1776300,1794400,3575200
19990415 00:00,1795000,1795000,1735000,1778100,4004800
19990416 00:00,1775000,1775000,1701300,1705000,5951000
19990419 00:00,1708800,1723100,1640600,1660000,7422400
19990420 00:00,1670000,1690000,1630000,1687500,7232800
19990421 00:00,1697500,1715000,1651300,1715000,6445300
19990422 00:00,1972500,1987500,1717500,1950000,19630500
19990423 00:00,1933800,2065600,1929400,2005000,10297800
19990426 00:00,2047500,2107500,2023100,2103800,9206400
19990427 00:00,2120000,2152500,2085000,2120000,10273400
19990428 00:00,2092500,2110000,2035000,2053100,5737300
19990429 00:00,2050000,2090000,2034400,2049400,5569900
19990430 00:00,2085000,2110000,2034400,2090000,4399900
19990503 00:00,2080000,2120000,2063100,2120000,11085700
19990504 00:00,2122500,2158800,2113800,2120000,5531900
19990505 00:00,2121300,2125000,2073100,2123100,4157100
19990506 00:00,2118800,2140000,2080000,2092500,4078600
19990507 00:00,2112500,2175000,2110600,2170000,4966500
19990510 00:00,2172500,2218800,2170600,2185600,4694100
19990511 00:00,2205000,2218800,2175000,2211900,4235800
19990512 00:00,2211300,2284400,2155000,2251300,5831400
19990513 00:00,2340000,2450000,2146300,2450000,12012100
19990514 00:00,2415000,2455000,2360000,2397500,9069400
19990517 00:00,2360000,2388800,2320000,2380000,5728100
19990518 00:00,2382500,2406300,2370000,2376300,4195500
19990519 00:00,2382500,2388100,2330600,2359400,3866200
19990520 00:00,2356300,2363800,2330000,2330000,2672700
19990521 00:00,2327500,2333800,2291900,2305000,3250800
19990524 00:00,2303100,2306900,2217500,2236300,4212900
19990525 00:00,2225000,2260000,2210600,2211300,4599600
19990526 00:00,2230000,2361900,2214400,2355000,8088200
19990527 00:00,1166900,1168800,1030000,1160600,9852300
19990528 00:00,1160000,1167500,1141900,1163800,5636800
19990601 00:00,1136300,1138800,1111900,1120000,7010500
19990602 00:00,1117500,1146300,1094400,1132500,6860300
19990603 00:00,1145600,1153100,1115600,1129400,5003700
19990604 00:00,1136300,1158800,1124400,1157500,5301300
19990607 00:00,1181300,1216900,1175000,1204400,6595600
19990608 00:00,1198800,1198800,1160600,1162500,7278500
19990609 00:00,1166300,1208800,1165600,1170000,5507000
19990610 00:00,1158800,1167500,1133100,1152500,4902100
19990611 00:00,1150600,1165000,1125600,1148800,4222500
19990614 00:00,1158800,1160000,1140000,1156300,4823700
19990615 00:00,1175000,1183100,1147500,1163100,4687800
19990616 00:00,1198800,1215000,1188800,1206300,6803300
19990617 00:00,1192500,1220000,1190000,1205000,4517400
19990618 00:00,1201900,1214400,1197500,1206900,5245300
19990621 00:00,1228800,1257500,1226300,1246300,6340600
19990622 00:00,1238800,1277500,1230000,1240000,6635900
19990623 00:00,1222500,1241900,1217500,1228800,4393700
19990624 00:00,1231300,1244400,1215600,1227500,5049700
