Date,Close,High,Low,Open,Volume
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
2010-01-04,267.5513916015625,270.132044200654,266.6259031513613,268.67262762650284,1963682
2010-01-05,267.6225891113281,270.3634247433684,265.73604724596817,268.7438469643969,2014488
2010-01-06,261.5712890625,267.7470686025925,260.9127866268675,267.62247238126776,3349176
2010-01-07,254.292236328125,263.19104048678565,253.0819902723087,261.8028183477961,6474892
2010-01-08,249.0952911376953,255.75160017776776,247.92065347782219,254.86171987095574,6048178
2010-01-11,254.22093200683594,256.3210358479949,249.3087985729954,250.5902171294454,4318408
2010-01-12,266.9817810058594,268.38779568646913,258.7770921274046,260.5568520457499,9027690
2010-01-13,280.68597412109375,283.48021064380924,265.05969274941265,265.1842672719897,10910272
2010-01-14,277.589111328125,284.2098304381572,273.85161596338463,284.2098304381572,10327614
2010-01-15,281.70050048828125,284.6192903263368,274.88400908647947,283.33787145721936,7945008
2010-01-18,285.544677734375,295.0841862873286,282.269915230219,284.7615790468792,7261084
2010-01-19,277.8918762207031,285.54484822701164,277.1621785838257,285.54484822701164,5154850
2010-01-20,277.4290466308594,281.98522869277247,274.40345409494034,281.98522869277247,4347054
2010-01-21,274.3144226074219,281.89619600373857,273.33555458916163,274.8839371278115,5089504
2010-01-22,269.7582092285156,272.30327466892345,265.0774535555057,270.8794666967983,7574990
2010-01-25,269.1709899902344,272.4813402688921,263.8139150785968,269.6337233882244,3008286
2010-01-27,265.28082275390625,271.13392653595344,264.1566132953778,267.6720305837623,4844398
2010-01-28,264.7275390625,270.5092571135278,259.7131559249324,267.49348234222276,6537196
2010-01-29,262.746826171875,264.031642993143,254.16348216576563,261.9616506552326,5473326
2010-02-01,266.2978820800781,272.240185691199,256.96504566654903,262.08649307176336,3378012
2010-02-02,263.5319519042969,272.1866778284331,262.31849708206664,269.45641537001404,4739188
2010-02-03,268.7249450683594,270.13468913655123,262.49710325183344,265.5307203526364,2977676
2010-02-04,263.6390075683594,269.06382964371835,261.4262486159264,268.72477417965894,2716612
2010-02-05,258.21435546875,262.3186610498013,255.75176340683458,262.3186610498013,4607118
2010-02-08,258.44622802734375,262.22931663468603,252.73589244904502,260.1771647862349,4170344
2010-02-09,262.3721618652344,264.79905085203734,257.33991406846127,258.74965794078025,3005894
2010-02-10,261.3549499511719,265.42357327473496,259.85598231705893,264.067372761282,2337374
2010-02-11,265.0666198730469,266.9403235642562,262.3185167693,263.37136415242895,2413156
2010-02-15,266.2978820800781,267.6719225693219,263.5854601947909,267.6719225693219,1956482
2010-02-16,270.58074951171875,273.00763829948085,264.88825314724915,266.690573846378,1660490
2010-02-17,270.75897216796875,274.07809831964016,268.581895001208,272.9895706278538,2528290
2010-02-18,270.81256103515625,273.72127086591274,269.6348091110979,271.24084040295753,1814806
2010-02-19,267.8682861328125,271.0625096619008,266.17303014743527,269.42079678934294,2215880
2010-02-22,270.2594299316406,272.5614129255322,269.0281346760058,270.1702059534526,2143460
2010-02-23,271.9903564453125,273.0253632677107,268.11804464688583,270.8839878695326,1853052
2010-02-24,273.150390625,275.0597976146468,268.42151783316325,269.8134211795149,4076058
2010-02-25,273.4715576171875,274.73853404950745,271.6870776327361,274.73853404950745,2672984
2010-02-26,271.88323974609375,277.86124491637565,266.29783305989525,273.77478329408166,3015934
2010-03-02,272.38287353515625,274.4528647776212,269.45632367633806,271.9545942269796,4053352
2010-03-03,274.36370849609375,276.237411871189,272.72199615690766,274.4529324663364,2754742
2010-03-04,272.6329650878906,274.8100227889078,270.1703730535107,274.09623052192364,2053606
2010-03-05,272.1687927246094,273.7213028916354,271.2944152344041,273.02535156043035,1287312
2010-03-08,272.2044982910156,274.8098339182769,271.34793944604377,273.95327507330506,3015740
2010-03-09,274.34588623046875,277.84346173900883,272.31157521755136,272.31157521755136,3457732
2010-03-10,278.3966369628906,279.966987605284,271.2408786652686,272.5613978259362,4587874
2010-03-11,282.5189208984375,283.6966953585035,275.505926177975,278.3967756378286,3214030
2010-03-12,284.4284973144531,285.5170266218047,282.6618563555866,285.5170266218047,2510976
2010-03-15,291.94085693359375,292.65464875983724,282.3582103795538,284.4282023190204,6054434
2010-03-16,295.8667297363281,296.9195770998705,291.15569904371785,293.190010227254,3088856
2010-03-17,300.04241943359375,301.8982826678358,296.2236285403494,297.6512122923511,4174794
2010-03-18,294.7425231933594,301.57708961810323,292.8331384989985,301.57708961810323,3724554
2010-03-19,292.9759521484375,297.81188887298356,287.39052071039004,287.39052071039004,4716624
2010-03-22,295.3670959472656,297.57985531707095,287.71169482021537,290.834534556537,3310110
2010-03-23,295.7417907714844,297.29427919445527,293.40410524321794,296.22359151428316,1694964
2010-03-25,296.1521911621094,298.6504622739812,291.9408242158788,294.1178803286604,5517582
2010-03-26,294.45697021484375,298.3649848394159,293.47550644892465,296.2236093501378,1997806
2010-03-29,289.7817077636719,295.9738445693414,288.5682526662736,294.08230015074054,3443266
2010-03-30,285.51678466796875,291.26280124613083,284.4996398358699,288.58608138986864,3097160
2010-03-31,278.6108703613281,288.10429522242475,277.4152556946332,285.5167992294082,7083046
2010-04-01,288.3005676269531,289.01435958531806,279.12833660532345,280.6451445168489,5781432
2010-04-05,286.7123107910156,291.5839485093776,285.24904632328037,291.5839485093776,3001836
2010-04-06,284.1070251464844,288.6931513112043,282.71514396973413,288.6931513112043,3702366
2010-04-07,284.8208312988281,288.7288466202293,278.78930233181245,281.9478230284069,3024558
2010-04-08,285.32049560546875,288.19350388820925,281.9478242373812,284.08920011766514,4494438
