Date,Close,High,Low,Open,Volume
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
2010-01-04,222.17855834960938,223.65826633156436,220.7073420270429,221.95744301345363,4069264
2010-01-05,222.92262268066406,223.7177449610671,221.115498277022,222.8078088255154,6895528
2010-01-06,219.66981506347656,228.16541811526017,218.98948582571208,228.16541811526017,6817288
2010-01-07,214.73326110839844,219.96755050887128,214.1507206516973,219.96755050887128,10892600
2010-01-08,209.5584259033203,214.5843668500712,209.03117485470403,214.21868570341718,12649312
2010-01-11,211.72267150878906,213.00254485211684,210.39178593730725,210.48533949858611,7849656
2010-01-12,219.9972381591797,220.59678252623337,212.60291299752637,212.60291299752637,24859680
2010-01-13,228.20794677734375,229.18592009127684,210.63419983655533,210.63419983655533,19704040
2010-01-14,228.739501953125,229.85778510689084,225.37611930746385,227.82530931589253,8413904
2010-01-15,227.55313110351562,228.97331426708953,225.71197760494724,228.73945108631534,5049504
2010-01-18,228.4757843017578,228.7606804427963,225.8692815078316,226.46456952385373,6140088
2010-01-19,224.16000366210938,228.59065676507316,223.49669916949225,227.91032742946282,5837512
2010-01-20,226.0138702392578,227.33200812279273,224.33856366226195,225.24424364518092,6091992
2010-01-21,223.25001525878906,226.60914056990515,221.10698250384388,224.763751829869,6682792
2010-01-22,219.0320281982422,221.95743590692703,217.02504844232865,221.10702427509975,13486496
2010-01-25,216.20013427734375,218.55151392752694,214.1336300415403,216.85494702379975,6498712
2010-01-27,212.7942657470703,215.4815750000616,211.34005344815338,215.32424053215388,9840856
2010-01-28,211.9013214111328,217.27166263863342,210.85956714714712,213.70844615478148,12732872
2010-01-29,210.51942443847656,212.60293318367658,204.50701764044322,208.5549650310573,15012280
2010-02-01,208.45713806152344,215.15412923841072,203.2568795667474,208.09571314086602,12308784
2010-02-02,207.4961700439453,212.68793691061717,205.93991269463802,212.68793691061717,9889384
2010-02-03,210.3238067626953,212.60291415483582,208.3508558717391,208.3508558717391,6405608
2010-02-04,206.56922912597656,210.05166039592982,205.16179380776546,209.62645460565466,6176408
2010-02-05,200.07632446289062,203.96695736727688,198.06085320908417,203.28237190601746,13544872
2010-02-08,204.4049835205078,207.67055644730914,199.37904160143992,201.96428510499047,9252480
2010-02-09,210.37484741210938,211.0721808434783,203.60981828545445,204.43896968079042,10387392
2010-02-10,209.7923126220703,212.279766873536,208.18078658420544,211.83755693678748,7187984
2010-02-11,212.47116088867188,214.14646820990725,210.05174314132853,210.30686671599412,6453888
2010-02-15,212.48805236816406,216.20860252702673,210.4640896913417,213.19815424614075,8950128
2010-02-16,216.12786865234375,216.9400159455835,211.6036827426884,212.60291645000342,4418096
2010-02-17,214.18896484375,218.2496812862265,213.75952348404684,216.8720182895574,7991184
2010-02-18,215.4645538330078,216.59986176662173,213.62342079220798,214.55887366988088,3721696
2010-02-19,215.3582000732422,216.387206293606,213.04082873447197,214.72039144789258,5998992
2010-02-22,218.4154815673828,220.40118028688255,217.28868614591408,217.28868614591408,5855400
2010-02-23,219.5167694091797,220.17158224530303,217.2801825557162,217.54381847927414,3786032
2010-02-24,219.09152221679688,220.96242754514245,216.93997693679947,218.3856765087029,5427016
2010-02-25,222.58253479003906,223.63278087758195,218.60685973198997,218.60685973198997,8729568
2010-02-26,221.2728729248047,223.65828194740516,219.58481812092168,222.72282905713084,10546368
2010-03-02,224.59371948242188,225.422870851204,223.0332057809895,223.7900846158491,8534656
2010-03-03,226.74099731445312,227.61266922161607,223.88360597739128,225.45263201988644,5904976
2010-03-04,223.13095092773438,226.5496006591555,221.44713217584118,226.37951837637834,6755240
2010-03-05,224.14295959472656,224.5086406997815,222.21678581170454,223.98988136912217,4984808
2010-03-08,226.17127990722656,227.85509946446928,224.34715070438332,225.61425601231446,8664992
2010-03-09,228.2462158203125,229.73869232149772,222.62500763622134,225.36332881891343,7958752
2010-03-10,226.14573669433594,228.88405828098078,225.35910585315042,227.47662273164786,7330952
2010-03-11,228.16119384765625,229.185944057904,225.35909155972007,226.63470905911473,4298424
2010-03-12,227.33627319335938,229.95128877390584,225.89482973306818,229.6026117250325,3176920
2010-03-15,229.71742248535156,230.67413548968668,224.16848706020795,225.7332360247201,10582856
2010-03-16,232.36224365234375,233.43374991176958,228.10592904222543,229.6111535631833,5881344
2010-03-17,232.86817932128906,234.17780469344265,230.7166341281805,232.58753938097075,6352000
2010-03-18,237.0607452392578,237.596487936116,233.01277773009483,233.01277773009483,8923048
2010-03-19,235.7638702392578,237.690044224866,234.71785980994653,236.4229392348724,12582544
2010-03-22,234.49256896972656,236.1593845983066,233.25947171489204,234.04186727239448,4108528
2010-03-23,236.0317840576172,238.0302516942066,235.06655840493013,235.56831380068164,4792560
2010-03-25,239.30154418945312,244.06810488499028,233.93545998524436,235.64903088373103,15207528
2010-03-26,235.97645568847656,240.24126127858645,234.96870970362278,239.47589088867238,9105680
2010-03-29,231.027099609375,235.5640545974899,229.6324326450802,234.5435604981506,13981704
2010-03-30,224.85733032226562,230.88674001642067,223.70927470892428,230.88674001642067,10649936
