Date,Close,High,Low,Open,Volume
2010-01-04,74.94451141357422,75.94629008040135,74.36672979167676,74.69406339468814,6100980
2010-01-05,75.01044464111328,75.79253519254836,74.9137811613304,75.1334696691349,16773200
2010-01-06,75.06096649169922,75.57283770413716,74.17122411820579,75.3092088443553,13279680
2010-01-07,75.25647735595703,77.69941192712463,74.76437735726418,77.69941192712463,12247960
2010-01-08,75.3553466796875,75.7222226820233,74.73802259535074,75.22133322238165,14171800
2010-01-11,75.05216217041016,76.83163985964562,74.80391316269407,76.83163985964562,27533220
2010-01-12,74.48318481445312,75.21254547937875,73.7538174451671,75.04558679202394,9814100
2010-01-13,74.22394561767578,74.46560428323659,73.1804253519743,74.03281771539231,20693500
2010-01-14,73.98229217529297,75.30042301084168,73.37594984554532,75.13345762627694,20345280
2010-01-15,74.43704986572266,74.65014797420395,73.41989776478704,74.62378642748227,23163460
2010-01-18,77.62254333496094,78.12124057587464,73.90761628917525,74.2547212076231,47002920
2010-01-19,78.17394256591797,78.59574736855453,77.01837909484688,77.55002812996214,33328440
2010-01-20,77.15899658203125,78.64848436979881,76.58341377470424,78.42879586597256,27304220
2010-01-21,75.20596313476562,77.36989625472278,74.9181717289215,77.36989625472278,25046940
2010-01-22,73.68792724609375,74.6940977303064,72.67296063938873,74.5183495938621,18947400
2010-01-25,72.79157257080078,73.72304948350725,71.67555815865394,72.93656775700956,12057580
2010-01-27,70.17727661132812,72.98489463841496,69.72471895610894,72.98489463841496,24215580
2010-01-28,70.00373840332031,71.13513282482877,69.28096136916095,70.73969621098378,34864460
2010-01-29,71.6645736694336,71.92600348416295,68.2132696950927,69.42155627584314,32870340
2010-02-01,70.28934478759766,71.53058358705374,69.64126097063732,71.53058358705374,15034660
2010-02-02,69.38201904296875,70.95498940238683,69.07005844389501,70.60787784113855,20669400
2010-02-03,71.29988861083984,71.7238924434656,69.33368087234462,70.30030877715858,15455340
2010-02-04,71.0362777709961,71.39437109846763,69.6632246468635,71.0911998959614,17210480
2010-02-05,69.12936401367188,70.21242640832578,68.76248137081693,70.21242640832578,18693880
2010-02-08,68.86795043945312,69.8104092368861,68.05949169881794,69.64125151271215,15181200
2010-02-09,69.0546646118164,69.3292751626775,68.1693204640146,68.84156655617383,23947500
2010-02-10,70.01691436767578,71.06702504566123,68.71855463181264,69.2018719749693,27733360
2010-02-11,70.21244049072266,71.75025987135143,69.86093757713543,70.47606264764275,14539380
2010-02-15,70.90666198730469,71.16589280672954,69.53140984001816,70.16850514538942,9604980
2010-02-16,70.58151245117188,71.29769901970292,69.86093452674339,70.519999946807,14349700
2010-02-17,72.75862884521484,72.97831732707984,70.9549882863242,71.09119407238282,24796680
2010-02-18,73.98008728027344,74.25469784924253,72.5301421352447,73.1518642178321,20008840
2010-02-19,74.42606353759766,74.69408375335765,72.76521915284242,73.37595286359252,14691980
2010-02-22,74.5447006225586,75.55966038164924,74.25471020442963,74.7380275679779,13280340
2010-02-23,74.738037109375,75.08294299010777,73.91859651704216,74.03723019494218,12945780
2010-02-24,74.71604919433594,75.13345594203078,74.14485783753038,74.25470207136375,11211380
2010-02-25,74.30084228515625,74.86983466942266,73.90320665482197,74.73802693898307,11673940
2010-02-26,74.90496826171875,76.22090656989765,73.81531548182662,74.25469235969463,18702060
2010-03-02,76.66908264160156,77.15459902316753,74.9577141615097,75.74858734821808,15429300
2010-03-03,78.06189727783203,78.25303186904769,76.56362708101344,76.56362708101344,22295920
2010-03-04,78.25962829589844,78.5166600586291,77.02717245806087,77.98940905658341,27028840
2010-03-05,78.38483428955078,78.86815154903229,77.81364969752988,78.45293717097418,20899300
