,Strike Price,Expiry,underlying,identifier,OPEN_INT,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,lib_impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,Future_Prices,Symbol,INSTRUMENT,Close,Option Type,Date
1,8000.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE8000.00,2406.0,-5.0,-0.20738282870178348,1925.0,187.75,0.65,0.25,62.5,132300.0,33150.0,3950.0,0.55,3550.0,0.65,17003.75,NIFTY,OPIDX,0.6000000000000001,PE,2021-12-24 19:56:40
