TICKER,bm,roe,cash_ratio,ptb,pcf,curr_ratio,divyield,quarterly_return,Z_score,Sectors,Z_score_normalize
AMZN,-1.2907138355058971,-3.407351005228467,-0.03566487598314223,3.7634471349171994,1.0813375420135038,-0.31916905816467683,0.0,1.5143682136712222,1.3062541157197418,Consumer Cyclical,0.4166951619456782
BIIB,-0.3989619948745967,-0.03126056049504588,0.2657437887649571,-0.20928123885584118,0.7309884163561267,0.5102841150985716,0.0,0.4183243181701782,1.2858368441643497,Healthcare,0.4101820507716129
DHR,-0.2086200036376343,-0.11094600397839376,-0.40942050777034,-0.46804042797254064,0.29787505934906505,-0.15278575232632724,-1.871567404747298,0.44294561110993985,1.262575379521067,Healthcare,0.4027616417868836
COF,1.943734167511358,-0.10975626542621639,0.0,-0.7676434383422822,-0.9336322226828816,0.0,-1.1392423120545763,-0.0712036568826935,1.2007408962318609,Financial Services,0.3830364369297674
UNH,-0.2580261500230922,0.12963355234527177,-0.4109078036142025,-0.30286781045565675,-0.16773630985188281,-0.7422403951583775,-1.4851780450632575,0.8596739959416752,0.592707124246993,Healthcare,0.1890736175697128
BLK,0.223929738569942,-0.08596149438266493,0.0,-0.7972098380032228,0.1513203664431165,0.0,-0.19130493826673423,0.7592923496485401,0.4426760605424451,Financial Services,0.1412136968736527
MET,2.5505011980442456,-0.31321419969860487,0.0,-0.9182104114214784,-0.9645336197571149,0.0,-0.4316924882616677,-0.4506220397880084,0.335613415640707,Financial Services,0.1070607050332549
UPS,-1.0240566863614307,1.4571294077916515,-0.2818214070194634,1.4690556758620141,-0.36446740819267387,-0.2243224542773624,0.03894205287758377,-0.7320506598302149,0.2605244150949367,Industrials,0.08310730816642962
MDT,-0.6709824334817355,0.08812332011792952,-0.06002551523621672,0.14045217786645484,1.07952108525882,0.2994911796979005,0.0,-0.7934904435539112,0.08308937066924149,Healthcare,0.02650551554274477
AMT,0.8114416690429598,-0.6020048891795589,-0.15366632857882062,-0.37230890417534324,0.4448003669770672,-0.2872518018109147,0.0,0.1748054192983097,0.015815531573699304,Real Estate,0.0050451557710333265
LOW,-0.4226705287569689,0.13799777489391393,-0.5528447990549962,0.1224420910773778,-0.049274496873569086,-0.39612725762701645,-1.0601838642755286,0.07418265119441056,-0.026110700871319725,Consumer Cyclical,-0.008329315557482403
UNP,1.3482938578268775,-0.21495799558543338,-0.45839244409263813,-0.7639703849993081,-0.39890759772789736,-0.6146956487145836,-0.4799340346477647,0.49762983205901423,-0.12506634658620397,Industrials,-0.03989617404265767
CSCO,-0.45334083781183754,-0.044573013840244924,0.660725127397033,-0.08870528406018248,0.48983928557516343,0.46153504133760276,0.3190926930745746,-0.970524441413329,-0.2641368158903694,Technology,-0.08425966429403992
GS,1.0367570923504363,-0.05782488498644051,0.0,-0.7669351437570899,-1.2405251005576836,0.0,-1.159094962359894,-0.44589116429448683,-0.31532423888537053,Financial Services,-0.10058845611011884
CVS,0.3924239468922955,-0.1625734466062208,-0.5695315329129645,-0.6292572342290417,0.1451548142471098,-0.2271304685889899,-0.9964110768479697,-0.32851616158933317,-0.38301900593917537,Healthcare,-0.12218309193242789
AXP,-0.5835078537866847,0.20473129186605624,0.0,-0.1783087484620436,-0.5250728010017738,0.0,-0.950972278006142,-0.31379930470503403,-0.44498513808333806,Financial Services,-0.14195029278425594
ALL,1.3173241175817951,-0.21041535747711915,0.0,-0.8372018860248618,-0.6872060920519846,0.0,-0.05272789005107406,-0.08457712197505397,-0.44934844989615036,Financial Services,-0.14334218958333894
COST,-0.47827917836830713,-0.05387460615726954,-0.41313874737999606,-0.21312436688676198,0.09535186349387717,-0.5114503755156857,-1.1622156078188781,-0.1742768079643046,-0.58657661095957,Consumer Defensive,-0.18711798336625232
ACN,0.5935989308323899,-0.4094982752081668,-0.5545588168262767,-0.7110470615270597,0.12783248093548305,0.3575454751886342,0.0,0.0,-0.596127266604996,Technology,-0.19016464324120735
INTC,-0.32702365142546774,0.012101804463487121,0.38931177364634084,-0.3449175522326971,-0.21475184030093278,0.3944387234636897,-0.2325242318960184,-0.7640811874336185,-0.6223976979231801,Technology,-0.19854491282334902
FDX,0.16194748219545888,-0.18607979618257772,-0.4303605449866707,-0.6253014229686582,-0.5184102558834733,-0.27958620582005134,-1.5888369261633073,-0.3411889767956203,-0.6301427942782856,Industrials,-0.20101559914780687
JNJ,-0.6765026262905681,0.15753832929634587,-0.003143882714297237,-0.07714020527982547,0.26292793703310147,0.11109147209674447,0.10959283722355902,-0.3156520605918339,-0.650473873673892,Healthcare,-0.207501215016366
MMM,-0.8813563362818739,0.4327645143667587,-0.381579055083404,0.3362798658053331,0.1876221494672764,-0.07405985710757214,0.034540134849796844,-0.2799605312597913,-0.69482938494307,Industrials,-0.22165062647395944
KO,-0.9302063961712186,0.2593511072160268,-0.2958600287651889,0.4655870211447425,0.9038485896441742,-0.5381857165971727,0.20500441047583418,-0.4457311199871226,-0.7862009539915935,Other,-0.2507981639275938
DIS,0.22820732700158292,-0.17068530037106802,-0.5060584621130081,-0.6065750100028381,0.004581076166029161,-0.5176246238514925,-1.1319571377185897,-0.3618481819242852,-0.7980460373764897,Communication Services,-0.25457674642538736
MCD,-0.59791402769603,0.3177909836535055,-0.23362939412748365,0.06878864438461427,0.08633925184301311,-0.4283940485874322,-0.08685375956148891,-0.10341336281262135,-0.8035781937809454,Consumer Cyclical,-0.25634150473781825
LLY,-0.8284425673824701,0.2468047733930638,-0.14813708973668657,0.4428264085849998,0.6237447986188307,-0.09805484687289294,0.6055789510044158,-0.48719113060009134,-0.8540286049996625,Healthcare,-0.2724351897413875
C,2.2064208730984554,-0.26081700886936904,0.0,-0.7903116646517828,-1.0796473232731962,0.0,-0.21423023256561013,-1.1462134723357955,-0.8563383634660784,Financial Services,-0.27317200286728394
WFC,0.47010495281090353,-0.07893122111979732,0.0,-0.6750136243491446,-0.08926822732048863,0.0,0.2781202689173685,-0.24388793036478598,-0.8951163192606815,Financial Services,-0.28554217370563656
BAC,2.317595396436815,-0.2224569537324922,0.0,-0.8488425535554165,-1.4922820869171176,0.0,0.537811422966642,-0.12650120190810196,-0.9102988226429556,Financial Services,-0.2903853934356136
DOW,0.13556882487666402,-0.08806637844633468,-0.4693585799704714,-0.58974916897123,-0.09220719642535863,-0.14770940560864937,1.1359784157230524,1.4492842593120228,-0.9382160609564096,Basic Materials,-0.2992909945740958
PEP,-0.92148011577067,0.41600001658607405,-0.3676764664941293,0.39558623929433484,0.3276236356978297,-0.4335110626191627,-0.02169436795517797,-0.3781254868463171,-0.9398888721968626,Consumer Defensive,-0.2998246214866212
ABT,-0.6253426686481376,0.0048191624168242245,-0.3111592244273587,-0.09618577074648405,0.3855133712866802,-0.170208973657509,-0.026426429835048507,-0.1770209521411166,-0.963158626082053,Healthcare,-0.30724767474014747
GD,-0.24861545547348127,0.08236848440876246,-0.5334011265596246,-0.4188293520100366,0.04842863173039742,-0.400965161802471,-0.4042210445698355,0.09404171090896252,-0.9727512242276554,Other,-0.31030771427583853
BK,0.8228776707683673,-0.16924319303509514,0.0,-0.6538935676270412,-0.4106707102087171,0.0,-0.28999127174877215,-0.8959447342685893,-1.0168832626223034,Financial Services,-0.3243858378695147
MDLZ,0.35795133700930176,-0.23692609733675277,-0.5756456354978396,-0.682163656512974,0.5352288865865781,-0.742360371673477,-0.5445403334055856,-0.26252791724689684,-1.0619031212664747,Consumer Defensive,-0.33874717619009714
CMCSA,1.6261081290910502,-0.3143616059556069,-0.4753928544054811,-0.8990934277069247,-0.7055285922966457,-0.7914020390589492,-0.5566187247158713,-0.06980338525207722,-1.0728550508687629,Communication Services,-0.34224084256352605
IBM,-0.9930869461163467,1.0147629824819893,-0.482161970963146,0.6197432782160437,-0.3297119831467374,-0.4216023754180444,-0.3618415787573194,-0.8765736282380748,-1.106789064426997,Technology,-0.3530657954612431
KHC,1.8918470198355481,-0.436177260923664,-0.39812068690782465,-0.8959875370124977,3.025194719428451,-0.5045233763553758,1.1176320655866956,-2.787010718259095,-1.2224099057811537,Consumer Defensive,-0.3899488526187852
CHTR,0.364765060093302,-1.1453191223149382,-0.5725301012209587,0.2761935283976161,-0.9117541663043712,-0.9984186366218999,0.0,1.7024425656393796,-1.2846208723318702,Communication Services,-0.40979415566486554
BKNG,-0.25603078083115594,0.1402839391706475,0.4890271002838303,-0.04751287351088264,-4.544099785800736,0.20829218436780225,0.10469070123806835,2.7042322457838432,-1.4104986717747197,Consumer Cyclical,-0.44994918323031174
BMY,-0.7871638390171309,0.16186465130426433,-0.1401836845228615,0.16343918951832165,1.0567505921577103,-0.12719222429324237,1.157469423738165,-0.688046030212671,-1.5180007688037747,Healthcare,-0.48424236033263984
PFE,-0.06647574005419164,-0.028277200943751697,-0.037913957503128926,-0.12413401123651042,0.45268551468421214,-0.031186891608660176,0.8384954386496766,-0.8695318538821569,-1.5433295791938642,Healthcare,-0.4923222527673322
HON,-0.4624521011712333,0.02295366216668235,-0.4474100339285079,-0.29853405544428124,0.060140624939207646,-0.32646820380002106,-0.08629251501294664,-0.18275064539331518,-1.548228237618522,Industrials,-0.49388492517618016
