,Date,Adj Close
145,2012-02,0.04152707969359337
146,2012-03,0.029089242030374995
147,2012-04,-0.0006966501586159746
148,2012-05,-0.03083981598036678
149,2012-06,-0.01129009556664251
150,2012-07,0.028857757620761593
151,2012-08,0.034345333596850214
152,2012-09,0.030386784849278925
153,2012-10,-0.0025765670745721003
154,2012-11,-0.028199840500624407
155,2012-12,0.022387239897112332
156,2013-01,0.04222819961026114
157,2013-02,0.023306952333662867
158,2013-03,0.027580509307954637
159,2013-04,0.013894420984047917
160,2013-05,0.045923514834702805
161,2013-06,-0.010844365868443617
162,2013-07,0.0322571711667381
163,2013-08,0.0026739515140599135
164,2013-09,0.012227726157760355
165,2013-10,0.02071385587117547
166,2013-11,0.03875888535818528
167,2013-12,0.015446405091311233
168,2014-01,0.009326746009747922
169,2014-02,-0.0011540970029824127
170,2014-03,0.027436528808779448
171,2014-04,0.001615983174686031
172,2014-05,0.015391879343823467
173,2014-06,0.03204647339121247
174,2014-07,0.014764713351276049
175,2014-08,-0.004179089842541006
176,2014-09,0.0179766097719809
177,2014-10,-0.026822674820000447
178,2014-11,0.05712622621545771
179,2014-12,0.006623598845377554
180,2015-01,-0.011310690022155012
181,2015-02,0.028225662172416843
182,2015-03,0.0008840511777710169
183,2015-04,0.008467656362481923
184,2015-05,0.009773714248772158
185,2015-06,-0.004002177629113257
186,2015-07,-0.0009816988010236116
187,2015-08,-0.023933140640972517
188,2015-09,-0.04509893451046332
189,2015-10,0.0428890789987002
190,2015-11,0.029574165735216873
191,2015-12,-0.01095317222133707
192,2016-01,-0.06454563819882009
193,2016-02,-0.00557380714356015
194,2016-03,0.06375387110670161
195,2016-04,0.027957431066065963
196,2016-05,-0.003169612862396476
197,2016-06,0.010906182275302712
198,2016-07,0.03262243532230147
199,2016-08,0.015169397000337925
200,2016-09,-0.007261460009300391
201,2016-10,-0.005245396651705647
202,2016-11,0.012096186950498522
203,2016-12,0.039682442898937076
204,2017-01,0.013949556742678837
205,2017-02,0.025582016757783155
206,2017-03,0.017867108126804254
207,2017-04,-0.0018839154380777545
208,2017-05,0.016808162530674187
209,2017-06,0.01810820307391503
210,2017-07,0.009742181383059378
211,2017-08,0.002397962684729027
212,2017-09,0.016724670077228998
213,2017-10,0.027062689942854323
214,2017-11,0.01581049790984257
215,2017-12,0.029246257099754924
216,2018-01,0.048253892214434435
217,2018-02,-0.028989520332407315
218,2018-03,0.0009314519134988597
219,2018-04,-0.016876461879536175
220,2018-05,0.019661440775536887
221,2018-06,0.021350516926440077
222,2018-07,0.015545519975174171
223,2018-08,0.024456504200829787
224,2018-09,0.017025969094019988
225,2018-10,-0.03897238142461712
226,2018-11,-0.020747066652268553
227,2018-12,-0.055122076978126544
228,2019-01,0.017185781559128532
229,2019-02,0.05817268581257262
230,2019-03,0.01978053678682734
231,2019-04,0.03691589964821862
232,2019-05,-0.015400368675479448
233,2019-06,0.014397401022002931
234,2019-07,0.038033771955790385
235,2019-08,-0.03132188216600351
236,2019-09,0.031015255409769127
237,2019-10,-0.00029510465444837486
238,2019-11,0.04431238490788103
239,2019-12,0.024914662002816224
240,2020-01,0.03322033024499382
241,2020-02,0.0012168189375660887
242,2020-03,-0.18954772082837412
243,2020-04,0.04413025660533609
244,2020-05,0.05898119773439259
245,2020-06,0.06511940213222767
246,2020-07,0.03462783467205255
247,2020-08,0.05860735869823852
248,2020-09,0.040891471166229376
