Date,FB,GOOG,NVDA,MA,ADBE,NFLX,QCOM,CRM,GILD,CL,portfolio,Market_return
2014-02,0.09413455998683107,0.029365726332197584,0.17598659049967735,0.026955614389593263,0.1594863802285893,0.08868150932692664,0.01441671852963644,0.030398152811746515,0.026534243617710285,0.026131109357933724,0.2318394544585245,-0.0011540970029824127
2014-03,-0.12007007765020883,-0.08275088125012764,-0.025571031206553574,-0.03885758023143193,-0.04210985728262584,-0.21003972684840577,0.05230858196578003,-0.08465606653389957,-0.1440995463641751,0.032468405146861334,-0.002415656829653001,0.027436528808779448
2014-04,-0.007636170092178873,-0.054419410288172876,0.031267314109998834,-0.013891952499785587,-0.06160631835512398,-0.08519161704172162,-0.0019020845146348053,-0.09528811722139041,0.10767732940812014,0.04304905992781993,-0.0406376484495382,0.0016159831746860311
2014-05,0.058882578281060693,0.06309577542436107,0.03343294379678663,0.03942891341879107,0.04619877374392489,0.2974474885079934,0.022105939202795133,0.018973853112962846,0.03465396727964509,0.016344465314430234,0.10359113254203453,0.015391879343823469
2014-06,0.06303320263123724,0.027487499620140632,-0.02421039479366338,-0.03897980813907809,0.12116516244025721,0.05449584994288181,-0.010370641851541573,0.10355311898789288,0.020933541902893982,-0.0032161166222786086,0.035838626881434715,0.03204647339121247
2014-07,0.07965523164548993,-0.00639688088224355,-0.056094739430029184,0.010704618285290346,-0.04297955478329085,-0.04058098585147285,-0.06919206166748637,-0.06594355561825815,0.10420952720874488,-0.06527793866366816,-0.0736240275914088,0.014764713351276047
2014-08,0.029869210232188692,0.0,0.11634480236241806,0.022386813234377412,0.038267170048792876,0.12992045356489612,0.03799508227970372,0.08921659267443127,0.17487662137114146,0.02097776772633786,0.005406508015709983,-0.004179089842541006
2014-09,0.05640204808761906,0.010076928488210068,-0.05141374264743859,-0.0249309479253359,-0.037691224297085046,-0.05539735435513449,-0.017477086532299735,-0.026400429332588016,-0.010319816149998329,0.007569913602010869,-0.05027796634103074,0.0179766097719809
2014-10,-0.05123991655928983,-0.031661303901408866,0.059078582954233294,0.13465665945217808,0.013441252671776649,-0.12946050213111693,0.050020315308133556,0.11228929317298464,0.052137210496628006,0.03121609053776986,-0.026401872371375774,-0.026822674820000447
2014-11,0.03613814057437059,-0.0308542404520169,0.0777245526540804,0.04226873041978618,0.050770071579429255,-0.11757520956699685,-0.06602826759550773,-0.06438510139887121,-0.10428576652518895,0.04051999816440377,0.1701582351857287,0.05712622621545771
2014-12,0.004118400352542739,-0.02847757215970048,-0.043871817150596626,-0.01294524350381887,-0.013300805549328332,-0.014368506393698688,0.019616188763206033,-0.009353558853923971,-0.06040669135171406,-0.00574767319632552,-0.010172384398406287,0.006623598845377554
2015-01,-0.02704425880213812,0.0154255519523252,-0.042394164530509815,-0.046097339745608146,-0.03535075381989217,0.29328761146132853,-0.15969348042803644,-0.0482212197627685,0.11213681295293654,-0.019015242674291777,-0.014130544799697125,-0.011310690022155012
2015-02,0.04031086037374476,0.04467551632213884,0.15338237887344364,0.09874457748856424,0.12790534110944862,0.07494340747986517,0.160902900176493,0.2290521933698062,-0.012401114236609057,0.04887431991062918,0.10329774654520829,0.028225662172416843
2015-03,0.04115486830140713,-0.01862463523874347,-0.05122370202740223,-0.04149563811306756,-0.06523383226616652,-0.1225916464754625,-0.03814691382712698,-0.037042372392103395,-0.052158985813704595,-0.020898248193325863,-0.07252070012182053,0.0008840511777710168
2015-04,-0.04196064858203874,-0.016760389861387726,0.060678138925895464,0.0461344385715301,0.028671829147794314,0.3355252394425443,-0.01932502141709469,0.08995662858630671,0.024253951310722943,-0.02429254615827181,0.07301146316640116,0.008467656362481923
2015-05,0.0053320530181437675,-0.009733206615023193,0.0014608426518760709,0.02272467847134485,0.03983695604200732,0.12140161286360063,0.024706053573455344,-0.0009612701883764396,0.11700325314670712,-0.007283118918606446,0.01745033878232531,0.009773714248772158
2015-06,0.08309122362420407,-0.021799958477143555,-0.09127853200324532,0.013223626262507837,0.024276215542318846,0.05268724964177096,-0.0949422097115945,-0.04288663569184925,0.04662087575027818,-0.020661692378756813,0.015016178234341645,-0.004002177629113257
2015-07,0.0960709550620018,0.20191729959864158,-0.007956234604448165,0.04370073807607189,0.012097218882812122,0.21802596878932623,0.02810141883793249,0.05270725180388669,0.006662057504195795,0.04576309916129473,0.027544572290850385,-0.0009816988010236116
2015-08,-0.048718239835988886,-0.011764494691411498,0.1315580049784948,-0.051642535367516285,-0.041712382705849205,0.006298672347832435,-0.1138883076087377,-0.05375173638975406,-0.10851838957974957,-0.07659485993000481,0.07666060709079707,-0.02393314064097252
2015-09,0.005255520732408314,-0.01589974458527088,0.09653036907114432,-0.024358690096807134,0.04645540969907058,-0.10232110552003904,-0.05037140357844161,0.0010092228115374802,-0.0618004876519026,0.01034856005359952,0.0932849969842854,-0.04509893451046332
