Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19350216,1.4,0.41,-0.74,1.02,-0.56,-2.23
19350223,-1.29,-2.31,-1.15,-1.44,-0.58,-5.66
19350302,-0.24,-1.21,-3.54,-0.25,-0.19,-1.04
19350309,-5.23,-5.26,-5.09,-2.8,-3.6,-8.59
19350316,-5.06,-5.17,-9.33,-3.06,-2.52,-5.49
19350323,3.52,3.86,4.79,2.21,3.07,5.1
19350330,-1.57,-1.98,-1.85,-0.04,-0.34,-1.09
19350406,0.45,3.26,4.62,2.85,4.42,9.12
19350413,4.66,3.44,4.62,2.23,3.08,4.29
19350420,2.84,4.08,2.18,3.81,1.86,0.83
19350427,0.4,-1.08,-0.54,-0.48,0.63,2.02
19350504,-0.89,0.47,0.22,1.46,2.03,-0.84
19350511,1.39,2.77,2.15,2.95,3.55,3.85
19350518,2.03,2.35,3.6,0.72,1.25,1.74
19350525,-3.72,1.29,1.03,1.39,0.72,0.52
19350601,-7.27,-6.82,-7.82,-4.48,-4.19,-5.5
19350608,3.82,4.69,2.53,4.58,5.22,5.37
19350615,4.56,3.08,3.94,3.25,2.29,5.12
19350622,1.98,1.83,-0.31,1.74,1.54,2.69
19350629,-2.63,-1.71,-3.06,-2.45,-2.63,-4.15
19350706,1.47,1.75,1.24,2.1,2.21,2.55
19350713,2.8,2.86,1.56,1.5,0.53,1.53
19350720,1.13,2.6,0.93,1.06,-1.23,1.18
19350727,1.8,3.53,4.5,1.62,2.83,6.64
19350803,1.37,1.41,5.84,0.21,2.91,4.8
19350810,2.71,4.24,7.6,3.59,2.45,5.04
19350817,1.01,4.17,9.12,-0.03,2.66,5.03
19350824,-0.86,-0.63,-3.55,-0.98,-3.62,-6.02
19350831,1.49,0.72,-0.89,0.25,-0.31,-0.36
19350907,3.03,3.86,4.62,3.15,3.18,6.52
19350914,1.39,0.38,-0.95,1.04,-0.58,-0.5
19350921,-3.7,-3.5,-4.43,-2.53,-3.71,-6.05
19350928,4.32,4.69,3.18,2.66,1.8,1.77
19351005,-0.7,-1.16,-2.94,-0.77,-1.05,-4.44
19351011,2.28,4.04,3.09,2.62,2.39,2.95
19351019,5.16,3.85,-0.52,2.83,1.46,2.77
19351026,5.87,4.38,5.98,3.1,5.22,4.89
19351102,-0.73,1.9,2.37,0.41,0.64,0.64
19351109,1.32,1.64,0.76,2.23,2.23,3.31
19351116,2.96,4.65,5.9,2.14,3.23,6.95
19351123,3.39,3.92,7.39,0.03,1.13,4.81
19351130,-2.12,-2.36,1.78,-2.65,-1.71,-2.26
19351207,1.93,5.24,4.5,1.43,3.6,6.22
19351214,-1.54,-0.7,-4.69,-1.97,-1.6,-5.05
19351221,1.5,0.67,-1.41,0.53,-0.15,0.96
19351228,-0.18,0.88,-1.41,0.57,0.58,1.63
19360104,7.41,4.7,11.64,2.47,5.13,6.83
19360111,3.41,3.35,5.56,1.63,1.82,2.38
19360118,0.15,-1.45,2.3,-1.03,0.43,-0.73
19360125,0.93,2.25,2.83,1.7,2.15,4.14
19360201,2.04,2.12,4.67,0.96,2.87,3.47
19360208,1.72,3.73,3.37,0.76,2.29,1.87
19360215,0.9,2.85,1.51,2.07,1.58,8.09
19360221,1.16,2.23,2.04,0.72,0.31,1.61
19360229,-1.54,-1.68,0.24,-1.52,-1.17,-3.6
19360307,4.17,3.93,2.7,3.35,1.78,3.2
19360314,-2.67,-3.45,-3.65,-2.71,-1.61,-4.8
19360321,0.49,1.41,1.22,1.62,0.68,0.48
19360328,-2.21,-0.54,-0.27,-0.19,-1.28,-0.25
19360404,2.85,4.35,3.49,3.55,2.86,6.7
19360411,-2.73,-2.55,-0.96,-0.3,-0.17,2.49
19360418,-4.63,-4.56,-4.55,-2.99,-2.31,-5.24
19360425,-4.01,-4.16,-5.36,-2.45,-3.25,-6.18
19360502,-4.8,-5.86,-6.37,-3.69,-5.12,-8.17
19360509,1.54,0.83,2.43,1.48,1.43,0.64
19360516,1.96,2.89,3.04,2.15,2.68,3.67
19360523,-0.91,-0.69,-1.05,-0.65,-0.47,-0.44
19360529,1.09,1.76,2.56,1.32,1.45,3.2
19360606,-1.81,-2.45,-2.44,-0.89,-1.35,-2.88
19360613,2.67,1.72,2.48,3.31,2.74,4.92
19360620,-0.04,1.55,-0.36,1.05,0.73,1.34
19360627,-1.42,-0.43,0.4,0.55,0.24,-0.93
19360703,-1.17,-0.65,-1.37,0.36,0.92,-1.26
19360711,4.23,3.3,3.64,2.25,2.77,4.96
19360718,2.33,3.38,3.96,2.12,2.04,3.91
19360725,2.59,0.63,2.27,1.19,0.86,2.18
19360801,0.42,0.26,-0.65,-0.72,-0.26,0.44
19360808,1.73,2.09,2.14,1.6,2.17,3.78
19360815,-2.34,-1.46,-0.15,-1.69,-1.28,-2.26
19360822,-2.02,-0.1,-2.64,-1.87,-2.45,-3.23
19360829,2.27,1.97,5.16,2.1,2.3,5.64
19360905,2.53,2.81,3.35,1.37,1.15,1.67
19360912,0.69,0.21,0.54,-0.33,0.65,-0.34
19360919,0.77,0.36,1.84,0.49,0.43,0.75
19360926,-0.8,0.73,-1.33,-0.04,-0.72,-0.8
19361003,3.71,4.21,4.63,2.06,2.7,3.66
19361010,1.79,1.67,2.4,2.41,2.89,2.42
19361017,0.54,1.14,1.94,0.61,0.88,1.77
19361024,-1.89,-0.17,-1.72,0.09,0.98,-1.52
19361031,-0.91,0.52,-0.69,0.71,0.8,1.04
19361107,5.76,4.63,5.95,3.6,2.91,1.84
19361114,0.37,0.21,-1.16,-1.2,-2.36,-5.11
19361121,2.51,1.49,2.86,1.12,1.43,2.33
19361128,2.11,2,4.31,0.34,1.25,1.75
19361205,-0.59,-0.34,0.61,-1.42,-0.38,-2.68
19361212,2.04,3.57,4.84,0.1,0.36,1.73
19361219,-3.28,-2.87,-3.55,-1.87,-1.7,-2.02
19361224,2.84,2.32,3.55,0.81,2.04,1.06
19370102,-0.07,0.32,1.65,-0.96,1.4,0.67
19370109,3.71,4.08,6.55,2.81,1.55,4.47
19370116,4.31,3.06,4.4,2.06,0.85,2.61
19370123,-0.05,2.06,0.77,0.24,0.1,0.53
19370130,0.13,-0.71,-0.97,-0.4,-0.66,-0.13
19370206,1.26,1.23,2.28,0.67,1.39,2.54
19370213,2.57,1.01,1.6,1.16,0.51,2.75
19370220,0.1,-0.43,1.82,-0.96,-0.4,3.27
19370227,-0.92,-0.32,-1.11,-1.07,-0.9,-1.63
19370306,1.43,2.97,3.91,2.21,2.17,7.74
19370313,-1.18,-1.1,-0.18,-1.43,-0.87,-0.37
19370320,-3.17,-1.84,-1.42,-3.21,-2.41,-2.32
19370327,-1.16,-0.25,-0.56,0.14,-0.58,-0.7
19370403,-1.14,-1.11,-1.83,-0.99,0.29,-1.03
19370410,-2.97,-2.27,-4.2,-2.79,-2.18,-4.41
19370417,1.56,0.72,0.8,0.67,0.95,0.4
19370424,-2.25,-3.24,-3.2,-1.79,-1.65,-1.05
19370501,-4.41,-4.13,-3.84,-1.17,-1.9,-3.67
19370508,1.21,1.09,0.79,1.01,0.3,2.02
19370515,-5.44,-6.11,-6.52,-3.37,-3.38,-5.97
19370522,4.77,4.04,3.57,3.2,3.03,4.22
19370528,-1.01,-0.8,-2.38,-0.74,-0.85,-2.53
19370605,0.05,-0.5,-1.37,0.21,0.21,1.09
19370612,-3.77,-3.83,-4.29,-3.36,-2.56,-4.12
19370619,-2.29,-1.78,-3.74,-0.7,-0.46,-2.62
19370626,-0.88,-1.12,-1.26,-0.48,-0.68,-3.24
19370702,1.7,1.85,2.56,1.48,2.59,3.73
19370710,5.37,5.92,7.9,3.55,2.96,4.87
19370717,0.87,0.75,-1.44,1.73,1.08,1.3
19370724,2.94,0.89,2.37,2.98,2.43,3.82
19370731,-0.91,-1.15,-1.57,-0.62,-0.73,-1.78
19370807,-0.02,0.94,0.15,-0.27,-0.16,0.29
19370814,2.03,1.1,1.04,2.27,1.01,2.11
19370821,-3.68,-3.03,-3.46,-3.42,-3.01,-5.51
19370828,-3.88,-4.39,-3.49,-3.35,-3.05,-5.31
19370904,-3.03,-2.84,-3.24,-1.93,-1.76,-2.43
19370911,-13.82,-14.67,-16.04,-7.82,-7.89,-9.47
19370918,0.77,1.98,2.13,-1.15,-0.14,-3.78
19370925,-12.67,-11.64,-13.35,-6.29,-6.89,-9.7
19371002,8.89,6.7,8.66,5.09,5.04,5.8
19371009,-8.21,-7.79,-9.02,-6.02,-6.01,-10.27
19371016,-14.93,-14.39,-16.44,-7.03,-7.07,-8.97
19371023,0.43,-1.06,3.67,-5.37,-1.38,-7.55
19371030,14.13,14.75,13.97,8.84,7.02,13.47
19371106,-9.6,-10.16,-10.38,-9.23,-7.84,-12.72
19371113,6.34,6.02,7.39,6.59,5.31,11.73
19371120,-11.11,-11.47,-11.62,-9.64,-7.29,-9.97
19371127,3.29,3.66,4.21,3.66,2.3,5.18
19371204,1.57,0.92,0.69,3.52,2.21,2.04
19371211,-2.71,-2.73,-2.23,-1.53,-1.35,-1.71
19371218,-4.84,-3.01,-4.23,-0.55,0.52,-1.09
19371224,-2.97,-0.7,-3.54,-0.45,-0.4,-0.34
19371231,-6.8,-5.57,-4,-4.33,-3.55,-6.1
19380108,16.46,15.89,14.43,8.93,8.47,10.72
19380115,4.62,5.37,4.54,3.44,1.39,3
19380122,-4.44,-4.94,-5.24,-3.87,-3.52,-6.68
19380129,-9.91,-8.38,-7.84,-7.61,-6.48,-9.24
19380205,-0.1,0.51,0.29,1.97,-0.4,2.73
19380211,3.62,2.35,1.66,2.06,1.72,3.44
19380219,2.41,1.36,1.34,2.32,2.49,0.74
19380226,3.65,2.47,2.73,2.6,3.03,4
19380305,-3.46,-3.34,-3.65,-2.42,-3.31,-5.33
19380312,-5.43,-5.36,-5.86,-4.03,-4.54,-5.96
19380319,-3.56,-4.38,-5.64,-1.95,-2.08,-3.17
19380326,-16.01,-14.84,-14.53,-11.31,-10.76,-14.98
19380402,3.63,4.22,3.7,-0.27,2.09,3.27
19380409,13.11,12.11,11.53,10.49,10.43,11.05
19380416,3.83,4.31,4.51,4.16,2.7,2.33
19380423,-0.25,-1.17,-1.54,-2.65,-1.73,-1.75
19380430,-6.56,-5.3,-4.65,-5.81,-4.47,-6.52
19380507,3.68,2.94,3.47,5.98,5.69,7.97
19380514,0.21,-0.01,0.77,-0.2,-1.58,-1.17
19380521,-3.78,-4.24,-4.4,-3.46,-3.42,-6.73
19380528,-6.02,-4.96,-4.35,-4.54,-2.96,-4.42
19380604,2.38,1.33,1.21,2.84,1.59,3.11
19380611,1.88,1.96,1,1.72,1.87,0.94
19380618,0.53,-0.47,-0.95,-0.17,-0.73,-1.46
19380625,19.76,19.87,17.99,17.15,14.5,23.24
19380702,8.64,9.27,12.94,5.05,7.46,9.72
19380709,0.74,0.88,1.45,-1.09,-1.35,-1.09
19380716,2.58,3.78,3.49,1.77,1.53,0.95
19380723,7.43,7.09,8.18,4,5.16,8.41
19380730,-2.59,-2.72,-4.13,-1.48,-3.28,-5.91
19380806,3.08,1.97,1.85,3.13,1.87,3.86
19380813,-10.61,-9.64,-11.81,-5.71,-7.45,-9.85
19380820,4.51,3.24,4.42,3.47,2.81,4.08
19380827,1.71,3.33,0.87,0.94,-0.51,0.8
19380903,-0.79,-2.08,-2.54,-0.14,-0.27,-1.42
19380910,-4.65,-3.85,-4.68,-2.88,-4.08,-4.69
19380917,-11.02,-12.02,-14.43,-5.16,-6.71,-11.23
19380924,2.25,2.97,3.91,1.38,1.73,3.57
19381001,13.19,13.11,16.12,8.08,9.91,13.84
19381008,9.12,7.56,9.54,4.35,2.93,9.62
19381015,2.08,2.43,2.13,1.62,2.6,1.11
19381022,0.94,2.43,3.14,0.93,1.36,1.34
19381029,-0.23,-1.15,-2.02,-1.88,-1.92,-0.67
19381105,0.51,1.62,1.3,0.4,0.74,0.94
19381112,5.47,5.56,5.28,3.66,4.52,6.82
19381119,-7.08,-6.49,-7.54,-4.33,-6.06,-8.19
19381126,-2.7,-1.88,-2.8,-1.03,-1.36,-4
19381203,-1.31,-1.61,-3.63,-0.35,-1,-1.8
19381210,-0.44,-1.77,-3.38,0.07,-1.01,-0.86
19381217,2.19,2.23,0.48,2.42,3.01,3.87
19381224,-0.98,-1.37,-0.35,-0.24,-0.02,3.25
19381231,6.15,5.46,7.81,2.16,4.11,5.88
19390107,-1.83,-0.79,-0.68,-1.74,-1.83,-3.19
19390114,-1.67,-3.04,-3.66,-1.68,-1.74,-1.49
19390121,-1.52,-0.74,-1.18,-0.6,-1.18,-3.08
19390128,-8.72,-9.39,-10.26,-4.53,-5.33,-9.64
19390204,6.89,6.73,8.52,4.37,4.95,7.69
19390211,-1.02,-1.19,-1.23,0.35,-0.23,-0.99
19390218,1.62,1.28,1.16,0.93,1.04,1.59
19390225,1.91,2.01,2.7,0.75,1,2.63
19390304,2.05,2.25,2.69,1.79,1.61,4.14
19390311,2.09,1.85,0.89,2.06,1.29,-0.88
19390318,-9,-9.65,-10.55,-6.21,-7.84,-10.91
19390325,0.45,0.45,0.4,-0.02,0.57,0.52
19390401,-12.51,-11.2,-13.32,-6.04,-7.17,-9.29
19390408,-10.21,-10.75,-12.82,-7.95,-7.93,-13.17
19390415,9.34,9.67,14.62,6.99,7.85,10.13
19390422,0.27,0.18,-0.96,-0.05,-1.05,-2.26
19390429,-0.59,0.38,0.04,0.14,-0.41,-0.49
19390506,5.25,3.44,5.23,2.44,2.71,3.31
19390513,1.67,1.39,0.05,0.62,0.2,0.64
19390520,-2.28,-2.23,-1.64,-0.35,-1.95,-2.79
19390527,6.41,5.81,5.29,3.52,4.4,7.66
19390603,0.32,-0.52,-0.1,0.07,-0.48,-1.59
19390610,2.56,1.95,1.87,2.37,2.09,0.99
19390617,-3.24,-3.2,-4.99,-3.07,-3.55,-4.75
19390624,2.43,1.51,2.32,1.43,0.97,1.5
19390701,-8.16,-6.34,-6.38,-4.03,-3.93,-5.32
19390708,2.08,1.62,1.26,1.71,1.72,2.02
19390715,5.69,5.09,4.21,3.6,3.22,4.71
19390722,8.67,9.12,8.46,5.6,4.01,8.37
19390729,-1.63,-1.7,-1.41,-0.62,-0.97,-2.58
19390805,-2.06,-1.43,-1.73,-0.82,-1.37,-1.53
19390812,-3.31,-3.32,-3.56,-2.33,-1.88,-3.3
19390819,-5.74,-4.86,-4.89,-2.66,-2.26,-5.16
19390826,-1.51,-1.61,-2.51,0.53,0.3,0.94
19390902,6.41,6.43,6.34,0.71,1.45,0.75
19390909,20.17,22.18,30.33,8.61,12.1,22.65
19390916,2.82,1.79,3.8,0.22,1.43,3.69
19390923,2.48,2.78,3.14,1.42,0.17,3.65
19390930,0.77,0.59,2.35,0.59,-0.14,3.1
19391007,-4.1,-4.43,-5.83,-2.33,-2.04,-5.32
19391014,0.85,0.71,-0.42,0.57,0.28,0.76
19391021,4.9,3.8,3.62,2.76,2.28,2.62
19391028,1.2,1.43,-0.04,0.07,-0.39,-0.65
19391104,0.99,0.13,-0.37,-0.23,-0.04,-2.35
19391110,-3.32,-5.25,-6.63,-1.95,-2.09,-3.11
19391118,1.3,1.77,0.61,1.71,1.2,1.9
19391125,-3.93,-3.41,-4.49,-1.49,-1.76,-3.7
19391202,-2.15,-2.99,-3.06,-0.66,-1.39,-3.21
19391209,3.36,1.83,0.01,1.01,0.7,0.45
19391216,0.02,-0.8,-1.17,0.59,-0.18,-0.23
19391223,-0.16,-0.12,-2.22,0.26,0.69,-0.8
19391230,0.63,0.11,1.18,0.65,0.35,0.5
19400106,2.38,3.44,4.62,1.03,1.42,1.85
19400113,-6.32,-5.31,-6.07,-3.84,-3.6,-5.82
19400120,-0.68,0.33,-1.39,0.59,0.22,-0.35
19400127,2.83,0.76,1.97,0.8,0.12,0.52
19400203,-0.69,-0.63,-1.05,-0.49,-0.23,-1.05
19400210,2.48,3,2.9,2.05,1.52,3.11
19400217,1.76,0.75,1.24,0.06,0.34,-0.04
19400224,-1.55,-0.95,-1.15,-0.73,-0.97,-2.29
19400302,-0.37,-0.18,-0.35,-0.19,-0.65,-0.11
19400309,3.67,1.82,2.33,1.27,1.29,2.1
19400316,-5.56,-3.77,-4.6,-1.38,-1.55,-3.53
19400323,3.88,2.19,3.19,1.15,0.93,0.74
19400330,2.44,3.14,1.63,1.23,1.55,3.68
19400406,3.34,4.12,5.28,2.09,2.6,4.39
19400413,0.07,-0.72,-1.04,-1.1,-1.81,-3.28
19400420,1.62,0.18,-0.02,-1.65,-0.69,-0.34
19400427,0.03,0.09,-0.23,0.08,-0.09,-0.55
19400504,-0.31,-0.89,-1.64,-0.49,0.1,-0.64
19400511,-3.75,-2.96,-3.78,-2.41,-1.59,-2.22
19400518,-21.85,-22.74,-26.95,-15.89,-15.52,-21.33
19400525,-5.99,-4.79,-3.6,-5.42,-5.17,-3.5
19400601,2.79,2.63,1.59,0.92,0.31,2.15
19400608,-0.64,-0.76,0.48,-0.44,1.38,-1.02
19400615,7.33,8.6,9.37,6.58,6.84,7.37
19400622,-0.79,-1.7,-0.77,0.08,-0.66,2.54
19400629,-1.45,-0.77,-0.83,-0.78,0.75,1.59
19400706,1.18,0.78,0.78,0.03,0.17,1.5
19400713,-0.67,0,-0.62,-0.35,0.03,-0.85
19400720,1.42,0.46,0.72,0.53,0.19,-1.08
19400727,-0.86,0.71,-0.54,0.33,0.27,0.42
19400803,3.71,2.97,2.63,3.05,1.88,3.13
19400810,-1.22,-0.31,-0.78,0.77,-0.14,-0.38
19400817,-3.25,-3.57,-3.99,-3.61,-2.99,-3.58
19400824,2.46,2.28,1.55,2.42,1.85,2.49
19400831,4.15,4.6,5.65,2.54,3.69,5.36
19400907,5.65,3.77,5.99,3.09,2.82,4.43
19400914,-3.98,-4.5,-5.44,-3.06,-3.94,-4.72
19400921,3.66,3.53,3.92,2.57,2.9,3.16
19400928,0.44,0.86,-0.03,0.56,-0.62,-1.95
19401005,2.11,2.74,3.7,1.08,1.22,3.61
19401011,-2.67,-2.11,-2.36,-1.72,-2.14,-2.65
19401019,1.51,1.69,2.32,0.81,1.61,2.33
19401026,0.45,1.41,1.65,-0.18,2.5,1.59
19401102,2.94,2.93,2.38,1.45,3.52,4.43
19401109,7.31,6.82,7.02,1.95,3.89,5.25
19401116,-3.03,-2.84,-2.43,-2,-2.37,-1.89
19401123,-1.89,-1.89,-1.79,-1.66,-1.62,-2.24
19401130,-1.43,-1.34,-2.68,-0.65,-1.33,-2.49
19401207,0.63,-0.43,-0.78,0.71,-0.02,-0.44
19401214,0.04,0.73,0.84,0.77,0.9,1.32
19401221,-3.07,-3.1,-3.83,-1.99,-1.81,-3.26
19401228,0,0.22,-0.13,0.46,0.95,0.68
19410104,3.65,4.04,5.29,1.36,2.55,4.3
19410111,1.77,2.26,3.81,0.44,1.11,3.13
19410118,-3.05,-2.54,-2.96,-2.05,-3.49,-2.66
19410125,0.11,-0.04,0.43,-0.84,0.71,1.24
19410201,-5.66,-5.76,-6.19,-3.83,-4.18,-6.2
19410208,1.47,1.91,1.63,0.94,1.49,2.58
19410215,-7.05,-6.55,-7.34,-4.67,-5.05,-5.98
19410221,1.14,1.74,1.94,1.33,1.13,2.04
19410301,1.68,2.49,2.63,1.31,1.43,1.37
19410308,0.32,0.47,0.96,0.41,0.26,1.08
19410315,2.61,2.08,3.33,1.47,1.44,1.65
19410322,-2.02,-1.29,-1.53,-1.23,-1.1,-1.6
19410329,-0.11,-0.1,0.36,-0.15,0.54,2.5
19410405,1.66,1.7,3.79,1.04,2.05,4.18
19410412,-6.05,-5.75,-7.1,-4.1,-4.79,-6.87
19410419,-3.11,-2.53,-2.45,-1.95,-1.73,-1.87
19410426,-0.1,0.99,1.61,-0.55,0.8,3.03
19410503,0.32,0.57,1.22,-0.78,0.5,2.81
19410510,2.18,2.48,3.83,1.8,2.52,4.38
19410517,-1.35,-2.65,-3.12,-1.09,-0.98,-3.24
19410524,-0.37,0.22,0.12,0.71,0.81,0.23
19410531,0.78,0.34,-0.57,-0.53,-0.76,-1.19
19410607,0.61,1.89,2.41,2.92,2.56,0.99
19410614,4.19,3.31,3.85,2.33,2.63,2.11
19410621,-1.1,0.48,0.18,0.13,-0.43,-1.59
19410628,0.75,0.75,1.67,0.91,1.12,2.07
19410705,0.29,0.21,1.51,0.37,1.53,1.34
19410712,6.7,5.74,6.6,2.54,3.71,4.12
19410719,0.53,-0.56,0.29,0.02,-0.01,0.3
19410726,1.02,3.02,6.21,0.28,2.44,2.36
19410802,1.52,0.48,2.73,0.24,-0.87,0.62
19410809,-3.28,-2.32,-2.94,-0.66,-1.71,-3.45
19410816,-2.29,-1.43,-1.59,-0.76,-1.27,-0.5
19410823,1.43,1.07,2.01,0.82,1.17,0.76
19410830,2.67,1.17,2.1,1.35,1.83,1.35
19410906,-0.14,-0.41,-0.26,0.23,-0.84,-0.98
19410913,-0.64,0.69,0.89,0.09,0.14,0.35
19410920,0.28,-0.06,-0.33,0.35,-0.06,-1.4
19410927,-3.29,-2.59,-3.42,-1.24,-1.91,-0.33
19411004,0.35,0.15,1.47,0.06,0.35,1.25
19411011,-3.33,-3.1,-3.76,-2.46,-2.35,-2.68
19411018,-2.01,-1.96,-2.88,-1.39,-1.28,-1.06
19411025,1.87,0.98,2.51,0.3,2.06,1.29
19411101,-1.85,-0.96,-1.66,-1.93,-1.37,0.1
19411108,-0.08,-0.85,0.06,0.19,0.84,0.25
19411115,-1.86,-1.73,-2.68,-1,-1.29,-1.3
19411122,1.36,-0.17,1.88,0.49,1.39,1.13
19411129,-0.59,-2.37,-2.39,-2.21,-1.7,-2.59
19411206,1.7,1.33,0.57,2.09,3.28,2.4
19411213,-6.26,-8.29,-12.41,-5.66,-5.82,-11.23
19411220,-2.18,-2.72,-2.03,-3.81,-0.75,0.41
19411227,-0.67,-1.29,-0.85,-1.11,-1.25,-2
19420103,7.74,10.21,11.58,6.87,3.03,7.82
19420110,1.85,2.05,0.8,-2.9,-2.21,0.2
19420117,0.83,1.74,2.5,0.29,1.94,2.15
19420124,-1.24,-0.15,1.09,-1.41,0.04,1.39
19420131,-0.35,0.09,0.24,-0.42,-1.11,0.21
19420207,1.2,0.71,1.42,0.05,0.39,1.38
19420214,-1.59,-2.44,-3.61,-1.96,-1.9,-2.61
19420221,-0.83,-0.34,-0.53,-1.28,-2.5,-1.97
19420228,1.72,0.98,1.13,0.9,1.23,1.03
19420307,-2.9,-3.94,-3.87,-3.58,-4.76,-4.04
19420314,-0.76,0.17,-1.33,-1.83,-2.07,-2.56
19420321,0.51,0.52,1.14,0.79,0.98,2.37
19420328,-1.5,-0.56,-1.17,-1.02,-1.5,-0.85
19420404,0.31,1.31,0.99,1.27,0.75,-0.15
19420411,-1.34,-1.22,-1.87,-1.39,-1.15,-0.89
19420418,-3.31,-2.94,-2.84,-1.9,-3.03,-2.73
19420425,-0.73,-0.9,-1.32,-2.9,-2.46,-2.17
19420502,-0.93,0.58,1.8,1.48,2.21,3.57
19420509,-0.01,1.03,1.08,1.85,2.69,0.42
19420516,-1.02,-1.05,-0.97,1.12,-0.6,-0.49
19420523,-0.04,0.68,-0.4,1.48,0.57,-1.27
19420529,0.77,0.89,0.87,1.41,1.06,0.56
19420606,2.3,2.99,3.25,3.99,3.23,2.08
19420613,-0.63,-0.5,-0.69,0.09,-0.5,-0.84
19420620,0.29,0.43,0.63,-0.11,0.81,0.34
19420627,-1.1,-1.24,-0.86,-1.3,-1.11,0
19420703,1.3,1.14,1.49,2.05,1.61,3.23
19420711,4,4.28,4.74,3.55,4.91,4.89
19420718,-0.51,-0.55,-0.9,-0.64,-1.32,-0.96
19420725,0.02,-0.78,-0.68,-0.92,-0.07,1.04
19420801,0.27,-0.02,0.59,-0.73,-0.64,0.6
19420808,-0.22,-0.86,-1.69,-0.19,-0.89,-1
19420815,1.31,1.1,1.37,1.26,2.04,3.37
19420822,1.46,2.11,3.67,1.18,1.18,3.62
19420829,-0.35,-0.2,-1.91,-0.79,-0.48,-2.25
19420905,-0.36,0.44,1.04,0.44,0.01,0.46
19420912,-0.39,-0.56,-0.4,-0.55,-0.63,-0.92
19420919,0.89,0.95,3.13,0.77,1.59,2.3
19420926,2.61,2.43,3.23,2.38,2.14,2.2
19421003,1.3,2.72,3.17,1.47,2.69,4.68
19421010,2.81,3.79,5.66,3.3,4.27,4.88
19421017,1.17,-0.47,1.11,-0.69,-0.81,-1.63
19421024,1.28,2.05,2.28,1.69,1.38,1.88
19421031,0.33,-0.59,-0.07,-0.75,-0.1,1.62
19421107,2.37,2.24,2.48,2.31,2.57,1.48
19421114,-0.89,-0.89,-1.01,-0.18,-0.67,-2.37
19421121,-0.32,-1.66,-1.67,-0.21,-0.28,-1.42
19421128,-1.22,-1.51,-2.05,-0.71,-1.12,-1.74
19421205,-0.1,0.02,-1.24,0.83,0.2,1.03
19421212,-0.78,0.53,-0.77,0.61,0.94,-1.08
19421219,2.8,3.31,3.79,2.14,3.68,4.37
19421226,0.03,-0.25,-0.51,1.03,0.88,0.17
19430102,1.82,1.56,2.5,0.65,0.86,2.05
19430109,2.49,2.7,5.18,0.51,1.09,1.19
19430116,3.05,4,6.26,1.59,1.69,3.72
19430123,1.91,1.63,1.35,0.47,1.05,0.16
19430130,2.21,3.16,6.77,2.13,3.06,3.29
19430206,1.61,1.05,1.44,0.38,0.62,0.75
19430213,2.7,2.85,8.07,1.86,2.62,1.9
19430220,2.8,0.85,1.84,0.39,1.26,2.4
19430227,3.98,4.24,5.37,2.12,2.36,5.86
19430306,2.13,1.92,3.59,0.41,0.99,1.87
19430313,1.35,2.4,3.98,0.19,0.81,1.38
19430320,-0.65,-0.87,-2.94,-0.89,-1.71,-2.69
19430327,5.36,5.63,5.97,3.19,4.75,6.41
19430403,1.79,2.46,7.5,0.47,2.47,4.85
19430410,-4.34,-4.05,-5.51,-2.15,-3.82,-4.03
19430417,2.66,3.84,6.06,1.28,3.03,2.89
19430424,0.55,1.79,3.19,0.58,1.12,2.07
19430501,1.61,1.65,2.57,1.42,1.33,2.16
19430508,4.98,3.23,7.18,1.93,2.82,3.42
19430515,-1.85,-1.45,-0.71,-0.73,-1.61,-3.35
19430522,2.44,3.52,2.77,1.37,1.75,2.05
19430529,2.69,2.7,1.81,1.95,2.2,3.65
19430605,0.83,1.11,1.88,1.22,1.23,-0.16
19430612,-0.82,-1.03,-3.57,-0.81,-1.63,-2.79
19430619,-2.09,-1.61,-2.3,-0.86,-0.82,-1.26
19430626,1.59,2.42,3.71,2.07,2.5,3.32
19430703,1.39,1.46,1.14,0.63,1.28,2.09
19430710,0.03,-0.07,0.1,0.26,1.09,0.67
19430717,0.42,0.49,1.7,0.7,2.23,1.74
19430724,0.1,0,-0.89,-0.47,0.01,-0.1
19430731,-6.37,-8.13,-10.42,-5.27,-7.16,-8.78
19430807,-0.66,-1.16,-2.42,-0.57,-0.56,-1.96
19430814,1.21,2.36,3.88,1.87,1.93,2.76
19430821,-0.24,-1.62,-2.37,-0.68,-1.21,-2.5
19430828,-0.81,-0.58,0.12,0.21,0.03,0.18
19430904,1.33,1.89,2.17,1.2,1.77,1.56
19430911,0.61,0.83,2.55,0.66,0.91,0.46
19430918,1.92,2.54,3.74,1.69,1.86,3.65
19430925,0.01,-0.66,-0.16,-0.32,-0.22,-0.9
19431002,0.45,0.43,-0.69,-0.34,-0.27,0.09
19431009,-2.66,-2.94,-3.24,-2.22,-2.2,-2.53
19431016,0.37,0.5,0.66,0.55,0.66,1.1
19431023,0.92,0.89,1.6,0.07,0.4,0.83
19431030,0.3,0.62,1.23,0.17,0.04,0.67
19431106,-2.62,-3.56,-5.48,-1.92,-2.77,-5.03
19431113,-3.21,-3.17,-4.72,-2.14,-2.24,-2.8
