Date,TECHM
2010-10-19,190.3125
2010-10-20,188.375
2010-10-21,189.22500610351562
2010-10-22,190.0749969482422
2010-10-25,191.16250610351562
2010-10-26,196.58749389648438
2010-10-27,192.6875
2010-10-28,186.8249969482422
2010-10-29,182.3125
2010-11-01,183.89999389648438
2010-11-02,181.1374969482422
2010-11-03,183.125
2010-11-04,187.1875
2010-11-08,187.21249389648438
2010-11-09,188.4375
2010-11-10,188.625
2010-11-11,184.8249969482422
2010-11-12,182.0749969482422
2010-11-15,180.875
2010-11-16,172.9250030517578
2010-11-18,171.2375030517578
2010-11-19,169.8625030517578
2010-11-22,170.75
2010-11-23,168.39999389648438
2010-11-24,166.64999389648438
2010-11-25,155.91250610351562
2010-11-26,156.1999969482422
2010-11-29,157.9250030517578
2010-11-30,159.8249969482422
2010-12-01,167.78750610351562
2010-12-02,169.08749389648438
2010-12-03,167.2375030517578
2010-12-06,166.3625030517578
2010-12-07,167.8874969482422
2010-12-08,165.96249389648438
2010-12-09,160.16250610351562
2010-12-10,160.5
2010-12-13,162.10000610351562
2010-12-14,168.46249389648438
2010-12-15,166.6750030517578
2010-12-16,167.3625030517578
2010-12-20,165.72500610351562
2010-12-21,174.78750610351562
2010-12-22,174.58749389648438
2010-12-23,171.3125
2010-12-24,172.3625030517578
2010-12-27,173.5124969482422
2010-12-28,173.46249389648438
2010-12-29,173.7375030517578
2010-12-30,175.02499389648438
2010-12-31,175.60000610351562
2011-01-03,177.91250610351562
2011-01-04,186.14999389648438
2011-01-05,182.1374969482422
2011-01-06,182.46249389648438
2011-01-07,176.9250030517578
2011-01-10,173.21249389648438
2011-01-11,170.58749389648438
2011-01-12,173.8125
2011-01-13,171.625
2011-01-14,169.41250610351562
2011-01-17,172.89999389648438
2011-01-18,173.25
2011-01-19,172.3625030517578
2011-01-20,173.9250030517578
2011-01-21,172.6125030517578
2011-01-24,173.9250030517578
2011-01-25,173.08749389648438
2011-01-27,168.91250610351562
2011-01-28,163.7624969482422
2011-01-31,162.7375030517578
2011-02-01,158.5625
2011-02-02,160.2624969482422
2011-02-03,162.53750610351562
2011-02-04,158.6750030517578
2011-02-07,157.375
2011-02-08,154.0
2011-02-09,145.77499389648438
2011-02-10,140.3625030517578
2011-02-11,142.9250030517578
2011-02-14,158.66250610351562
2011-02-15,158.9250030517578
2011-02-16,160.28750610351562
2011-02-17,166.6999969482422
2011-02-18,165.0749969482422
2011-02-21,169.35000610351562
2011-02-22,170.91250610351562
2011-02-23,170.8625030517578
2011-02-24,163.6999969482422
2011-02-25,160.41250610351562
2011-02-28,161.3125
2011-03-01,168.9875030517578
2011-03-03,171.375
2011-03-04,171.3125
2011-03-07,169.64999389648438
2011-03-08,185.7624969482422
2011-03-09,183.4875030517578
2011-03-10,182.0749969482422
2011-03-11,182.60000610351562
2011-03-14,184.5500030517578
2011-03-15,183.71249389648438
2011-03-16,184.77499389648438
2011-03-17,183.1875
2011-03-18,176.21249389648438
2011-03-21,177.3625030517578
2011-03-22,177.66250610351562
2011-03-23,177.6750030517578
2011-03-24,183.9250030517578
2011-03-25,184.16250610351562
2011-03-28,181.2375030517578
2011-03-29,170.3625030517578
2011-03-30,169.2375030517578
2011-03-31,169.03750610351562
2011-04-01,173.3874969482422
2011-04-04,175.4250030517578
2011-04-05,179.4875030517578
2011-04-06,183.9250030517578
2011-04-07,187.5749969482422
2011-04-08,185.5625
2011-04-11,182.39999389648438
2011-04-13,183.52499389648438
2011-04-15,183.0749969482422
2011-04-18,176.39999389648438
2011-04-19,177.22500610351562
2011-04-20,180.9499969482422
2011-04-21,179.85000610351562
2011-04-25,179.5124969482422
2011-04-26,181.2624969482422
2011-04-27,179.58749389648438
2011-04-28,172.1374969482422
2011-04-29,171.60000610351562
2011-05-02,171.8249969482422
2011-05-03,167.53750610351562
2011-05-04,166.1125030517578
2011-05-05,164.96249389648438
2011-05-06,167.35000610351562
2011-05-09,166.625
2011-05-10,168.8000030517578
2011-05-11,169.64999389648438
2011-05-12,166.8249969482422
2011-05-13,168.21249389648438
2011-05-16,166.3000030517578
2011-05-17,162.77499389648438
2011-05-18,163.72500610351562
2011-05-19,166.71249389648438
2011-05-20,161.64999389648438
2011-05-23,162.78750610351562
2011-05-24,168.28750610351562
2011-05-25,164.85000610351562
2011-05-26,164.3249969482422
2011-05-27,165.0124969482422
2011-05-30,171.83749389648438
2011-05-31,169.4499969482422
2011-06-01,174.97500610351562
2011-06-02,171.14999389648438
2011-06-03,171.7375030517578
2011-06-06,176.125
2011-06-07,177.21249389648438
2011-06-08,175.16250610351562
2011-06-09,175.16250610351562
2011-06-10,174.58749389648438
2011-06-13,175.0124969482422
2011-06-14,176.08749389648438
2011-06-15,175.125
2011-06-16,172.53750610351562
2011-06-17,172.3625030517578
2011-06-20,166.6750030517578
2011-06-21,168.85000610351562
2011-06-22,173.14999389648438
2011-06-23,175.46249389648438
2011-06-24,173.52499389648438
2011-06-27,175.16250610351562
2011-06-28,174.72500610351562
2011-06-29,177.83749389648438
2011-06-30,180.8125
2011-07-01,179.5500030517578
2011-07-04,182.6374969482422
2011-07-05,183.66250610351562
2011-07-06,185.375
2011-07-07,184.71249389648438
2011-07-08,183.91250610351562
2011-07-11,186.3125
2011-07-12,185.5625
2011-07-13,185.10000610351562
2011-07-14,187.8125
2011-07-15,186.28750610351562
2011-07-18,185.33749389648438
2011-07-19,187.52499389648438
2011-07-20,187.71249389648438
2011-07-21,187.28750610351562
2011-07-22,187.96249389648438
2011-07-25,193.02499389648438
2011-07-26,194.1125030517578
2011-07-27,197.33749389648438
2011-07-28,196.08749389648438
2011-07-29,193.9875030517578
2011-08-01,195.21249389648438
2011-08-02,195.91250610351562
2011-08-03,193.27499389648438
2011-08-04,193.35000610351562
2011-08-05,183.0124969482422
2011-08-08,178.3249969482422
2011-08-09,182.0625
2011-08-10,183.625
2011-08-11,181.875
2011-08-12,184.5124969482422
2011-08-16,182.08749389648438
2011-08-17,179.0
2011-08-18,165.1750030517578
2011-08-19,159.5
2011-08-22,159.21249389648438
2011-08-23,165.22500610351562
2011-08-24,163.2375030517578
2011-08-25,154.6374969482422
2011-08-26,153.1374969482422
2011-08-29,158.9250030517578
2011-08-30,162.1999969482422
2011-09-02,158.83749389648438
2011-09-05,169.5749969482422
2011-09-06,165.33749389648438
2011-09-07,172.5625
2011-09-08,171.4250030517578
2011-09-09,166.1125030517578
2011-09-12,157.66250610351562
2011-09-13,157.6875
2011-09-14,157.0749969482422
2011-09-15,159.0500030517578
2011-09-16,162.6125030517578
2011-09-19,158.8125
2011-09-20,162.02499389648438
2011-09-21,162.53750610351562
2011-09-22,156.85000610351562
2011-09-23,156.5124969482422
2011-09-26,150.9875030517578
2011-09-27,152.6125030517578
2011-09-28,145.39999389648438
2011-09-29,142.91250610351562
2011-09-30,143.53750610351562
2011-10-03,138.4499969482422
2011-10-04,136.75
2011-10-05,132.9875030517578
2011-10-07,140.7624969482422
2011-10-10,144.02499389648438
2011-10-11,143.6750030517578
2011-10-12,146.1750030517578
2011-10-13,151.3625030517578
2011-10-14,148.72500610351562
2011-10-17,146.08749389648438
2011-10-18,142.27499389648438
2011-10-19,144.53750610351562
2011-10-20,142.4250030517578
2011-10-21,142.89999389648438
2011-10-24,140.7375030517578
2011-10-25,140.1999969482422
2011-10-28,146.875
2011-10-31,146.375
2011-11-01,147.89999389648438
2011-11-02,155.52499389648438
2011-11-03,155.28750610351562
2011-11-04,157.0124969482422
2011-11-08,153.9375
2011-11-09,150.47500610351562
2011-11-11,149.33749389648438
2011-11-14,152.72500610351562
2011-11-15,154.46249389648438
2011-11-16,151.9375
2011-11-17,149.6374969482422
2011-11-18,149.75
2011-11-21,145.5749969482422
2011-11-22,149.21249389648438
2011-11-23,143.3000030517578
2011-11-24,142.6374969482422
2011-11-25,140.02499389648438
2011-11-28,143.75
2011-11-29,141.3125
2011-11-30,141.33749389648438
2011-12-01,142.22500610351562
2011-12-02,144.52499389648438
2011-12-05,149.0
2011-12-07,147.0124969482422
2011-12-08,143.6374969482422
2011-12-09,139.66250610351562
2011-12-12,135.9875030517578
2011-12-13,136.78750610351562
2011-12-14,138.6750030517578
2011-12-15,143.1875
2011-12-16,140.5124969482422
2011-12-19,142.5
2011-12-20,143.03750610351562
2011-12-21,143.3000030517578
2011-12-22,141.89999389648438
2011-12-23,141.91250610351562
2011-12-26,142.9499969482422
2011-12-27,143.41250610351562
2011-12-28,142.6750030517578
2011-12-29,145.0749969482422
2011-12-30,143.4250030517578
2012-01-02,142.97500610351562
2012-01-03,149.9875030517578
2012-01-04,151.10000610351562
2012-01-05,148.83749389648438
2012-01-06,149.7375030517578
2012-01-09,150.9875030517578
2012-01-10,153.0749969482422
2012-01-11,155.3125
2012-01-12,149.10000610351562
2012-01-13,150.5
2012-01-16,150.83749389648438
2012-01-17,152.3249969482422
2012-01-18,148.1125030517578
2012-01-19,152.5
2012-01-20,150.5749969482422
2012-01-23,149.8874969482422
2012-01-24,152.1125030517578
2012-01-25,157.25
2012-01-27,159.33749389648438
2012-01-30,157.33749389648438
2012-01-31,163.0
2012-02-01,163.9875030517578
2012-02-02,166.9499969482422
2012-02-03,163.35000610351562
2012-02-06,160.89999389648438
2012-02-07,160.89999389648438
2012-02-08,162.5749969482422
2012-02-09,164.8125
2012-02-10,162.5625
2012-02-13,163.1125030517578
2012-02-14,164.6374969482422
2012-02-15,165.14999389648438
2012-02-16,164.71249389648438
2012-02-17,165.35000610351562
2012-02-21,165.6750030517578
2012-02-22,158.08749389648438
2012-02-23,153.4499969482422
2012-02-24,153.0124969482422
2012-02-27,147.77499389648438
2012-02-28,150.03750610351562
2012-02-29,150.125
2012-03-01,149.125
2012-03-02,149.47500610351562
2012-03-05,151.7624969482422
2012-03-06,150.9499969482422
2012-03-07,151.83749389648438
2012-03-09,160.2375030517578
2012-03-12,158.5124969482422
2012-03-13,161.08749389648438
2012-03-14,159.21249389648438
2012-03-15,154.5749969482422
2012-03-16,151.3625030517578
2012-03-19,154.6374969482422
2012-03-20,162.1750030517578
2012-03-21,171.27499389648438
2012-03-22,181.21249389648438
2012-03-23,185.3874969482422
2012-03-26,180.125
2012-03-27,175.4375
2012-03-28,175.6875
2012-03-29,177.41250610351562
2012-03-30,180.1875
2012-04-02,179.1374969482422
2012-04-03,179.27499389648438
2012-04-04,181.1374969482422
2012-04-09,178.22500610351562
2012-04-10,178.02499389648438
2012-04-11,177.8000030517578
2012-04-12,180.8874969482422
2012-04-13,176.5124969482422
2012-04-16,177.875
2012-04-17,177.0500030517578
2012-04-18,177.8625030517578
2012-04-19,177.4250030517578
2012-04-20,177.8125
2012-04-23,174.1999969482422
2012-04-24,174.5124969482422
2012-04-25,172.47500610351562
2012-04-26,178.4375
2012-04-27,174.2375030517578
2012-04-30,175.4375
2012-05-02,173.0625
2012-05-03,172.41250610351562
2012-05-04,170.5625
2012-05-07,170.8874969482422
2012-05-08,166.83749389648438
2012-05-09,163.72500610351562
2012-05-10,164.5749969482422
2012-05-11,159.3000030517578
2012-05-14,156.7624969482422
2012-05-15,159.2375030517578
2012-05-16,158.9375
2012-05-17,151.97500610351562
2012-05-18,152.7624969482422
2012-05-21,152.78750610351562
2012-05-22,154.47500610351562
2012-05-23,152.89999389648438
2012-05-24,166.5124969482422
2012-05-25,166.72500610351562
2012-05-28,166.875
2012-05-29,166.0625
2012-05-30,172.35000610351562
2012-05-31,168.3874969482422
2012-06-01,164.1374969482422
2012-06-04,165.1374969482422
2012-06-05,167.3125
2012-06-06,168.4375
2012-06-07,167.6374969482422
2012-06-08,169.72500610351562
2012-06-11,166.6999969482422
2012-06-12,169.0749969482422
2012-06-13,166.77499389648438
2012-06-14,169.4250030517578
2012-06-15,175.25
2012-06-18,171.3249969482422
2012-06-19,171.33749389648438
2012-06-20,171.4250030517578
2012-06-21,171.5
2012-06-22,172.08749389648438
2012-06-25,172.3125
2012-06-26,171.83749389648438
2012-06-27,173.6999969482422
2012-06-28,175.3249969482422
2012-06-29,177.0749969482422
2012-07-02,183.58749389648438
2012-07-03,181.7624969482422
2012-07-04,182.75
2012-07-05,184.14999389648438
2012-07-06,180.47500610351562
2012-07-09,179.64999389648438
2012-07-10,180.375
2012-07-11,179.5
2012-07-12,177.6875
2012-07-13,178.1875
2012-07-16,176.6125030517578
2012-07-17,176.6374969482422
2012-07-18,177.1875
2012-07-19,179.28750610351562
2012-07-20,178.27499389648438
2012-07-23,179.21249389648438
2012-07-24,179.47500610351562
2012-07-25,181.3000030517578
2012-07-26,178.9875030517578
2012-07-27,179.0124969482422
2012-07-30,178.21249389648438
2012-07-31,178.27499389648438
2012-08-01,181.9875030517578
2012-08-02,180.0
2012-08-03,190.39999389648438
2012-08-06,187.72500610351562
2012-08-07,188.75
2012-08-08,189.97500610351562
2012-08-09,190.60000610351562
2012-08-10,199.9499969482422
2012-08-13,204.33749389648438
2012-08-14,204.14999389648438
2012-08-16,211.3625030517578
2012-08-17,212.25
2012-08-21,217.25
2012-08-22,213.9250030517578
2012-08-23,216.41250610351562
2012-08-24,217.83749389648438
2012-08-27,218.77499389648438
2012-08-28,210.7375030517578
2012-08-29,208.72500610351562
2012-08-30,198.2624969482422
2012-08-31,199.64999389648438
2012-09-03,202.6374969482422
2012-09-04,205.28750610351562
2012-09-05,207.97500610351562
2012-09-06,209.5500030517578
2012-09-07,214.71249389648438
2012-09-10,220.0124969482422
2012-09-11,223.1374969482422
2012-09-12,231.41250610351562
2012-09-13,228.5
2012-09-14,227.66250610351562
2012-09-17,225.875
2012-09-18,225.33749389648438
2012-09-20,224.75
2012-09-21,228.33749389648438
2012-09-24,229.03750610351562
2012-09-25,231.875
2012-09-26,234.5625
2012-09-27,238.03750610351562
2012-09-28,243.0124969482422
2012-10-01,256.38751220703125
2012-10-03,248.5500030517578
2012-10-04,242.9499969482422
2012-10-05,236.6999969482422
2012-10-08,235.0124969482422
2012-10-09,238.1125030517578
2012-10-10,241.3249969482422
2012-10-11,244.875
2012-10-12,240.46249389648438
2012-10-15,235.1374969482422
2012-10-16,236.16250610351562
2012-10-17,237.6374969482422
2012-10-18,234.6374969482422
2012-10-19,231.9875030517578
2012-10-22,234.41250610351562
2012-10-23,232.85000610351562
2012-10-25,227.91250610351562
2012-10-29,232.39999389648438
2012-10-30,233.4375
2012-10-31,237.1125030517578
2012-11-01,235.8249969482422
2012-11-02,237.89999389648438
2012-11-05,238.8625030517578
2012-11-06,240.8249969482422
2012-11-07,242.27499389648438
2012-11-08,238.66250610351562
2012-11-09,234.7624969482422
2012-11-12,236.91250610351562
2012-11-15,229.5500030517578
2012-11-16,227.72500610351562
2012-11-19,220.8125
2012-11-20,221.0500030517578
2012-11-21,226.16250610351562
2012-11-22,227.52499389648438
2012-11-23,225.91250610351562
2012-11-26,226.97500610351562
2012-11-27,223.52499389648438
2012-11-29,220.1750030517578
2012-11-30,220.02499389648438
2012-12-03,222.97500610351562
2012-12-04,222.2624969482422
2012-12-05,221.96249389648438
2012-12-06,220.58749389648438
2012-12-07,220.08749389648438
2012-12-10,218.53750610351562
2012-12-11,219.875
2012-12-12,228.52499389648438
2012-12-13,229.58749389648438
2012-12-14,237.0500030517578
2012-12-17,238.1750030517578
2012-12-18,236.6374969482422
2012-12-19,236.1125030517578
2012-12-20,231.53750610351562
2012-12-21,226.60000610351562
2012-12-24,225.91250610351562
2012-12-26,228.6875
2012-12-27,229.91250610351562
2012-12-28,230.1875
2012-12-31,233.0625
2013-01-01,233.41250610351562
2013-01-02,234.9250030517578
2013-01-03,235.33749389648438
2013-01-04,235.625
2013-01-07,231.7624969482422
2013-01-08,231.60000610351562
2013-01-09,234.85000610351562
2013-01-10,243.89999389648438
2013-01-11,247.33749389648438
2013-01-14,250.5
2013-01-15,249.9499969482422
2013-01-16,249.47500610351562
2013-01-17,254.60000610351562
2013-01-18,249.7375030517578
2013-01-21,251.08749389648438
2013-01-22,245.1999969482422
2013-01-23,241.75
2013-01-24,247.6374969482422
2013-01-25,251.625
2013-01-28,254.0124969482422
2013-01-29,250.3874969482422
2013-01-30,252.75
2013-01-31,249.7375030517578
2013-02-01,251.1999969482422
2013-02-04,247.58749389648438
2013-02-05,241.6374969482422
2013-02-06,244.8874969482422
2013-02-07,247.47500610351562
2013-02-08,250.4875030517578
2013-02-11,249.8249969482422
2013-02-12,247.5124969482422
2013-02-13,250.14999389648438
2013-02-14,250.5
2013-02-15,249.66250610351562
2013-02-18,246.64999389648438
2013-02-19,258.625
2013-02-20,263.0625
2013-02-21,259.5249938964844
2013-02-22,259.86248779296875
2013-02-25,259.5
2013-02-26,256.67498779296875
2013-02-27,257.17498779296875
2013-02-28,262.76251220703125
2013-03-01,275.75
2013-03-04,271.45001220703125
2013-03-05,266.92498779296875
2013-03-06,269.8999938964844
2013-03-07,274.0625
2013-03-08,277.6000061035156
2013-03-11,277.04998779296875
2013-03-12,274.3500061035156
2013-03-13,271.2749938964844
2013-03-14,276.07501220703125
2013-03-15,275.5
2013-03-18,272.4750061035156
2013-03-19,272.67498779296875
2013-03-20,267.1499938964844
2013-03-21,266.2124938964844
2013-03-22,261.8999938964844
2013-03-25,261.4624938964844
2013-03-26,259.7875061035156
2013-03-28,264.875
2013-04-01,265.2875061035156
2013-04-02,256.54998779296875
2013-04-03,244.2624969482422
2013-04-04,244.25
2013-04-05,240.46249389648438
2013-04-08,245.9875030517578
2013-04-09,241.78750610351562
2013-04-10,249.6374969482422
2013-04-11,249.1750030517578
2013-04-12,245.0
2013-04-15,242.4875030517578
2013-04-16,243.16250610351562
2013-04-17,238.8000030517578
2013-04-18,237.5749969482422
2013-04-22,232.72500610351562
2013-04-23,231.02499389648438
2013-04-25,231.8874969482422
2013-04-26,231.5749969482422
2013-04-29,236.4499969482422
2013-04-30,238.3125
2013-05-02,241.41250610351562
2013-05-03,246.66250610351562
2013-05-06,250.41250610351562
2013-05-07,251.3874969482422
2013-05-08,245.9499969482422
2013-05-09,245.85000610351562
2013-05-10,244.0124969482422
2013-05-13,238.71249389648438
2013-05-14,239.6125030517578
2013-05-15,238.5
2013-05-16,235.5749969482422
2013-05-17,231.96249389648438
2013-05-20,230.52499389648438
2013-05-21,227.46249389648438
2013-05-22,235.8249969482422
2013-05-23,238.125
2013-05-24,237.8625030517578
2013-05-27,238.41250610351562
2013-05-28,245.89999389648438
2013-05-29,245.83749389648438
2013-05-30,244.6999969482422
2013-05-31,241.875
2013-06-03,235.0625
2013-06-04,235.625
2013-06-05,229.39999389648438
2013-06-06,231.25
2013-06-07,234.2375030517578
2013-06-10,235.08749389648438
2013-06-11,242.0
2013-06-12,244.6999969482422
2013-06-13,242.91250610351562
2013-06-14,241.4375
2013-06-17,242.85000610351562
2013-06-18,244.46249389648438
2013-06-19,253.0749969482422
2013-06-20,246.08749389648438
2013-06-21,248.875
2013-06-24,250.5
2013-06-25,252.46249389648438
2013-06-26,259.70001220703125
2013-06-27,270.20001220703125
2013-06-28,264.95001220703125
2013-07-01,258.61248779296875
2013-07-02,250.5500030517578
2013-07-03,249.77499389648438
2013-07-04,257.86248779296875
2013-07-05,259.6625061035156
2013-07-08,261.42498779296875
2013-07-09,260.67498779296875
2013-07-10,269.8125
2013-07-11,266.61248779296875
2013-07-12,280.4750061035156
2013-07-15,277.9750061035156
2013-07-16,273.1000061035156
2013-07-17,273.6000061035156
2013-07-18,272.82501220703125
2013-07-19,283.07501220703125
2013-07-22,292.92498779296875
2013-07-23,294.7875061035156
2013-07-24,301.9125061035156
2013-07-25,294.92498779296875
2013-07-26,304.4375
2013-07-29,312.1499938964844
2013-07-30,308.0625
2013-07-31,311.57501220703125
2013-08-01,312.8999938964844
2013-08-02,308.29998779296875
2013-08-05,315.95001220703125
2013-08-06,308.3500061035156
2013-08-07,307.3500061035156
2013-08-08,311.1625061035156
2013-08-12,316.625
2013-08-13,332.76251220703125
2013-08-14,330.2875061035156
2013-08-16,331.11248779296875
2013-08-19,323.5
2013-08-20,312.45001220703125
2013-08-21,309.9375
2013-08-22,317.7250061035156
2013-08-23,341.54998779296875
2013-08-26,344.9125061035156
2013-08-27,340.7250061035156
2013-08-28,342.5625
2013-08-29,341.38751220703125
2013-08-30,343.75
2013-09-02,343.76251220703125
2013-09-03,350.1000061035156
2013-09-04,349.79998779296875
2013-09-05,345.6000061035156
2013-09-06,340.07501220703125
2013-09-10,339.20001220703125
2013-09-11,333.32501220703125
2013-09-12,327.8374938964844
2013-09-13,322.32501220703125
2013-09-16,319.5375061035156
2013-09-17,328.20001220703125
2013-09-18,328.4750061035156
2013-09-19,323.7250061035156
2013-09-20,324.1000061035156
2013-09-23,331.6000061035156
2013-09-24,334.2749938964844
2013-09-25,333.95001220703125
2013-09-26,328.3999938964844
2013-09-27,326.61248779296875
2013-09-30,333.9375
2013-10-01,331.42498779296875
2013-10-03,343.25
2013-10-04,350.17498779296875
2013-10-07,360.8125
2013-10-08,360.5874938964844
2013-10-09,369.01251220703125
2013-10-10,378.2749938964844
2013-10-11,387.4624938964844
2013-10-14,389.7124938964844
2013-10-15,395.8999938964844
2013-10-17,382.45001220703125
2013-10-18,384.0625
2013-10-21,386.375
2013-10-22,386.6000061035156
2013-10-23,388.13751220703125
2013-10-24,384.2749938964844
2013-10-25,385.3500061035156
2013-10-28,378.7749938964844
2013-10-29,380.5874938964844
2013-10-30,388.8374938964844
2013-10-31,387.76251220703125
2013-11-01,381.4624938964844
2013-11-05,379.7749938964844
2013-11-06,393.29998779296875
2013-11-07,395.11248779296875
2013-11-08,418.75
2013-11-11,424.32501220703125
2013-11-12,421.38751220703125
2013-11-13,415.11248779296875
2013-11-14,418.0
2013-11-18,433.4624938964844
2013-11-19,437.1000061035156
2013-11-20,421.54998779296875
2013-11-21,414.4750061035156
2013-11-22,416.8374938964844
2013-11-25,418.29998779296875
2013-11-26,429.88751220703125
2013-11-27,422.36248779296875
2013-11-28,423.04998779296875
2013-11-29,424.38751220703125
2013-12-02,422.4624938964844
2013-12-03,422.7250061035156
2013-12-04,424.0625
2013-12-05,420.57501220703125
2013-12-06,418.6875
2013-12-09,418.42498779296875
2013-12-10,427.51251220703125
2013-12-11,421.3500061035156
2013-12-12,417.5375061035156
2013-12-13,422.86248779296875
